output_file,date,rule,version,log-file(s),input-file(s),shellcmd,status,plan
resources/cop_soil_total_elec_s180_37m.nc,Wed Aug 16 11:49:08 2023,build_cop_profiles,-,logs/test-tgi/build_cop_profiles_s180_37m.log,resources/temp_air_rural_elec_s180_37m.nc;resources/temp_air_total_elec_s180_37m.nc;resources/temp_air_urban_elec_s180_37m.nc;resources/temp_soil_rural_elec_s180_37m.nc;resources/temp_soil_total_elec_s180_37m.nc;resources/temp_soil_urban_elec_s180_37m.nc,-,ok,update pending
resources/cop_soil_rural_elec_s180_37m.nc,Wed Aug 16 11:49:08 2023,build_cop_profiles,-,logs/test-tgi/build_cop_profiles_s180_37m.log,resources/temp_air_rural_elec_s180_37m.nc;resources/temp_air_total_elec_s180_37m.nc;resources/temp_air_urban_elec_s180_37m.nc;resources/temp_soil_rural_elec_s180_37m.nc;resources/temp_soil_total_elec_s180_37m.nc;resources/temp_soil_urban_elec_s180_37m.nc,-,ok,update pending
resources/cop_soil_urban_elec_s180_37m.nc,Wed Aug 16 11:49:08 2023,build_cop_profiles,-,logs/test-tgi/build_cop_profiles_s180_37m.log,resources/temp_air_rural_elec_s180_37m.nc;resources/temp_air_total_elec_s180_37m.nc;resources/temp_air_urban_elec_s180_37m.nc;resources/temp_soil_rural_elec_s180_37m.nc;resources/temp_soil_total_elec_s180_37m.nc;resources/temp_soil_urban_elec_s180_37m.nc,-,ok,update pending
resources/cop_air_total_elec_s180_37m.nc,Wed Aug 16 11:49:08 2023,build_cop_profiles,-,logs/test-tgi/build_cop_profiles_s180_37m.log,resources/temp_air_rural_elec_s180_37m.nc;resources/temp_air_total_elec_s180_37m.nc;resources/temp_air_urban_elec_s180_37m.nc;resources/temp_soil_rural_elec_s180_37m.nc;resources/temp_soil_total_elec_s180_37m.nc;resources/temp_soil_urban_elec_s180_37m.nc,-,ok,update pending
resources/cop_air_rural_elec_s180_37m.nc,Wed Aug 16 11:49:08 2023,build_cop_profiles,-,logs/test-tgi/build_cop_profiles_s180_37m.log,resources/temp_air_rural_elec_s180_37m.nc;resources/temp_air_total_elec_s180_37m.nc;resources/temp_air_urban_elec_s180_37m.nc;resources/temp_soil_rural_elec_s180_37m.nc;resources/temp_soil_total_elec_s180_37m.nc;resources/temp_soil_urban_elec_s180_37m.nc,-,ok,update pending
resources/cop_air_urban_elec_s180_37m.nc,Wed Aug 16 11:49:08 2023,build_cop_profiles,-,logs/test-tgi/build_cop_profiles_s180_37m.log,resources/temp_air_rural_elec_s180_37m.nc;resources/temp_air_total_elec_s180_37m.nc;resources/temp_air_urban_elec_s180_37m.nc;resources/temp_soil_rural_elec_s180_37m.nc;resources/temp_soil_total_elec_s180_37m.nc;resources/temp_soil_urban_elec_s180_37m.nc,-,ok,update pending
resources/solar_thermal_total_elec_s180_37m.nc,Wed Aug 16 11:45:19 2023,build_solar_thermal_profiles,-,logs/test-tgi/build_solar_thermal_profiles_total_s180_37m.log,cutouts/europe-2013-era5.nc;resources/pop_layout_total.nc;resources/regions_onshore_elec_s180_37m.geojson,-,ok,update pending
resources/solar_thermal_urban_elec_s180_37m.nc,Wed Aug 16 11:47:42 2023,build_solar_thermal_profiles,-,logs/test-tgi/build_solar_thermal_profiles_urban_s180_37m.log,cutouts/europe-2013-era5.nc;resources/pop_layout_urban.nc;resources/regions_onshore_elec_s180_37m.geojson,-,ok,update pending
resources/solar_thermal_rural_elec_s180_37m.nc,Wed Aug 16 11:49:06 2023,build_solar_thermal_profiles,-,logs/test-tgi/build_solar_thermal_profiles_rural_s180_37m.log,cutouts/europe-2013-era5.nc;resources/pop_layout_rural.nc;resources/regions_onshore_elec_s180_37m.geojson,-,ok,update pending
results/test-tgi/configs/config.yaml,Sat Aug  5 10:27:21 2023,copy_config,-,,,-,ok,update pending
results/test-tgi/postnetworks/elec_s180_37m_lv1.1__12H_2040.nc,-,solve_sector_network_myopic,-,-,-,-,missing,update pending
results/test-tgi/prenetworks-brownfield/elec_s180_37m_lv1.1__12H_2040.nc,-,add_brownfield,-,-,-,-,missing,update pending
results/test-tgi/prenetworks/elec_s180_37m_lv1.1__12H_2040.nc,Wed Aug 16 11:50:01 2023,prepare_sector_network,-,logs/test-tgi/prepare_sector_network_elec_s180_37m_lv1.1__12H_2040.log,data/costs_2040.csv;data/eea/UNFCCC_v23.csv;data/eurostat-energy_balances-june_2016_edition;data/heat_load_profile_BDEW.csv;data/override_component_attrs;resources/avail_profile_s180_37m.csv;resources/biomass_potentials_s180_37m.csv;resources/busmap_elec_s180.csv;resources/busmap_elec_s180_37m.csv;resources/co2_totals.csv;resources/cop_air_rural_elec_s180_37m.nc;resources/cop_air_total_elec_s180_37m.nc;resources/cop_air_urban_elec_s180_37m.nc;resources/cop_soil_rural_elec_s180_37m.nc;resources/cop_soil_total_elec_s180_37m.nc;resources/cop_soil_urban_elec_s180_37m.nc;resources/dsm_profile_s180_37m.csv;resources/energy_totals.csv;resources/heat_demand_rural_elec_s180_37m.nc;resources/heat_demand_total_elec_s180_37m.nc;resources/heat_demand_urban_elec_s180_37m.nc;resources/industrial_energy_demand_elec_s180_37m_2040.csv;resources/networks/elec_s180_37m_ec_lv1.1_.nc;resources/pop_layout_elec_s180.csv;resources/pop_layout_elec_s180_37m.csv;resources/pop_weighted_energy_totals_s180_37m.csv;resources/profile_offwind-ac.nc;resources/profile_offwind-dc.nc;resources/salt_cavern_potentials_s180_37m.csv;resources/shipping_demand_s180_37m.csv;resources/solar_thermal_rural_elec_s180_37m.nc;resources/solar_thermal_total_elec_s180_37m.nc;resources/solar_thermal_urban_elec_s180_37m.nc;resources/temp_air_rural_elec_s180_37m.nc;resources/temp_air_total_elec_s180_37m.nc;resources/temp_air_urban_elec_s180_37m.nc;resources/temp_soil_rural_elec_s180_37m.nc;resources/temp_soil_total_elec_s180_37m.nc;resources/temp_soil_urban_elec_s180_37m.nc;resources/transport_data_s180_37m.csv;resources/transport_demand_s180_37m.csv,-,ok,update pending
resources/industrial_energy_demand_elec_s180_37m_2040.csv,Wed Aug 16 11:46:01 2023,build_industrial_energy_demand_per_node,-,logs/test-tgi/build_industrial_energy_demand_per_node_s180_37m_2040.log,resources/industrial_energy_demand_today_elec_s180_37m.csv;resources/industrial_production_elec_s180_37m_2040.csv;resources/industry_sector_ratios.csv,-,ok,update pending
resources/industrial_production_elec_s180_37m_2040.csv,Wed Aug 16 11:46:00 2023,build_industrial_production_per_node,-,logs/test-tgi/build_industrial_production_per_node_s180_37m_2040.log,resources/industrial_distribution_key_elec_s180_37m.csv;resources/industrial_production_per_country_tomorrow_2040.csv,-,ok,update pending
resources/industrial_production_per_country_tomorrow_2040.csv,Wed Aug 16 11:39:14 2023,build_industrial_production_per_country_tomorrow,-,logs/test-tgi/build_industrial_production_per_country_tomorrow_2040.log,resources/industrial_production_per_country.csv,-,ok,update pending
results/test-tgi/postnetworks/elec_s180_37m_lv1.1__12H_2050.nc,-,solve_sector_network_myopic,-,-,-,-,missing,update pending
results/test-tgi/prenetworks-brownfield/elec_s180_37m_lv1.1__12H_2050.nc,-,add_brownfield,-,-,-,-,missing,update pending
results/test-tgi/prenetworks/elec_s180_37m_lv1.1__12H_2050.nc,Wed Aug 16 11:50:01 2023,prepare_sector_network,-,logs/test-tgi/prepare_sector_network_elec_s180_37m_lv1.1__12H_2050.log,data/costs_2050.csv;data/eea/UNFCCC_v23.csv;data/eurostat-energy_balances-june_2016_edition;data/heat_load_profile_BDEW.csv;data/override_component_attrs;resources/avail_profile_s180_37m.csv;resources/biomass_potentials_s180_37m.csv;resources/busmap_elec_s180.csv;resources/busmap_elec_s180_37m.csv;resources/co2_totals.csv;resources/cop_air_rural_elec_s180_37m.nc;resources/cop_air_total_elec_s180_37m.nc;resources/cop_air_urban_elec_s180_37m.nc;resources/cop_soil_rural_elec_s180_37m.nc;resources/cop_soil_total_elec_s180_37m.nc;resources/cop_soil_urban_elec_s180_37m.nc;resources/dsm_profile_s180_37m.csv;resources/energy_totals.csv;resources/heat_demand_rural_elec_s180_37m.nc;resources/heat_demand_total_elec_s180_37m.nc;resources/heat_demand_urban_elec_s180_37m.nc;resources/industrial_energy_demand_elec_s180_37m_2050.csv;resources/networks/elec_s180_37m_ec_lv1.1_.nc;resources/pop_layout_elec_s180.csv;resources/pop_layout_elec_s180_37m.csv;resources/pop_weighted_energy_totals_s180_37m.csv;resources/profile_offwind-ac.nc;resources/profile_offwind-dc.nc;resources/salt_cavern_potentials_s180_37m.csv;resources/shipping_demand_s180_37m.csv;resources/solar_thermal_rural_elec_s180_37m.nc;resources/solar_thermal_total_elec_s180_37m.nc;resources/solar_thermal_urban_elec_s180_37m.nc;resources/temp_air_rural_elec_s180_37m.nc;resources/temp_air_total_elec_s180_37m.nc;resources/temp_air_urban_elec_s180_37m.nc;resources/temp_soil_rural_elec_s180_37m.nc;resources/temp_soil_total_elec_s180_37m.nc;resources/temp_soil_urban_elec_s180_37m.nc;resources/transport_data_s180_37m.csv;resources/transport_demand_s180_37m.csv,-,ok,update pending
resources/industrial_energy_demand_elec_s180_37m_2050.csv,Wed Aug 16 11:46:01 2023,build_industrial_energy_demand_per_node,-,logs/test-tgi/build_industrial_energy_demand_per_node_s180_37m_2050.log,resources/industrial_energy_demand_today_elec_s180_37m.csv;resources/industrial_production_elec_s180_37m_2050.csv;resources/industry_sector_ratios.csv,-,ok,update pending
resources/industrial_production_elec_s180_37m_2050.csv,Wed Aug 16 11:45:56 2023,build_industrial_production_per_node,-,logs/test-tgi/build_industrial_production_per_node_s180_37m_2050.log,resources/industrial_distribution_key_elec_s180_37m.csv;resources/industrial_production_per_country_tomorrow_2050.csv,-,ok,update pending
resources/industrial_production_per_country_tomorrow_2050.csv,Wed Aug 16 11:39:14 2023,build_industrial_production_per_country_tomorrow,-,logs/test-tgi/build_industrial_production_per_country_tomorrow_2050.log,resources/industrial_production_per_country.csv,-,ok,update pending
results/test-tgi/maps/elec_s180_37m_lv1.1__12H-costs-all_2030.pdf,-,plot_network,-,-,-,-,missing,update pending
results/test-tgi/maps/elec_s180_37m_lv1.1__12H_2030-today.pdf,-,plot_network,-,-,-,-,missing,update pending
results/test-tgi/maps/elec_s180_37m_lv1.1__12H-costs-all_2040.pdf,-,plot_network,-,-,-,-,missing,update pending
results/test-tgi/maps/elec_s180_37m_lv1.1__12H_2040-today.pdf,-,plot_network,-,-,-,-,missing,update pending
results/test-tgi/maps/elec_s180_37m_lv1.1__12H-costs-all_2050.pdf,-,plot_network,-,-,-,-,missing,update pending
results/test-tgi/maps/elec_s180_37m_lv1.1__12H_2050-today.pdf,-,plot_network,-,-,-,-,missing,update pending
