country,carrier,2023,2030,2035,2040,2045,2050
AL,BEV charger,0.8731328840120118,2.7757002176925067,4.392612965862899,5.996051441131872,6.575445175892928,7.154838910653986
AL,air heat pump,0.0001321348213434,0.0578307085843885,0.0600844301434141,0.0634639799671692,0.0856098495863781,0.1127773812959162
AL,battery charger,5.346596179516413e-06,4.8702037031809635e-06,6.353474065446794e-06,8.557959788512606e-06,9.43714529576714e-06,5.373361106971218e-06
AL,ground heat pump,0.0182492346479136,2.06364466065249e-05,2.2664119551932005e-05,2.4928627713012197e-05,0.0138987385099984,0.0203746131158267
AL,home battery charger,4.103655880116743e-06,0.0970008338019577,0.1175462703837434,0.1323848975747408,1.092774209198756,1.1532680573187
AL,hydro,1.6907,1.6907,1.6907,1.6907,1.6907,1.6907
AL,water tanks charger,0.0114911607164291,0.4603363302141588,0.4276813496127742,0.4964503647273168,0.5214797825499037,0.5547298987318839
AT,BEV charger,3.3844086144,10.759076767999998,17.026500128,23.24169496,25.487521664,27.733348368
AT,PHS,5.057300000000001,5.057300000000001,5.057300000000001,5.057300000000001,5.057300000000001,5.057300000000001
AT,air heat pump,0.2011782938310322,0.6602505393486956,0.7294554858032449,0.8948266843349455,1.47861212524454,1.8952291546903388
AT,battery charger,5.353782296727866e-06,4.919825013974617e-06,6.37637908843543e-06,8.509999464784114e-06,9.340977224291246e-06,5.1871703342464775e-06
AT,ground heat pump,0.2692519035377005,0.2627239933223002,0.2627266859183811,0.3832033111202679,0.6694558125114547,0.7995439145354943
AT,home battery charger,4.106430146009212e-06,6.369284819930011e-06,9.287746435523942e-06,1.8478571971976867e-05,2.4223712599338893e-05,2.346821002068814e-05
AT,hydro,3.6006199999999997,3.6006199999999997,3.6006199999999997,3.6006199999999997,3.6006199999999997,3.6006199999999997
AT,water tanks charger,2.299493624592365,4.836841001107674,4.039106569988565,5.807841965865513,6.591267771530901,7.235940286611202
BA,BEV charger,1.168301899070341,3.714046160624851,5.877568195940298,8.023060880961449,8.798322943616151,9.573585006270854
BA,PHS,0.44,0.44,0.44,0.44,0.44,0.44
BA,air heat pump,2.2138620900486354e-06,0.1413564564457039,0.1458515557847255,0.1528742140040278,0.2201958682817639,0.26045079559813
BA,battery charger,5.295605999242085e-06,4.836459240727294e-06,6.321451197708e-06,8.467420306470113e-06,9.338435539488026e-06,5.307651307834783e-06
BA,ground heat pump,0.06164064413324,0.0200533696768929,0.020055945049203,0.020060883520667,0.1080538954885877,0.1565996212530821
BA,home battery charger,4.061609647943428e-06,2.475014633901013e-05,0.0479669975697145,0.1050425787229046,0.4048066273733455,1.2409897067675155
BA,hydro,1.6145,1.6145,1.6145,1.6145,1.6145,1.6145
BA,water tanks charger,0.030131526224174,0.8693010900915837,0.8378089813587315,0.8707947922995365,1.0328592870266142,1.1115821286357137
BE,BEV charger,4.008487111199999,12.743030013999997,20.166154293999995,27.52741920499999,30.18737207199999,32.847324938999996
BE,PHS,1.308,1.308,1.308,1.308,1.308,1.308
BE,air heat pump,8.776409320457014e-06,1.7129902449080774,1.8828907848892815,2.213468025502769,4.044776783806027,4.614665008005711
BE,battery charger,1.632601741710578e-05,1.471382941797752e-05,1.898138149027848e-05,2.512557809033113e-05,2.7818921383609404e-05,1.5668722608410164e-05
BE,ground heat pump,0.2402828353249567,1.2356490102426734e-05,1.638486656037429e-05,0.0246486998540795,0.1267544649964323,0.1555297083874233
BE,home battery charger,1.2458988488260088e-05,1.8648310763474983e-05,2.6807217448011616e-05,4.933003261769586e-05,0.0684112199632354,0.183541299905648
BE,hydro,0.0127828025477706,0.0127828025477706,0.0127828025477706,0.0127828025477706,0.0127828025477706,0.0127828025477706
BE,water tanks charger,0.652173952530561,14.984115766820205,8.475901104788194,14.275179368578254,16.600547330577864,19.180178189588833
BG,BEV charger,2.2619446344,7.190749918,11.379536278,15.533416085,17.034397864,18.535379643
BG,PHS,0.864,0.864,0.864,0.864,0.864,0.864
BG,air heat pump,0.2822074064948888,0.2165697584008744,0.2165739285289661,0.2095076676868899,0.2095112942886901,0.2391528764720972
BG,battery charger,5.275864967552328e-06,4.974295631175471e-06,6.451924092183002e-06,8.694357195837177e-06,9.576789069692442e-06,5.493254630287855e-06
BG,ground heat pump,0.0836614049738583,0.0052462712612109,0.0052472803248651,0.0075385632597413,0.0110773715151781,0.0311845315593013
BG,home battery charger,4.0580198699260034e-06,1.5914724545917557e-05,0.1324261153685784,0.4632807969447091,2.096567866843075,2.0966633968799075
BG,hydro,1.92514,1.92514,1.92514,1.92514,1.92514,1.92514
BG,water tanks charger,0.9582015308710417,3.1645832591020873,2.871334417773277,3.18874267822202,2.801082676610795,2.704873930481434
CH,BEV charger,3.1777115831999994,10.101984354,15.986635434,21.822247755,23.930914392,26.039581029
CH,PHS,5.08955,5.08955,5.08955,5.08955,5.08955,5.08955
CH,air heat pump,0.2794137398219699,0.8299183811613352,0.8299300194406202,0.7146102479366613,1.605131357829399,1.9674052053304585
CH,battery charger,5.454841944665948e-06,5.01671986672093e-06,6.519829912713652e-06,8.655016710333391e-06,9.4642170256736e-06,5.178980093841938e-06
CH,ground heat pump,0.2122511817817875,0.2219643560313136,0.2219670927808953,0.2195743136460216,0.4262893102540597,0.5321890235213371
CH,home battery charger,4.1641374098918835e-06,6.3240884384255256e-06,9.257998388316235e-06,1.6612030680840545e-05,2.1371243334620106e-05,1.964132854897831e-05
CH,hydro,9.91631,9.91631,9.91631,9.91631,9.91631,9.91631
CH,water tanks charger,0.20718937316112,8.2017987484314,5.243758490107915,5.85340656084898,10.049475981454348,10.86923942405219
