snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Hydrogen,CO2 captured,CO2 emissions,Methanol,Oil,Electricity,Coal,Centralized heat,Decentralized heat,Ammonia,Centralized heat,Methane,Electricity,Electricity,Electricity,CO2 emissions,Centralized heat,Electricity,Decentralized heat,Methane,Electricity,Oil,Hydrogen,Decentralized heat,Centralized heat,CO2 emissions,Electricity,CO2 emissions,Centralized heat,Ammonia,Decentralized heat,Centralized heat,Electricity,Centralized heat,Decentralized heat,Decentralized heat,Methanol
sector,Shipping emissions,Agriculture emissions,Aviation emissions,Industry emissions,Industry CC,Steam Methane Reforming CC,Hydrogen production CC,Methane production emissions,Methanol production,Imports,Nuclear,Imports,Waste Heat,Heat Pump,Haber-Bosch,Heat Pump,Imports,Offwind,Hydroelectricity,Onwind,Transport emissions,Biomass CHP,Biomass CHP,Biomass boiler,Storage,Solar,Storage,Storage,Gas Boiler,Solar thermal,Power supply emissions,Gas,Decentral heat production emissions,Storage,Storage,Resistive heater,Gas Boiler,Battery,Resistive heater,Oil Boiler,Storage,Storage
2030-01-01 00:00:00,16.056456629421803,2.698889859646953,21.56339385039261,53.764145372623204,17.965464843872176,35.68436211317506,9.215874389228691,1.024009674039506,17.474592383034224,565.9013580872676,105.83445035654918,60.17432993859637,5.142747146876428,108.74957278503926,3.662374871335668,8.060159023884028,553.561197892365,171.25853394637835,21.816681338071362,122.8335864236386,12.1694233748778,66.77353161690884,21.85830950079284,31.051369442286973,,,,,288.48130805731205,,7.17430571495396,23.189659680704295,59.83314742556274,0.3221464906243729,,37.05772970113467,8.099421046654987,0.28701820993597016,0.4179449460500277,0.021500428383909,0.572635837529722,
2030-01-01 03:00:00,16.056456629421803,2.698889859646953,21.56339385039261,53.7641453636103,17.965464868042105,35.68436343850636,9.215874731509906,1.0240103887019822,17.448892386145353,567.7151985712323,105.21908710258901,59.391831046150145,4.19653631534553,107.96101220162119,2.6439787449446346,7.962045352543445,559.1043875857861,155.7127229705785,22.77525633269412,111.85732187976171,57.37876489368374,93.05455655560566,30.461400623842287,31.27138124877049,112.68802965468488,,0.0,,440.224878128656,,8.611309556442887,27.83452061755855,105.32929332276082,3.925119273536263,0.5158653604025457,67.05703203683922,18.9594982448158,0.21465110570320203,0.4313775927125982,44.72450910146174,13.448057771730817,
2030-01-01 06:00:00,16.056456629421803,2.698889859646953,21.56339385039261,53.764145355151186,17.965464886468922,35.68436466258497,9.215875047641513,1.024011017576038,17.417719743675864,569.7239112076052,103.55675991852142,57.68381374067037,4.5789776492191345,107.66581198662172,3.060081502634611,7.904360564224708,559.7070535463274,150.39941854277723,32.51177934693704,95.55977709319389,124.18795949565968,94.71655449549844,31.00545549828384,31.27198545455439,125.8078532186477,36.41448357695987,222.26075288772583,2.75931764041965,471.5678101333833,0.0015536626464426,4.611638483326846,14.9062905227029,115.62998598955788,4.135837219168221,0.0997636222344008,73.92597371595572,20.977370912406897,0.6730005961855978,0.4827434226156645,57.27049224599667,1.3546088399274892,0.0044707288742065
2030-01-01 09:00:00,16.056456629421803,2.698889859646953,21.56339385039261,53.764145341913306,17.965464910173058,35.68436457560844,9.215875025178876,1.024010960556676,17.42269264489198,571.4853428362079,101.33650737312989,60.47799699111297,4.123207721194079,110.88914947802904,2.5676685445215024,7.992967112259769,558.7198462743066,160.3503658924484,16.147529454941235,79.14184574846519,102.02884757792528,87.33394073511215,28.5887575553751,31.30163088237883,40.03251054292649,149.3493233757481,101.17099694514276,0.8632279775234977,418.9078768600312,5.308870157767892,1.7039563069848916e-05,3.678130431835212e-05,94.54242575603111,3.5122422410279985,0.5921764725641697,71.79898588628184,10.851005966189282,0.00011321723198835009,0.3919714615873623,27.44482055888811,0.0411047055380255,
2030-01-01 12:00:00,16.056456629421803,2.698889859646953,21.56339385039261,53.76414533308132,17.965464924957246,35.68436467232876,9.215875050157951,1.0240109961315915,17.40434860855622,571.6739086418103,101.88821069396425,59.213820208087625,5.131329380400248,114.80595810970132,3.6576337197069138,8.128432145213905,559.7375888410269,173.31576626413045,21.21297644937803,77.7655428058718,117.54705626069428,84.17634883798296,27.55512013507774,31.301631758828336,22.98260407158387,110.82427156827323,152.79800014472008,3.0298626849868153,400.60564990753886,5.166457758021056,0.4665464937991241,1.508012824845021,88.70509990649666,1.4237739810723653,,67.25358827529647,11.149858726130802,0.0001396251426360358,0.391956111342164,19.756048270029797,0.0083893599553547,0.0178418641090393
2030-01-01 15:00:00,16.056456629421803,2.698889859646953,21.56339385039261,53.76414532831098,17.965464931330835,35.6843648249761,9.215875089580786,1.0240110666314493,17.41661398233341,568.6365639281778,104.97092798061341,59.543949336212826,4.120990992743358,112.88786516912575,2.567609520145279,7.95057668065654,560.538033758264,176.47260240802797,33.040349781628535,77.56772744599841,133.3803726843799,90.10569320659926,29.496090474786097,31.30163315666661,108.37109415697113,11.009479953255742,246.28539795064927,2.7534386401578814,437.9225388928787,4.5112239978834886e-07,8.879433710414638,28.70118478897758,104.77901140376505,2.5433147746925275,0.5922357143342742,44.19085864010816,16.995838450255526,0.01941197010484203,0.391955950128005,45.73525071575402,6.585133316836158e-05,0.0055764904022216
2030-01-01 18:00:00,16.056456629421803,2.698889859646953,21.56339385039261,53.7641453222229,17.965464939697075,35.68436332728425,9.215874702785587,1.0240102384634056,17.471844438367718,568.3474808619318,107.61649681594531,61.416624666349264,4.1679685074457185,109.58397058879036,2.612466043501888,7.808614253025384,559.8947969570198,175.49640017988884,39.79256490523504,75.05000841654842,64.29111628943518,89.80585373967047,29.397938052561628,31.30163413889687,112.143549328996,,0.0,0.0,440.6903187286432,,8.951527026715398,28.934213851791096,104.72077943784464,1.8101147535480893,0.5473779816746974,43.07933097616296,16.934323753267417,0.4029402411131814,0.3955259470152971,43.614859758148846,0.0075854545137182,0.0
2030-01-01 21:00:00,16.056456629421803,2.698889859646953,21.56339385039261,53.764145315275265,17.965464949841113,35.683970613624865,9.215773280214425,1.023998202060372,17.410318861726203,568.5617481565224,108.6641886400561,62.110005319811506,4.140214498934867,108.1602712270109,2.5891540152760495,7.767059964846962,555.9751063848745,169.59436758531217,43.07247603090259,71.20066801647391,25.43020714230192,73.3579682325495,24.013724227974663,30.794849666619974,0.0,,,,307.09906988710827,,6.763899130840985,21.86309332566995,63.640551246551695,3.2811043737560755e-05,0.5706892135641829,26.912574715505265,6.899388368463926,0.21707232444454075,0.3350848638031777,0.9817936668507096,5.138627363421244e-05,0.0118716111183166
2030-01-02 00:00:00,16.056456629421803,2.698889859646953,21.56339385039261,53.76414530762872,17.965464961292934,35.68375925538185,9.215718694650796,1.023992076705116,17.296544118511182,568.7963369988818,108.66418878540466,61.96212338910956,4.128877111986246,107.43909017641789,2.589197768627688,7.753803919174733,557.2159249687198,165.36200782854397,36.013962600735795,67.01625232040382,12.178785961050956,75.9181306693834,24.851793168789055,31.17305571833968,0.0,,,,320.64818098652586,,5.674757544818526,18.34263577386292,65.53775551077175,3.285707741578511e-05,0.5706453825683421,26.231883764924707,3.781319322759063,0.16336193431832619,0.3350880500020647,0.1184208913440628,0.1187959238802858,0.1256463541984558
2030-01-02 03:00:00,16.056456629421803,2.698889859646953,21.56339385039261,53.764145305233086,17.965464967893762,35.6838024408013,9.215729847754773,1.0239938500955217,17.259189603690864,569.070341705947,108.66418901656483,61.4564740979105,5.160452335199398,107.0648973509141,3.7065258497389273,7.740918840311078,562.0243177345943,160.84867365987742,46.96959728517206,64.70398190763653,56.65406093624816,96.9859370855278,31.74833768269733,31.30164183002741,119.18251812615368,,,0.0,458.2785767935071,,7.211984925338956,23.31145166309836,104.07891453705909,3.603025296383718,0.0,62.69412879361666,16.942293441924846,0.16766455886649043,1.3647326405428128,28.923162311832968,24.08743472846223,0.1630008687973022
2030-01-02 06:00:00,16.056456629421803,2.698889859646953,21.56339385039261,53.764145295289474,17.96546498358106,35.68436474156587,9.215875068039187,1.024010968853266,17.18814040827312,570.5524803547535,108.66418891902339,59.76194170785828,5.1080465237311525,107.21215913300554,3.657636332573997,7.754586868435257,562.7597344299679,159.3694867847605,53.81550006948428,65.25406499094436,124.58727144784164,96.77900022507669,31.6805969202525,31.301645197860537,151.62111159265737,27.97913379426135,224.68273213124277,3.215430715528191,485.1948671219378,1.789640677298617e-07,7.737751113902139,25.010897879241956,118.65573123470199,4.192255060637525,,62.29359825942058,20.11658455156999,1.9977313383496553,1.7496722264691769,58.7981607678502,0.762598617035077,0.2340500645637512
