config,cost_segment,cost/carrier,2023,2030,2035,2040,2045,2050
prod_tot,Energy production,capital,265213344315.1393,333169760158.50433,376945263633.227,433782338842.27985,548108452819.07947,663966726043.7194
prod_tot,Energy production,marginal,439114944326.5036,659146150660.2592,608373710942.3052,525995536897.375,395568449898.613,297828262511.67773
prod_tot,Energy production,total,704328288641.643,992315910818.7634,985318974575.5322,959777875739.6548,943676902717.6924,961794988555.3971
sto_tot,Storage,capital,31916838651.33498,42719438996.37987,45127304565.35634,45603109561.68997,48706083045.21505,51310330684.50612
sto_tot,Storage,total,31916838651.33498,42719438996.37987,45127304565.35634,45603109561.68997,48706083045.21505,51310330684.50612
tran_tot,Transmission,capital,8056685674.100163,13001369225.55859,13203618172.575554,14292716576.323854,17442141405.26053,23358762867.52087
tran_tot,Transmission,marginal,16103043.50617081,639266270.1962216,606873996.186625,597586100.365519,1265697425.228032,3987679822.2135563
tran_tot,Transmission,total,8072788717.606335,13640635495.754812,13810492168.762178,14890302676.689373,18707838830.48856,27346442689.73443
distr_tot,Distribution,capital,23327248556.671806,40050056487.183075,41590119493.413086,45641136721.78036,51263912515.62435,55177234983.78268
distr_tot,Distribution,total,23327248556.671806,40050056487.183075,41590119493.413086,45641136721.78036,51263912515.62435,55177234983.78268
net_imp_tot,Net_Imports,H2,0,0,0,0,0,0
net_imp_tot,Net_Imports,elec,0,0,0,0,0,0
net_imp_tot,Net_Imports,gas,0,0,0,0,0,0
net_imp_tot,Net_Imports,total,0,0,0,0,0,0
prod_eu27,Energy production,capital,221388513570.6374,275928691811.4653,305148039629.41125,343012108005.2391,440643259258.92664,526147275698.72314
prod_eu27,Energy production,marginal,118291743455.31963,304820437975.0051,304479728769.91626,279184164892.6084,209368333633.8019,171832560469.0315
prod_eu27,Energy production,total,339680257025.95703,580749129786.4705,609627768399.3275,622196272897.8474,650011592892.7285,697979836167.7546
sto_eu27,Storage,capital,21880521617.16254,30068492361.426033,30681087137.655247,32896913529.00465,34911296125.70467,36664018032.134155
sto_eu27,Storage,total,21880521617.16254,30068492361.426033,30681087137.655247,32896913529.00465,34911296125.70467,36664018032.134155
distr_eu27,Distribution,capital,19078064611.083534,32443983476.63348,33780532286.65237,36642713089.09734,41364631108.597694,44785141729.20739
distr_eu27,Distribution,total,19078064611.083534,32443983476.63348,33780532286.65237,36642713089.09734,41364631108.597694,44785141729.20739
net_imp_eu27,Net_Imports,H2,0,-72725789.01037395,-129786028.9716822,-144802376.36118078,-362561602.6317018,183468403.6316514
net_imp_eu27,Net_Imports,elec,556251862.2481155,-1252160180.5665245,-1244192888.0423164,-586682813.0546799,-794192245.0133324,-646598914.2419777
net_imp_eu27,Net_Imports,gas,363621985.20133185,-1582395280.6468859,-1503600808.6804054,-1470636569.9796052,-876211507.5641941,-442986103.0685301
