config,cost_segment,cost/carrier,2023,2030,2035,2040,2045,2050
net_imp_eu27,Net_Imports,total,919873847.4494474,-2907281250.2237844,-2877579725.694404,-2202121759.395466,-2032965355.2092285,-906116613.6788564
prod_be,Energy production,capital,6593718977.996938,7470080392.281745,7598525094.814272,7328822964.259377,8787682829.321907,9706093980.545717
prod_be,Energy production,marginal,4569147266.153669,15899260353.232779,15938132004.877628,14659592507.535946,11865927614.148167,10516213373.290783
prod_be,Energy production,total,11162866244.150608,23369340745.514523,23536657099.691902,21988415471.795322,20653610443.470074,20222307353.836502
sto_be,Storage,capital,237110754.0317368,496029145.18577623,497009619.21080154,498180931.45517987,502467482.88441306,512018339.07760876
sto_be,Storage,total,237110754.0317368,496029145.18577623,497009619.21080154,498180931.45517987,502467482.88441306,512018339.07760876
distr_be,Distribution,capital,608214575.0188338,1144918039.914452,1277838356.4684925,1402459552.8238611,1678984579.0216782,1839385592.6206505
distr_be,Distribution,total,608214575.0188338,1144918039.914452,1277838356.4684925,1402459552.8238611,1678984579.0216782,1839385592.6206505
net_imp_be,Net_Imports,H2,0,8723728.038945392,1310720.4001601636,1054323.076546114,331585733.3525661,1028791425.8062987
net_imp_be,Net_Imports,elec,371033298.4967003,1684369921.3371973,2429194158.9128714,3384721477.2993155,4457117608.830726,4399002418.902763
net_imp_be,Net_Imports,gas,-57607714.23764144,-234187251.79958624,-220268683.37623096,-170359291.59659994,-61936283.36694318,24613576.010052264
net_imp_be,Net_Imports,total,313425584.25905883,1458906397.5765564,2210236195.936801,3215416508.7792616,4726767058.816348,5452407420.719115
prod_fl,Energy production,capital,3286284030.0027666,5370348075.6644,5494403980.122376,5326880034.64215,6144661925.276158,6470449523.876254
prod_fl,Energy production,marginal,4316982808.098232,11897192341.408041,11943237819.613985,11124191909.83008,9286347398.09732,8254535692.1119585
prod_fl,Energy production,total,7603266838.100999,17267540417.07244,17437641799.736362,16451071944.472229,15431009323.373478,14724985215.988213
sto_fl,Storage,capital,2229375.6092230906,174617864.3316915,174876630.9928339,175861139.88747936,177329296.36105764,181749563.75593692
sto_fl,Storage,total,2229375.6092230906,174617864.3316915,174876630.9928339,175861139.88747936,177329296.36105764,181749563.75593692
distr_fl,Distribution,capital,366959689.82068187,686503963.5460261,764630582.5346272,843307553.5799314,1001327202.6009934,1086428329.4489825
distr_fl,Distribution,total,366959689.82068187,686503963.5460261,764630582.5346272,843307553.5799314,1001327202.6009934,1086428329.4489825
net_imp_fl,Net_Imports,H2,0,-51558084.967885144,-68865258.18010412,-47833670.83591217,31449090.241941385,780993310.1373984
net_imp_fl,Net_Imports,elec,595353400.6658992,31231458.5652256,487591120.8770218,1053000233.5359535,1667731006.9102273,1730862141.6958141
net_imp_fl,Net_Imports,gas,-1009300390.6157967,-929969846.927692,-851868124.5526866,-709399847.8171909,-464698469.4782671,-247458731.05920747
net_imp_fl,Net_Imports,total,-413946989.9498975,-950296473.3303516,-433142261.8557689,295766714.8828504,1234481627.6739016,2264396720.774005
prod_fr,Energy production,capital,57841793574.61108,61171380641.61546,66141460930.8502,76178389692.7108,106240192372.37766,119064919094.8693
prod_fr,Energy production,marginal,13036926615.109493,46602819706.21004,47392300681.30116,43628149628.83893,30457663333.859344,22754389430.63496
prod_fr,Energy production,total,70878720189.72057,107774200347.8255,113533761612.15137,119806539321.54973,136697855706.237,141819308525.50424
sto_fr,Storage,capital,2834271768.233366,3969600219.296809,3974015048.1935153,3981767093.391889,4112128924.385414,4259693510.831731
sto_fr,Storage,total,2834271768.233366,3969600219.296809,3974015048.1935153,3981767093.391889,4112128924.385414,4259693510.831731
distr_fr,Distribution,capital,3337457394.6765785,5515472808.771765,5725698745.693352,6305654792.528268,7170177215.087339,7763971285.203756
distr_fr,Distribution,total,3337457394.6765785,5515472808.771765,5725698745.693352,6305654792.528268,7170177215.087339,7763971285.203756
net_imp_fr,Net_Imports,H2,0,-25514190.160547495,-30953753.7163385,-108083352.38581987,-4391479826.939833,-3610736771.7367134
net_imp_fr,Net_Imports,elec,-6307676961.545257,-8297260132.819552,-7674995889.818005,-7288926913.773083,-5404170363.501021,-5243795224.7406025
net_imp_fr,Net_Imports,gas,-322795514.8513141,-724163730.7409503,-629447381.3222401,-552552815.0296488,-270013240.47051233,-201414355.76001006
net_imp_fr,Net_Imports,total,-6630472476.396571,-9046938053.72105,-8335397024.856583,-7949563081.188551,-10065663430.911366,-9055946352.237326
prod_de,Energy production,capital,43046386170.04551,57155094414.61033,58903111517.484726,57887361426.19808,70414051538.11423,76745818802.56558
prod_de,Energy production,marginal,29341878339.312733,66707030333.215065,67775809043.536545,62008247650.1459,45957453441.51335,36971770967.92667
prod_de,Energy production,total,72388264509.35825,123862124747.8254,126678920561.02127,119895609076.34398,116371504979.62758,113717589770.49225
sto_de,Storage,capital,1883801574.676827,3541150254.135027,3546793407.363833,3554364685.3214555,3586274727.7171865,3914121491.130136
sto_de,Storage,total,1883801574.676827,3541150254.135027,3546793407.363833,3554364685.3214555,3586274727.7171865,3914121491.130136
distr_de,Distribution,capital,3622817850.951034,6863053034.274812,7145174896.394864,7878871782.161004,9138652269.221998,9833516710.06288
distr_de,Distribution,total,3622817850.951034,6863053034.274812,7145174896.394864,7878871782.161004,9138652269.221998,9833516710.06288
net_imp_de,Net_Imports,H2,0,-99309890.37522894,-14512978.888472974,-45762721.52211347,31788978.324140906,-158822865.758152
net_imp_de,Net_Imports,elec,1524575359.8821225,-463107876.60235405,1985377772.5841465,4416866232.525646,3212804234.26626,4509835130.873627
net_imp_de,Net_Imports,gas,-852606759.6138926,-599529896.3812295,-436648109.2352221,-326354873.5688532,-188577315.69123682,-106496957.03653006
net_imp_de,Net_Imports,total,671968600.26823,-1161947663.3588123,1534216684.4604514,4044748637.434679,3056015896.899164,4244515308.0789447
prod_gb,Energy production,capital,29447596935.942955,37802354653.05582,49665538985.914696,67122652877.41902,80716057711.40956,107710085359.88414
prod_gb,Energy production,marginal,15751968364.682749,43114311749.890526,47869493841.41939,42714186766.92195,35201584216.1071,21058854960.719482
prod_gb,Energy production,total,45199565300.6257,80916666402.94635,97535032827.33408,109836839644.34097,115917641927.51666,128768940320.60362
sto_gb,Storage,capital,571812700.8821886,1182405447.7251437,1201033516.5793986,1267171170.8755627,1445575817.8047242,2104449531.662582
sto_gb,Storage,total,571812700.8821886,1182405447.7251437,1201033516.5793986,1267171170.8755627,1445575817.8047242,2104449531.662582
distr_gb,Distribution,capital,2475037332.905676,4510573631.087612,4609812311.845487,5712626052.136228,6121742779.500566,6399232483.192985
distr_gb,Distribution,total,2475037332.905676,4510573631.087612,4609812311.845487,5712626052.136228,6121742779.500566,6399232483.192985
net_imp_gb,Net_Imports,H2,0,14705792.445650732,-4864862.765004821,11905745.225200143,419802.7053035386,-714660207.8090682
net_imp_gb,Net_Imports,elec,140157535.9376688,98552292.7233491,137809211.2171862,-133348811.60078526,-934758487.1693459,-1043380920.8937352
net_imp_gb,Net_Imports,gas,75130484.2693372,0,0,77460081.48894052,41671085.29479127,21747364.682127956
net_imp_gb,Net_Imports,total,215288020.207006,113258085.16899982,132944348.4521814,-43982984.88664459,-892667599.1692511,-1736293764.0206754
prod_nl,Energy production,capital,9555599085.21165,14607518100.26867,18172030301.248074,24456621462.014202,39602160365.756226,61392755172.23498
prod_nl,Energy production,marginal,7848360174.613577,23317041429.45079,23873877399.471313,22093237828.24801,19218058439.776062,18423939340.880276
prod_nl,Energy production,total,17403959259.825226,37924559529.71946,42045907700.71939,46549859290.26221,58820218805.53229,79816694513.11525
sto_nl,Storage,capital,471313421.61709523,920322464.7575936,921630364.4244564,933946125.4837205,1127684294.2138634,1376255807.6560695
sto_nl,Storage,total,471313421.61709523,920322464.7575936,921630364.4244564,933946125.4837205,1127684294.2138634,1376255807.6560695
distr_nl,Distribution,capital,1052360067.1790537,1746155363.706885,1922144622.16453,2199159015.6331124,2483396230.4200315,2643175822.594157
distr_nl,Distribution,total,1052360067.1790537,1746155363.706885,1922144622.16453,2199159015.6331124,2483396230.4200315,2643175822.594157
net_imp_nl,Net_Imports,H2,0,-7054339.453186278,-753350.1944868267,-23893456.25020822,-416452828.67340845,-558421009.9499549
net_imp_nl,Net_Imports,elec,597428898.7244401,-1412184908.3277872,-3682856600.0635204,-4268099806.7417665,-5758100028.499622,-6820020109.955845
net_imp_nl,Net_Imports,gas,0,0,0,0,0,0
net_imp_nl,Net_Imports,total,597428898.7244401,-1419239247.7809734,-3683609950.258007,-4291993262.991975,-6174552857.173031,-7378441119.9058
prod_lu,Energy production,capital,184552506.96854737,229340876.2621786,239598588.59849724,299963170.2085535,380367583.378264,409547107.9009893
prod_lu,Energy production,marginal,17409030.374184117,719197573.7043276,744749684.5481509,696529370.4327515,560105431.5715623,512514805.517288
prod_lu,Energy production,total,201961537.34273148,948538449.9665062,984348273.1466482,996492540.641305,940473014.9498262,922061913.4182773
sto_lu,Storage,capital,458659004.8052628,533559900.13294375,533540491.34451777,533587808.3456861,533671446.7477748,533702855.6996583
sto_lu,Storage,total,458659004.8052628,533559900.13294375,533540491.34451777,533587808.3456861,533671446.7477748,533702855.6996583
distr_lu,Distribution,capital,44548525.32554416,85719458.7320917,94670561.08077177,99054762.72430152,118530714.83498062,128327877.82073285
distr_lu,Distribution,total,44548525.32554416,85719458.7320917,94670561.08077177,99054762.72430152,118530714.83498062,128327877.82073285
net_imp_lu,Net_Imports,H2,0,0,18327942.53713111,72407920.4098419,58906919.7388204,51095424.82203374
net_imp_lu,Net_Imports,elec,280959001.78743446,462677662.0660434,510765050.394384,552443109.8500503,700063277.2512143,730635294.0502203
net_imp_lu,Net_Imports,gas,147873120.85170788,122237763.09899771,130890449.97910333,109240124.93834329,76050096.03256878,54579393.08415146
net_imp_lu,Net_Imports,total,428832122.63914233,584915425.1650411,659983442.9106185,734091155.1982355,835020293.0226035,836310111.9564055
