snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
carrier,Oil,Oil,Electricity,Hydrogen,Methanol,Decentralized heat,Oil,Methanol,Oil,Electricity,Centralized heat,Solid biomass,Methane,Methane,Methane,CO2 captured,Electricity,Methane,CO2 captured,Hydrogen,Electricity,Electricity,Oil,Hydrogen,Hydrogen,Electricity,Decentralized heat,Centralized heat,Electricity,Methane,Solid biomass,Methane,Electricity,Methane,Centralized heat,Oil,Decentralized heat
sector,Shipping,Agriculture,Industry,Industry,Industry,Agriculture,Aviation,Shipping,Industry,Agriculture,Industry,Industry,Industry CC,Industry,Hydrogen production CC,CO2 sequestration,Residual electricity consumption,Hydrogen production,Methanol production,Methanol production,Methanol production,Decentral heat production,Transport,Transport,Ammonia production,Ammonia production,Residential / Services heat consumption,Residential / Services heat consumption,Transport,Decentral heat production,Central CHP production,Storage,Hydroelectricity,Power supply,Storage charging,Decentral heat production,Storage charging
2040-01-01 00:00:00,3.33293024501954,0.23557372544599,7.34703196347032,0.3458904109589041,2.6609589041108,0.8042242257195091,2.253583391852,6.76246716381324,4.1244292237476,0.1702536780122392,0.3002283105022831,2.176940248437346,1.514508938771847,1.068448804756863,0.8783324517800681,0.7480876464628037,2.9598699239608504,0.7137841791855795,0.0573540772778413,0.2631812620826038,0.0626594887127059,3.3231817106818298,0.6534315244128,0.1775554770525454,0.8707125607157765,0.1875019298720058,9.549781679642017,2.322521070826845,2.0230014904405005,5.7311563062378275,1.0106768423538671e-05,6.336691994146446,1.3379291569811894e-06,1.981685626007508e-06,1.3874121699674506e-06,1.1423409092724434e-06,3.29676147987288e-06
2040-01-01 03:00:00,3.33293024501954,0.23557372544599,7.34703196347032,0.3458904109589041,2.6609589041108,0.8042242257195091,2.253583391852,6.76246716381324,4.1244292237476,0.1702536780122392,0.3002283105022831,2.176940248336102,1.5145089395342364,1.068448804070711,0.8783326818300771,0.7481070815108923,2.340146192970142,0.7137848391183271,0.057354009274886,0.2631809500367222,0.0626594144192884,3.919695550766475,3.2586681401494,0.8854705574541532,0.8707123029477982,0.1875018743634539,15.515773964020374,3.773342469799502,2.0462028593793535,12.622296351528792,0.0638895690860527,0.0,0.0,2.48490171777236e-06,1.5924125684132407e-06,1.1408098171532095e-06,3.2953037796719223e-06
2040-01-01 06:00:00,3.33293024501954,0.23557372544599,7.34703196347032,0.3458904109589041,2.6609589041108,0.8042242257195091,2.253583391852,6.76246716381324,4.1244292237476,0.1702536780122392,0.3002283105022831,2.176940248049525,1.514508941623495,1.0684488021903795,0.8783331894449302,0.7481087248282433,2.299687979988593,0.7137861904217268,0.0573539683756043,0.2631807623617549,0.0626593697367096,3.898932491658689,6.909025680978997,1.877373993941126,0.8707121658852675,0.1875018448479856,16.043632236147204,3.901708056553439,2.150721960064649,13.317433814843987,0.0667837036204517,0.0,0.0,2.5689146697545605e-06,1.6309467859188464e-06,1.144209131087913e-06,3.289948735160491e-06
2040-01-01 09:00:00,3.33293024501954,0.23557372544599,7.34703196347032,0.3458904109589041,2.6609589041108,0.8042242257195091,2.253583391852,6.76246716381324,4.1244292237476,0.1702536780122392,0.3002283105022831,2.1769402477539255,1.5145089442856423,1.0684487997944492,0.8783330000874672,0.7481084674104889,2.8495359563595635,0.7137855538274501,0.0573540081513094,0.2631809448809545,0.0626594131917779,4.096681879562576,5.687748077060999,1.5455189801011693,0.8707123209372912,0.1875018782373668,14.16977735815374,3.4460204529530114,3.0274709853245674,10.819529574000116,0.0568360449546809,1.430506374982306,0.0,2.359254116841934e-06,1.5035817703513097e-06,1.1517211536581369e-06,3.272570713685883e-06
2040-01-01 12:00:00,3.33293024501954,0.23557372544599,7.34703196347032,0.3458904109589041,2.6609589041108,0.8042242257195091,2.253583391852,6.76246716381324,4.1244292237476,0.1702536780122392,0.3002283105022831,2.17694024767469,1.5145089455383671,1.0684487986669924,0.8783331755094756,0.7481081356150447,2.913544779351474,0.7137861260627958,0.0573540264043687,0.2631810286389612,0.0626594331332959,4.07623646926961,6.700612143030999,1.820742252477937,0.8707123953982743,0.1875018942720247,13.572067421005029,3.300668211170771,4.281935641643258,10.158893668159836,0.0251230150451951,2.0939419294102604,1.3352766957602523e-06,2.1799079371608147e-06,1.421476831245084e-06,1.1498592506650915e-06,3.287324580587698e-06
2040-01-01 15:00:00,3.33293024501954,0.23557372544599,7.34703196347032,0.3458904109589041,2.6609589041108,0.8042242257195091,2.253583391852,6.76246716381324,4.1244292237476,0.1702536780122392,0.3002283105022831,2.17694024788601,1.5145089446881776,1.0684487994321674,0.8783339742141169,0.7481116035512427,3.197667795474551,0.7137879234096487,0.0573538944098472,0.2631804229543016,0.0626592889289145,2.661184355186821,7.656061305723,2.080364302444426,0.870711943335314,0.1875017969233917,14.40082412812244,3.5022068542818867,2.503844239974411,12.667591997023724,0.0588562234078112,0.0,0.0,2.5039831041227014e-06,1.5207132144560108e-06,1.1449107251065285e-06,3.2783639908712664e-06
2040-01-01 18:00:00,3.33293024501954,0.23557372544599,7.34703196347032,0.3458904109589041,2.6609589041108,0.8042242257195091,2.253583391852,6.76246716381324,4.1244292237476,0.1702536780122392,0.3002283105022831,2.176940247968038,1.5145089446519018,1.0684487994648146,0.8783328518151963,0.7481113028739957,3.3053704467300733,0.713785194693477,0.0573539824708325,0.2631808270406783,0.0626593851357856,2.7547378863197536,3.5237041144146004,0.9574881860644376,0.8707122073125292,0.1875018537690599,14.245541648559197,3.464444969287993,2.019584651356163,11.781449611394164,1.0556007452816618,0.0,0.0,2.609268153351099e-06,1.573116639410878e-06,1.1447891852866602e-06,3.279035186714468e-06
2040-01-01 21:00:00,3.33293024501954,0.23557372544599,7.34703196347032,0.3458904109589041,2.6609589041108,0.8042242257195091,2.253583391852,6.76246716381324,4.1244292237476,0.1702536780122392,0.3002283105022831,2.1769402479872553,1.5145089452108933,1.068448798961723,0.8783326925912562,0.7481113537964508,3.550922618873349,0.7137848501192912,0.0573539940450651,0.2631808801514818,0.0626593977806668,3.4049960466502265,1.3975669931509005,0.3797577326939072,0.8707122453262027,0.1875018619550417,9.949642656859911,2.4197600377262365,0.2069667220919402,6.371916377693432,0.4022649520838225,1.9436186847635104,0.0,2.609021755768441e-06,1.54180328431537e-06,1.145022350401598e-06,3.2942719983753485e-06
