country,sector,year,cfs
AL,Ammonia production,2023,0.6188021750863942
AL,Ammonia production,2030,0.2743601942931244
AL,Ammonia production,2035,0.3833833680777072
AL,Ammonia production,2040,0.3623856528543991
AL,Ammonia production,2045,0.1284821846205096
AL,Ammonia production,2050,0.0850723474830857
AL,Battery,2023,0.3061796720218901
AL,Battery,2030,0.1923604541337766
AL,Battery,2035,0.1563087101176988
AL,Battery,2040,0.1972867805546919
AL,Battery,2045,0.2097001279509426
AL,Battery,2050,0.2212558967642232
AL,Battery charging,2023,0.322292687340497
AL,Battery charging,2030,0.2137338249540567
AL,Battery charging,2035,0.1736763204217914
AL,Battery charging,2040,0.2192075041565884
AL,Battery charging,2045,0.2330001312017514
AL,Battery charging,2050,0.245839873557897
AL,Biomass CHP,2023,0.9951973462427968
AL,Biomass CHP,2030,0.4742167309602488
AL,Biomass CHP,2035,0.4135824119538462
AL,Biomass CHP,2040,0.3714818742650979
AL,Biomass CHP,2045,0.3086339453239639
AL,Biomass CHP,2050,0.2721594872185152
AL,Biomass CHP CC,2023,0.7847575635656179
AL,Biomass CHP CC,2030,0.3488608372575076
AL,Biomass CHP CC,2035,0.1348816840800699
AL,Biomass CHP CC,2040,0.1039713922831973
AL,Biomass CHP CC,2045,0.4201419562103004
AL,Biomass CHP CC,2050,0.4194604494730706
AL,Central heat production,2023,0.1816974074602157
AL,Central heat production,2030,0.2850173283727903
AL,Central heat production,2035,0.369393144522809
AL,Central heat production,2040,0.4320986128808085
AL,Central heat production,2045,0.4167138151687644
AL,Central heat production,2050,0.356509274937718
AL,Compression losses,2023,0.0114089895255809
AL,Compression losses,2030,0.149335621685391
AL,Compression losses,2035,0.1369013599470367
AL,Compression losses,2040,0.1262292721967695
AL,Compression losses,2045,0.1011909290875347
AL,Compression losses,2050,0.0828004485729677
AL,Decentral heat production,2023,0.4825036375367267
AL,Decentral heat production,2030,0.6004177448656522
AL,Decentral heat production,2035,0.5913583965847244
AL,Decentral heat production,2040,0.5831887492598343
AL,Decentral heat production,2045,0.5035720717009176
AL,Decentral heat production,2050,0.4526061599926699
AL,Direct Air Carbon Capture,2030,0.2437974674109206
AL,Direct Air Carbon Capture,2035,0.1310384762747921
AL,Direct Air Carbon Capture,2040,0.0918236307797792
AL,Direct Air Carbon Capture,2045,0.2402115884768452
AL,Direct Air Carbon Capture,2050,0.3593185826763569
AL,Fuel Cell,2030,0.3637378504489998
AL,Fuel Cell,2035,0.189582279670485
AL,Fuel Cell,2040,0.1085657935733873
AL,Fuel Cell,2045,0.0836996511336801
AL,Fuel Cell,2050,0.0777348740256753
AL,Gas,2023,0.2245150830200022
AL,Gas,2030,0.3367560138072686
AL,Gas,2035,0.1601878230320443
AL,Gas,2040,0.1189607141518835
AL,Gas,2045,0.1170130293428414
AL,Gas,2050,0.0443531890577148
AL,Gas CC,2030,0.3173915960011854
AL,Gas CC,2035,0.1333082685941341
AL,Gas CC,2040,0.1100948025618029
AL,Gas CC,2045,0.1379113702284031
AL,Gas CC,2050,0.0624330383950838
AL,Gas CHP,2023,0.4104146113604877
AL,Gas CHP,2030,0.157419258020614
AL,Gas CHP,2035,0.0900282452309473
AL,Gas CHP,2040,0.0788284330402723
AL,Gas CHP,2045,0.0418720912307003
AL,Gas CHP,2050,0.0186020464301198
AL,Gas CHP CC,2023,0.5798687296491543
AL,Gas CHP CC,2030,0.3952887882501047
AL,Gas CHP CC,2035,0.1968341858083477
AL,Gas CHP CC,2040,0.1718924064440269
AL,Gas CHP CC,2045,0.2616125418017377
AL,Gas CHP CC,2050,0.1334531131392364
AL,Hydroelectricity,2023,0.3775546841061044
AL,Hydroelectricity,2030,0.3775505071145215
AL,Hydroelectricity,2035,0.3775456140980001
