snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
carrier,Centralized heat,Coal,Oil,Methanol,Oil,Electricity,Methanol,Oil,Electricity,Hydrogen,Decentralized heat,Ammonia,Oil,Solid biomass,Methane,Methane,Methane,Methane,CO2 captured,Electricity,CO2 captured,Hydrogen,Electricity,Electricity,Electricity,Hydrogen,Electricity,Electricity,Hydrogen,Oil,Methane,Methanol,Centralized heat,Decentralized heat,Oil,Solid biomass,Solid biomass,Electricity,Electricity,Methane,Ammonia,Centralized heat,Hydrogen,Methane,Electricity,Decentralized heat,Oil,lignite,Coal
sector,Industry,Industry,Industry,Industry,Aviation,Industry,Shipping,Shipping,Agriculture,Industry,Agriculture,Industry,Agriculture,Industry,Industry CC,Industry,Hydrogen production CC,Hydrogen production,CO2 sequestration,Residual electricity consumption,Methanol production,Methanol production,Methanol production,Compression losses,Ammonia production,Ammonia production,Decentral heat production,Hydrogen production,Transport,Transport,Storage,Storage,Residential / Services heat consumption,Residential / Services heat consumption,Storage,Central CHP production,Decentral heat production,Transport,Hydroelectricity,Decentral heat production,Storage,Storage charging,Storage,Power supply,Battery charging,Storage charging,Decentral heat production,Power supply,Power supply
2040-01-01 00:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908077934284,53.96856581993846,8.080117250367355,111.29907492336514,32.408036225265874,20.92411487088535,145.52677870537065,20.816486962442312,95.52083427934862,22.74206981907596,0.4901035586685669,2.9465778427626206,13.683178304199732,93.26004781898371,81.13370777504466,6.347815810377178,23.3609406509046,0.6179778805170527,8.538467591285706,84.6829268952445,363.5268164859244,148.7977515311241,56.64059348963855,31.357117676069212,79.01609061563326,6.934542044429836,218.65995368567806,4.541687008962733,8.716872210048486,36.36297133610889,23.162695454078836,0.16089345440780278,11.730765826631956,0.1012755286775868,6.263882417405638e-07,1.7894220195654633e-05
2040-01-01 03:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908078104673,53.95808559403498,8.089549453680572,111.32091940166168,32.408993672990285,21.03005514673813,111.0974639135748,20.708936223283644,95.02731506304993,22.62457033784972,0.4697166971779707,2.8187787356811165,13.089710877703984,152.84613794388383,80.90601429962886,29.92991695268828,110.14670786061772,,8.104812256097793,136.06584504354782,584.2693193015032,7.121751304030418,100.65460134293284,38.16748849821893,51.01947575794584,0.0,317.5696867642891,4.024907693013084,0.6661474463569556,13.720857160174717,20.614822353308984,0.10399929353206606,2.828193703596013e-05,55.97327499907947,6.481320809879533e-07,1.8752355477603997e-05
2040-01-01 06:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908077810835,53.94774944906665,8.098851984152017,111.39500855752487,32.4108832637984,20.99809674391949,111.72604918204428,20.73893248314087,95.16495921847309,22.657341335050884,0.481870811635409,2.701060125577161,12.54305478452411,160.50203494832022,80.90595738048397,64.77893557162533,238.39646809611696,,8.225760174751281,142.80472778896973,616.5069691179588,,103.0611593897439,38.10255297000144,61.1694318329235,2.7038896578687965,345.89511251859454,3.548890093056194,0.5110982931798487,,1.6969857724878732,0.007953887237655397,2.997390223649836e-05,65.55918343803317,6.071342512261553e-07,1.8556485402711213e-05
2040-01-01 09:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.049080773856,53.94116718989085,8.104776017409456,111.39500792756311,32.41096285703505,20.91334376596955,141.1766469496965,20.822576291565262,95.54877644841277,22.74872242805438,0.5162096067876341,2.588360323343126,12.019704793074183,172.10286750983403,82.05769631223124,53.22029744703048,195.858898119185,,8.563020375251769,126.72563954183488,546.7747852393511,0.0,84.17764290353077,37.49733119218523,154.53635914653665,12.87279677274079,293.7175501059678,3.093169378671242,0.6155177342587178,0.0,3.419752672385336e-05,34.30303375510876,4.75004716448e-05,27.120245649520985,5.400089776150008e-07,1.732721848488528e-05
2040-01-01 12:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908077302196,53.93575751132888,8.109644728116285,111.39500812534703,32.41025049466248,20.92847409600386,148.57016761478343,20.74006526891662,95.17015724456436,22.658578906656917,0.5052566591714371,2.520765158528562,11.705809575633651,160.70189697127162,82.0377574553981,61.31490697704288,225.648308913602,0.0,8.230327681303025,121.66278229489006,524.3991128138083,0.0,73.23225879697785,37.48856930124983,116.49983273449294,7.632910123911124,288.18845164706767,2.8198367041196764,1.140362067172018,0.0,3.8527969505550926e-05,24.523781032151096,0.1509711840961053,20.985687285741168,5.624998094685556e-07,1.7585718728163582e-05
2040-01-01 15:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908077681674,53.931087373838096,8.11384785185808,111.39500936147,32.40752627427647,20.937516179320937,167.74688025942524,20.79640435819538,95.42868102046158,22.72012951816176,0.4795655251426991,2.5666787322066256,11.91902084943829,128.59763388332377,80.90598846235915,69.57388303768818,256.042613876589,,8.457492522478105,129.22673049583685,556.8633333363575,,96.2991723860676,37.73130521555303,34.908601362136665,0.0,319.5193726944627,3.005495723063461,0.7200861152170255,,30.68427550015557,9.442425093767236e-05,0.0006733388303152,51.38260210138137,6.536265119611572e-07,1.8945390338704548e-05
2040-01-01 18:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908081128931,53.927177399149095,8.117366829077632,111.39499839382631,32.35942047122597,20.917060936786797,172.3791363858398,20.547127218871022,94.28482037010342,22.447793551144727,0.45931167761567127,2.712753066573114,12.597353908825571,127.14464315486978,78.43525969356523,33.535538363413245,123.4159504317934,,7.452382169246674,128.09232536150628,553.3945369140997,1.6289133597612382,95.514228553589,37.5238886855642,27.847826375428323,,323.63713855281395,3.596176168568578,0.5500835884175409,9.640173010363752,32.84681513358201,9.226993332686139e-05,3.27459584669957e-05,48.75180924965126,6.671805037755954e-07,1.9348991287993576e-05
2040-01-01 21:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908081180426,53.92390888096552,8.120308495443506,111.39499584663008,32.336532369863,20.90629108798615,161.62953418916422,20.515793468759885,94.14103885898112,22.413561342126616,0.397089678284899,2.6457191261306288,12.286064878481255,89.79318943993422,75.82278930246277,13.264907135399824,48.81690294529199,0.0,7.3260413556098944,89.99354148390341,388.8905297319762,123.95384080004692,69.42072980175448,31.055530453372445,45.040159426955285,,231.6539570375209,3.325113441060559,3.991172672339012,28.51182376962548,26.582006237517234,0.011774024780689077,0.0045060295207794,0.8328116450434716,6.633062811401149e-07,1.9405325637964325e-05
2040-01-02 00:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.0490808145639,53.92106919355295,8.12286421411453,111.39499541728571,32.3337740814503,20.915965673792208,137.63377906937745,20.439038431574296,93.78883220661284,22.32970625083337,0.393077669079042,2.2615909571135524,10.502268722803088,82.09699317336407,75.88391692552462,6.352699523492058,23.3789134679616,0.0,7.016557369947434,86.2004815107858,366.3007305224757,149.91961393654347,72.59230390903862,32.46159733144327,59.12818930737378,,241.95137794929428,1.77182549643681,6.943708504758792,37.6016014940397,21.687781280094853,0.5720567801359473,27.025695122328845,0.3488179094783493,6.524443837646819e-07,1.9335056547672503e-05
2040-01-02 03:00:00,9.248858447488583,33.013712328800004,55.96004566208538,35.44977168948317,83.871621355086,178.70205479452056,39.945917799280856,19.687630915347768,5.7144931044690885,7.2020547945205475,22.34338942225278,7.373287671232878,10.49743235957586,66.04908081236218,53.9187096234756,8.124987827183304,111.39500283147372,32.346863445946234,21.014342469328025,126.88958639339896,20.455233639119353,93.86314732706626,22.347399560054495,0.3833714801341191,2.3577277371039767,10.948704137849605,135.50768681984658,78.21960524785501,29.55189680357036,108.7555354429078,,7.081858066320419,139.1196659971419,590.9324434851537,30.27651752054691,110.17904204304811,45.55110692905017,25.777565430050817,,344.93520149047754,2.160569546462357,0.7219573239597041,15.530405982740165,23.8736328924931,9.303118325321542e-05,0.0081673826958057,34.79879252862623,6.754996233741615e-07,1.9530443946869003e-05
