country,carrier,2030,2040,2050
AL,BEV charger,3.581874964484982,8.596499914763957,12.178374879248938
AL,H2 Fuel Cell,8.449005489054291e-07,4.2980682998463487e-07,2.733783153442169e-07
AL,V2G,3.581874964484982,8.596499914763957,12.178374879248938
AL,air heat pump,0.008113174308520581,0.00482728884047422,0.008328324911718109
AL,battery charger,3.673619157999382e-06,1.974255233675726e-06,2.4703627742914716e-06
AL,ground heat pump,0.012445065464217295,0.013122016007706329,0.025796698028416516
AL,home battery charger,4.7608651288877195e-06,1.4065882248677497,2.835978469221135
AL,hydro,1.4937,1.4937,1.4937
AL,water tanks charger,0.27247318876890103,0.5565800819591216,1.3822391536846372
AT,BEV charger,12.41075,29.7858,42.196549999999995
AT,H2 Fuel Cell,8.756423940415847e-07,4.5194884514079923e-07,3.686499698572572e-07
AT,PHS,5.0443,5.0443,5.0443
AT,V2G,12.41075,29.7858,42.196549999999995
AT,air heat pump,0.2147412958386318,0.09675769619597438,1.126300255634204
AT,battery charger,3.5571109895026316e-06,1.6387585256874059e-06,1.672854418908953e-06
AT,ground heat pump,0.1546502402671908,0.25819929326786667,0.5029787602363208
AT,home battery charger,4.424354023589856e-06,6.315210805452678e-06,0.8627054959387472
AT,hydro,3.4266199999999998,3.4266199999999998,3.4266199999999998
AT,water tanks charger,4.305134691973615,5.093451343095409,9.217052899746218
BA,BEV charger,4.792754230045408,11.502610152108979,16.295364382154386
BA,H2 Fuel Cell,8.611857175557105e-07,4.3065086670096145e-07,2.855529622835601e-07
BA,PHS,0.44,0.44,0.44
BA,V2G,4.792754230045408,11.502610152108979,16.295364382154386
BA,air heat pump,0.013632990651441716,0.01113371992290764,0.05719491343066399
BA,battery charger,3.5963040324971287e-06,1.7270879196452395e-06,1.4958949677032546e-06
BA,ground heat pump,0.027730283746598396,0.02791623770238818,0.06644799244060486
BA,home battery charger,4.549808911215264e-06,0.28724984661523967,2.458566305322688
BA,hydro,1.6955,1.6955,1.6955
BA,water tanks charger,0.3596707218262462,0.7417167742323857,1.1649173591127788
BE,BEV charger,14.86925,35.6862,50.55545
BE,H2 Fuel Cell,8.818880153581381e-07,4.4894877382740127e-07,4.0526530006863473e-07
BE,PHS,1.308,1.308,1.308
BE,V2G,14.86925,35.6862,50.55545
BE,air heat pump,0.5954979770975982,1.217176270632373,3.57340818989729
BE,battery charger,3.6198337901305642e-06,1.5886407439527842e-06,1.3487952308938023e-06
BE,ground heat pump,5.188816833244477e-07,0.1910303392892976,0.23970257018127514
BE,home battery charger,4.4625382249484455e-06,5.207928526367392e-06,1.8446421165644145e-05
BE,hydro,0.012782802547770691,0.012782802547770691,0.012782802547770691
BE,water tanks charger,8.29259136906813,9.444550906753475,19.89698884808608
BG,BEV charger,8.04005675,19.296136199999996,27.336192949999997
BG,H2 Fuel Cell,7.995153635456798e-07,4.292205481927541e-07,2.6608146445075586e-07
BG,PHS,0.864,0.864,0.864
BG,V2G,8.04005675,19.296136199999996,27.336192949999997
BG,air heat pump,0.3142232312122805,1.2672449404174078e-06,4.383266267059447e-07
BG,battery charger,3.7258583851855946e-06,1.8830814358835546e-06,2.2373712761280747e-06
BG,ground heat pump,5.539918287356358e-07,0.04117901649005194,0.07883634026244071
BG,home battery charger,4.752941327424883e-06,2.789256623395356,7.13216392321214
BG,hydro,2.0395399999999997,2.0395399999999997,2.0395399999999997
BG,water tanks charger,2.1730711372837304,3.3134992491688937,3.6330874521543364
CH,BEV charger,11.374,27.2976,38.6716
CH,H2 Fuel Cell,8.71726020789652e-07,4.544069951762684e-07,3.5534640208773015e-07
CH,PHS,4.980750000000001,4.980750000000001,4.980750000000001
CH,V2G,11.374,27.2976,38.6716
CH,air heat pump,0.311113362707722,1.5219901108334547e-06,1.0262659188987127
CH,battery charger,3.5977356223035467e-06,1.8027490379310968e-06,2.196698831348537e-06
CH,ground heat pump,0.11198967085323687,0.11231775225839591,0.26776936699650755
CH,home battery charger,4.5291153868631165e-06,6.940279069614859e-06,1.8697395316096557
CH,hydro,9.18198,9.18198,9.18198
CH,water tanks charger,4.022802248375339,7.085805883214637,11.681332438551
CZ,BEV charger,12.6005,30.241199999999996,42.841699999999996
CZ,H2 Fuel Cell,8.786192232070485e-07,4.536939307816006e-07,3.7761264333085007e-07
CZ,PHS,1.155,1.155,1.155
CZ,V2G,12.6005,30.241199999999996,42.841699999999996
CZ,air heat pump,0.18640673513717113,0.1620347358021986,1.0868608799009756
CZ,battery charger,3.5760676605577745e-06,1.531012816888175e-06,1.3472468099839108e-06
CZ,ground heat pump,0.20176793089835615,0.21406835280605313,0.5035450567609726
CZ,home battery charger,4.441604769930795e-06,5.472101541754963e-06,0.018897854726132455
CZ,hydro,0.6849839022845103,0.6849839022845103,0.6849839022845103
CZ,water tanks charger,6.986923403224927,5.680373435488917,9.567405548681746
DE,BEV charger,118.052,283.3248,401.3768
DE,H2 Fuel Cell,8.905014310239493e-07,4.726181980450996e-07,4.251396333264083e-07
DE,PHS,7.65962,7.65962,7.65962
DE,V2G,118.052,283.3248,401.3768
DE,air heat pump,2.747435866978908,4.004101995688607,14.188761432190894
DE,battery charger,3.615344583028799e-06,1.6216637525610006e-06,1.391474318539629e-06
DE,ground heat pump,0.4724109922293686,1.129845435952075,2.599264798041835
DE,home battery charger,4.4425900556829555e-06,5.668564158505961e-06,5.5314802805407525e-05
DE,hydro,0.1695,0.1695,0.1695
DE,water tanks charger,28.6771330555318,44.82153197484581,88.41663959894731
DK,BEV charger,6.048625,14.5167,20.565324999999998
