sector,node,2030,2040,2050,carrier
Agriculture,AT,0.6437819867533201,0.6437819867533201,0.6437819867533201,electricity
Agriculture,BE,0.673529657531505,0.673529657531505,0.673529657531505,electricity
Agriculture,BG,0.2411544187850093,0.2411544187850093,0.2411544187850093,electricity
Agriculture,CZ,0.7502833058403744,0.7502833058403744,0.7502833058403744,electricity
Agriculture,DE,7.172357267965594,7.172357267965594,7.172357267965594,electricity
Agriculture,DK,1.6216608790407239,1.6216608790407239,1.6216608790407239,electricity
Agriculture,EE,0.1582739809227144,0.1582739809227144,0.1582739809227144,electricity
Agriculture,ES,3.420127308684605,3.420127308684605,3.420127308684605,electricity
Agriculture,FI,1.2345608955841836,1.2345608955841836,1.2345608955841836,electricity
Agriculture,FR,6.929023969173455,6.929023969173455,6.929023969173455,electricity
Agriculture,GB,3.275242232061276,3.275242232061276,3.275242232061276,electricity
Agriculture,GR,2.1095715678171034,2.1095715678171034,2.1095715678171034,electricity
Agriculture,HU,0.6388627655962039,0.6388627655962039,0.6388627655962039,electricity
Agriculture,IE,0.470289962034891,0.470289962034891,0.470289962034891,electricity
Agriculture,IT,5.036294825580406,5.036294825580406,5.036294825580406,electricity
Agriculture,LT,0.1407059377828149,0.1407059377828149,0.1407059377828149,electricity
Agriculture,LV,0.1138001007639696,0.1138001007639696,0.1138001007639696,electricity
Agriculture,NL,6.003970234857895,6.003970234857895,6.003970234857895,electricity
Agriculture,PL,1.391160278924095,1.391160278924095,1.391160278924095,electricity
Agriculture,PT,0.8410934993614985,0.8410934993614985,0.8410934993614985,electricity
Agriculture,RO,0.6488875923973444,0.6488875923973444,0.6488875923973444,electricity
Agriculture,SE,0.9963078025020058,0.9963078025020058,0.9963078025020058,electricity
Agriculture,SK,0.252873044434499,0.252873044434499,0.252873044434499,electricity
Ammonia production,BG,1.8773484518799215e-05,1.5404495343624744e-06,0.5774101609566356,electricity
Ammonia production,DK,0.2812571172465024,0.1107266188767018,0.1358087229425225,electricity
Ammonia production,ES,13.819213585128546,9.034763772667965,6.85515782241168,electricity
Ammonia production,GB,0.25857081490451217,7.904385691670242,6.710551292650848,electricity
Ammonia production,GR,0.3207892222637759,0.2453409377006842,0.2496516187007116,electricity
Ammonia production,IE,0.0012697248606009,6.8555605798266045e-06,1.957878291399004,electricity
Ammonia production,IT,0.0399380368096535,0.01645964635567855,1.1907125284633726,electricity
Ammonia production,MK,1.4626876433034164e-05,1.7179682001463105e-06,0.8734521027482149,electricity
Ammonia production,PT,6.141531198901916,3.5661006807385105,2.283236976584898,electricity
Heat,AL,0.40762926439148933,0.6353219177382088,0.6668458279159388,electricity
Heat,AT,4.2234797297413476,7.664518575827978,18.155279707314047,electricity
Heat,BA,0.5971816105660439,1.0242670685867723,1.8285718924757144,electricity
Heat,BE,8.751746822250311,15.158646522777374,32.62164361848208,electricity
Heat,BG,2.7870099792159126,4.195685883156797,4.037624418067345,electricity
Heat,CH,5.119824269615304,5.630900915882479,16.703102208846133,electricity
Heat,CZ,5.664839446426413,6.688795579632795,16.88172137534837,electricity
Heat,DE,35.414113511979764,67.91839118520733,165.14798462424415,electricity
Heat,DK,7.880877595677493,7.116111517148727,13.697041857689317,electricity
Heat,EE,0.7500975905290544,0.9275677502683859,1.9557341286585603,electricity
Heat,ES,48.33575398181434,30.550315947014578,40.673862988594855,electricity
Heat,FI,6.556661112668708,5.741799156828661,21.223061692505098,electricity
Heat,FR,82.78719936365772,80.91626732060254,129.69565162943903,electricity
Heat,GB,49.45306679921119,98.87259658344722,140.30426560394676,electricity
Heat,GR,7.043066881693558,6.270858025550246,11.060881997676157,electricity
Heat,HR,1.5995758745243767,3.23950867213064,5.446065506678172,electricity
Heat,HU,1.676176088391545,7.801095953947938,14.263907637078525,electricity
Heat,IE,5.102128656256682,8.648758894764407,9.46901049198726,electricity
Heat,IT,84.91497121375284,59.65360867401593,86.95691232039543,electricity
Heat,LT,0.16464567757573426,1.1523788137778626,2.691298888205905,electricity
Heat,LU,0.3640602065775348,0.7129849263200306,1.8409970698532974,electricity
Heat,LV,0.03798636380782956,0.6449612989228706,1.516704899686269,electricity
Heat,ME,0.2138539284569887,0.36017663730822835,0.5379362833168944,electricity
Heat,MK,0.41009159833171616,0.5868900977404998,0.6902812998345582,electricity
Heat,NL,9.316161077550893,28.161208692012057,50.14247655166872,electricity
Heat,NO,6.9853966487395205,4.535045210428496,7.9979485909665975,electricity
Heat,PL,17.684236570880003,31.25703219971546,53.88027380495933,electricity
Heat,PT,7.263269116460217,6.38179056450031,7.30472396249944,electricity
Heat,RO,2.052266999721389,11.791941897802682,15.04752599547206,electricity
Heat,RS,2.0042009959656015,3.536858282849776,6.7230555524878515,electricity
Heat,SE,13.678027644500574,10.369426183225475,23.321135922476742,electricity
Heat,SI,0.46488054547764807,1.7135342683434718,2.6710821640240563,electricity
Heat,SK,0.4783626089294349,3.1916962006575216,5.433897586989696,electricity
Hydrogen production,AL,3.4621239840905623e-06,6.21976521639486e-06,13.595378706777646,electricity
Hydrogen production,BG,2.7815098969356007e-06,4.820336602012757e-06,15.59484886634263,electricity
Hydrogen production,CH,3.062051080446649e-06,4.466932702881614e-06,1.816478813169354,electricity
Hydrogen production,DE,3.804408708438124e-06,3.529491191999196e-06,0.7572636441343606,electricity
Hydrogen production,DK,1.0542412516826858e-05,9.146954008523401e-06,40.466695896306874,electricity
Hydrogen production,EE,2.2016740773667847e-06,1.0825897682508726e-05,16.783208319280586,electricity
Hydrogen production,ES,3.227632143778329e-05,138.0568353939572,371.42628722738215,electricity
Hydrogen production,FR,4.058124352990836e-06,6.987253547047461e-05,210.32010169814777,electricity
Hydrogen production,GB,1.5793076603761514e-05,160.14317079375925,570.6903104296157,electricity
Hydrogen production,GR,3.6199730761841257e-06,2.9663556808697584,53.34239662423426,electricity
Hydrogen production,IE,4.751494978199024e-06,0.4067631474875945,89.7779669688932,electricity
Hydrogen production,IT,6.416102609332736e-06,0.4493832739373652,87.39889813125637,electricity
Hydrogen production,ME,3.4965678931901212e-06,4.462501147112741e-06,1.8752315662428476,electricity
Hydrogen production,MK,3.555348748589636e-06,5.960711480398112e-06,12.018510629835294,electricity
Hydrogen production,PL,3.6042721306165894e-06,4.094157032054514e-06,32.62494327307553,electricity
Hydrogen production,PT,3.79766502435253e-06,4.26283970646799,29.523533008125437,electricity
Hydrogen production,RO,3.307365959390936e-06,3.770128498062553e-06,11.652543221559556,electricity
Hydrogen production,RS,3.3131138128296393e-06,4.024869045821274e-06,0.7062917541830546,electricity
Industry,AL,1.93,1.9,1.8199999999999992,electricity
Industry,AT,44.84,45.5,46.2,electricity
Industry,BA,4.8999999999999995,4.9399999999999995,4.96,electricity
Industry,BE,68.35,68.81000000000003,69.28,electricity
Industry,BG,13.53,13.53,13.53,electricity
Industry,CH,18.76,18.78,18.76,electricity
Industry,CZ,39.59,40.06,40.54000000000001,electricity
Industry,DE,352.49,354.57999999999987,355.98999999999984,electricity
Industry,DK,16.940000000000005,16.940000000000005,16.940000000000005,electricity
Industry,EE,3.15,3.15,3.15,electricity
Industry,ES,154.76000000000002,154.87,154.65999999999997,electricity
Industry,FI,48.79000000000001,49.039999999999985,49.30000000000001,electricity
Industry,FR,172.76999999999998,173.1,172.84,electricity
Industry,GB,156.98999999999998,157.8,158.57999999999996,electricity
Industry,GR,18.41,18.17,17.669999999999998,electricity
Industry,HR,6.019999999999997,6.019999999999997,6.019999999999997,electricity
Industry,HU,21.69,21.83,21.98,electricity
Industry,IE,16.519999999999996,16.519999999999996,16.519999999999996,electricity
Industry,IT,177.02000000000004,177.48000000000005,177.95000000000002,electricity
Industry,LT,3.6799999999999993,3.6799999999999993,3.6799999999999993,electricity
Industry,LU,4.92,4.92,4.92,electricity
Industry,LV,3.7799999999999994,3.7799999999999994,3.7799999999999994,electricity
Industry,ME,0.7499999999999999,0.7499999999999999,0.7499999999999999,electricity
Industry,MK,2.05,2.0699999999999994,2.0600000000000005,electricity
Industry,NL,77.97999999999999,78.53,78.99,electricity
Industry,NO,33.58,33.629999999999995,33.58,electricity
Industry,PL,71.42,71.92999999999999,72.45,electricity
Industry,PT,27.13999999999999,27.13999999999999,27.13999999999999,electricity
Industry,RO,33.39,33.139999999999986,32.43,electricity
Industry,RS,15.049999999999995,15.02,14.849999999999996,electricity
Industry,SE,56.63,56.710000000000015,56.609999999999985,electricity
