snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
carrier,gas,lignite,coal,gas,oil,oil,dec_heat,elec,elec,elec,cent_heat,elec,cent_heat,elec,cent_heat,dec_heat,dec_heat,cent_heat,H2,elec,cent_heat,elec,dec_heat,dec_heat,cent_heat,cent_heat,dec_heat,cent_heat,NH3,elec,elec,dec_heat,H2,elec
sector,SNG,Extraction,Extraction,Extraction,Extraction,Fischer-Tropsch,Heat Pump,Nuclear,Onwind,Offwind,Heat Pump,Hydroelectricity,Biomass CHP CC,Solar,Solar thermal,Solar thermal,Biomass boiler,Waste Heat,Electrolysis,CHP,Biomass CHP,Battery,Resistive heater,Gas Boiler,Storage ,Gas Boiler,Storage ,Resistive heater,Haber-Bosch,V2G,Gas,Oil Boiler,SMR,Coal/Lignite
2050-01-01 00:00:00,0.0499181607249492,0.1276518025762066,0.0783026365884076,120.31263224961153,158.80938446984732,4.400788907577372,90.71591520905322,17.795904378302847,580.6138570422974,35.46276059046475,139.05048992529584,23.776430104622804,1.753684895994371,,,,34.24564522855515,10.672738526259996,61.01449639999567,16.063622022647223,48.24785689484646,11.279644190870663,29.32945114333136,72.78840657478685,0.2705069013072393,20.25221336561476,0.0071690195730556,2.4321555005883613,7.088733604202394,9.913013977769552e-06,3.3635040816940617e-06,1.9040570643285904e-05,1.2035652350648641e-05,1.2004348677252033e-06
2050-01-01 03:00:00,0.0499181331575823,0.1276521751260629,0.0783387431189077,120.30674659641012,159.21711060030415,4.400788991570571,90.45990888436579,17.795904395230295,549.4378256363747,26.72836947951578,138.0785123240795,60.21344034059742,1.7536851184166573,,,,36.944363298465355,11.602974603307194,66.78195793846632,19.40884881967312,58.61071897628069,26.23039291789921,68.93080776072158,144.1924244753295,4.832548928665843,60.8384924949874,2.1393761837611938,36.4948576359979,5.8329048839326365,1.0228781764133488e-05,3.4196194672470196e-06,5.0413795308861555,1.2278950190810704e-05,1.2112691545187838e-06
2050-01-01 06:00:00,0.049918114031085,0.1276526744855978,0.078368623995992,120.30260938676888,159.59195834144526,4.400788778211267,90.39880937806517,17.795904238474513,524.6059310248783,27.598104418833177,137.86812352670324,64.32374415186231,1.7536850972792857,163.42235852231525,0.1096735707078244,0.0032527095908605,36.82579927667907,15.079178483762176,88.33441841514234,19.22900780947383,58.061836290661574,7.21300652485557,74.41990273119504,153.45202620112389,2.977374476291809,59.151447787542416,0.0853225335719004,52.48967882370828,5.430733980689297,8.584124707474659e-06,3.004116525880092e-06,7.016131154346928,1.240916128787696e-05,1.169473972547742e-06
2050-01-01 09:00:00,0.0499180948654707,0.1276529963074161,0.0783791492450841,120.30132689405706,159.8305238631943,4.400788165301619,91.44049330449516,17.795904140389055,479.16200605584635,34.17461154529737,142.365154708246,15.57898229212103,1.7536847670781983,852.2995965669811,5.636026956988971,0.3613506255371394,35.811180981257884,45.7084593977048,276.6201523572807,16.923827617201418,50.91285650811789,1.62882892694374e-05,79.14841430382972,115.17661361854576,2.969745214593047e-05,21.46237892504208,9.603542929215964e-06,28.06125072085305,7.088801699988505,8.801146955194894e-06,2.7724213740789915e-06,2.419923135088615,1.2318140827293032e-05,1.1425517114967022e-06
2050-01-01 12:00:00,0.0499180744165199,0.1276528500822893,0.0783794271416784,120.28526431518362,159.92818829727375,4.400788350345551,92.3257219261121,17.795904205670524,490.2207470873923,43.74897259652994,145.97218617069373,20.056203048372037,1.7536849476113432,671.2460074098544,5.9838958665468,1.1888804585534714,36.168652026059505,46.84150970882438,276.4299006898772,18.93267319788091,57.14436991561197,1.7453109603386487e-05,71.84883673406325,109.1852297087224,0.3578061312373488,21.558148532924896,8.11118548798247e-06,17.093138734794763,7.088782705080986,8.6678119371256e-06,2.862585769959002e-06,1.854483822329431,1.2369829657043698e-05,1.1544822261870124e-06
2050-01-01 15:00:00,0.0499180541855681,0.1276523990872818,0.0783687998955294,120.25637653963238,159.89062182380133,4.40078854254608,91.62549121858461,17.795904415720905,481.4574594434612,51.32565361365638,142.5230371290117,77.11169738166525,1.7536851162447802,72.14144958621615,0.3538648807609732,0.3018863059478908,36.585168371570205,14.40828058865088,74.22780560051686,19.332364609688035,58.37757500074783,25.44756076098081,40.015281667298616,157.35157568837153,1.9429060414669277,58.816462636670806,1.9734801373780395e-05,18.842334040353183,2.4765010826706703e-05,9.425574798970096e-06,3.5214277222384917e-06,4.432018433410654,1.2477333330121347e-05,1.219301583045278e-06
2050-01-01 18:00:00,0.0499180358773676,0.1276520470657998,0.0783596991255762,120.23524614522734,159.85304796668927,4.400788650166842,90.77075631793738,17.795904432081056,464.190031017457,50.63523100692609,138.5974706889251,77.66249433118513,1.7536851070504536,,,,36.80426926672152,9.431258121193851,53.31731461381058,19.408755056738805,58.61514165522075,39.23393481191984,32.45074115724589,162.53980276199337,3.800678730243448,59.02540418089193,1.51766137017549e-05,23.399410146865577,5.583907019861151e-06,9.555293627216636e-06,3.5854186696459116e-06,4.293773790607975,1.2574979907563777e-05,1.2146050763753923e-06
2050-01-01 21:00:00,0.0499180238153767,0.1276518382046294,0.0783532654994374,120.22014780793292,159.80041432526943,4.400788060874155,90.33258397243151,17.79590443857167,401.471985528221,49.62434627236972,136.59436241206942,78.886928692423,1.7536849149297222,,,,35.00640501510897,2.8063983203898566,12.243186857348352,17.4181631499552,52.43389371623037,23.46923064660718,13.633787608309808,99.1962886967118,2.1758348159611924,20.787968633202983,6.961133075401913e-06,5.643821149853578,5.532764743160259e-06,9.39601853442706e-06,3.589748127182368e-06,1.8184772216307043e-05,1.2579443667892328e-05,1.2147207950228474e-06
