config,cost_segment,capital,marginal
2023_tot,Distribution,23327248556.671806,0.0
2023_tot,Energy production,265213344858.57843,439114944879.3298
2023_tot,Storage,31916837851.305042,0.0
2023_tot,Transmission,8056685674.100163,16103043.50617081
2030_tot,Distribution,41114615520.96647,0.0
2030_tot,Energy production,345746986571.7775,612146605565.4166
2030_tot,Storage,45020247097.87053,0.0
2030_tot,Transmission,13346045122.200464,553840783.6485027
2035_tot,Distribution,41114615520.96647,0.0
2035_tot,Energy production,345746986571.7775,612146605565.4166
2035_tot,Storage,45020247097.87053,0.0
2035_tot,Transmission,13346045122.200464,553840783.6485027
2040_tot,Distribution,45238600837.46334,0.0
2040_tot,Energy production,398099530783.9926,524318650424.19543
2040_tot,Storage,47058972574.81536,0.0
2040_tot,Transmission,15254736669.22794,548543251.1414449
2045_tot,Distribution,52503621595.286606,0.0
2045_tot,Energy production,508662224548.02,391353681938.7867
2045_tot,Storage,49434941184.50579,0.0
2045_tot,Transmission,18833154053.148766,1123553121.4792876
2050_tot,Distribution,56234762900.41453,0.0
2050_tot,Energy production,638649044015.3271,290452241838.8865
2050_tot,Storage,53120920449.64101,0.0
2050_tot,Transmission,25461250870.66003,3988592675.7865744
2023_eu27,Distribution,19078064611.083534,0.0
2023_eu27,Energy production,221388513338.0256,118291743625.89442
2023_eu27,Storage,21880521002.743176,0.0
2030_eu27,Distribution,33314853045.232,0.0
2030_eu27,Energy production,280236948395.17053,302876528684.4874
2030_eu27,Storage,30665609783.71093,0.0
2035_eu27,Distribution,33314853045.232,0.0
2035_eu27,Energy production,280236948395.17053,302876528684.4874
2035_eu27,Storage,30665609783.71093,0.0
2040_eu27,Distribution,36469654625.18452,0.0
2040_eu27,Energy production,314964882293.8714,271179088826.69785
2040_eu27,Storage,33810377341.586235,0.0
2045_eu27,Distribution,42367222263.23527,0.0
2045_eu27,Energy production,401720544716.0379,202036208274.0295
2045_eu27,Storage,35504238611.89778,0.0
2050_eu27,Distribution,45680439288.01211,0.0
2050_eu27,Energy production,497552735699.0323,173128906806.5588
2050_eu27,Storage,37202744487.54706,0.0
2023_be,Distribution,608214575.0188338,0.0
2023_be,Energy production,6593719170.822701,4569147702.6638155
2023_be,Storage,237109918.2919007,0.0
2030_be,Distribution,1282882550.5759196,0.0
2030_be,Energy production,8164715741.55782,15690772413.151333
2030_be,Storage,493522040.3104925,0.0
2035_be,Distribution,1282882550.5759196,0.0
2035_be,Energy production,8164715741.55782,15690772413.151333
2035_be,Storage,493522040.3104925,0.0
2040_be,Distribution,1420943251.3688855,0.0
2040_be,Energy production,7953574362.39095,14672157522.056871
2040_be,Storage,497629441.68208575,0.0
2045_be,Distribution,1740320579.0803242,0.0
2045_be,Energy production,9305286643.59807,11941329386.619385
2045_be,Storage,536558876.393461,0.0
2050_be,Distribution,1837265276.4264996,0.0
2050_be,Energy production,10399812858.027418,10711904062.094168
2050_be,Storage,536600692.37144196,0.0
2023_fl,Distribution,366959689.82068187,0.0
2023_fl,Energy production,3286284148.086734,4316982963.2934
2023_fl,Storage,2228971.681691259,0.0
2030_fl,Distribution,770340105.7853168,0.0
2030_fl,Energy production,5927017293.681165,11731899223.85982
2030_fl,Storage,171852374.8734795,0.0
2035_fl,Distribution,770340105.7853168,0.0
2035_fl,Energy production,5927017293.681165,11731899223.85982
2035_fl,Storage,171852374.8734795,0.0
2040_fl,Distribution,855006495.516042,0.0
2040_fl,Energy production,5835782031.240181,11070119833.376354
2040_fl,Storage,174251545.2974775,0.0
2045_fl,Distribution,1039089896.1584632,0.0
2045_fl,Energy production,6572510506.869655,9380447472.849087
2045_fl,Storage,199176798.25252298,0.0
2050_fl,Distribution,1094475156.2099319,0.0
2050_fl,Energy production,6926216441.979851,8440415139.520525
2050_fl,Storage,199252518.31892213,0.0
2023_fr,Distribution,3337457394.6765785,0.0
2023_fr,Energy production,57841793917.94511,13036926655.212057
2023_fr,Storage,2834271994.691971,0.0
2030_fr,Distribution,5639331294.240376,0.0
2030_fr,Energy production,48274633935.52688,42903895073.93662
2030_fr,Storage,3970428250.5364656,0.0
2035_fr,Distribution,5639331294.240376,0.0
2035_fr,Energy production,48274633935.52688,42903895073.93662
2035_fr,Storage,3970428250.5364656,0.0
2040_fr,Distribution,6340382536.338997,0.0
2040_fr,Energy production,58198462112.06225,36994552598.94536
2040_fr,Storage,3993679132.2168274,0.0
2045_fr,Distribution,7293538869.556013,0.0
2045_fr,Energy production,74146045589.50818,25886156786.62807
2045_fr,Storage,4161180912.0217857,0.0
2050_fr,Distribution,7728284000.848543,0.0
2050_fr,Energy production,86441147790.79077,21279770810.040745
2050_fr,Storage,4586686461.805235,0.0
2023_de,Distribution,3622817850.951034,0.0
2023_de,Energy production,43046386448.806786,29341878384.49291
2023_de,Storage,1883801574.676827,0.0
2030_de,Distribution,7080465011.124504,0.0
2030_de,Energy production,62074465802.69277,67045601350.274475
2030_de,Storage,3619301685.7139816,0.0
2035_de,Distribution,7080465011.124504,0.0
2035_de,Energy production,62074465802.69277,67045601350.274475
2035_de,Storage,3619301685.7139816,0.0
2040_de,Distribution,7861860862.727244,0.0
2040_de,Energy production,61608811639.995674,61721654969.982925
2040_de,Storage,3632307794.722735,0.0
2045_de,Distribution,9277380388.090712,0.0
2045_de,Energy production,73426262964.19556,45701893277.33246
2045_de,Storage,3888076331.023225,0.0
2050_de,Distribution,10037458653.370445,0.0
2050_de,Energy production,79959507206.5825,38280859234.23312
2050_de,Storage,3920764681.190045,0.0
2023_gb,Distribution,2475037332.905676,0.0
2023_gb,Energy production,29447596528.622917,15751968444.225418
2023_gb,Storage,571812700.8821886,0.0
2030_gb,Distribution,4613028457.1201935,0.0
2030_gb,Energy production,45385945391.85169,52108121377.9463
2030_gb,Storage,1210701864.5086393,0.0
2035_gb,Distribution,4613028457.1201935,0.0
2035_gb,Energy production,45385945391.85169,52108121377.9463
2035_gb,Storage,1210701864.5086393,0.0
2040_gb,Distribution,5475328567.60807,0.0
2040_gb,Energy production,61083455081.16031,42528111037.097496
2040_gb,Storage,1331981068.7696934,0.0
2045_gb,Distribution,6293833958.018681,0.0
2045_gb,Energy production,81499956797.65062,29118382385.725864
2045_gb,Storage,1646364384.249521,0.0
2050_gb,Distribution,6532055227.51223,0.0
2050_gb,Energy production,111388197443.2864,21225170926.04908
2050_gb,Storage,2389705625.740829,0.0
2023_nl,Distribution,1052360067.1790537,0.0
2023_nl,Energy production,9555599201.717838,7848360174.613577
2023_nl,Storage,471313421.61709523,0.0
2030_nl,Distribution,1887426604.183547,0.0
2030_nl,Energy production,18482017291.407574,24220404340.379883
2030_nl,Storage,924363345.0290899,0.0
2035_nl,Distribution,1887426604.183547,0.0
2035_nl,Energy production,18482017291.407574,24220404340.379883
2035_nl,Storage,924363345.0290899,0.0
2040_nl,Distribution,2192234985.0029125,0.0
2040_nl,Energy production,25390576661.4421,22070497664.392303
2040_nl,Storage,933317609.1401105,0.0
2045_nl,Distribution,2510927127.429756,0.0
2045_nl,Energy production,41684013204.448616,19099949740.77385
2045_nl,Storage,1128026453.2491968,0.0
2050_nl,Distribution,2652982775.015295,0.0
2050_nl,Energy production,61440045329.41288,18275519378.39828
2050_nl,Storage,1457209407.2655768,0.0
2023_lu,Distribution,44548525.32554416,0.0
2023_lu,Energy production,184552506.96854737,17409077.27224178
2023_lu,Storage,458659004.8052628,0.0
2030_lu,Distribution,94033474.09349297,0.0
2030_lu,Energy production,256629255.01896438,736346454.1038455
2030_lu,Storage,533579931.26305676,0.0
2035_lu,Distribution,94033474.09349297,0.0
2035_lu,Energy production,256629255.01896438,736346454.1038455
2035_lu,Storage,533579931.26305676,0.0
2040_lu,Distribution,101057304.77609,0.0
2040_lu,Energy production,309794407.34504145,698907542.9672588
2040_lu,Storage,533782415.80356157,0.0
2045_lu,Distribution,121479389.82949568,0.0
2045_lu,Energy production,402593468.54946697,567611606.3547282
2045_lu,Storage,533981271.5058613,0.0
2050_lu,Distribution,130549480.26701346,0.0
2050_lu,Energy production,433531724.1319832,521856428.9137561
2050_lu,Storage,533889271.80549645,0.0
