snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
carrier,Oil,Oil,Oil,Centralized heat,Decentralized heat,Oil,Methanol,Hydrogen,Electricity,Methanol,Electricity,Solid biomass,Methane,Methane,Methane,CO2 captured,Electricity,Methane,Hydrogen,Electricity,CO2 captured,Oil,Hydrogen,Electricity,Decentralized heat,Centralized heat,Hydrogen,Electricity,Electricity,Methane,Solid biomass,Methane,Electricity,Methane,Centralized heat,Oil,Decentralized heat
sector,Shipping,Agriculture,Industry,Industry,Agriculture,Aviation,Shipping,Industry,Industry,Industry,Agriculture,Industry,Industry CC,Industry,Hydrogen production CC,CO2 sequestration,Residual electricity consumption,Hydrogen production,Methanol production,Methanol production,Methanol production,Transport,Transport,Decentral heat production,Residential / Services heat consumption,Residential / Services heat consumption,Ammonia production,Ammonia production,Transport,Decentral heat production,Central CHP production,Storage,Hydroelectricity,Power supply,Storage charging,Decentral heat production,Storage charging
2040-01-01 00:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.1780817868469717,1.8189428035964663,1.2088418879131708,0.8961206746338467,0.7375190514363985,2.9598699239608504,0.3942998933303521,0.2365908952316125,0.0563287234508407,0.0515593411968993,0.6859320452607,0.0769749177973462,3.662251523665182,9.549781679642017,2.322521070826845,0.5003354955550958,0.1077437896645551,1.95625520785164,5.241938981867896,7.635982875325901e-06,2.796126228582414,0.0,2.360294572526038e-06,8.695556214538674e-07,8.166509948701964e-07,2.076079295950699e-06
2040-01-01 03:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.178081787237737,1.818942804087364,1.2088418874713636,0.8961223786411816,0.7375400318616474,2.340146192970142,0.3943217360303989,0.2365906502513021,0.056328665124724,0.0515592878092852,3.4207484926694,0.383874519127523,4.162916805478498,15.515773964020374,3.773342469799502,0.5003353474718324,0.1077437577758483,2.075308274258213,12.248713165556186,1.412082319811779e-05,0.0,0.0,2.4940351191730766e-06,8.665049915370775e-07,8.143806596539544e-07,2.074003254378562e-06
2040-01-01 06:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.178081787131909,1.81894280507402,1.2088418865833723,0.896122546979433,0.7375406522123563,2.299687979988593,0.3943223711173859,0.2365906052924134,0.0563286544206908,0.051559278011568,7.25266831956,0.8138904598010663,4.1670689515732064,16.043632236147204,3.901708056553439,0.5003353121901667,0.1077437501781854,2.1875316727173635,12.92248399419454,1.5270307374478847e-05,0.0,0.0,2.5120579332053663e-06,8.719525343943786e-07,8.149562601324171e-07,2.0607784077891475e-06
2040-01-01 09:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.178081786580613,1.8189428065918145,1.208841885217358,0.8961223803429758,0.737540238687222,2.8495359563595635,0.3943216952136521,0.236590683720222,0.056328673093169,0.0515592951030378,5.9706465416259995,0.6700226792346109,4.160229436718651,14.16977735815374,3.4460204529530114,0.5003353611214344,0.1077437607151956,3.643945469703369,10.604396806088486,1.0268512298179997e-05,0.4895513102266894,0.0,2.434417294767989e-06,8.646828397255163e-07,8.18357363655134e-07,2.060591461672901e-06
2040-01-01 12:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.1780817864365227,1.818942807167868,1.2088418846989095,0.8961223456604045,0.7375406141848906,2.913544779351474,0.3943215496396426,0.2365908263241119,0.0563287070450042,0.0515593261801535,7.033888663231,0.7893391267967935,4.156120664452139,13.572067421005029,3.300668211170771,0.500335455923171,0.1077437811300941,5.205469789264208,9.902189212129858,5.068855690607548e-06,1.8588554846376024,1.1570095595274137e-06,2.141641741422975e-06,8.608793912211798e-07,8.181189517654138e-07,2.0986791539351858e-06
2040-01-01 15:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.1780817869952456,1.8189428041818456,1.2088418873863302,0.8961225707333303,0.7375416989551504,3.197667795474551,0.3943224692310607,0.2365904704042809,0.0563286223058611,0.0515592486159176,8.036860166481,0.9018920386319764,2.361942484334135,14.40082412812244,3.5022068542818867,0.5003352122315161,0.1077437286527811,3.081510539450336,12.785590922238434,0.0650131714773166,0.0,0.0,2.78266094743778e-06,8.494605341373136e-07,8.148452086446e-07,2.049627348128231e-06
2040-01-01 18:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.178081787212023,1.8189428039769464,1.2088418875707398,0.8961224093843303,0.7375415734093024,3.3053704467300733,0.3943218539097652,0.2365905068976805,0.056328630994389,0.0515592565687834,3.6989668845099,0.415096034420999,2.3619424228057664,14.245541648559197,3.464444969287993,0.5003352399845568,0.1077437346292066,1.908955619741076,12.76448889110109,0.0645521391049378,0.0,0.0,2.800625445349174e-06,8.519156342603022e-07,8.134496539810925e-07,2.0556178176080193e-06
2040-01-01 21:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.178081787307843,1.8189428039470836,1.2088418875976163,0.8961217433067585,0.7375410607164419,3.550922618873349,0.3943181695437288,0.236590645465031,0.0563286639851851,0.0515592867662316,1.4670794875753,0.1646348552141216,2.3619423044152335,9.949642656859911,2.4197600377262365,0.500335332185047,0.1077437544839447,0.7094229933814857,7.446155277855512,0.0416656245877534,0.0,0.0,2.7992283953166336e-06,7.832431242439714e-07,8.131867250447079e-07,2.1279883592212048e-06
2040-01-02 00:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.17808178725834,1.8189428042315423,1.2088418873416027,0.896120729703768,0.7375411611513248,2.881506479214597,0.3943014056081425,0.2365907639044932,0.0563286921838345,0.0515593125772868,0.7054210246989001,0.079161960377681,2.361942273774307,10.303435937997747,2.505174304299201,0.500335417325208,0.1077437728182897,1.0883984052980036,7.886374638068143,0.0430523717515344,0.0,0.0,2.8005044739711027e-06,7.824529097202622e-07,8.125228340846828e-07,2.1812323672826428e-06
2040-01-02 03:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.1780817870145923,1.8189428049434813,1.208841886700858,0.8961224234063295,0.7375416373303572,2.6157662576832448,0.3943219105158274,0.2365905048941616,0.0563286305173814,0.0515592561321643,3.4605531547357,0.38834137646589,2.6762272681386,16.847258634074965,4.096036833426293,0.5003352662148205,0.1077437402777125,0.0004318537526739,15.71199669890765,0.0769730193767936,0.0,0.0,2.804797708454237e-06,8.412902169203832e-07,8.398010674409677e-07,1.9164251127219567e-06
2040-01-02 06:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.1780817866313287,1.8189428057512576,1.2088418859738592,0.8961225859794871,0.7375415742554131,3.3591116580566354,0.3943225227333817,0.2365903876827393,0.0563286026111098,0.0515592305887312,7.455186245061001,0.8366169102935904,2.932250482444558,17.426242094277445,4.236792957601302,0.5003351892162508,0.1077437236966029,3.589620836951713e-06,16.186656628959245,0.0769843296024595,,,2.9676114702398214e-06,8.400324918643714e-07,8.618090563917869e-07,1.827433087033634e-06
2040-01-02 09:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.1780817860924913,1.8189428068903295,1.2088418849486942,0.8961224246061819,0.7375413420190546,3.8985382296275097,0.3943218859373749,0.2365905202100602,0.0563286341638659,0.051559259469899,6.267869770405,0.7033769069033174,2.361946477265335,15.37089679732316,3.737119917099299,0.5003352564523251,0.1077437381754266,1.7647650517756008,14.014170848033304,0.0694981861329709,0.1537353466961628,,2.7718686918901305e-06,8.461962134011522e-07,8.157524247962812e-07,2.150695725239468e-06
2040-01-02 12:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.178081786094363,1.8189428071706883,1.2088418846963718,0.8961225886021223,0.7375413335392518,3.963841512483627,0.3943225067254649,0.236590476402686,0.0563286237339909,0.0515592499231269,7.351903909426,0.8250266232521573,2.3619465477060335,14.715296233700816,3.577737488505192,0.5003352168293632,0.1077437296428957,5.440754761123338,13.025589633857969,0.0655998610166993,1.0454441649995871,0.0,2.7703033528710877e-06,8.281162065693134e-07,8.160957523016718e-07,2.1030645278879565e-06
2040-01-02 15:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.1780817866014957,1.818942806598184,1.2088418852116247,0.8961225797624028,0.7375415816003069,4.307719445031687,0.3943225106338942,0.2365904791402584,0.0563286243857656,0.0515592505197155,8.209349255562,0.921248669577074,2.361946931595915,15.624321354986634,3.798729728107346,0.5003352231491242,0.1077437310038125,0.827567432662378,14.190576550328165,0.0705030069196656,0.0,0.0,2.7640306007579613e-06,8.040881975133501e-07,8.119416479672056e-07,2.0699754073499075e-06
2040-01-02 18:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.1780817868682445,1.818942806669545,1.2088418851474003,0.8961223578889749,0.7375415732142798,4.073367440746199,0.3943216496176323,0.2365908476789625,0.056328712129272,0.0515593308339337,3.8876428320291,0.4362691457385897,2.3619492556278465,15.453999122899202,3.757322857291273,0.5003354787242955,0.1077437860401587,2.1430611651650544,14.036888662008957,4.885212320692174e-06,0.0,0.436066637048325,2.0878750028593743e-06,7.790522001990461e-07,8.116920933001007e-07,2.050950511873871e-06
2040-01-02 21:00:00,3.33293024501954,0.23557372544599,5.904109589046001,0.3207762557077626,0.8042242257195091,2.253583391852,6.76246716381324,0.2591324200913241,7.378995433789954,0.9029680365301,0.1702536780122392,2.17808178699849,1.8189428067877276,1.2088418850410358,0.8961216701369227,0.7375408259463758,3.992200352651422,0.3943176237299405,0.2365909311195045,0.0563287319952065,0.0515593490178092,1.5549737632437,0.1744983026083304,2.3619476034913123,10.742025024295538,2.611799292878718,0.5003355350424253,0.1077437981678786,2.224229048199935,8.113069320679214,4.5210428609851565e-06,5.426687513672012,1.307989942536281,2.080875662119142e-06,7.221941273958134e-07,8.121085257241717e-07,2.095463317370413e-06
