snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
carrier,Methanol,Decentralized heat,Centralized heat,Methanol,Oil,Electricity,Electricity,Oil,Oil,Oil,Hydrogen,Methane,Solid biomass,Electricity,Hydrogen,Electricity,CO2 captured,Hydrogen,Oil,Methane,Electricity,Decentralized heat,Centralized heat,CO2 captured,Electricity,Methane,Hydrogen,Electricity,Methane,Methane,Electricity,Centralized heat,Decentralized heat,Methane,Oil
sector,Industry,Agriculture,Industry,Shipping,Industry,Agriculture,Industry,Aviation,Agriculture,Shipping,Industry,Industry CC,Industry,Residual electricity consumption,Methanol production,Methanol production,Methanol production,Transport,Transport,Hydrogen production CC,Decentral heat production,Residential / Services heat consumption,Residential / Services heat consumption,CO2 sequestration,Transport,Storage,Ammonia production,Ammonia production,Central CHP production CC,Decentral heat production,Battery charging,Storage charging,Storage charging,Power supply,Decentral heat production
2045-01-01 00:00:00,0.8573059360730001,0.4514719951500935,0.1643835616438356,8.138118277830001,3.2694063926899997,0.0955762898401365,5.1438356164383565,1.2651071151800002,0.132245381861,1.65155929756,0.1815068493150685,1.3330796260453055,0.9931496892489337,1.8626157723219037,0.2365543981802178,0.05632003405342,0.0515513875352688,0.0584116907519448,0.29205845376,7.648385404038848e-06,2.4412228273801055,4.647448821222674,1.6280478510196708,5.819002312902343e-06,2.5057699231123034,1.6955584546041649,1.3855440411705784,0.2983673296599478,5.576884674666165e-07,6.78767388313497e-07,1.174961368958897e-06,0.3095092321607797,0.2956422056174096,6.08545868411543e-07,7.548810473430954e-08
2045-01-01 03:00:00,0.8573059360730001,0.4514719951500935,0.1643835616438356,8.138118277830001,3.2694063926899997,0.0955762898401365,5.1438356164383565,1.2651071151800002,0.132245381861,1.65155929756,0.1815068493150685,1.333079625950078,0.9931496983307454,1.4994212225210406,0.2365544268487067,0.0563200408789548,0.051551393782882,0.2909741860859579,1.4548709304299998,4.8820234471250645e-06,4.342013630711554,7.503813732313546,2.628661076493784,0.1370646895975857,0.9681731268914686,0.3497642879932682,1.385544906356282,0.2983675159717072,0.7311616185024647,0.6877830613685604,1.1893897631961307e-06,4.9648349541983975e-08,1.1991729618709776e-07,6.542255957871154e-07,1.207119144730299e-07
2045-01-01 06:00:00,0.8573059360730001,0.4514719951500935,0.1643835616438356,8.138118277830001,3.2694063926899997,0.0955762898401365,5.1438356164383565,1.2651071151800002,0.132245381861,1.65155929756,0.1815068493150685,1.333079625958966,0.9931496976983836,1.474915970853203,0.2365544175027181,0.0563200386538159,0.0515513917461467,0.6173985569967884,3.08699278498,4.626788568813473e-06,4.353877148206379,7.756539137431729,2.717193316122082,0.3310715093764187,1.0016445766151296,0.0,1.3855448838933313,0.298367511134466,1.7470113320468903,1.1564267089406677,1.187512224754784e-06,6.253782946199005e-08,1.4561535802389745e-07,6.976943425021883e-07,1.211142857728887e-07
2045-01-01 09:00:00,0.8573059360730001,0.4514719951500935,0.1643835616438356,8.138118277830001,3.2694063926899997,0.0955762898401365,5.1438356164383565,1.2651071151800002,0.132245381861,1.65155929756,0.1815068493150685,1.3330796259753197,0.9931496971440504,1.806427635720143,0.2365542916394278,0.056320008687665,0.0515513643172454,0.510035111634854,2.5501755581700003,4.055312523438604e-06,4.381766846441668,6.859385626616842,2.4029114592359915,0.2029620171416726,1.876945951173445,0.4849726848958962,1.3855444287938523,0.2983674131319399,1.0764195837787436,0.27548450251826945,7.424329750276919e-07,1.932390707840985e-07,1.9002285959921713e-07,1.1317078073541971e-06,1.1810142367022381e-07
2045-01-01 12:00:00,0.8573059360730001,0.4514719951500935,0.1643835616438356,8.138118277830001,3.2694063926899997,0.0955762898401365,5.1438356164383565,1.2651071151800002,0.132245381861,1.65155929756,0.1815068493150685,1.333079625982285,0.9931496966050816,1.843249845646096,0.236554381559394,0.0563200300962525,0.0515513839131567,0.6008337683329518,3.004168841659999,0.8960691504479643,4.368845037521302,6.573217557621035,2.3026639196328547,0.3240560345206116,2.8451866173108273,0.023803443712517,1.3855448981568603,0.2983675142060184,0.8705727661402896,0.03300967078708236,5.126595240393812e-06,5.1113240190844933e-08,2.2013715739522657e-07,6.522145736789565e-07,1.185826573754065e-07
2045-01-01 15:00:00,0.8573059360730001,0.4514719951500935,0.1643835616438356,8.138118277830001,3.2694063926899997,0.0955762898401365,5.1438356164383565,1.2651071151800002,0.132245381861,1.65155929756,0.1815068493150685,1.3330796259986002,0.9931496963184748,2.0196873714717936,0.2365542309367553,0.0563199942352743,0.0515513510885461,0.6853449268667072,3.42672463433,0.8960700491720742,4.390110029833249,6.970005475074864,2.4416626996455255,0.3956987905886198,0.4260298021775426,0.0,1.3855448309451783,0.2983674997324474,1.2467317543109906,0.5741383040514698,1.598000604673712e-06,5.9273431747643186e-08,2.2720548732870034e-07,6.955360241832369e-07,1.176908666942887e-07
2045-01-01 18:00:00,0.8573059360730001,0.4514719951500935,0.1643835616438356,8.138118277830001,3.2694063926899997,0.0955762898401365,5.1438356164383565,1.2651071151800002,0.132245381861,1.65155929756,0.1815068493150685,1.3330796260025737,0.9931496962987532,2.084015894170525,0.2365543432235625,0.0563200209690693,0.0515513755587769,0.3147990133562171,1.5739950667799996,0.8960691526434806,4.388788125014104,6.895660605950382,2.415618947671381,0.3958580035391685,0.3367947515347056,0.0,1.3855448595269797,0.2983675058873407,1.2474658282809776,0.6335557853505596,1.6344507325420617e-06,5.876824060468785e-08,2.1716452975657873e-07,6.997334544873087e-07,1.1732755024324002e-07
2045-01-01 21:00:00,0.8573059360730001,0.4514719951500935,0.1643835616438356,8.138118277830001,3.2694063926899997,0.0955762898401365,5.1438356164383565,1.2651071151800002,0.132245381861,1.65155929756,0.1815068493150685,1.333079626004563,0.9931496962474916,2.2248110003610213,0.2365543584853646,0.0563200246026742,0.0515513788847225,0.1246930956019999,0.62346547801,0.7361998681695202,2.8113194607097554,4.838892961262322,1.6951126499602338,0.1287060412970226,1.7734683835545169,1.1029928794772568,1.3855313455711389,0.2983645957503854,6.613768714010957e-07,2.268481645876413e-06,1.8753212162010763e-06,0.1556069728934583,0.0047715566822519,6.977921932555255e-07,9.336915966000347e-08
