snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
carrier,Hydrogen,Oil,Methanol,Centralized heat,Decentralized heat,Oil,Methanol,Oil,Electricity,Electricity,Methane,CO2 emissions,Solid biomass,Hydrogen,CO2 captured,Electricity,Hydrogen,Electricity,CO2 captured,Hydrogen,Oil,Electricity,Electricity,Decentralized heat,Centralized heat,Electricity,Electricity,Hydrogen,CO2 captured,Methane,Methane,Methane,Electricity,Electricity,Centralized heat,Decentralized heat,Methane,Solid biomass,Oil
sector,Industry,Agriculture,Shipping,Industry,Agriculture,Aviation,Industry,Industry,Agriculture,Industry,Industry CC,Industry emissions,Industry CC,Efuels production,Efuels production,Residual electricity consumption,Methanol production,Methanol production,Methanol production,Transport,Transport,Decentral heat production,Hydrogen production,Residential / Services heat consumption,Residential / Services heat consumption,Transport,Ammonia production,Ammonia production,CO2 sequestration,Storage,Central CHP production CC,Decentral heat production,Hydroelectricity,Battery charging,Storage charging,Storage charging,Power supply,Central CHP production,Decentral heat production
2050-01-01 00:00:00,0.4577625570776255,0.23557372544599,9.66066737686889,0.2819634703196347,0.8042242257195091,2.253583391852,2.3390410958929,3.5570776255734,0.1702536780122392,8.384703196347031,2.0535260215992492,1.0277737758833685,2.9502786360763302,0.9422238516300212,0.1935543560510087,2.9598699239608504,0.2365982706793423,0.0563304794336949,0.0515609484997738,0.1323968586114356,0.36263739051167,4.7562482740387955,0.3426621167324061,7.412878061406911,3.4248574038494044,4.877299263749907,0.6701888461893077,3.112191148256373,1.0714804887007196e-06,0.1769025356754306,5.650059987394373e-07,1.0768927648684438e-06,3.7145732638843906e-06,0.17452544535981251,1.2024406344325662,1.7818396428037846,7.41687908754434e-07,2.274627215748895e-07,1.3386650872075133e-07
2050-01-01 03:00:00,0.4577625570776255,0.23557372544599,9.66066737686889,0.2819634703196347,0.8042242257195091,2.253583391852,2.3390410958929,3.5570776255734,0.1702536780122392,8.384703196347031,2.053526021155932,1.027773772835447,2.950278627148375,0.942223263932797,0.1935542353245405,2.340146192970142,0.2365969787585119,0.0563301718468324,0.0515606669564506,0.6602641728993396,1.8084755123361995,6.455668115697169,0.3426613717009246,11.924603110621376,5.509122057509572,1.085694219655688,0.9090914965184472,4.221595934499737,6.219712966215262e-07,0.1871099941879634,7.375166418456328e-07,1.2808149517780605e-06,0.0,6.06261596398955e-06,3.771932323441208e-07,1.1063362641339388e-05,8.551218301950625e-07,2.5282837058329117e-07,1.5123741796506953e-07
2050-01-01 06:00:00,0.4577625570776255,0.23557372544599,9.66066737686889,0.2819634703196347,0.8042242257195091,2.253583391852,2.3390410958929,3.5570776255734,0.1702536780122392,8.384703196347031,2.0535260149407333,1.0277737297461087,2.9502785012730723,0.94222203781605,0.1935539834520827,2.299687979988593,0.2365402823042695,0.0563166732762786,0.0515483113168725,1.399891590857834,3.8343283883904,7.809547391634313,0.342661557316102,12.323790917728292,5.6935333540739315,1.3969933921852349,0.8550348599412181,3.9705702917771735,2.1308346089955476e-06,0.1982438280314148,8.355466177191217e-07,1.4504915510187106e-06,0.0,3.407674748537349e-06,1.6717619135269204e-07,5.229230455331463e-05,8.66865100193205e-07,2.783023187160867e-07,1.6124564929518776e-07
2050-01-01 09:00:00,0.4577625570776255,0.23557372544599,9.66066737686889,0.2819634703196347,0.8042242257195091,2.253583391852,2.3390410958929,3.5570776255734,0.1702536780122392,8.384703196347031,2.053526014257759,1.0277737230251711,2.9502784816319836,0.9422224772640309,0.1935540737247612,2.8495359563595635,0.2365689436581817,0.0563234971123213,0.0515545573751753,1.1524390082835312,3.156551288839601,6.786699678204739,0.3426600640806533,10.90670594632146,5.038887947060493,3.149505256563937,0.7873603180895653,3.6563064670200434,1.657699863328344e-06,0.2113709615931505,8.761263869599169e-07,1.4622988209920534e-06,0.0,3.7917185079066894e-06,1.625525265950383e-07,0.0001218031098744,8.978443889836011e-07,2.814617933067578e-07,1.6201300888158724e-07
2050-01-01 12:00:00,0.4577625570776255,0.23557372544599,9.66066737686889,0.2819634703196347,0.8042242257195091,2.253583391852,2.3390410958929,3.5570776255734,0.1702536780122392,8.384703196347031,2.053526013524479,1.0277737162968692,2.950278461975403,0.9422223706555494,0.1935540518249379,2.913544779351474,0.2365633836659025,0.0563221733620257,0.0515533457075044,1.357663298090485,3.7186643306887,6.553069408483074,0.3426603098945489,10.454693477296727,4.830073450623581,5.00677588252673,0.6851001506749284,3.181435556146736,1.5218291188655918e-06,0.2245801369827948,8.777535841858038e-07,1.471109290992645e-06,0.0,5.181036505295262e-06,1.5638092122485914e-07,9.070307615565966e-05,8.947325041285505e-07,2.833208508258156e-07,1.6215696266020618e-07
2050-01-01 15:00:00,0.4577625570776255,0.23557372544599,9.66066737686889,0.2819634703196347,0.8042242257195091,2.253583391852,2.3390410958929,3.5570776255734,0.1702536780122392,8.384703196347031,2.053526012256256,1.0277737060091416,2.9502784318696684,0.9422225965896006,0.1935540982369658,3.197667795474551,0.2365479670115579,0.0563185028891689,0.0515499860154896,1.5512543064469997,4.2489136042299,7.410415696141521,0.3426610027229276,11.081432870306848,5.119605897921064,0.7757112896792665,0.5865908059379547,2.7239825375622604,1.5589219130628966e-06,0.2369168817946587,8.885991923661581e-07,1.5174710528066154e-06,0.0,3.3402744893279272e-06,1.5704819763503338e-07,5.549839290497847e-06,8.975968333641732e-07,2.8759523394852716e-07,1.660581343701611e-07
2050-01-01 18:00:00,0.4577625570776255,0.23557372544599,9.66066737686889,0.2819634703196347,0.8042242257195091,2.253583391852,2.3390410958929,3.5570776255734,0.1702536780122392,8.384703196347031,2.0535260116296223,1.0277737006997132,2.9502784163530436,0.9422227399532874,0.1935541276871502,3.3053704467300733,0.2365074771740181,0.0563088628695937,0.0515411622213758,0.7139651792041183,1.9555635399435003,7.595999936627949,0.3426603467156266,10.964001966259836,5.065356793144957,0.5867174045418696,0.7454604570473603,3.4617338814120044,1.413820891004061e-06,0.2508840393898499,9.25885945467826e-07,1.5557969756964095e-06,0.0,2.5903983646387338e-06,1.5685370189036465e-07,6.038524190981184e-07,9.188198262715795e-07,2.917004559846835e-07,1.6894581688756022e-07
2050-01-01 21:00:00,0.4577625570776255,0.23557372544599,9.66066737686889,0.2819634703196347,0.8042242257195091,2.253583391852,2.3390410958929,3.5570776255734,0.1702536780122392,8.384703196347031,2.0535260114883656,1.027773699328561,2.9502784123472523,0.9422246221059916,0.1935545143244169,3.550922618873349,0.2365984082765866,0.0563305121935233,0.0515609784858105,0.2831719509682892,0.7756130956754,4.756248305796888,9.717685507324035e-06,7.715269125529175,3.564551884471279,3.5338840936847777,0.5823762088504115,2.7044109916854535,1.2052008301857505e-06,0.2670488308765613,6.759424611271074e-07,1.209374108890108e-06,0.0,4.173506537549964e-06,0.490392454195932,0.646099184969771,8.87125821345699e-07,2.48008498318264e-07,1.4429843385377432e-07
