config,cost_segment,cost/carrier,2023,2030,2035,2040,2045,2050
prod_gb,Energy production,marginal,15751968444.225418,52108121377.9463,52108121377.9463,42528111037.097496,29118382385.725864,21225170926.04908
prod_gb,Energy production,total,45199564972.848335,97494066769.79799,97494066769.79799,103611566118.25781,110618339183.37648,132613368369.33548
sto_gb,Storage,capital,571812700.8821886,1210701864.5086393,1210701864.5086393,1331981068.7696934,1646364384.249521,2389705625.740829
sto_gb,Storage,total,571812700.8821886,1210701864.5086393,1210701864.5086393,1331981068.7696934,1646364384.249521,2389705625.740829
distr_gb,Distribution,capital,2475037332.905676,4613028457.1201935,4613028457.1201935,5475328567.60807,6293833958.018681,6532055227.51223
distr_gb,Distribution,total,2475037332.905676,4613028457.1201935,4613028457.1201935,5475328567.60807,6293833958.018681,6532055227.51223
net_imp_gb,Net_Imports,H2,0,-3695883.26059407,-3695883.26059407,-329041612.16114044,-302066794.0501221,-1320334293.054319
net_imp_gb,Net_Imports,elec,140157535.9376688,51634627.82723951,51634627.82723951,-567821021.5329933,-1760608037.5365877,-2123343681.5980153
net_imp_gb,Net_Imports,gas,75130484.2693372,0,0,0,48741623.58258131,23869509.853307612
net_imp_gb,Net_Imports,total,215288020.207006,47938744.56664544,47938744.56664544,-896862633.6941338,-2013933208.0041285,-3419808464.7990265
prod_nl,Energy production,capital,9555599201.717838,18482017291.407574,18482017291.407574,25390576661.4421,41684013204.448616,61440045329.41288
prod_nl,Energy production,marginal,7848360174.613577,24220404340.379883,24220404340.379883,22070497664.392303,19099949740.77385,18275519378.39828
prod_nl,Energy production,total,17403959376.331413,42702421631.78746,42702421631.78746,47461074325.834404,60783962945.222466,79715564707.81116
sto_nl,Storage,capital,471313421.61709523,924363345.0290899,924363345.0290899,933317609.1401105,1128026453.2491968,1457209407.2655768
sto_nl,Storage,total,471313421.61709523,924363345.0290899,924363345.0290899,933317609.1401105,1128026453.2491968,1457209407.2655768
distr_nl,Distribution,capital,1052360067.1790537,1887426604.183547,1887426604.183547,2192234985.0029125,2510927127.429756,2652982775.015295
distr_nl,Distribution,total,1052360067.1790537,1887426604.183547,1887426604.183547,2192234985.0029125,2510927127.429756,2652982775.015295
net_imp_nl,Net_Imports,H2,0,-5258319.303517401,-5258319.303517401,25731420.017095678,-198058496.33566973,-435403688.66034657
net_imp_nl,Net_Imports,elec,597428898.7244401,-4489152157.4372635,-4489152157.4372635,-4969616352.339274,-6928745937.71137,-7140917569.205547
net_imp_nl,Net_Imports,gas,0,0,0,0,0,0
net_imp_nl,Net_Imports,total,597428898.7244401,-4494410476.740781,-4494410476.740781,-4943884932.322179,-7126804434.04704,-7576321257.865894
prod_lu,Energy production,capital,184552506.96854737,256629255.01896438,256629255.01896438,309794407.34504145,402593468.54946697,433531724.1319832
prod_lu,Energy production,marginal,17409077.27224178,736346454.1038455,736346454.1038455,698907542.9672588,567611606.3547282,521856428.9137561
prod_lu,Energy production,total,201961584.24078915,992975709.1228099,992975709.1228099,1008701950.3123002,970205074.9041952,955388153.0457393
sto_lu,Storage,capital,458659004.8052628,533579931.26305676,533579931.26305676,533782415.80356157,533981271.5058613,533889271.80549645
sto_lu,Storage,total,458659004.8052628,533579931.26305676,533579931.26305676,533782415.80356157,533981271.5058613,533889271.80549645
distr_lu,Distribution,capital,44548525.32554416,94033474.09349297,94033474.09349297,101057304.77609,121479389.82949568,130549480.26701346
distr_lu,Distribution,total,44548525.32554416,94033474.09349297,94033474.09349297,101057304.77609,121479389.82949568,130549480.26701346
net_imp_lu,Net_Imports,H2,0,0,0,20336837.339956976,55220018.496101454,51196571.321842745
net_imp_lu,Net_Imports,elec,280959001.78743446,557313118.3119035,557313118.3119035,628326619.6458604,756142236.8706986,786015953.3386102
net_imp_lu,Net_Imports,gas,147873120.85170788,119665754.82284796,119665754.82284796,104860848.8903805,95674878.45901507,64358136.79675427
net_imp_lu,Net_Imports,total,428832122.63914233,676978873.1347514,676978873.1347514,753524305.8761979,907037133.8258152,901570661.4572072
