snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
carrier,Hydrogen,Oil,Centralized heat,Decentralized heat,Oil,Methanol,Methanol,Oil,Oil,Electricity,Electricity,Solid biomass,Methane,Methane,Methane,CO2 captured,Methane,CO2 captured,Hydrogen,Electricity,Electricity,Electricity,Hydrogen,Oil,Hydrogen,Decentralized heat,Centralized heat,Electricity,Methane,Solid biomass,Methane,Methane,Electricity,Centralized heat,Oil,Decentralized heat
sector,Industry,Agriculture,Industry,Agriculture,Aviation,Industry,Shipping,Industry,Shipping,Agriculture,Industry,Industry,Industry CC,Industry,Hydrogen production CC,CO2 sequestration,Hydrogen production,Methanol production,Methanol production,Methanol production,Residual electricity consumption,Decentral heat production,Transport,Transport,Ammonia production,Residential / Services heat consumption,Residential / Services heat consumption,Transport,Decentral heat production,Central CHP production,Storage,Power supply,Hydroelectricity,Storage charging,Decentral heat production,Storage charging
2035-01-01 00:00:00,0.3047945205479452,0.23557372544599,0.3801369863013699,0.8042242257195091,2.253583391852,0.5308219178082,4.83033368843945,7.210045662098,5.554883741695831,0.1702536780122392,6.555936073059361,1.8595886958168797,2.259915414818812,1.7229254418286435,0.6821154514976916,0.7493818633627292,0.3943235232083026,0.0515561105636122,0.2365760707904186,0.0563251939750022,2.9598699239608504,3.3691084893253644,0.0420796217292159,1.0109372537386,0.0684009529761167,10.546962658632689,1.853314358961476,1.9801688998380729,6.642765037099655,5.196464404914039e-06,8.322228814824525,1.2403577898773714e-06,2.9351607204019537e-06,8.075998533334204e-07,7.856080950664534e-07,2.2327943390752647e-06
2035-01-01 03:00:00,0.3047945205479452,0.23557372544599,0.3801369863013699,0.8042242257195091,2.253583391852,0.5308219178082,4.83033368843945,7.210045662098,5.554883741695831,0.1702536780122392,6.555936073059361,1.8595886958406616,2.2599153500036917,1.7229255001622523,0.6821157140222966,0.7494069582600367,0.3943238002230276,0.0515556510060872,0.2365739620139344,0.0563246919071298,2.340146192970142,4.054837873095123,0.2098514037897126,5.0415520178799005,0.0683961163239822,17.208458283824395,3.023788948874266,1.914155019972108,13.127660937233122,1.0573401933753706,0.0,1.7619324060735657e-06,0.0,8.599701530771348e-07,7.846545810915983e-07,2.262310242854525e-06
2035-01-01 06:00:00,0.3047945205479452,0.23557372544599,0.3801369863013699,0.8042242257195091,2.253583391852,0.5308219178082,4.83033368843945,7.210045662098,5.554883741695831,0.1702536780122392,6.555936073059361,1.8595886956386352,2.2599153554653633,1.7229254952467477,0.6821157112616423,0.7494096518497831,0.3943237972138902,0.0515556170923641,0.2365738063936739,0.0563246548562931,2.299687979988593,3.9408086475798076,0.4449267846912496,10.689094705385,0.0683955810020649,17.797853208952073,3.127350047158467,2.0686337284067533,13.95116242211251,1.0573807847802226,0.0,1.8075284282609377e-06,0.0,8.662015572678749e-07,7.874246845039102e-07,2.239161362327062e-06
2035-01-01 09:00:00,0.3047945205479452,0.23557372544599,0.3801369863013699,0.8042242257195091,2.253583391852,0.5308219178082,4.83033368843945,7.210045662098,5.554883741695831,0.1702536780122392,6.555936073059361,1.859588695503298,2.259915362184049,1.7229254891999308,0.6821157082145702,0.7494091022488275,0.3943237927106042,0.0515558324287783,0.2365747945101594,0.0563248901119237,2.8495359563595635,3.8559714152731637,0.366279064648254,8.799631187287,0.0683982835907315,15.705548111899107,2.75971640089566,2.26706887125668,12.350475857575553,0.0565396641595603,2.808321818910145,1.5708252941173436e-06,7.030929643447665e-07,8.666224160523139e-07,7.922716756545364e-07,2.1974931753111784e-06
2035-01-01 12:00:00,0.3047945205479452,0.23557372544599,0.3801369863013699,0.8042242257195091,2.253583391852,0.5308219178082,4.83033368843945,7.210045662098,5.554883741695831,0.1702536780122392,6.555936073059361,1.859588695317865,2.259915368032533,1.722925483936295,0.6821157099671157,0.7494102261542425,0.3943237944572049,0.0515557641242824,0.2365744810805954,0.0563248154890723,2.913544779351474,3.617402857705797,0.4315053893155804,10.366653865262,0.0683962859500861,15.038158357026813,2.6424510326515818,2.8485143316658847,11.817421608514048,0.0541078194251875,3.3334334675149075,1.657573986889148e-06,8.590148317653199e-08,8.94993519270357e-07,7.930000112787158e-07,2.224839435594542e-06
2035-01-01 15:00:00,0.3047945205479452,0.23557372544599,0.3801369863013699,0.8042242257195091,2.253583391852,0.5308219178082,4.83033368843945,7.210045662098,5.554883741695831,0.1702536780122392,6.555936073059361,1.8595886954375531,2.259915369864985,1.722925482287089,0.6821157129666924,0.7494111506567073,0.3943237996088247,0.0515555199840875,0.2365733607918966,0.0563245487652314,3.197667795474551,2.434101609956977,0.4930343144521472,11.844848774035,0.0683781414282443,15.96352984951405,2.8050457261059094,1.2021857257098671,13.401123561294353,1.0533374066571914,0.0,1.9005607954442735e-06,0.0,1.0365707494701112e-06,7.918728421164543e-07,2.192140326351238e-06
2035-01-01 18:00:00,0.3047945205479452,0.23557372544599,0.3801369863013699,0.8042242257195091,2.253583391852,0.5308219178082,4.83033368843945,7.210045662098,5.554883741695831,0.1702536780122392,6.555936073059361,1.8595886954875576,2.2599153745709004,1.7229254780517644,0.6821157203211929,0.7494113724647965,0.3943238060317612,0.0515555104544967,0.2365733170633623,0.056324538354127,3.3053704467300733,2.4341025792638553,0.2269191654834794,5.451594585392701,0.0683780313725208,15.790144852977098,2.774580689601049,1.8208019932382795,13.364766841919241,1.0530217204223924,0.0,1.907053177583658e-06,0.0,1.0134628698990105e-06,7.923282756643555e-07,2.1923511894814898e-06
2035-01-01 21:00:00,0.3047945205479452,0.23557372544599,0.3801369863013699,0.8042242257195091,2.253583391852,0.5308219178082,4.83033368843945,7.210045662098,5.554883741695831,0.1702536780122392,6.555936073059361,1.8595886954910976,2.2599153791293634,1.7229254739491482,0.6821154641155472,0.7494109904428317,0.3943235428127549,0.0515558361409652,0.2365748115443109,0.0563248941674983,3.550922618873349,2.345183312797023,0.0900003875170531,2.162204431812,0.0683939421526324,10.993438624052718,1.931763532597166,1.6055450759182337,7.788031080720111,1.0345391492240872,0.1777931293328908,1.916265434329315e-06,0.0,9.68772292083645e-07,7.948396368934563e-07,2.1273601303742096e-06
