snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Hydrogen,CO2 captured,CO2 emissions,Coal,Oil,Methanol,Electricity,Methane,Centralized heat,Decentralized heat,Centralized heat,Ammonia,Electricity,Electricity,Electricity,CO2 emissions,Hydrogen,Methane,Electricity,Centralized heat,Electricity,Decentralized heat,Centralized heat,Oil,Centralized heat,Electricity,Decentralized heat,CO2 emissions,Methanol,Ammonia,Decentralized heat,Centralized heat,Electricity,CO2 emissions,Hydrogen,Centralized heat,Decentralized heat,Decentralized heat
sector,Shipping emissions,Agriculture emissions,Aviation emissions,Industry emissions,Industry CC,Steam Methane Reforming CC,Hydrogen production CC,Methane production emissions,Imports,Imports,Methanol production,Nuclear,Imports,Waste Heat,Heat Pump,Heat Pump,Haber-Bosch,Offwind,Onwind,Hydroelectricity,Transport emissions,Electrolysis,Storage,Biomass CHP,Biomass CHP,Solar,Biomass boiler,Solar thermal,Storage,Storage,Battery,Gas Boiler,Decentral heat production emissions,Storage,Storage,Resistive heater,Gas Boiler,Gas,Power supply emissions,Storage,Resistive heater,Storage,Oil Boiler
2035-01-01 00:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.23960250754695,19.79131394107591,39.791621549620665,10.287111232400475,1.1430508076336865,28.86134119403826,419.1106070183045,31.75142350388,105.88192631333192,418.6687931208485,11.811398993064122,189.3640354410508,11.932426594114574,6.836665003413126,234.88293996272438,133.97519870614974,21.322854344539152,9.26071106951547,11.267687577585672,,19.27611181377839,58.936018819459825,,32.00899579829635,,,1.5265480158725213e-05,9.515645261302295,195.9033845065754,40.73571088221454,,,23.868805484651,6.067844016762254,13.594762488478997,4.205880890318205,0.3909941942366762,5.385711714899192,0.2871864152245376,1.7740039228641876e-05
2035-01-01 03:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.239602484215155,19.7913139666251,39.79162168688776,10.28711126790336,1.1430508398678785,27.989367905449456,420.1972352869252,31.751413785283837,104.22909194217712,420.41682856976814,10.788809671337525,188.48998995258148,11.836479854983065,5.733066944686915,217.86307915822567,121.8607643163442,21.685976149583265,43.664202225327465,11.267686500796197,103.48481878410558,29.59865555783322,90.50488906126203,,33.28435593853478,,5.876123496055603,4.5044693627267,8.629531304730465,341.6675662368592,81.00258596064174,,0.0,45.06444780864547,18.993091266194092,12.897774738198775,3.9902504717591447,,1.833499408101636,16.91585964144143,29.24063647651052
2035-01-01 06:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.239602451069516,19.791314004052207,39.79162183707176,10.287111306745096,1.143050876766285,28.157479206186203,420.40360229380536,31.75141422271987,103.07753013742197,420.98341849234856,11.242310954117915,188.13841504098485,11.803420582356855,6.222494381671911,211.35198703655743,104.2739916314532,26.44982686706336,94.5047908823572,11.267686944594471,120.07429447837148,30.001851549760108,91.739081560716,57.532090862572076,33.3604236473847,0.0248114573919217,225.6768860077858,3.688409495270389,3.7715466755661566,372.9305403546429,93.89124709998693,,,46.26544521287993,23.44876403042921,0.7190670887056472,0.22246312301150722,0.0,2.093038080158672,0.1019605299012449,49.27533087412352
2035-01-01 09:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.239602418711,19.791314040629864,39.79162205081218,10.287111362061577,1.143050936039058,27.929801373184965,420.06869879392383,31.751420427890384,102.86254090502332,419.6287297884421,11.811447885079417,191.43697346572242,12.0232022148389,6.836717644754255,221.21260892286182,87.1015481101007,16.3534636677457,77.64210752378692,11.267689944627453,58.4146148102162,27.105801598418573,82.86801887442795,236.85443828781808,32.34294862959647,6.027660908514298,120.61800910949708,2.2175746112408987,8.071198134543652e-05,323.09499614164395,71.39935200922623,,,53.67284258781417,11.968988241123686,1.8647112786981753e-05,8.303995335847297e-06,0.3910472796012477,2.498304914606127,2.4483916433181108e-05,13.45015851266827
2035-01-01 12:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.23960239327745,19.791314069043416,39.79162200180942,10.28711134937608,1.1430509288088901,27.90606358778735,419.9421136935565,31.75142212033514,102.8625432271553,419.9656992476655,11.811377259630586,195.64884771774473,12.243155330234938,6.836641291535894,234.73794405423138,85.21310604975858,19.952986485894797,89.45118364022657,11.267689753209554,38.78200455776813,25.1572854578662,76.88463614420877,174.0005044174577,32.149884186121035,6.623854074273054,162.6260730609894,1.2484796722942295,7.646238509046017e-05,305.6969935906705,66.53746703683638,,,46.22452246437658,10.364707396608694,1.8914581253690615e-05,8.352455500694694e-06,0.3909619305688041,6.33883081364996,2.2477772614124745e-05,9.80483326742088
2035-01-01 15:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.23960237734275,19.79131408627959,39.79162220513794,10.287111402145678,1.1430510282616162,27.773499843002313,420.1469068890432,31.70178130294185,104.78908177416588,421.9420902183892,11.772205643563202,193.49308884739915,11.962612307230442,6.836572248896371,236.93379243271568,84.90901502044669,38.66907898654237,101.50005104795748,11.10056524537618,100.82212076749327,28.07131729478583,85.82477990242602,16.267617478856238,32.5465210871618,0.3080086787205365,234.96426812696455,2.5215995231332826,9.942862189540385,332.32694895527965,79.88866477226472,0.0,0.0,33.574442649033045,17.545009840229014,19.160934517789027,5.927915330870208,0.5015148868233675,1.8456577959836191,5.7636007269622765e-05,32.915456953756944
2035-01-01 18:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.23960236071343,19.79131410442676,39.79162216809105,10.287111392564412,1.1430510162673273,27.551985408434753,420.1208093120881,31.70178270310432,107.83434193667783,421.4515147785247,9.947487255071167,189.7716134331588,11.702883231294768,4.867299159646592,234.17184044958276,81.9438589733778,47.4512508440174,48.92437660784667,11.10056585078571,108.202594804958,28.50236803300066,87.15183430233535,,32.25426896512069,,27.81967395544052,1.98677956813967,13.92501157079747,336.1038052939681,79.98070799104983,0.0,0.3952782851424272,32.605720987893925,17.633350040350777,21.049588744977264,6.512217814249006,0.0,2.0452316094341105,2.6865489654183263e-05,30.5073691785586
2035-01-01 21:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.23960234330535,19.791314123619657,39.79162200947464,10.28711135154129,1.1430509704171823,27.342663159076334,419.87475429852327,31.70177973963386,112.23554359573504,418.9174717715203,9.877182980959684,188.05645344830492,11.553432021017278,4.791426423234427,225.59619478658334,75.78651322775121,54.66794974681997,19.351927657397,11.100563591446864,,22.205915774403273,67.87767716314279,,30.131546655075507,,,1.5234655203928747e-05,12.975660381390183,202.3089918975337,42.27019784904177,0.0,0.4711509317466989,21.64127987680327,7.232241613704408,18.676643345639,5.778087760457412,,1.83328463677894,2.1662441909404327e-05,0.0651618173558629
