config,cost_segment,capital,marginal
2023_tot,Distribution,23327248556.671806,0.0
2023_tot,Energy production,265213344697.66257,439114945348.12994
2023_tot,Storage,31916838056.454643,0.0
2023_tot,Transmission,8056685674.100163,16103043.50617081
2030_tot,Distribution,40740983140.07355,0.0
2030_tot,Energy production,344785628965.2591,631453344788.0643
2030_tot,Storage,43359934645.103676,0.0
2030_tot,Transmission,12915518484.269615,487544845.51168394
2035_tot,Distribution,43157024445.58468,0.0
2035_tot,Energy production,387203372004.6437,556579797093.6724
2035_tot,Storage,46107030534.96171,0.0
2035_tot,Transmission,13258363298.743645,424425582.8854307
2040_tot,Distribution,47790575217.88626,0.0
2040_tot,Energy production,426943680319.15704,477005968875.69916
2040_tot,Storage,46259589976.85009,0.0
2040_tot,Transmission,14087744310.024546,381448558.6324404
2045_tot,Distribution,51678975717.68335,0.0
2045_tot,Energy production,467881480626.3918,396884127107.46875
2045_tot,Storage,49247483984.44731,0.0
2045_tot,Transmission,15126254163.320625,845145285.7114491
2050_tot,Distribution,55656396869.29697,0.0
2050_tot,Energy production,583750671025.6412,289511462466.0885
2050_tot,Storage,53419968427.67715,0.0
2050_tot,Transmission,17492578371.339996,3371935538.375561
2023_eu27,Distribution,19078064611.083534,0.0
2023_eu27,Energy production,221388512857.77307,118291744162.57298
2023_eu27,Storage,21880521060.28077,0.0
2030_eu27,Distribution,33008823000.624752,0.0
2030_eu27,Energy production,286346161009.85645,285775643339.82446
2030_eu27,Storage,30267706846.782845,0.0
2035_eu27,Distribution,34990589265.072586,0.0
2035_eu27,Energy production,317555205502.8926,266032365010.78775
2035_eu27,Storage,31622352428.055096,0.0
2040_eu27,Distribution,38632943951.57602,0.0
2040_eu27,Energy production,345455635656.4545,236439806421.2006
2040_eu27,Storage,33117506948.569027,0.0
2045_eu27,Distribution,41816061837.13301,0.0
2045_eu27,Energy production,378251435429.2372,201031541797.43848
2045_eu27,Storage,34849497290.81213,0.0
2050_eu27,Distribution,45416263918.98317,0.0
2050_eu27,Energy production,477179991174.4877,161221547471.0905
2050_eu27,Storage,38197036746.56801,0.0
2023_be,Distribution,608214575.0188338,0.0
2023_be,Energy production,6593719327.20583,4569147393.853379
2023_be,Storage,237109918.2919007,0.0
2030_be,Distribution,1200847623.0065253,0.0
2030_be,Energy production,7707163406.691336,14968060016.754408
2030_be,Storage,493053408.6104759,0.0
2035_be,Distribution,1338057149.2584648,0.0
2035_be,Energy production,7778811503.618513,14643460061.551756
2035_be,Storage,493959026.99973893,0.0
2040_be,Distribution,1481455857.8729856,0.0
2040_be,Energy production,7516069847.310812,13498640786.878004
2040_be,Storage,572548901.7674632,0.0
2045_be,Distribution,1653463776.3541985,0.0
2045_be,Energy production,8596407395.184496,11997734328.451797
2045_be,Storage,681966050.5140259,0.0
2050_be,Distribution,1834472179.178928,0.0
2050_be,Energy production,9423788310.258585,10135886384.472473
2050_be,Storage,716851119.7303071,0.0
2023_fl,Distribution,366959689.82068187,0.0
2023_fl,Energy production,3286283955.996078,4316982808.098232
2023_fl,Storage,2228864.990650283,0.0
2030_fl,Distribution,720225497.565292,0.0
2030_fl,Energy production,5502855146.851887,11152726845.964214
2030_fl,Storage,172447283.26547468,0.0
2035_fl,Distribution,802331780.9529821,0.0
2035_fl,Energy production,5549068266.933838,10940122748.2457
2035_fl,Storage,172815538.5503605,0.0
2040_fl,Distribution,889851472.2997795,0.0
2040_fl,Energy production,5352813567.08187,10373471106.82956
2040_fl,Storage,174408569.38072434,0.0
2045_fl,Distribution,997491984.4884226,0.0
2045_fl,Energy production,5973435348.56964,9396965114.981678
2045_fl,Storage,194202254.94957978,0.0
2050_fl,Distribution,1100561863.559326,0.0
2050_fl,Energy production,6417431173.525563,8000662495.989067
2050_fl,Storage,226118655.70295668,0.0
2023_fr,Distribution,3337457394.6765785,0.0
2023_fr,Energy production,57841793905.177055,13036926503.462044
2023_fr,Storage,2834271930.1321707,0.0
2030_fr,Distribution,5785436836.218894,0.0
2030_fr,Energy production,63457659246.6586,41466252248.433174
2030_fr,Storage,3975514943.489782,0.0
2035_fr,Distribution,6100658529.378388,0.0
2035_fr,Energy production,66459073341.56459,37931401048.00111
2035_fr,Storage,3975547477.576899,0.0
2040_fr,Distribution,6794959310.402868,0.0
2040_fr,Energy production,72378619998.44063,31908336950.00895
2040_fr,Storage,3978918739.3146267,0.0
2045_fr,Distribution,7426290811.168167,0.0
2045_fr,Energy production,82675442593.67284,25949529273.815174
2045_fr,Storage,4008348312.971418,0.0
2050_fr,Distribution,7771772638.545715,0.0
2050_fr,Energy production,106762097157.63193,21605734234.022636
2050_fr,Storage,4118935270.458079,0.0
2023_de,Distribution,3622817850.951034,0.0
2023_de,Energy production,43046386159.70929,29341878384.49291
2023_de,Storage,1883801484.5422366,0.0
2030_de,Distribution,7033849372.222218,0.0
2030_de,Energy production,60344657947.42518,60074580216.320656
2030_de,Storage,3591590861.5261655,0.0
2035_de,Distribution,7532687193.274121,0.0
2035_de,Energy production,62253161027.90203,56882622638.8988
2035_de,Storage,3592209969.01515,0.0
2040_de,Distribution,8269026382.141508,0.0
2040_de,Energy production,58736806349.67141,53092237531.58807
2040_de,Storage,3601951485.8600893,0.0
2045_de,Distribution,9050807394.668545,0.0
2045_de,Energy production,66102756993.75416,44723151870.942505
2045_de,Storage,3989361395.3297887,0.0
2050_de,Distribution,10082709826.526424,0.0
2050_de,Energy production,76537809905.41524,34452852726.70993
2050_de,Storage,5091927295.539022,0.0
2023_gb,Distribution,2475037332.905676,0.0
2023_gb,Energy production,29447597605.84666,15751968444.225418
2023_gb,Storage,571812449.9119829,0.0
2030_gb,Distribution,4546524415.373968,0.0
2030_gb,Energy production,38409977066.70849,40366430238.5158
2030_gb,Storage,1178705791.230937,0.0
2035_gb,Distribution,4843274245.7510395,0.0
2035_gb,Energy production,47270532748.68735,38699598270.58601
2035_gb,Storage,1199362433.9130182,0.0
2040_gb,Distribution,5683620863.555113,0.0
2040_gb,Energy production,57527140457.81702,32105314820.634987
2040_gb,Storage,1374575055.7140946,0.0
2045_gb,Distribution,6071604344.946228,0.0
2045_gb,Energy production,64097007225.90422,27157561861.58021
2045_gb,Storage,1998774429.4885535,0.0
2050_gb,Distribution,6230037325.302038,0.0
2050_gb,Energy production,77467549228.09233,19761526013.418125
2050_gb,Storage,2873565452.802686,0.0
2023_nl,Distribution,1052360067.1790537,0.0
2023_nl,Energy production,9555599558.616371,7848360322.804538
2023_nl,Storage,471313316.3704388,0.0
2030_nl,Distribution,1736150641.2958813,0.0
2030_nl,Energy production,15527277311.044203,23052452805.659687
2030_nl,Storage,932355914.1260834,0.0
2035_nl,Distribution,1908671431.874508,0.0
2035_nl,Energy production,18273634927.881157,22845349719.27118
2035_nl,Storage,932673466.1892788,0.0
2040_nl,Distribution,2248475051.342246,0.0
2040_nl,Energy production,23918589834.443382,20192455104.816807
2040_nl,Storage,1320702519.1239023,0.0
2045_nl,Distribution,2449971269.673022,0.0
2045_nl,Energy production,26285724451.50659,18422499862.949394
2045_nl,Storage,1660904995.1807373,0.0
2050_nl,Distribution,2605518237.9913745,0.0
2050_nl,Energy production,44785549380.16865,16687934161.309872
2050_nl,Storage,2172412284.1939816,0.0
2023_lu,Distribution,44548525.32554416,0.0
2023_lu,Energy production,184552428.89170808,17409077.27224178
2023_lu,Storage,458658886.3871591,0.0
2030_lu,Distribution,88990703.79007736,0.0
2030_lu,Energy production,243172391.35358334,695199740.2676207
2030_lu,Storage,533670481.5024492,0.0
2035_lu,Distribution,98735112.63769174,0.0
2035_lu,Energy production,254291968.8318228,698293961.1715385
2035_lu,Storage,533590000.2020719,0.0
2040_lu,Distribution,105332610.03865394,0.0
2040_lu,Energy production,323231177.61581606,624436131.8915453
2040_lu,Storage,533723340.6612806,0.0
2045_lu,Distribution,118890441.47205064,0.0
2045_lu,Energy production,371693803.42324215,577962053.9760878
2045_lu,Storage,533783396.09567225,0.0
2050_lu,Distribution,130880331.07136202,0.0
2050_lu,Energy production,416031069.0566928,518935014.2346815
2050_lu,Storage,533705102.07292557,0.0
