countries,carrier,2023,2023_std,2030,2030_std,2035,2035_std,2040,2040_std,2045,2045_std,2050,2050_std
AL,gas,20.96019335143736,0.9035008140458984,28.799660127517473,1.4521154982223243,27.872435364683135,0.1313960458014159,27.82776917820776,0.1829777023739597,27.799160841071327,0.242489049019912,27.035690272089344,0.5787363556547784
AT,gas,20.852386255614885,6.651675768114089e-07,28.902728280214085,1.2622732108756373e-07,27.99803860875332,5.0014309340610116e-08,26.70153195710206,1.645073705867245e-07,26.564959319722064,3.6138749825829985e-08,26.29360603976839,1.1222527093619237e-08
BA,gas,21.09114401527548,0.7535499940245514,29.289093733158733,0.4089808661203071,28.16408822074819,0.0440905991715379,28.164381977196044,0.0627014766172486,27.98781064980902,0.0954621237814927,27.15591924336357,0.5003996492323929
BG,gas,20.099999082685976,5.024792568955116e-07,24.99999727534217,2.803617784882523e-07,24.999997045319727,1.3866553877921726e-07,24.999996612572392,1.1491298514733174e-07,24.999996653444384,4.943217482326302e-08,24.999986746236477,1.6952898973986088e-07
BX,gas,20.15370629609641,0.0535042101311588,26.27983811781864,0.0169717706131892,26.27951591210932,0.0200888964862966,26.281119567340728,0.0310356264167854,26.28218363622525,0.032985750592928,26.28112933914185,0.0292956431183016
CH,gas,21.01068020166085,0.910378830136559,30.052390210499787,1.6572637509305674,29.417834694303444,1.6557439204472608,28.82843988746253,1.53603009834287,27.76943982628418,1.4900795036839205,27.315445918113433,1.2579538934957717
CZ,gas,20.68002375022467,3.282191646567377e-07,26.644587203665218,1.562124357152568e-05,26.642387144495444,1.2646596087277261e-07,26.538334682502303,1.4910279458049656e-07,26.43776006955884,4.3049508325159385e-08,26.39937995393469,4.5245829291569336e-08
DE,gas,20.100000008262676,1.6331442828500493e-08,24.999999920072604,3.67054363050218e-08,24.999999962885948,1.7489003268432387e-08,24.99999994263598,2.1040734255078884e-08,24.99999996241494,1.2625412412457154e-08,24.99999991482049,2.2302684670004633e-08
DK,gas,20.58526741459282,0.0178500343119359,26.23540504541892,0.0310591468125812,26.42807114325772,0.0020065982404662,25.66555650889465,4.363191434564317e-07,25.641649182241995,9.935841181580263e-08,25.619992918571235,2.653969138569974e-07
EE,gas,20.09998968482411,1.0092589780684788e-05,24.999963380185477,1.9363412486583295e-05,24.99997689210934,1.184120658558655e-05,24.999985984088756,4.51164640439313e-06,24.999989315146408,2.7919962963742266e-06,22.878370939705395,1.010876709709373
ES,gas,20.367494412916137,0.0794040354952195,25.77431190287534,0.0926694201929298,25.76971588950472,0.1103677985239677,25.76574341828998,0.1247760008493247,25.75842722354924,0.1373995773274334,25.7445410305122,0.1337078357174936
FI,gas,20.14770172452032,0.3795502840026868,26.107733485844065,1.510146369557798,25.92319872832679,1.5388474372282837,25.531647516422996,1.068844947552765,25.017914092722503,0.2493220069062619,25.000121334482927,0.0071285850800902
FL,gas,20.10163802736741,0.0079806120567804,24.99999966529871,2.8465666099100813e-07,24.999999635988654,2.588883649651013e-07,24.999999481084213,3.800110938596944e-07,24.999999495410467,4.341231088120659e-07,24.999998030145903,1.3897075577984425e-06
FR,gas,20.10000003908636,4.5992239165353424e-08,24.99999995167809,4.346223631896428e-08,24.99999993275431,2.662360437540721e-08,24.999999871289223,1.6163197025074224e-08,24.99999987727947,1.6052869735029636e-09,24.999999689858743,1.0250425044914498e-08
GB,gas,20.31987111932864,2.02711003741683e-06,25.87342441680772,1.606192789917795e-06,25.95000367287905,6.370875518067352e-07,25.956963373968417,1.395352328819291e-07,25.72229772514604,7.410221438285379e-08,25.691623747894617,3.0564788513446645e-08
GR,gas,20.09999978609781,9.330903910085015e-08,24.999998217876243,7.526378190214167e-07,24.999998162741424,7.47581870577083e-07,24.99999819047413,7.410183347138021e-07,24.999998727128297,4.716599126422027e-07,24.999998075163713,4.1362402372525947e-07
HR,gas,20.879693525306873,0.34762640495492,27.58783158728417,7.815317579529337e-06,26.767300384663937,2.1902982295911132e-06,26.788000230967203,0.0033501752113484,26.630453830699157,0.0152978945084587,26.344637225410956,3.121894617071271e-07
HU,gas,20.14202946855809,1.9920491186371126e-06,24.99999978444221,2.4016265236431863e-08,24.999999736140467,9.167733080122593e-09,24.99999966386863,4.956929119467246e-09,24.99999967405122,1.3122570518705196e-08,24.999998809096695,7.857705336666475e-09
IE,gas,20.099999837631735,1.2177963823491996e-07,24.9999990814746,1.721786589019554e-07,24.999998995337656,9.434381023560383e-08,24.999999061948987,7.349504532888664e-08,24.999999384440088,5.2490254723808074e-08,24.999998137640336,4.689647220438678e-08
IT,gas,20.09999912264596,1.1556046646754785e-06,24.999997180975004,2.5762534143564895e-06,24.999996550251268,2.519080934830393e-06,24.99999450392248,3.3727590591593205e-06,24.999993991477325,3.3254042277427574e-06,24.99997511893728,1.39935843086711e-05
LT,gas,20.099999221145033,3.402643048426984e-07,24.99999448729821,2.1644859210266174e-06,24.99999630260467,1.1736918292785336e-06,24.999996474955935,9.488674585750317e-07,24.99999749761566,5.945060324650124e-07,20.251983551505337,1.1665909653883604
LU,gas,20.37526539205401,0.0995614579269106,27.716404159393317,0.8200386644536328,27.371638063677757,0.9520572291166318,27.10927664563884,0.8464213800586052,26.94767814210438,0.7174479430680106,26.70424161865614,0.5580579934296909
LV,gas,20.10000016994419,5.7063081014470554e-08,24.999988789489553,2.3580511390270765e-08,24.999989647814772,9.475760989018633e-09,24.999978461013782,1.889607268160831e-09,24.999915323716543,3.0623861785090156e-10,20.814285002906345,1.2544286406596722e-08
ME,gas,20.693860726191264,0.8513464950321189,28.97187832565068,0.8928396524188296,27.806231510600774,0.5893618612390342,27.763478066603053,0.4748018131902913,27.376244886872534,0.3265291233087126,25.319144705839367,0.1083724298200047
MK,gas,20.66060793589077,0.8809687889120406,27.102014890653564,1.1205788992683896,26.48095511554133,0.1006043163206109,26.4577829885334,0.1261538220587697,26.450102592162327,0.1633696448781943,26.44047638506957,0.1856433468172136
NL,gas,20.10000000762087,4.781365485080019e-09,24.99999991428281,2.4846427340931592e-08,24.999999885199507,1.1863334136276837e-08,24.99999974470168,6.342290208748479e-09,24.999999835219405,5.147361865950845e-09,24.99999954500784,4.830477870118645e-09
NO,gas,20.099999822868572,1.1458341136026076e-07,24.999999886604495,2.7904210555984512e-08,24.99999990256685,1.5889523230847298e-08,24.999999885225943,1.0627674917641632e-08,24.999999948272627,2.8796191634463343e-09,24.99999740943027,6.000842499671062e-07
PL,gas,20.96047627110432,2.9119501758743216e-07,25.000000301200945,1.1305158034038017e-07,25.000000007906912,2.6161171452784238e-08,24.999999962486648,4.615072181819164e-08,24.99999993967625,9.267353700343948e-09,24.999999805955156,9.80276180377238e-09
PT,gas,20.100000302052862,2.6602760455185514e-07,24.999998023683546,7.870391322850643e-07,24.99999801987365,5.415062293100175e-07,24.999996093226702,4.6456716064273124e-08,24.999996366369295,6.587924767994332e-09,24.99999378687334,1.0321090494367655e-08
RO,gas,20.09999976866797,5.1646360889337e-08,24.999999017058492,4.6278790178649777e-08,24.999999133745487,1.8412242390554045e-08,24.999998211801906,5.424010325331609e-10,24.999998527862033,2.0855467689052963e-09,24.999996145137818,9.682099785651904e-09
RS,gas,20.796149972939908,0.4555888197407993,30.817968505465185,0.4116035064337771,29.642192391167814,0.0413723846678938,29.585729088369508,0.1010901196207332,29.198803136258302,2.2910173290522033e-06,26.74375658981409,4.045577022431705e-07
SE,gas,20.63847424896233,0.647791735561661,27.222847975474277,0.8409622244519874,26.39020089314753,0.063807036467693,25.79829456710459,0.5183079471812693,25.000003779002515,1.6385826738979182e-06,24.99999736927051,4.639772082492679e-07
SI,gas,21.032562592923338,0.325343044511135,29.0011184980648,0.0502408105665686,28.161429719295896,0.063093824167943,28.171573796571487,0.0841839631013349,28.014895325427123,0.1256603194207414,27.738681974829355,0.1306135738765423
SK,gas,20.09999990316902,7.94937780259807e-09,24.99999923505185,7.092824302963855e-08,24.999999237623538,2.2556715767150306e-08,24.99999913520047,1.72401931720347e-08,24.999999290509553,6.158209989373436e-09,24.999997288870144,7.515482713244718e-09
WL,gas,20.212655239291127,0.0554028655883376,26.46728139987085,0.1782918571203851,26.4477639141985,0.1752045251192978,26.441392690445433,0.197183819351146,26.387869030765273,0.160628474480906,26.377051236993857,0.1521220299555671
AL,elec,63.096894575234714,1.992474993855752,69.47367493582527,16.93096706579447,65.88114441184031,22.128028987461413,61.06158682907292,27.199729513350142,60.89440798732603,37.19514951430752,62.56941341514183,42.17300056572304
AT,elec,59.058414507603466,3.0578219131967543,68.46861652590303,16.704069396326965,66.93639263313668,20.99997890571105,64.48362615311046,29.39728408388485,65.71686181333926,39.525907031675445,68.47033020053354,42.39732618230389
BA,elec,63.74175041390004,1.0338273346782612,70.09734795161692,16.026362355704805,66.93106731473823,20.938164542253357,62.50258039167288,26.90329872039246,62.86902914681421,37.43310100857271,64.57846047715745,42.60991226427664
BG,elec,64.52876145775238,0.5761112305355516,69.0283895691416,16.866752558806535,65.45500640223678,22.296199430122016,60.228926721095824,27.16015408574543,60.28541918454056,36.89020391400768,62.61425247899907,41.488566671474835
BX,elec,53.34323197256809,5.18190981641177,59.556656350064394,22.73282802238422,59.9037149126188,27.97532000640422,60.75959277565675,43.77433423616939,60.563451792551426,45.27248441952682,58.82038789458453,40.20385149796921
CH,elec,54.733397730920494,3.399917874242164,63.177807288577554,21.26590621038622,61.304053895397765,24.53459536129674,59.52985329117497,28.75649625124369,59.60256018666411,36.82395933148106,63.720309904598025,40.606436594631866
CZ,elec,67.52565053598926,3.9482852397566153,65.30275220747026,19.02720544252868,64.61142748873938,23.325959664082173,63.95625261286408,32.33751938093302,65.03183787048957,41.77416558097339,66.93497862493933,44.34619888913008
DE,elec,56.69030514003494,4.459922223092705,61.29092561718639,22.760103128763497,61.491903434499385,26.899840364097187,62.54864377739446,36.03679747407129,62.68998927231304,43.88305999948366,63.37717373192036,44.970635651283686
DK,elec,44.477431167717896,10.061592787244445,50.355492622936175,17.8559687527725,45.19900889441088,22.975832111234546,44.48189938835816,29.898088513904405,45.168757219916955,30.505335855914375,45.726963398039175,23.8998576920645
EE,elec,54.95957710210832,5.2961235091641345,61.27056626649343,16.65591249302519,53.01839842300637,20.228232527093176,45.49630311103546,22.77434757704007,48.0781420149305,27.643485674083276,54.10496182838002,31.299452663319805
ES,elec,41.85609513831575,13.30477527261214,54.72048873225191,24.98438686465468,54.09437000725461,23.91549890248571,53.25492237997676,25.5391180269624,55.22920239142299,26.724380083917275,50.702022439822,23.34918735214637
FI,elec,33.75154504201049,3.850731801421736,49.51489179672561,9.963857982654227,45.469126166220896,12.65274489059444,44.05224045414385,13.835963198052804,46.827063046254345,17.35911150168032,49.83989922152139,19.59812980922316
FL,elec,53.49516965146281,5.149907047554367,59.59406752487561,22.75451821395029,59.87361810811809,28.003774262229005,60.605415661256,43.581319948652826,60.500834877866424,45.26771410710762,58.754229377093694,40.28565192807577
FR,elec,46.016388188158274,5.537084252174639,55.04217390496352,20.528281095569223,53.64963602944499,22.01240574210898,50.04101100096116,26.35353973145686,48.5731409961255,29.647060417247683,49.833074966013434,26.316229171876955
GB,elec,49.71778806411995,10.585250098902245,53.491130770953134,31.022593135623616,51.30635280166579,33.57236918172693,49.91751887951165,35.17967133645803,50.168104818499856,38.85502313105164,49.24566305633009,35.70807526702712
