snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Methane,CO2 captured,Oil,Methane,Oil,Electricity,Centralized heat,Electricity,Methanol,Hydrogen,Decentralized heat,Electricity,Electricity,CO2 emissions,Centralized heat,Electricity,Centralized heat,Ammonia,Electricity,Centralized heat,Ammonia,Electricity,Centralized heat,Oil,Hydrogen,Decentralized heat,Methanol,Methane,Electricity,Centralized heat,CO2 captured,Centralized heat,CO2 emissions,Centralized heat,Electricity,Decentralized heat,Hydrogen,Decentralized heat,CO2 emissions,Decentralized heat,Hydrogen,CO2 captured,Hydrogen,Centralized heat,Electricity,CO2 emissions,Decentralized heat
sector,Shipping emissions,Agriculture emissions,Aviation emissions,Industry emissions,Industry CC,Solid biomass methanation,Solid biomass methanation CC,Imports,Imports,Fischer-Tropsch,Nuclear,Waste Heat,Offwind,Methanol production,Electrolysis,Heat Pump,Onwind,Hydroelectricity,Transport emissions,Heat Pump,Solar,Solar thermal,Haber-Bosch,Battery,Storage,Storage,Biomass CHP CC,Biomass CHP CC,Storage,Ammonia Cracker,Biomass boiler,Storage,Storage,Biomass CHP,Biomass CHP,Central heat production CC,Resistive heater,Central heat production emissions,Gas CHP CC,Gas CHP CC,Resistive heater,Storage,Gas Boiler,Decentral heat production emissions,Storage,Imports,Hydrogen production CC,Steam Methane Reforming CC,Gas Boiler,Gas,Power supply emissions,Oil Boiler
2050-01-01 00:00:00,14.152822810967248,2.698889859646953,21.56339385039261,17.632553130301034,47.20812652868664,0.766504367065226,0.1986674943048994,177.23451309645918,82.16156782289337,47.50102176707449,117.62838858358799,61.375997467454575,415.33780933678213,59.44917356843356,184.5318040749475,330.18084682712,348.90758024688597,46.033977930575574,3.2703359973848967,37.027373756518415,,,23.8531131899863,27.82759445677326,1.9876116397675565,,0.1387597992282347,0.5283049776288885,,1.85818804862512,25.32099923546068,,,8.142735630642129,24.916891932842233,4.059386043932014,6.48895480840717,0.20260869092903383,9.137612075805611,8.219798668569743,8.169185611674857,0.0,11.154656316879176,2.261890943359972,0.1939397763623404,0.084861845363225,0.1004805493129922,0.3890659638175054,4.224970588751752e-06,0.05063676022023644,2.6425064581835665e-06,2.216558987871571e-06
2050-01-01 03:00:00,14.152822810967248,2.698889859646953,21.56339385039261,17.63255313009919,47.20812652642797,0.7665043131761733,0.1986674770534626,177.51501149769297,82.68055509611253,55.139305504425536,117.5914050345029,65.90276813812638,386.35460939774407,60.89233944303038,193.66237986033184,328.8563286860484,338.5171812310906,47.97571975819177,15.419616405545504,34.56612820090416,,,25.812088736044476,50.41348237013934,6.336173940073662,0.0,0.1387609565278903,0.5283093792585517,0.0,1.858191669585765,33.855794707619864,,21.93813693941246,15.71444536747031,48.1036784017562,4.059392548660757,19.394618133575545,0.2026091620508334,9.137623552369334,8.219808954687656,56.84388160164057,,60.32443086907582,12.529213407935643,27.82200850037904,0.0877151674078897,0.1005095551302752,0.3891782576185356,1.5681874252043873,0.050636831940547286,2.6560364384278256e-06,2.707059617933518e-06
2050-01-01 06:00:00,14.152822810967248,2.698889859646953,21.56339385039261,17.63255312991036,47.208126521904354,0.7665042555884223,0.1986674658299203,177.88447200352311,83.30553217983355,55.258457878509326,115.45633834889858,63.72925770535264,378.3234990801085,62.232236507195566,183.07018645905103,328.56813841787044,282.51139155661417,49.905766377678916,33.37350849497555,34.466143428236535,116.59040502642648,0.0248138112665067,24.874156810906307,40.87296223802073,4.753158511719125,,0.1387612091503519,0.5283103402196544,64.07922104573251,1.858191333197282,34.98365356477556,,36.598194164838496,18.359614230277664,56.24817470360061,4.059392852582261,16.043898448396472,0.20260911676699384,9.137623374290092,8.219808801227158,81.07245519736625,0.0,73.47470414804562,16.06871959667461,12.416922369793133,0.0897608936040262,0.1005094701900667,0.3891779260383485,3.5296329343096446,0.05063688777029292,2.6357639172795993e-06,1.7691263111458504
2050-01-01 09:00:00,14.152822810967248,2.698889859646953,21.56339385039261,17.63255312951924,47.20812652176703,0.7665042114225554,0.1986674588826865,178.31752211900206,83.17872698614336,55.494921589024415,115.90535744009574,66.20798263697071,388.7910654318348,62.236569571025385,204.99371047223508,335.3676047374051,233.8475474694488,32.331071074221995,27.418605033863244,35.777509012071384,535.7386697368704,6.148033142757468,24.46963248803312,22.856785380334284,2.764194766234985,,0.1387605820265749,0.5283079553598344,38.784089503049856,1.858190343580274,30.73474160044803,,4.20386818714957,12.389580331874678,37.98974317089746,4.059387528723835,13.267420687536816,0.20260871567890704,9.137612861848565,8.219799374694176,69.19886255887323,0.0,43.884767328443814,9.223703777076304,0.1532892715671981,0.0912578867013979,0.1005091446933603,0.3891766711878897,1.0310040427263278,0.05063314031532315,2.5233269986325404e-06,0.4517067506684953
2050-01-01 12:00:00,14.152822810967248,2.698889859646953,21.56339385039261,17.63255312936041,47.208126522935075,0.7665041833530094,0.198667454333513,178.14853945732884,83.17818387931929,55.494921048693335,115.65728730350722,64.01577630618083,399.56032501811,61.22861861042107,189.45623545995744,340.8583603750959,218.59894661323065,45.08919822476162,31.58887300028164,36.78942354279726,411.56702311735785,7.0837245490867415,24.51980029242613,8.089124407062062,2.4917162400873414,,0.1387605519075924,0.5283078409081156,55.15536454057694,1.8581904190780296,29.732944555807325,,0.0,11.557572751675956,35.43599647540288,4.059387798588867,13.315513983384973,0.2026087682903209,9.137613613666206,8.219800048877513,60.28317938796671,0.0,37.48976288396786,7.725965835734996,8.571173356739914e-06,0.0938896690547685,0.1005089644345605,0.3891759753340953,5.069371722875934e-06,0.050636565169599544,2.60926827049267e-06,0.4353984453891908
2050-01-01 15:00:00,14.152822810967248,2.698889859646953,21.56339385039261,17.632553129755426,47.208126518395346,0.7665041593786218,0.1986674501051554,177.14035866407067,83.25395594662062,53.2557182418522,116.44979884607417,62.67055241373773,401.13656685470346,62.236570464528086,179.76836677539674,335.7547343426344,228.31690017164328,82.12193005022128,35.8438210831643,35.726191282669085,39.551920387095095,0.4273421316163274,24.665158277121428,54.0965753837412,3.3495879961232657,0.0,0.1387610973621454,0.528309914911991,77.97439955306054,1.8581941796251824,33.84216183357889,0.0,13.057951299995455,18.543959135314623,56.80441975040966,4.059393373257208,1.0980070800493948,0.20260923494318442,9.137625030549753,8.219810279682074,48.97297435560712,0.0,52.76958255252117,11.77124415801579,9.67670604786293,0.0953962995390834,0.1005105441211834,0.3891820633889533,0.9079729133247676,0.05063759895254571,2.7466830368762558e-06,3.155083940196762
2050-01-01 18:00:00,14.152822810967248,2.698889859646953,21.56339385039261,17.632553129854454,47.20812651757799,0.7665041394534392,0.1986674469735192,176.8792679108973,83.15772007314257,54.89299063464793,117.62839519153829,62.21459090440294,400.165865841406,62.11451268595897,186.0034679796479,329.92772858087017,234.53562690048904,86.38452997115243,17.277199209551785,34.620279575986295,,,22.96080873655795,69.75099278793996,2.754429652931203,0.0,0.1387610937157785,0.5283099010121447,2.270723282337189,1.8581941679332423,33.854106961702385,0.0,13.747828222957455,18.327743325452044,56.1466811666401,4.059394174442144,0.7597760435533321,0.20260928309161308,9.13762694831085,8.21981200354594,61.9494981832549,0.0,53.21456671594101,11.347385770876238,0.7753122342918918,0.0966691860481981,0.1005106365027939,0.3891824174818283,1.0573144879605505,0.05063772678419122,2.756143125744941e-06,1.254347654092847
2050-01-01 21:00:00,14.152822810967248,2.698889859646953,21.56339385039261,17.632553129906878,47.20812651731228,0.7665041215673324,0.1986674446587415,177.1357226003895,82.69502881685324,50.87018243618615,117.62839541221796,49.19924867510175,382.4766198291861,54.33782682618228,169.52649792352796,326.78653867404097,218.1815210407196,85.24743898190903,6.833957474934846,34.074990842823496,,,12.999115983704502,62.46026521552805,1.813747996985602,0.248092694889366,0.1387603216602431,0.5283069656270071,,1.8581932222366353,27.804543946884376,3.739185555458069,,9.380695686695136,28.693682860047943,4.059389966594386,0.0771649250420906,0.20260893019045564,9.13761957395916,8.219805409057898,8.028995631911496,,14.29280921676269,2.8973899387827515,4.109239752391328e-05,0.0981065336317175,0.1005099181829845,0.3891796545239118,4.543325483712042e-06,0.05063785662032081,2.765491731125704e-06,2.3636867138073608e-06
