config,cost_segment,cost/carrier,2023,2030,2035,2040,2045,2050
sto_de,Storage,total,1883801484.5422366,3591590861.5261655,3592209969.01515,3601951485.8600893,3989361395.3297887,5091927295.539022
distr_de,Distribution,capital,3622817850.951034,7033849372.222218,7532687193.274121,8269026382.141508,9050807394.668545,10082709826.526424
distr_de,Distribution,total,3622817850.951034,7033849372.222218,7532687193.274121,8269026382.141508,9050807394.668545,10082709826.526424
net_imp_de,Net_Imports,H2,0,0,290410332.2535337,346311613.08516127,400842644.8200149,650278109.7677574
net_imp_de,Net_Imports,elec,1524575359.8821225,116719650.50008392,3069474215.3237066,6074963694.511269,4930125304.022941,3590561482.6265774
net_imp_de,Net_Imports,gas,-852606759.6138926,-521648579.23258764,-512238780.91996247,-396320099.3063828,-270166820.7452218,-157000420.250221
net_imp_de,Net_Imports,total,671968600.26823,-404928928.7325037,2847645766.657278,6024955208.290047,5060801128.0977335,4083839172.1441135
prod_gb,Energy production,capital,29447597605.84666,38409977066.70849,47270532748.68735,57527140457.81702,64097007225.90422,77467549228.09233
prod_gb,Energy production,marginal,15751968444.225418,40366430238.5158,38699598270.58601,32105314820.634987,27157561861.58021,19761526013.418125
prod_gb,Energy production,total,45199566050.07208,78776407305.22429,85970131019.27336,89632455278.452,91254569087.48444,97229075241.51045
sto_gb,Storage,capital,571812449.9119829,1178705791.230937,1199362433.9130182,1374575055.7140946,1998774429.4885535,2873565452.802686
sto_gb,Storage,total,571812449.9119829,1178705791.230937,1199362433.9130182,1374575055.7140946,1998774429.4885535,2873565452.802686
distr_gb,Distribution,capital,2475037332.905676,4546524415.373968,4843274245.7510395,5683620863.555113,6071604344.946228,6230037325.302038
distr_gb,Distribution,total,2475037332.905676,4546524415.373968,4843274245.7510395,5683620863.555113,6071604344.946228,6230037325.302038
net_imp_gb,Net_Imports,H2,0,9386068.209040722,3809021.217927821,-8066500.110607088,-59414696.51163398,-76244445.14929655
net_imp_gb,Net_Imports,elec,140157535.9376688,217004413.5965699,-545094.4532530308,-140396933.3528149,-335568085.9998083,-188675182.80990553
net_imp_gb,Net_Imports,gas,75130484.2693372,0,0,64621313.33051726,43878424.39601165,20953444.90113383
net_imp_gb,Net_Imports,total,215288020.207006,226390481.80561063,3263926.76467479,-83842120.13290474,-351104358.11543065,-243966183.05806825
prod_nl,Energy production,capital,9555599558.616371,15527277311.044203,18273634927.881157,23918589834.443382,26285724451.50659,44785549380.16865
prod_nl,Energy production,marginal,7848360322.804538,23052452805.659687,22845349719.27118,20192455104.816807,18422499862.949394,16687934161.309872
prod_nl,Energy production,total,17403959881.42091,38579730116.70389,41118984647.152336,44111044939.26019,44708224314.455986,61473483541.478516
sto_nl,Storage,capital,471313316.3704388,932355914.1260834,932673466.1892788,1320702519.1239023,1660904995.1807373,2172412284.1939816
sto_nl,Storage,total,471313316.3704388,932355914.1260834,932673466.1892788,1320702519.1239023,1660904995.1807373,2172412284.1939816
distr_nl,Distribution,capital,1052360067.1790537,1736150641.2958813,1908671431.874508,2248475051.342246,2449971269.673022,2605518237.9913745
distr_nl,Distribution,total,1052360067.1790537,1736150641.2958813,1908671431.874508,2248475051.342246,2449971269.673022,2605518237.9913745
net_imp_nl,Net_Imports,H2,0,-9386068.209040722,-24221278.304770455,-694190.1963821035,-11305819.986011941,-308335037.80367684
net_imp_nl,Net_Imports,elec,597428898.7244401,-2506777440.700552,-3937091516.103796,-5102555572.223069,-4674266404.243118,-5705719616.4603
net_imp_nl,Net_Imports,gas,0,0,0,0,0,0
net_imp_nl,Net_Imports,total,597428898.7244401,-2516163508.9095926,-3961312794.4085665,-5103249762.419452,-4685572224.22913,-6014054654.263977
prod_lu,Energy production,capital,184552428.89170808,243172391.35358334,254291968.8318228,323231177.61581606,371693803.42324215,416031069.0566928
prod_lu,Energy production,marginal,17409077.27224178,695199740.2676207,698293961.1715385,624436131.8915453,577962053.9760878,518935014.2346815
prod_lu,Energy production,total,201961506.16394985,938372131.621204,952585930.0033612,947667309.5073614,949655857.3993299,934966083.2913742
sto_lu,Storage,capital,458658886.3871591,533670481.5024492,533590000.2020719,533723340.6612806,533783396.09567225,533705102.07292557
sto_lu,Storage,total,458658886.3871591,533670481.5024492,533590000.2020719,533723340.6612806,533783396.09567225,533705102.07292557
distr_lu,Distribution,capital,44548525.32554416,88990703.79007736,98735112.63769174,105332610.03865394,118890441.47205064,130880331.07136202
distr_lu,Distribution,total,44548525.32554416,88990703.79007736,98735112.63769174,105332610.03865394,118890441.47205064,130880331.07136202
net_imp_lu,Net_Imports,H2,0,0,0,0,0,54675213.74647656
net_imp_lu,Net_Imports,elec,280959001.78743446,485051955.4069634,547261595.3389645,554699442.8290818,594499130.935177,656734061.5649809
net_imp_lu,Net_Imports,gas,147873120.85170788,116805403.46665865,116929994.2940749,108428220.6259461,99074235.55396718,62945175.56665591
net_imp_lu,Net_Imports,total,428832122.63914233,601857358.8736221,664191589.6330394,663127663.4550278,693573366.4891441,774354450.8781133
