snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Hydrogen,CO2 captured,Hydrogen,Decentralized heat,Centralized heat,Electricity,Methane,CO2 emissions,Electricity,Electricity,Electricity,Decentralized heat,Electricity,Centralized heat,CO2 emissions,Methane,Centralized heat,Decentralized heat,CO2 emissions,Electricity,Decentralized heat,Decentralized heat
sector,Shipping emissions,Aviation emissions,Industry emissions,Industry CC,Steam Methane Reforming CC,Hydrogen production CC,Steam Methane Reforming,Heat Pump,Heat Pump,Nuclear,Imports,Transport emissions,Offwind,Onwind,Solar,Gas Boiler,Biomass CHP,Biomass CHP,Decentral heat production emissions,Storage,Gas Boiler,Resistive heater,Power supply emissions,Gas,Oil Boiler,Storage
2035-12-08 09:00:00,2.602640701264927,0.325259039312778,1.4191410045414192,0.5069275409820302,0.4682379278577339,0.1209275385124163,0.0717742456958222,2.8719206817488074,0.5546202349471433,1.02600048527034,16.703555698179294,1.213116463851966,7.0805612416712345,1.7119926404576575,1.0860909577639868,4.957666446763332,4.658552152565483e-07,1.4287543182123404e-06,1.200760069072403,0.0417638404763129,1.0458247767775828,0.4545209457793321,1.6185944106329708e-07,3.131636038793102e-07,3.125980163807728e-07,6.126002196167494e-07
2035-12-08 12:00:00,2.602640701264927,0.325259039312778,1.4191410045622972,0.5069275409578713,0.4682379880096959,0.1209275540823131,0.0717743008840004,2.9683467065445996,0.5767257981975101,1.026000336942978,16.60581254767769,1.4128078513432858,7.083938681582474,2.232762275200959,1.313003742104782,4.5263157305098005,3.6893895089590084e-07,1.1315436640559517e-06,1.0995066104167017,0.3831122151305462,0.9717483713622485,0.4978780902698793,1.5728897042627632e-07,2.9959308539701214e-07,3.120363582260445e-07,6.122696927198853e-07
2035-12-08 15:00:00,2.602640701264927,0.325259039312778,1.4191410045765362,0.5069275409288103,0.468237990456234,0.120927554715279,0.0717743041492976,2.937298514857001,0.5696522594745485,1.0260006950511813,16.464124816454756,1.408650190771653,7.083999896312221,2.70954438668971,,5.253772576070788,0.264599847990108,0.8131003522849134,1.112476529371828,0.0,0.267878186474656,0.3745790817887937,1.803467053797302e-07,3.7296850253400007e-07,3.097908746202127e-07,6.151564864753698e-07
2035-12-08 18:00:00,2.602640701264927,0.325259039312778,1.4191410046115938,0.5069275408842013,0.4682379331559375,0.1209275398834186,0.0717742518374083,2.895840237117217,0.5601946577879269,1.0260006914728519,16.355540574948403,0.8802377389224839,7.083999896324524,2.889785323358958,,5.3758172872299275,0.2646007948692407,0.8131032619637393,1.1399865287155935,0.1663299542948953,0.2828583164183229,0.3249924688955005,1.8019427205021176e-07,3.725812372091135e-07,3.093051013571674e-07,6.171212639507568e-07
2035-12-08 21:00:00,2.602640701264927,0.325259039312778,1.4191410046283677,0.5069275408636446,0.4682378740554813,0.1209275245861088,0.071774196497525,2.858518187598672,0.551684690579181,1.0260007162176161,16.255227225601633,0.3249975894327359,7.0839998986729436,2.948581111168025,,2.998097563920023,0.2183529104786906,0.6709861429858517,0.6057391772754708,0.0,5.0828612074364384e-06,0.30811533155331,1.8522103599900583e-07,3.893421074041876e-07,3.094411915214542e-07,6.127636639412246e-07
2035-12-09 00:00:00,2.602640701264927,0.325259039312778,1.4191410046033968,0.5069275408931558,0.4682378745237943,0.1209275247075414,0.0717741967151693,2.840061434635643,0.547492037529438,1.0260007338069579,16.343107442625573,0.1636792694594382,7.083999900665228,2.974727038985784,,2.8594974897347165,0.2107939281362416,0.647757813983796,0.5777359683184382,0.0,3.3174181116110656e-06,0.3112003488328422,1.8968109387504582e-07,4.046698471849881e-07,3.0957939325321e-07,6.027081415360833e-07
2035-12-09 03:00:00,2.602640701264927,0.325259039312778,1.4191410045269581,0.5069275409846264,0.4682379369822517,0.1209275408741944,0.0717742548807608,2.831529385460175,0.5455704016386123,1.0260007389836054,16.649241398199337,0.818346635554434,7.0839975295655355,2.6983359585864286,,6.3695651840979295,0.2646054017796728,0.8131173846467719,1.3733417586378678,0.8285549378513242,0.4539729373230703,0.2735741152722096,1.9120456156612886e-07,4.1012903429054545e-07,3.1088021217529793e-07,6.032015886757529e-07
2035-12-09 06:00:00,2.602640701264927,0.325259039312778,1.419141004495474,0.5069275410351824,0.4682379947541539,0.1209275558283497,0.0717743071854841,2.8244917261597107,0.5439903798161132,1.0260007566807656,16.910572778220008,1.5609854339019391,7.083945585261712,2.281905410564264,0.1506269326475398,6.956656272705104,0.2646055501292162,0.8131178392057747,1.502745777695162,1.1401082253826895,0.5106353508993179,3.8769562624156355e-07,1.966339214894024e-07,4.286763073508969e-07,3.130312692513151e-07,5.984524183592815e-07
2035-12-09 09:00:00,2.602640701264927,0.325259039312778,1.4191410045922612,0.5069275409240248,0.4682379942779656,0.1209275557056967,0.071774306326834,2.8916232753700988,0.5593802983619137,1.0260007354586413,17.088102682256014,1.315184985077481,6.853107719603987,1.2760560357880304,2.5366121905975634,5.801547988301711,0.2646053838821027,0.813117329777632,1.2295157128479404,0.265929965852687,0.3013167259491958,4.070216480217863e-07,1.9166745257815787e-07,4.100515941760748e-07,3.1576257082349874e-07,5.840016689294174e-07
2035-12-09 12:00:00,2.602640701264927,0.325259039312778,1.4191410045856023,0.5069275409301962,0.4682379332393087,0.1209275399063638,0.0717742505187757,3.0041614373164593,0.5851664506990164,1.0260008226986101,17.238124351502208,1.438801367936358,5.192166284981788,0.6807181583700024,2.4773775269807508,5.34197423075308,0.2646058748026965,0.8131188348039944,1.1199766354195406,,0.2136708734482114,4.0349939165348083e-07,2.2993966332408272e-07,5.5110658100776e-07,3.153364830090783e-07,5.610391241219925e-07
