snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55
carrier,Electricity,Methanol,Hydrogen,Oil,Ammonia,Oil,Centralized heat,Electricity,Decentralized heat,Oil,Methanol,Methane,CO2 emissions,Solid biomass,Solid biomass,CO2 emissions,Solid biomass,CO2 captured,Hydrogen,Electricity,Methane,Electricity,CO2 captured,Hydrogen,Electricity,CO2 captured,Electricity,CO2 emissions,Electricity,Centralized heat,Oil,Hydrogen,Electricity,Centralized heat,Decentralized heat,Oil,Centralized heat,Methanol,Electricity,Electricity,Solid biomass,CO2 emissions,Hydrogen,Electricity,Hydrogen,Ammonia,Solid biomass,Ammonia,Solid biomass,Methane,Electricity,Methane,Decentralized heat,Methane,Methane,Oil
sector,Industry,Shipping,Industry,Aviation,Industry,Industry,Industry,Agriculture,Agriculture,Agriculture,Industry,Industry CC,Industry emissions,Industry CC,Solid biomass methanation,Solid biomass methanation emissions,Industry,Efuels production,Efuels production,Residual electricity consumption,Storage,Compression losses,Methanol production,Methanol production,Methanol production,CO2 sequestration,Hydrogen production,Direct Air Carbon Capture,Direct Air Carbon Capture,Direct Air Carbon Capture,Transport,Transport,Decentral heat production,Residential / Services heat consumption,Residential / Services heat consumption,Storage,Storage charging,Storage,Transport,Hydroelectricity,Central CHP production CC,Central heat production emissions,Ammonia production,Ammonia production,Storage,Hydrogen production,Decentral heat production,Storage,Central CHP production,Central CHP production CC,Battery charging,Decentral heat production,Storage charging,Hydrogen production CC,Power supply,Decentral heat production
2050-01-01 00:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.63115023234028,30.245837087270008,86.82226288815914,2.128930582171356,0.7320514032876428,2.0654428527006328,12.465295592532854,60.68113921346089,145.52677870537065,24.381501462833956,1.334434662674867,27.751555789824184,127.3438580859794,30.318651773416992,18.749024156962587,430.5110315427346,0.4804307652948938,0.2642369209121916,0.6725979850258265,12.964710518301809,4.733342425078936,150.48781469686068,102.31129903508088,304.37799774369546,62.90861012291908,49.2800630765,23.64423663187027,97.70585195331104,11.586351155698352,4.000942560201273,1.3937880198732322,30.221268209644627,6.507941160088049,86.81516334878056,1.9516157386452104,28.798827043682756,13.830114881028884,21.831763437378697,15.679653574085728,0.3747692068740582,14.704297126550303,28.293287194627837,2.011589259451676e-05,2.6365282732642585e-05,2.5521185373045065e-06
2050-01-01 03:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.63115023342045,30.24583709055642,86.82226289767941,2.128930394961306,0.7320513574645449,2.0654428434319843,12.46529649782794,60.68114362044317,111.0974639135748,,1.2843871814310763,28.589011417851182,131.1866995993146,31.23357437286091,19.233659189748533,411.769534837393,0.4804294054742631,0.2642361730108447,0.6725970122499296,61.12853944093531,22.31768373928779,242.36524414388455,162.14473738377845,484.59430947347295,15.574460435628891,22.02590259271405,27.020941469669346,44.67767910721733,0.0,5.356119501678722,1.8658841822442112,33.94207180768959,7.30919048941278,48.48415945188769,1.9516247321334217,39.82991651872653,17.070095088205765,37.596670172465295,15.679662756322298,0.30462625179281366,73.48223093488104,3.297874238779476,2.2689916764718568e-05,2.657818076968093e-05,2.806305884672675e-06
2050-01-01 06:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.63115023347606,30.245837091223304,86.82226289971763,2.128930296882818,0.7320513335166378,2.0654428428521276,12.465294950741663,60.68113608921722,111.72604918204428,,1.2334913419357223,28.588999525046777,131.186645026677,31.233561379939054,19.171745741971176,375.1295353650943,0.4804290085687027,0.2642359547127864,0.6725968494404659,132.30379904795765,48.303368143003865,270.77004531603325,171.35201203266334,509.92333806579256,,12.696199885943138,27.020893515586856,78.38569062702747,1.9381248540121785,5.356119706575527,1.865884252374482,34.05342104677517,7.333168778184864,,1.9516305398882925,40.249478446776706,17.16704960707715,36.473783632096854,15.679663059285144,2.182485342477727,84.85405985224718,6.719950000324243e-05,2.7889453224500512e-05,2.6422783554788536e-05,2.9127024019631046e-06
2050-01-01 09:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.631150234015074,30.245837092335066,86.82226290305415,2.1289302309191314,0.73205131814902,2.065442839624184,12.4652940645635,60.68113177529622,141.1766469496965,,1.2794857966992232,27.953764720453407,128.27173634840122,30.539565591714357,19.15104480784175,413.3602708886533,0.4804291626391938,0.2642360394515566,0.6725969896163496,108.6965612598931,39.68449925241001,254.2961318939681,152.27298994847965,453.26404227456794,0.0,19.488850037300793,24.45956326103211,236.53046733966775,4.647828433440918,5.356116469776535,1.8658831508493428,32.576876762433514,7.015205175330728,37.22683686163728,1.9516276126159855,31.47297560721772,15.881312126550124,25.42888927523327,15.679652852248486,43.473352703698176,47.224079583133964,5.161496546557456,2.66853146849144e-05,1.4487156035609716e-05,2.7697312773737476e-06
2050-01-01 12:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.63115023419305,30.24583709289544,86.82226290473122,2.128930188590873,0.7320513077343431,2.065442837660368,12.465293470313156,60.68112888248172,148.57016761478343,0.0,1.2387680052037824,27.677779609781783,127.00532054694564,30.238051091825696,19.157180214860908,405.67274987824,0.480428865364252,0.2642358759503386,0.6725967867425791,125.2289044232741,45.72036416207245,235.54859457729196,146.07832983138096,435.2198158813675,0.0,22.95167269489409,23.34676369571686,164.52511345499164,7.571826411942507,5.356114952600777,1.865882622337245,32.11881253447919,6.9165642108818375,28.905928576284097,1.9516280972329536,31.64371239503551,15.482439970066071,28.152746937932456,15.679653462162488,33.31198864178269,40.23426961374757,10.715511310307525,0.1007122887374862,1.7639387844206206e-05,2.768057997472339e-06
2050-01-01 15:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.63115023373052,30.24583709090924,86.8222628988952,2.1289301657460253,0.732051301349127,2.065442842759319,12.465294687717982,60.681134808816246,167.74688025942524,,1.2060255880679414,24.85697956741228,114.06148550559126,27.156319211467483,22.309982681955795,360.3139927453484,0.4804286276859596,0.2642357452272778,0.6725965880120007,142.0969480153439,51.87879139804493,224.55281355930137,154.8136467209763,461.78525908749657,,9.723989624223854,11.973015845775604,48.07709462580562,0.0,5.356120367142115,1.8658844748704804,23.254019060940532,5.007592227247121,11.905834258388918,1.9516306276677784,36.425566352983374,7.763181541407714,46.00764595688032,15.67966759549464,0.1749090949241945,57.26834008828219,0.0062237114422116,0.1876371654070075,3.15616566742393e-05,0.6868162054850385
2050-01-01 18:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.63115023375789,30.24583709083664,86.82226289864403,2.12893014989129,0.7320512968188629,2.0654428438375967,12.465295246467694,60.68113752881345,172.3791363858398,,1.1110521226546939,27.86193253122989,127.85034500873113,30.43923866994663,19.159932132257666,348.1271122740642,0.4804286580223306,0.2642357619122818,0.672596614938529,68.4926217056101,25.006268490637616,237.53137945408463,154.00179128611774,458.5928891243856,6.863388896942138,9.619594271488271,24.089286690235134,21.872466866769948,,5.356120233364929,1.86588442900363,25.22880190955669,5.432848060112651,11.459712149449748,1.951626441917125,37.76015501741033,9.48278068411979,47.97934191916385,15.679665308755794,0.2529597989411714,57.47002953621655,0.0033181233626497,2.281510626121126e-05,3.111964127826395e-05,2.8623086924607845e-06
2050-01-01 21:00:00,201.48972602739727,57.065596856101045,10.569634703196346,83.871621355086,10.534246575342468,47.38356164382596,6.47716894977169,5.7144931044690885,22.34338942225278,10.49743235957586,31.18721461191646,46.631150233664,30.245837090103254,86.82226289644622,2.1289301468854864,0.7320512957271159,2.065442845833594,12.465294837281853,60.68113553689413,161.62953418916422,21.790806548030453,1.1186014512002191,20.91668090987666,95.9805953075153,22.851531984911716,25.099831173186512,316.55330533448006,0.4804291680533299,0.2642360424293316,0.6725969378823736,27.0921032052584,9.89117352870854,157.870973205628,109.43886465983678,324.4140486951392,48.35731605410576,20.962402716275346,0.0,82.8665214831461,,5.3561165955157835,1.8658831902583148,19.230828800651672,4.14122602089965,40.89093307823189,1.9516238423506755,29.982897330363944,4.259887856204296,26.748017004980333,15.679657211277371,0.35223390833755647,17.494925964103288,16.255213850393986,2.1544374377472327e-05,3.094126402598937e-05,2.6506288473121056e-06
