config,cost_segment,capital,marginal
2045_fr,Distribution,7413076984.563089,0.0
2045_fr,Energy production,95955615007.12209,27147068801.032196
2045_fr,Storage,4091699513.0095687,0.0
2050_fr,Distribution,7790088166.710885,0.0
2050_fr,Energy production,116622222540.08066,23404956997.315434
2050_fr,Storage,4179990267.9663486,0.0
2023_de,Distribution,3622817850.951034,0.0
2023_de,Energy production,43046386448.806786,29341878415.492176
2023_de,Storage,1883801574.676827,0.0
2030_de,Distribution,6882592197.104925,0.0
2030_de,Energy production,58342672198.14306,64441950966.17747
2030_de,Storage,3553079790.416284,0.0
2035_de,Distribution,7281857782.354231,0.0
2035_de,Energy production,60803004628.389915,63556608069.81351
2035_de,Storage,3554217244.2637396,0.0
2040_de,Distribution,8021002177.686654,0.0
2040_de,Energy production,58978519297.23152,58082162211.12233
2040_de,Storage,3562462144.858922,0.0
2045_de,Distribution,9362986652.948713,0.0
2045_de,Energy production,70681601465.54001,45123475808.41224
2045_de,Storage,3594062743.2735906,0.0
2050_de,Distribution,10052984913.084187,0.0
2050_de,Energy production,78174974517.20406,38015233843.935875
2050_de,Storage,3775842247.094491,0.0
2023_gb,Distribution,2475037332.905676,0.0
2023_gb,Energy production,29447596528.622917,15751968444.225418
2023_gb,Storage,571812700.8821886,0.0
2030_gb,Distribution,4506549088.298862,0.0
2030_gb,Energy production,38080130207.07522,42076831656.75015
2030_gb,Storage,1185088739.0974567,0.0
2035_gb,Distribution,4701352164.861325,0.0
2035_gb,Energy production,48266402764.10191,42143223253.91567
2035_gb,Storage,1205559947.6983378,0.0
2040_gb,Distribution,5691497049.706029,0.0
2040_gb,Energy production,62523606682.98149,35022440546.96823
2040_gb,Storage,1271777324.0950959,0.0
2045_gb,Distribution,6145980495.865513,0.0
2045_gb,Energy production,73348617323.08786,28252647154.83516
2045_gb,Storage,1395480175.7829876,0.0
2050_gb,Distribution,6421959240.6264105,0.0
2050_gb,Energy production,97304752466.01369,21165116846.687325
2050_gb,Storage,2136721221.5482209,0.0
2023_nl,Distribution,1052360067.1790537,0.0
2023_nl,Energy production,9555599572.917095,7848360217.010734
2023_nl,Storage,471313421.61709523,0.0
2030_nl,Distribution,1730506912.9901567,0.0
2030_nl,Energy production,15128469122.22508,23267463375.239697
2030_nl,Storage,930724472.6618903,0.0
2035_nl,Distribution,1909477478.2382176,0.0
2035_nl,Energy production,18325056225.027195,23540970258.64466
2035_nl,Storage,931567234.278988,0.0
2040_nl,Distribution,2224225976.929496,0.0
2040_nl,Energy production,24529558931.261158,21436062590.54806
2040_nl,Storage,943011066.8907248,0.0
2045_nl,Distribution,2482992148.8639226,0.0
2045_nl,Energy production,34961636751.73176,19035434730.537388
2045_nl,Storage,1025930822.9857837,0.0
2050_nl,Distribution,2661336337.9440417,0.0
2050_nl,Energy production,59632615187.15074,18038399831.2878
2050_nl,Storage,1430868600.7366908,0.0
2023_lu,Distribution,44548525.32554416,0.0
2023_lu,Energy production,184552506.96854737,17409077.27224178
2023_lu,Storage,458658732.9053118,0.0
2030_lu,Distribution,87107104.77282114,0.0
2030_lu,Energy production,239995398.0300771,707599138.4431187
2030_lu,Storage,533590623.81280935,0.0
2035_lu,Distribution,96055848.47271886,0.0
2035_lu,Energy production,249973873.10451236,732269727.8381042
2035_lu,Storage,533564174.0232424,0.0
2040_lu,Distribution,101419916.66740732,0.0
2040_lu,Energy production,310135424.25268996,694991822.0428331
2040_lu,Storage,533560789.26350313,0.0
2045_lu,Distribution,121960613.67593512,0.0
2045_lu,Energy production,389316497.808069,568387581.9399865
2045_lu,Storage,533700877.98526746,0.0
2050_lu,Distribution,130618811.0671897,0.0
2050_lu,Energy production,420980547.20639133,520842587.4448526
2050_lu,Storage,533698188.3336935,0.0
