snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
carrier,Hydrogen,Ammonia,Methanol,Oil,Coal,Electricity,Methanol,Oil,Electricity,Decentralized heat,Oil,Oil,Centralized heat,Methane,Solid biomass,CO2 emissions,Solid biomass,CO2 emissions,Solid biomass,Electricity,Electricity,CO2 captured,Hydrogen,Methane,CO2 captured,Electricity,Methane,Electricity,Electricity,Hydrogen,Oil,Centralized heat,Decentralized heat,Methanol,Electricity,Hydrogen,Oil,Electricity,Electricity,Ammonia,Solid biomass,Methane,Solid biomass,Hydrogen,Centralized heat,Ammonia,Methane,Electricity,Decentralized heat,Methane,Oil,lignite
sector,Industry,Industry,Shipping,Aviation,Industry,Industry,Industry,Shipping,Agriculture,Agriculture,Industry,Agriculture,Industry,Industry CC,Industry,Industry emissions,Industry CC,Solid biomass methanation emissions,Solid biomass methanation,Residual electricity consumption,Methanol production,Methanol production,Methanol production,Hydrogen production CC,CO2 sequestration,Compression losses,Storage,Hydrogen production,Decentral heat production,Transport,Transport,Residential / Services heat consumption,Residential / Services heat consumption,Storage,Ammonia production,Ammonia production,Storage,Hydroelectricity,Transport,Hydrogen production,Decentral heat production,Central CHP production CC,Central CHP production,Storage,Storage charging,Storage,Decentral heat production,Battery charging,Storage charging,Power supply,Decentral heat production,Power supply
2045-01-01 00:00:00,6.649543378995433,9.47945205479452,48.505757327713425,83.871621355086,15.1180958904,194.9155251141553,16.7500000000008,9.843815457677383,5.7144931044690885,22.34338942225278,64.31392694060304,10.49743235957586,7.438356164383561,54.088024706533155,67.21423304064302,3.203213006800629,9.194992208168545,0.0624959704325617,0.1819244419935946,145.52677870537065,20.78532152920488,19.02541756599203,87.30213516312331,51.19558576443722,21.45382072962064,0.6818761034645259,66.33117841442083,166.9844623729916,138.39286155713623,3.742642847736832,18.713214238695095,94.2178139397899,333.3257106151341,11.4566288394928,2.8543674321512955,13.254975976880502,84.14069844841958,12.924273373759975,95.34953703281474,0.3924420972868197,38.753336244978065,19.49756719692073,41.33621308063068,45.43019922446731,8.960164094598944,1.670230523971608,39.6183406000673,0.023779560449943143,5.106716443800131,4.5620027822151044e-05,3.635734790427382e-06,1.009868982743844e-07
2045-01-01 03:00:00,6.649543378995433,9.47945205479452,48.505757327713425,83.871621355086,15.1180958904,194.9155251141553,16.7500000000008,9.843815457677383,5.7144931044690885,22.34338942225278,64.31392694060304,10.49743235957586,7.438356164383561,54.08802470655157,67.21423303972551,3.203213007330348,9.194992209187255,0.0624959263417471,0.1819242581216589,111.0974639135748,20.638769793516776,18.891274441837343,86.68659118804183,52.104858193057446,22.257767182864356,0.6755520454010582,,164.07905984954596,221.7691156526114,17.646540631064767,88.2327031553786,150.35718450860938,533.3432115223176,10.915750348806382,4.160634456978214,19.320956774742346,7.9923401429653165,3.490852460424519,55.59350625852338,0.3924457832028321,53.91593658004596,22.16238559921855,82.3247603688411,24.659777257948303,0.6889198136403399,6.952341778714559,143.16038340864966,0.01968292356957208,0.348478457695353,5.150696195059452e-05,7.116008987747616,1.0344864553903878e-07
2045-01-01 06:00:00,6.649543378995433,9.47945205479452,48.505757327713425,83.871621355086,15.1180958904,194.9155251141553,16.7500000000008,9.843815457677383,5.7144931044690885,22.34338942225278,64.31392694060304,10.49743235957586,7.438356164383561,54.088024706189664,67.21423303173773,3.20321301041297,9.194992218062565,0.0624958946625736,0.1819240940337747,111.72604918204428,20.678187178014017,18.927354335928257,86.85215138033038,53.21658138697089,22.383481208414555,0.6483284203321015,,133.00468840014122,227.08152282842548,38.19336085725887,190.96680428611393,158.44850435742853,562.0237323339522,11.061228089571,5.437117803710003,25.248629542177795,,9.593546182673002,86.37674240402734,0.3924580943828286,54.40243744034606,22.59118884117948,86.46423134462349,,0.1623674614060282,12.114008993354044,168.41289661380887,0.06340965683933353,8.982234268118779e-06,4.640207185608229e-05,11.856825642860896,1.0108974332369745e-07
2045-01-01 09:00:00,6.649543378995433,9.47945205479452,48.505757327713425,83.871621355086,15.1180958904,194.9155251141553,16.7500000000008,9.843815457677383,5.7144931044690885,22.34338942225278,64.31392694060304,10.49743235957586,7.438356164383561,54.08802470656546,67.21423301453599,3.2032130169432382,9.194992237175962,0.0624958730845742,0.1819239722226878,141.1766469496965,20.760367518383138,19.002576424219793,87.19732377386667,53.36813182623695,22.0783578629103,0.7488596303098473,,159.66730240582996,227.46370231448043,31.37844126934745,156.8922063468406,140.6905270536285,498.9835769669846,11.36453107213974,3.2321638241277992,15.00936892692424,0.0,15.146809248151214,214.09899629750555,0.3924560757014024,48.598869022494526,21.241262330857396,65.27068087919648,12.483321989016464,0.5001879673115823,3.197901106720092,115.82350550638732,41.38682109627363,1.329683559914227e-05,2.559135769690401e-05,1.4512618302073763,9.699297044083193e-08
2045-01-01 12:00:00,6.649543378995433,9.47945205479452,48.505757327713425,83.871621355086,15.1180958904,194.9155251141553,16.7500000000008,9.843815457677383,5.7144931044690885,22.34338942225278,64.31392694060304,10.49743235957586,7.438356164383561,54.088024706987824,67.2142330020454,3.2032130216786148,9.194992251052518,0.0624958564662635,0.1819238786032479,148.57016761478343,20.732939437311412,18.977470693009906,87.08212083906365,53.3684746153546,22.03786908281465,0.7174732478094115,7.402398162800848,160.5570813273397,219.15050383852122,36.15098561652239,180.7549280826239,134.99874479924884,478.82843066401114,11.263302253007888,3.520471336807134,16.348197667566975,0.0,8.639583169906555,156.97041200875654,0.3924572748703759,43.98987254239707,20.89744916167911,65.11261314400113,7.127087354116711,3.753790101927356,4.363720824163872,98.8050795534138,31.750202093724454,0.4063960367727368,3.984955622442443e-05,0.8330158435418812,9.972383556651137e-08
2045-01-01 15:00:00,6.649543378995433,9.47945205479452,48.505757327713425,83.871621355086,15.1180958904,194.9155251141553,16.7500000000008,9.843815457677383,5.7144931044690885,22.34338942225278,64.31392694060304,10.49743235957586,7.438356164383561,54.08802470779406,67.2142329940043,3.203213024730221,9.194992259989007,0.0624958451400591,0.181923818410478,167.74688025942524,20.614942711230633,18.86946481097664,86.58651310383398,53.24922058648277,22.28379294403799,0.6431741018871935,,144.07264081395235,200.591253315279,41.02043971008204,205.10219855045,143.22397956644014,508.27752146581093,10.827811736106874,4.362864137280518,20.26006136374018,,0.0,29.445239580044664,0.3924618130951833,53.376916288276554,21.73583412370537,78.31042011346877,0.0,0.1177081696121421,7.77007617463707,133.6434982102026,4.832708329812285e-05,0.1668793386907019,3.5378851508792235,8.392959836927048,1.0375185754145929e-07
2045-01-01 18:00:00,6.649543378995433,9.47945205479452,48.505757327713425,83.871621355086,15.1180958904,194.9155251141553,16.7500000000008,9.843815457677383,5.7144931044690885,22.34338942225278,64.31392694060304,10.49743235957586,7.438356164383561,54.08802470791776,67.21423299191265,3.203213025548471,9.194992262314274,0.0624958358068457,0.1819237711692305,172.3791363858398,20.701055247199474,18.948286153825325,86.94820143489142,53.74725146778819,22.129454869383892,0.6479279622973636,,140.29457937835494,198.74320878854786,19.772398341434396,98.8619917071293,142.25730460533416,504.9413249483539,11.145627272367475,4.595038702767022,21.338222588991705,0.0,,20.552920302310532,0.392451548663569,52.97190308632796,21.79987097650541,78.46306248147434,4.268854666364955,0.0849960750873509,8.708924148261897,138.75127731394088,4.2853817309709025e-05,9.326365203565407e-06,7.644775085035449,6.834330104194564,1.0364363540610904e-07
2045-01-01 21:00:00,6.649543378995433,9.47945205479452,48.505757327713425,83.871621355086,15.1180958904,194.9155251141553,16.7500000000008,9.843815457677383,5.7144931044690885,22.34338942225278,64.31392694060304,10.49743235957586,7.438356164383561,54.08802470831561,67.21423296096903,3.203213037241953,9.194992296694831,0.0624958294114068,0.1819237391243506,161.62953418916422,20.696972875136357,18.94454943832389,86.93105472887873,53.61816839822906,21.67749486556432,0.6319993524905136,55.66918821459189,107.7390465005924,155.32440107377954,7.820927906420704,39.104639532106,100.52550325577158,355.9485499232086,11.130560461997986,3.9037400637060617,18.12800278673692,65.04153730154037,,63.28752612347675,0.3924481056732906,41.0616510182682,19.497573108221253,50.14059535244048,0.0,5.738640246803435,5.91354288013652,46.4048763681376,0.5724787637233748,3.423643137566438,4.176995318741506,3.7691577587145766e-06,1.0358732465587686e-07
2045-01-02 00:00:00,6.649543378995433,9.47945205479452,48.505757327713425,83.871621355086,15.1180958904,194.9155251141553,16.7500000000008,9.843815457677383,5.7144931044690885,22.34338942225278,64.31392694060304,10.49743235957586,7.438356164383561,54.08802470838015,67.21423295702077,3.2032130387552535,9.19499230108265,0.0624958239879975,0.1819237114948036,137.63377906937745,20.694962728255803,18.942709491623145,86.92261174595846,53.59628903279949,21.68820783614064,0.6214953923179398,68.81099055185098,97.54594896366098,151.4413585895693,3.7455222624057223,18.72761131203198,95.60442998376884,335.95763885752353,11.12314161324501,2.654664512395709,12.327605038557346,85.45008006072044,,80.08839625068651,0.3924478289196346,42.967295028561225,19.52592126264164,53.93382332905606,0.0,7.520056280736635,0.8626917565274052,35.096000123769485,0.5591140640898254,7.910515413556232,2.3869267131620697,3.828749542202862e-06,1.0257541661697447e-07
2045-01-02 03:00:00,6.649543378995433,9.47945205479452,48.505757327713425,83.871621355086,15.1180958904,194.9155251141553,16.7500000000008,9.843815457677383,5.7144931044690885,22.34338942225278,64.31392694060304,10.49743235957586,7.438356164383561,54.08802470787496,67.21423298286756,3.2032130290381335,9.194992272363493,0.0624958185364504,0.1819236833041065,126.88958639339896,20.563372818691914,18.822261368008295,86.36991016495533,53.70054100010978,22.56415879946457,0.594149194404545,,105.08726035982302,193.21888322992518,17.423661699214897,87.118308496065,153.26683466901355,539.5492878215248,10.637482733488085,4.0764348384978835,18.92995458362705,12.563288722753525,,39.99894331206983,0.3924524868994954,54.901078922747125,23.097037882656508,98.66586686026264,0.0,0.744369965938134,6.6118594645132545,178.32749942265434,0.020585291696743568,0.1614139527107845,2.397070622414042,4.507172950644649,1.0312792355929017e-07
