config,cost_segment,cost/carrier,2023,2030,2035,2040,2045,2050
net_imp_de,Net_Imports,H2,0,-49463777.98538965,125839175.53057924,143411450.7001558,298220015.4064881,-15901625.206727237
net_imp_de,Net_Imports,elec,1524575359.8821225,6568989.360939026,2151883426.9442787,4823488837.043735,3494491965.8504677,4514524334.947144
net_imp_de,Net_Imports,gas,-852606759.6138926,-628988344.6546123,-475854256.96265125,-328490882.9488317,-207647128.40332174,-130045337.75692686
net_imp_de,Net_Imports,total,671968600.26823,-671883133.279063,1801868345.5122066,4638409404.795059,3585064852.853634,4368577371.98349
prod_gb,Energy production,capital,29447596528.622917,38080130207.07522,48266402764.10191,62523606682.98149,73348617323.08786,97304752466.01369
prod_gb,Energy production,marginal,15751968444.225418,42076831656.75015,42143223253.91567,35022440546.96823,28252647154.83516,21165116846.687325
prod_gb,Energy production,total,45199564972.848335,80156961863.82538,90409626018.01758,97546047229.94972,101601264477.92302,118469869312.70102
sto_gb,Storage,capital,571812700.8821886,1185088739.0974567,1205559947.6983378,1271777324.0950959,1395480175.7829876,2136721221.5482209
sto_gb,Storage,total,571812700.8821886,1185088739.0974567,1205559947.6983378,1271777324.0950959,1395480175.7829876,2136721221.5482209
distr_gb,Distribution,capital,2475037332.905676,4506549088.298862,4701352164.861325,5691497049.706029,6145980495.865513,6421959240.6264105
distr_gb,Distribution,total,2475037332.905676,4506549088.298862,4701352164.861325,5691497049.706029,6145980495.865513,6421959240.6264105
net_imp_gb,Net_Imports,H2,0,0,-26247275.45102685,-70807551.08714691,-2029172.4773689806,-215560789.71035963
net_imp_gb,Net_Imports,elec,140157535.9376688,109195341.61141479,97734215.66766584,-278412325.1018095,-983711152.1872523,-1476074529.82269
net_imp_gb,Net_Imports,gas,75130484.2693372,0,0,71543444.34441324,42944985.52640732,21062681.143798042
net_imp_gb,Net_Imports,total,215288020.207006,109195341.61141479,71486940.21663898,-277676431.84454316,-942795339.1382139,-1670572638.3892515
prod_nl,Energy production,capital,9555599572.917095,15128469122.22508,18325056225.027195,24529558931.261158,34961636751.73176,59632615187.15074
prod_nl,Energy production,marginal,7848360217.010734,23267463375.239697,23540970258.64466,21436062590.54806,19035434730.537388,18038399831.2878
prod_nl,Energy production,total,17403959789.92783,38395932497.464775,41866026483.67186,45965621521.80922,53997071482.26915,77671015018.43854
sto_nl,Storage,capital,471313421.61709523,930724472.6618903,931567234.278988,943011066.8907248,1025930822.9857837,1430868600.7366908
sto_nl,Storage,total,471313421.61709523,930724472.6618903,931567234.278988,943011066.8907248,1025930822.9857837,1430868600.7366908
distr_nl,Distribution,capital,1052360067.1790537,1730506912.9901567,1909477478.2382176,2224225976.929496,2482992148.8639226,2661336337.9440417
distr_nl,Distribution,total,1052360067.1790537,1730506912.9901567,1909477478.2382176,2224225976.929496,2482992148.8639226,2661336337.9440417
net_imp_nl,Net_Imports,H2,0,0,38877403.4740767,-8631723.790780768,-97495479.98402083,-518027326.2409206
net_imp_nl,Net_Imports,elec,597428898.7244401,-1988424259.4566271,-3816043022.240977,-4428882535.119249,-5289525104.730953,-6920635291.273575
net_imp_nl,Net_Imports,gas,0,0,0,0,0,0
net_imp_nl,Net_Imports,total,597428898.7244401,-1988424259.4566271,-3777165618.7669,-4437514258.91003,-5387020584.714974,-7438662617.514496
prod_lu,Energy production,capital,184552506.96854737,239995398.0300771,249973873.10451236,310135424.25268996,389316497.808069,420980547.20639133
prod_lu,Energy production,marginal,17409077.27224178,707599138.4431187,732269727.8381042,694991822.0428331,568387581.9399865,520842587.4448526
prod_lu,Energy production,total,201961584.24078915,947594536.4731958,982243600.9426166,1005127246.295523,957704079.7480555,941823134.6512439
sto_lu,Storage,capital,458658732.9053118,533590623.81280935,533564174.0232424,533560789.26350313,533700877.98526746,533698188.3336935
sto_lu,Storage,total,458658732.9053118,533590623.81280935,533564174.0232424,533560789.26350313,533700877.98526746,533698188.3336935
distr_lu,Distribution,capital,44548525.32554416,87107104.77282114,96055848.47271886,101419916.66740732,121960613.67593512,130618811.0671897
distr_lu,Distribution,total,44548525.32554416,87107104.77282114,96055848.47271886,101419916.66740732,121960613.67593512,130618811.0671897
net_imp_lu,Net_Imports,H2,0,0,0,27905632.3661392,23776217.552652225,27278902.970308572
net_imp_lu,Net_Imports,elec,280959001.78743446,472506597.41185224,528103364.636899,568525570.6825303,707951126.5397835,752571101.8825691
net_imp_lu,Net_Imports,gas,147873120.85170788,120730893.92508733,120646481.65380907,108411617.75896221,85219952.15358695,57698481.16742967
net_imp_lu,Net_Imports,total,428832122.63914233,593237491.3369396,648749846.2907081,704842820.8076317,816947296.2460227,837548486.0203073
