snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,CO2 captured,Hydrogen,Centralized heat,Electricity,Decentralized heat,Methane,CO2 emissions,Electricity,Electricity,Electricity,Electricity,Centralized heat,Decentralized heat,CO2 emissions,Methane,Centralized heat,Decentralized heat,CO2 emissions,Electricity,Decentralized heat,Decentralized heat
sector,Shipping emissions,Aviation emissions,Industry emissions,Industry CC,Hydrogen production CC,Steam Methane Reforming CC,Heat Pump,Nuclear,Heat Pump,Imports,Transport emissions,Offwind,Onwind,Solar,Biomass CHP,Biomass CHP,Gas Boiler,Decentral heat production emissions,Storage,Gas Boiler,Resistive heater,Power supply emissions,Gas,Oil Boiler,Storage
2030-01-01 00:00:00,2.6938934751679593,0.325259039312778,1.726940406578226,0.4971476430552173,0.1167506376079333,0.4520647584145565,0.3628736918331243,1.0259998893633988,3.94361833898306,16.771649557031576,0.1914013666669169,7.083998861416504,3.3162288448037147,,2.771105772475183e-06,8.465271246409e-06,2.3233306918303107,0.5856527047903617,0.0,0.61057874926821,0.5750106213614856,2.8722006512801555e-07,6.531940554612728e-07,8.591196341761897e-07,1.4712754547409274e-06
2030-01-01 03:00:00,2.6938934751679593,0.325259039312778,1.7269404064084222,0.49714764319308774,0.1167506368429168,0.4520647554523713,0.3616663254320203,1.026000066685179,3.9324719362670786,17.007017887163695,0.953453943290205,6.635077322246664,2.498732160780154,,0.2680070795292094,0.8187174400586634,6.342526826436431,1.3317781796485164,0.7313740166549397,0.2643522589763711,0.6289127482128342,3.2190805429740056e-07,7.831174565772226e-07,8.73007477789782e-07,1.5279776424518989e-06
2030-01-01 06:00:00,2.6938934751679593,0.325259039312778,1.726940406263649,0.4971476433297797,0.1167506367247844,0.4520647549949564,0.3597592512393337,1.0260000827633537,3.9148898542358177,17.188784187075345,2.0230698010286496,6.8805763977578405,1.835526718840489,0.014918684884310172,0.2680070535174187,0.8187173605969312,6.832124949616496,1.4389986219578361,1.0910084424494415,0.3079568157575303,0.5162900817485698,3.263299683035391e-07,7.9783081930297e-07,8.76627791362858e-07,1.5081459557698343e-06
2030-01-01 09:00:00,2.6938934751679593,0.325259039312778,1.7269404059482014,0.4971476436836947,0.1167506369965117,0.4520647560470994,0.355297687426022,1.0260000690470101,3.8738818814001843,17.262777680113878,1.671265052566233,7.059802498964006,1.5932834298452672,0.818651583846796,0.2680046232280261,0.8187099364635331,5.601300464889892,1.1629915111588986,0.0,0.1644035712949747,0.5123070548764128,3.25005109475862e-07,7.874464483681579e-07,8.842018815192942e-07,1.5108113275282996e-06
2030-01-01 12:00:00,2.6938934751679593,0.325259039312778,1.7269404057498854,0.4971476439044365,0.1167506372844858,0.4520647571621505,0.3525040415380711,1.0260000321615956,3.8481912308421644,17.31436255574972,1.968790886174457,7.069076778403669,1.393354177023019,1.3749201694618418,0.1782141522840688,0.5444148520126518,5.385787712560784,1.163213475176966,0.4128795528513729,0.3942768553041088,0.3465593260285947,3.172042652667717e-07,7.562965080953133e-07,8.831376273977047e-07,1.4716813909527103e-06
2030-01-01 15:00:00,2.6938934751679593,0.325259039312778,1.7269404057700666,0.4971476438714947,0.1167506371678167,0.4520647567104012,0.3409586292843152,1.0260001148533193,3.7419126976765487,17.277129325820795,2.2457140677135605,7.045786221242304,1.2809580588150298,0.004100780877408492,0.268007889408712,0.8187199141070142,6.4028750565927774,1.3425964556292678,0.6576438162372797,0.2571324937075809,1.08033514016895e-05,3.4089600722918606e-07,8.544603639772689e-07,8.813963607072693e-07,1.5128665294743865e-06
2030-01-01 18:00:00,2.6938934751679593,0.325259039312778,1.726940405682393,0.49714764396683747,0.1167506372443228,0.4520647570066373,0.3310223589551132,1.0260001157545937,3.650442328992522,17.20293748598313,1.031522296411377,7.081824410080526,1.5554674369123045,,0.2680078766155248,0.8187198750259363,6.388621744976235,1.3392730927784575,0.7536195714883361,0.2548024140425059,1.0830205029709373e-05,3.425327269017203e-07,8.609952631290763e-07,8.785023065696215e-07,1.511744392721635e-06
2030-01-01 21:00:00,2.6938934751679593,0.325259039312778,1.726940405563862,0.4971476440988944,0.1167506369493311,0.4520647558644135,0.3301630694633309,1.026000117558163,3.6425015893791572,17.0757196894577,0.408589934735646,7.083896716415151,1.8469648211293472,,0.2406180639476598,0.7350485132450741,3.471694241539669,0.7014246655024463,0.0,2.360350282957376e-06,1.0748785796626693e-05,3.4433014533768224e-07,8.677294056036122e-07,8.677475531642263e-07,1.4731093406982011e-06
