country,sector,year,cfs
AL,Ammonia production,2023,0.6188021750863942
AL,Ammonia production,2030,0.2345784547666372
AL,Ammonia production,2035,0.2500912902636366
AL,Ammonia production,2040,0.2699821182914441
AL,Ammonia production,2045,0.2232901767423628
AL,Ammonia production,2050,0.174451671793785
AL,Battery,2023,0.3061796720218901
AL,Battery,2030,0.1890357173449804
AL,Battery,2035,0.1660111430188663
AL,Battery,2040,0.1989116916284901
AL,Battery,2045,0.2085463992437433
AL,Battery,2050,0.234521790529084
AL,Battery charging,2023,0.322292687340497
AL,Battery charging,2030,0.2100396558452326
AL,Battery charging,2035,0.18445678047242
AL,Battery charging,2040,0.2210129790385188
AL,Battery charging,2045,0.2317182045399341
AL,Battery charging,2050,0.2605797521743273
AL,Biomass CHP,2023,0.9951973462427968
AL,Biomass CHP,2030,0.501161910181734
AL,Biomass CHP,2035,0.4214006434528791
AL,Biomass CHP,2040,0.3670370645328722
AL,Biomass CHP,2045,0.3122257863811631
AL,Biomass CHP,2050,0.2806570026294769
AL,Biomass CHP CC,2023,0.7847575635656179
AL,Biomass CHP CC,2030,0.3621566687824761
AL,Biomass CHP CC,2035,0.1483667202372639
AL,Biomass CHP CC,2040,0.139115557777887
AL,Biomass CHP CC,2045,0.3847052370367052
AL,Biomass CHP CC,2050,0.427305750845348
AL,Central heat production,2023,0.1816974074602157
AL,Central heat production,2030,0.2664771342522543
AL,Central heat production,2035,0.3525433538623719
AL,Central heat production,2040,0.4060721697535889
AL,Central heat production,2045,0.4316369722441993
AL,Central heat production,2050,0.4048546139335989
AL,Compression losses,2023,0.0114089895255809
AL,Compression losses,2030,0.1500325062569003
AL,Compression losses,2035,0.0024981400026307
AL,Compression losses,2040,0.0418963300361464
AL,Compression losses,2045,0.0900577385531159
AL,Compression losses,2050,0.1186367137079874
AL,Decentral heat production,2023,0.4825036375367267
AL,Decentral heat production,2030,0.446525785228609
AL,Decentral heat production,2035,0.4243522296400057
AL,Decentral heat production,2040,0.4192434217502725
AL,Decentral heat production,2045,0.3776974192936349
AL,Decentral heat production,2050,0.3469407494027658
AL,Direct Air Carbon Capture,2030,0.2467903743654921
AL,Direct Air Carbon Capture,2035,0.1353062476710974
AL,Direct Air Carbon Capture,2040,0.0873339854883092
AL,Direct Air Carbon Capture,2045,0.2175554823749491
AL,Direct Air Carbon Capture,2050,0.3385901259838257
AL,Fuel Cell,2030,0.3310685006680935
AL,Fuel Cell,2035,0.1973348060161342
AL,Fuel Cell,2040,0.1564419974229044
AL,Fuel Cell,2045,0.2345410666944847
AL,Fuel Cell,2050,0.1272187646974375
AL,Gas,2023,0.2245150830200022
AL,Gas,2030,0.336616347181419
AL,Gas,2035,0.2023905611924787
AL,Gas,2040,0.2096818213654584
AL,Gas,2045,0.1772261693260795
AL,Gas,2050,0.0729384668719241
AL,Gas CC,2030,0.3104657962894004
AL,Gas CC,2035,0.1551091428275302
AL,Gas CC,2040,0.1704044074667665
AL,Gas CC,2045,0.1797751411301831
AL,Gas CC,2050,0.0945735314284029
AL,Gas CHP,2023,0.4104146113604877
AL,Gas CHP,2030,0.1724792165158855
AL,Gas CHP,2035,0.1131446439541427
AL,Gas CHP,2040,0.1038295786849679
AL,Gas CHP,2045,0.0602402608316087
AL,Gas CHP,2050,0.0346648489950621
AL,Gas CHP CC,2023,0.5798687296491543
AL,Gas CHP CC,2030,0.3924247967153753
AL,Gas CHP CC,2035,0.2233416693701825
AL,Gas CHP CC,2040,0.2829277883559051
AL,Gas CHP CC,2045,0.3877126177924164
AL,Gas CHP CC,2050,0.1602056744929437
AL,Hydroelectricity,2023,0.3775546841061044
AL,Hydroelectricity,2030,0.3775456323899022
AL,Hydroelectricity,2035,0.3774837645946882
AL,Hydroelectricity,2040,0.3774111704623147
AL,Hydroelectricity,2045,0.3775323746306173
AL,Hydroelectricity,2050,0.3774985122737957
AL,Hydrogen production,2023,0.1263985639806601
AL,Hydrogen production,2030,0.3923183107733618
AL,Hydrogen production,2035,0.3797130934623945
AL,Hydrogen production,2040,0.4133144693457407
AL,Hydrogen production,2045,0.40560254193722
AL,Hydrogen production,2050,0.5036969547365648
AL,Hydrogen turbines,2030,0.1588570609618977
AL,Hydrogen turbines,2035,0.083508463179401
AL,Hydrogen turbines,2040,0.0824418468400958
AL,Hydrogen turbines,2045,0.1129380725465117
AL,Hydrogen turbines,2050,0.0800481080528348
AL,Methanol production,2023,0.8005844991533292
AL,Methanol production,2030,0.6592380137285611
AL,Methanol production,2035,0.7197243137373098
AL,Methanol production,2040,0.6921122426893429
AL,Methanol production,2045,0.6220380927470548
AL,Methanol production,2050,0.6330524605018445
AL,Micro gas CHP,2030,0.5322116761938822
AL,Micro gas CHP,2035,0.4988451466022289
AL,Micro gas CHP,2040,0.4712413998991016
AL,Micro gas CHP,2045,0.3825142631729289
AL,Micro gas CHP,2050,0.2663088690528271
AL,Offwind,2023,
AL,Offwind,2030,0.1156178744980895
AL,Offwind,2035,0.1321925074474216
AL,Offwind,2040,0.1449984405897133
AL,Offwind,2045,0.1420135155977166
AL,Offwind,2050,0.1407394318180618
AL,Onwind,2023,
AL,Onwind,2030,0.0233618287614216
AL,Onwind,2035,0.0217391926338261
AL,Onwind,2040,0.0296739244181384
AL,Onwind,2045,0.0297377733475344
AL,Onwind,2050,0.0300131000068982
AL,Solar,2023,0.1500765900083095
AL,Solar,2030,0.1496857919889012
AL,Solar,2035,0.149406944905829
AL,Solar,2040,0.1487664631377032
AL,Solar,2045,0.147078652771136
AL,Solar,2050,0.1464211246130801
AL,Transport,2023,0.019081589517359
AL,Transport,2030,0.0190815890191145
AL,Transport,2035,0.0190815890142193
AL,Transport,2040,0.019081589011835
AL,Transport,2045,0.0190815890120005
AL,Transport,2050,0.0190815890116378
AT,Ammonia production,2023,0.8736201478569847
AT,Ammonia production,2030,0.456126968467665
AT,Ammonia production,2035,0.5234144051106385
AT,Ammonia production,2040,0.4145816332565755
AT,Ammonia production,2045,0.3798626999927343
AT,Ammonia production,2050,0.3324945355887475
AT,Battery,2023,0.3042788396793033
AT,Battery,2030,0.2683624543921742
AT,Battery,2035,0.1972022996845284
AT,Battery,2040,0.1665915547141662
AT,Battery,2045,0.1533632471255536
AT,Battery,2050,0.1768160985594075
AT,Battery charging,2023,0.3202916145235641
AT,Battery charging,2030,0.298180215960666
AT,Battery charging,2035,0.2191134743406586
AT,Battery charging,2040,0.1851016668852221
AT,Battery charging,2045,0.1704035171750772
AT,Battery charging,2050,0.1964622603371338
AT,Biomass CHP,2023,0.8288766614713472
AT,Biomass CHP,2030,0.5692209830445936
AT,Biomass CHP,2035,0.491681313765488
AT,Biomass CHP,2040,0.4110644557734561
AT,Biomass CHP,2045,0.3700511577792971
AT,Biomass CHP,2050,0.2682346456791486
AT,Biomass CHP CC,2023,0.8803963019963306
AT,Biomass CHP CC,2030,0.3733747313217811
AT,Biomass CHP CC,2035,0.1354101530033195
AT,Biomass CHP CC,2040,0.127414113045465
AT,Biomass CHP CC,2045,0.4391107191015888
AT,Biomass CHP CC,2050,0.4649375700945801
AT,Central heat production,2023,0.174066848106343
AT,Central heat production,2030,0.472315985464484
AT,Central heat production,2035,0.4812305843432468
AT,Central heat production,2040,0.4850920523949406
AT,Central heat production,2045,0.4248320738188328
AT,Central heat production,2050,0.4109560617965005
AT,Compression losses,2023,0.2036024352487797
AT,Compression losses,2030,0.0620878867791684
AT,Compression losses,2035,0.0261454556749122
AT,Compression losses,2040,0.0344536295064551
AT,Compression losses,2045,0.0339557512605423
AT,Compression losses,2050,0.0353951146506845
AT,Decentral heat production,2023,0.5255946502965135
AT,Decentral heat production,2030,0.507273896636353
