snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Decentralized heat,CO2 emissions,Electricity,Centralized heat,Electricity,Electricity,Centralized heat,Ammonia,Methane,CO2 captured,Centralized heat,Electricity,Methane,Decentralized heat,Decentralized heat,Centralized heat,Electricity,Centralized heat,CO2 emissions,Decentralized heat,Centralized heat,Electricity,Centralized heat,Decentralized heat
sector,Shipping emissions,Aviation emissions,Agriculture emissions,Industry emissions,Industry CC,Heat Pump,Transport emissions,Offwind,Heat Pump,Onwind,Solar,Waste Heat,Haber-Bosch,Imports,Central heat production CC,Gas CHP CC,Gas CHP CC,Storage,Gas Boiler,Resistive heater,Storage,Hydroelectricity,Resistive heater,Decentral heat production emissions,Storage,Gas Boiler,Gas,Biomass CHP,Oil Boiler
2050-01-01 00:00:00,2.395939430289152,0.5793962900451491,0.060566004812164,1.2614915058804534,1.7794832773766414,10.766396895822844,0.0914749396457059,7.083999887472745,2.9587145415845577,6.033444808522038,,0.7789002531355562,0.8362106628737105,1.5560229173557771,2.5240692096279865e-07,3.274780300388391e-07,2.932861225907429e-07,,4.7422427170639366e-07,5.651994935413589e-07,1.0058559510380705e-07,0.07976695379974508,1.3245113517808144e-06,2.412966906693907e-07,6.163809780675886e-07,2.7927747090108024e-07,5.067287178685832e-07,1.89888345184042e-07,9.560429442556352e-08
2050-01-01 03:00:00,2.395939430289152,0.5793962900451491,0.060566004812164,1.2614915058643714,1.7794832771182074,10.711821534030662,0.4561862418773547,6.629704756144883,2.941414633678742,5.060490735397087,,2.404755175869637,2.590866614922247,1.5630169296991483,3.0449034415309657e-07,4.1592767705914994e-07,3.72510118607369e-07,0.0,6.337966684565239e-07,0.2156941294569341,1.4132483855499645e-07,0.07987654192615908,0.4426316259261509,2.913721737785588e-07,1.8013114115254905,3.1145785004596884e-07,5.667851402471677e-07,2.088541828434002e-07,1.099823982250646e-07
2050-01-01 06:00:00,2.395939430289152,0.5793962900451491,0.060566004812164,1.2614915058534035,1.7794832767957924,10.67802715220687,0.9672057186804628,6.870203453224473,2.930774624859725,3.9484007381088086,0.1280711013512908,2.40475822854297,2.5908700007894643,1.5708710028070458,3.2315747680453354e-07,4.501019310261394e-07,4.031227520955513e-07,0.0,7.189449532295218e-07,1.695659784337917,1.6746641609612927e-07,0.07987678710186304,0.6376797060067714,3.175340754574239e-07,0.7543277822387069,3.273931136473408e-07,5.788922194582306e-07,2.148886241840575e-07,1.1609951012676053e-07
2050-01-01 09:00:00,2.395939430289152,0.5793962900451491,0.060566004812164,1.2614915058385971,1.7794832762687387,10.643901255299049,0.7962370847311221,7.056661708715054,2.9200749870551643,3.519943997735238,3.2757653590224907,2.3305913582252273,2.51082988431735,1.5780995194237752,3.5438532352633416e-07,5.0953739305164e-07,4.563938954833222e-07,0.0,7.773831263923635e-07,1.0670209401310098,1.9304178671638919e-07,0.09265879514754913,0.0679007020545956,3.352611114853436e-07,7.192989430547335e-06,3.3156720083102493e-07,6.282489633749466e-07,2.221949505997617e-07,1.2037488202152632e-07
2050-01-01 12:00:00,2.395939430289152,0.5793962900451491,0.060566004812164,1.2614915058347946,1.7794832757161547,10.571298133034551,0.9380295692422822,7.06752619185871,2.8970352694461607,3.170260845465207,5.414876231492726,2.212714139083798,2.383611880796282,1.58703614228935,2.901242119846498e-07,3.918821737654739e-07,3.509790744686351e-07,0.0,7.236629466489245e-07,0.6876179028867685,1.1136489089245533e-07,0.0798764075656045,3.088303665744163e-06,3.1541172800908883e-07,8.200846304639931e-07,3.0426427438132337e-07,5.501179765168502e-07,2.04003282534656e-07,1.1671850892580922e-07
2050-01-01 15:00:00,2.395939430289152,0.5793962900451491,0.060566004812164,1.2614915059049066,1.779483274449757,10.228006109845445,1.071784448255794,7.04520343154155,2.78814695314255,2.0674179090955698,0.0723082305261243,2.402677752520757,2.5886247311427937,1.5956461008603453,3.2231220106202914e-07,4.50063796295393e-07,4.031016569457243e-07,0.0,7.217930771478273e-07,1.6576499108140357,1.401315736076205e-07,0.07987678989250846,0.2084604881362972,3.1795423023444676e-07,7.723888532517725e-07,3.2677386809094313e-07,5.796121788713392e-07,2.1434629951992175e-07,1.1623873300658545e-07
2050-01-01 18:00:00,2.395939430289152,0.5793962900451491,0.060566004812164,1.2614915059428078,1.7794832731788977,9.92173063315284,0.4932890580776977,7.081534800187405,2.690964170363185,2.2338787058969656,,2.4036689275349703,2.5896944017560544,1.60503360571314,3.2166297881858777e-07,4.489260163337124e-07,4.020824558524105e-07,0.0,7.211226295992959e-07,1.8464943047285145,1.3203785482762817e-07,0.07987678693042612,0.2504030284714962,3.175598608546748e-07,8.785657693051704e-07,3.2663307349786705e-07,5.785693307864234e-07,2.1426704483380327e-07,1.1622073998973601e-07
2050-01-01 21:00:00,2.395939430289152,0.5793962900451491,0.060566004812164,1.2614915059845873,1.7794832715491502,9.870931526802195,0.1956476716737204,7.083883891916166,2.6748303806701723,2.789242234654728,,1.1693989903246227,1.2576451329420644,1.6151426152535446,2.9922593912884705e-07,4.125128256368054e-07,3.694699169187309e-07,,5.36717700818815e-07,8.094770356338706e-07,9.77787003905824e-08,0.07987678713831063,2.643908276895758e-06,2.634906712393543e-07,5.102750204225277e-07,3.019931809467653e-07,5.784292126923938e-07,2.0566444395223386e-07,1.0134689759083903e-07
