snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Decentralized heat,CO2 captured,Hydrogen,CO2 emissions,Electricity,Centralized heat,Methane,Electricity,Electricity,CO2 captured,Centralized heat,Electricity,Centralized heat,Ammonia,Methane,Decentralized heat,CO2 emissions,Centralized heat,Electricity,Centralized heat,Decentralized heat,Centralized heat,Decentralized heat,Electricity,CO2 emissions,Decentralized heat,Centralized heat
sector,Shipping emissions,Aviation emissions,Agriculture emissions,Industry emissions,Industry CC,Heat Pump,Hydrogen production CC,Steam Methane Reforming CC,Transport emissions,Offwind,Heat Pump,Imports,Onwind,Solar,Central heat production CC,Gas CHP CC,Gas CHP CC,Waste Heat,Haber-Bosch,Storage,Gas Boiler,Decentral heat production emissions,Resistive heater,Hydroelectricity,Storage,Resistive heater,Gas Boiler,Storage,Gas,Power supply emissions,Oil Boiler,Biomass CHP
2045-01-01 00:00:00,2.464996698742424,0.5793962900451491,0.060566004812164,1.4191503820756382,0.8129696161303088,9.338078321466512,0.1167596582170785,0.4520996275596866,0.1332543591956762,7.083999918397312,1.660440255018752,10.855260842268176,4.096223414893527,,0.4214043686973039,1.0002803888501517,0.8998087570965855,0.5557128011319872,0.5953482359185156,,0.1984107849780312,0.04008766663096138,1.7183839494059582e-06,0.07976688957335365,3.2883876893557685e-07,1.586893695657801e-05,1.9947532788125173e-06,6.842987146498885e-07,9.909604412347299e-07,2.7425435403602153e-07,2.751880669683117e-07,4.5881440122481074e-07
2045-01-01 03:00:00,2.464996698742424,0.5793962900451491,0.060566004812164,1.4191503823014395,0.8129696044892245,9.291653150040725,0.1167596448182333,0.4520995758818631,0.6645405350444371,6.633595241509778,1.6500141872816203,10.874688605426032,3.2359927228413903,,1.1600198130436732,2.7535201749362206,2.4769470665973494,0.5557126708609645,0.5953481598846105,2.5753936182485293,2.8721117919170065,0.5815402187301615,0.053827704010781,0.07987633792842984,4.283324687543589e-07,2.086447161180371,5.023461328162749e-06,0.2159195604890518,1.1624641745868106e-06,2.897000772914868e-07,3.7407185906496354e-07,5.119588068858171e-07
2045-01-01 06:00:00,2.464996698742424,0.5793962900451491,0.060566004812164,1.4191503822909761,0.8129696048349246,9.262702854771764,0.11675965565938,0.4520996176755393,1.4089583305820454,6.877714558430282,1.6444895847562924,10.782050057849665,2.4240504585538507,0.1280708256678185,1.1991880237926735,2.84649314178908,2.560581503739435,0.5557101169424936,0.5953459292503065,1.064711031879809,3.5225881537251893,0.7136164132063055,0.1253489762478182,0.07989427928047818,4.030501377905434e-07,2.1421432655230097,3.842694269238671e-06,1.4078933284712631e-06,1.486416743800525e-06,3.105717444235633e-07,3.7530367059450554e-07,5.131139122597644e-07
2045-01-01 09:00:00,2.464996698742424,0.5793962900451491,0.060566004812164,1.4191503822561007,0.8129696052429527,9.232938378977611,0.1167596446409622,0.4520995751855238,1.1599030609321292,7.05893639988352,1.6409232342054485,10.763760110543537,2.167191379806505,3.264604598383597,1.015762258416414,2.411098384384993,2.1689193131359765,0.555712651906287,0.5953481243729276,1.57504083361502,2.121680273052454,0.4292525573226784,1.0741194735751032e-06,0.07987625474094115,3.039123949317529e-07,1.9352776270396537,1.4903569466477973e-06,8.976247439075568e-07,1.0597364941591785e-06,2.817912652301968e-07,3.773048057496026e-07,4.046908870596647e-07
2045-01-01 12:00:00,2.464996698742424,0.5793962900451491,0.060566004812164,1.4191503822487153,0.8129696054975716,9.17086199354598,0.1167596532334483,0.4520996083021392,1.366456535963393,7.068649565198754,1.6279925125338917,10.6899293657575,1.8346429417764112,5.410138220306102,0.9453788967896463,2.2440305275476224,2.018632329728317,0.5557124725517232,0.5953479923735961,1.0224450087621535,1.8697839788439805,0.37815169454176906,8.59427671400162e-07,0.07987626721245777,2.691995635916411e-07,1.7269050060036566,1.2620091980416866e-06,7.342658508417339e-07,1.1291798251206909e-06,2.876999924719286e-07,3.789005730937542e-07,3.9245206822180673e-07
2045-01-01 15:00:00,2.464996698742424,0.5793962900451491,0.060566004812164,1.419150382250618,0.812969605625068,8.877855755911204,0.1167596594428266,0.4520996322417477,1.5613013837582232,7.0456260379489475,1.5654765676806937,10.59249782949438,1.4912500122516517,0.0723081833513195,1.0768602018238325,2.556125638472897,2.2993795282411305,0.555712265340908,0.5953478344058591,2.392949219076434,2.4416109192394457,0.49414932540410034,7.176733540559342e-07,0.07987628482234406,2.4458248685231266e-07,2.1722669393545355,1.0856846921954846e-06,3.9283750190717737e-05,1.1817794928869883e-06,2.9119333780466016e-07,3.932875439470941e-07,3.810736113798989e-07
2045-01-01 18:00:00,2.464996698742424,0.5793962900451491,0.060566004812164,1.4191503822487725,0.812969605689742,8.616480234339184,0.1167596600667893,0.4520996346405356,0.71858934902721,7.0817451292229485,1.5094175310889877,10.447195644447689,1.7583662697495772,,1.0807772030106,2.56542338527364,2.3077433772292952,0.5557115085349121,0.595347242078096,2.675488232726567,2.5566666438683487,0.5175030644735638,5.698016541813214e-07,0.07987658121935244,2.067663886054481e-07,2.182909163871518,8.960401281420942e-07,1.8683696214323182e-05,1.3196588247871828e-06,3.0043444781290205e-07,4.026001760812552e-07,3.639731256315393e-07
2045-01-01 21:00:00,2.464996698742424,0.5793962900451491,0.060566004812164,1.4191503820137839,0.8129696174984603,8.573251582577115,0.1167596779796506,0.4520997037134509,0.2850059832554896,7.083893822297362,1.49951097428924,10.224954060074198,2.144406840119705,,0.5399345970586474,1.2816338447295097,1.1529020987591796,0.555710016869721,0.5953459898790797,,0.7930641037889841,0.16027693734097068,5.211490176253952e-07,0.07987720579801376,1.92507193528128e-07,0.2870018730354956,8.357318647000624e-07,8.428074612545102e-07,1.438994600007412e-06,3.070370663215776e-07,3.456117273702772e-07,3.528348593143017e-07
