snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
carrier,CO2 emissions,CO2 emissions,CO2 emissions,Electricity,CO2 emissions,Hydrogen,CO2 emissions,Decentralized heat,Methane,Centralized heat,Electricity,CO2 emissions,Electricity,Decentralized heat,CO2 emissions,Electricity,Electricity,Methane,CO2 emissions,Electricity,Centralized heat,Decentralized heat,Decentralized heat
sector,Shipping emissions,Aviation emissions,Agriculture emissions,Nuclear,Industry emissions,Steam Methane Reforming,Methane production emissions,Heat Pump,Imports,Biomass CHP,Biomass CHP,Transport emissions,Offwind,Gas Boiler,Decentral heat production emissions,Solar,Onwind,Storage,Power supply emissions,Gas,Gas Boiler,Resistive heater,Oil Boiler
2023-01-01 00:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259996623703649,2.645169243643094,0.4103717922659681,0.1079925769120968,0.45452559139952015,28.191219159332796,0.1845094033054522,0.0600211311957495,0.2314782767104599,1.5070253394659916,7.245653025895353,1.5802375526358288,,2.4048069149200604,0.1846000618262187,4.0161936849950375e-07,8.862430533268578e-07,0.4443843661915808,1.6938748660001771e-06,8.608384571793845e-07
2023-01-01 03:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259996621869003,2.6451692449846047,0.4104230474445219,0.1080060651169794,0.45449848119433767,28.52174634566128,0.3622357084661796,0.1178357123926126,1.1530945654098002,1.4694142253022784,11.910694816196276,2.542101847141751,,1.8898139911741656,4.831754548108394,4.013017692890256e-07,8.854775416299907e-07,0.4443843669320663,1.711353805351014e-06,8.874997591458715e-07
2023-01-01 06:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259996602003734,2.645169246614453,0.4106669582313931,0.1080702521661561,0.45447378548330325,28.580204133150115,0.3779604586183718,0.1229509925626028,2.4466738109684,1.4556055998573276,12.32347058899847,2.627210260994761,0.0149186119541102,1.332621502664579,5.468455326205454,3.9844193577983845e-07,8.779385468409742e-07,0.4443844026532782,1.726725269591661e-06,8.880311473442908e-07
2023-01-01 09:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259996592375362,2.6451692485260456,0.4106699101704363,0.10807102899222,0.45450999052171687,28.35097303058491,0.3221383945756627,0.1047920078740107,2.0212058097165997,1.4970445138616022,10.858203435198696,2.325093316665041,0.8186444199618114,1.0684602215502177,4.20761920901273,3.969415183045275e-07,8.740103459966655e-07,0.4443844175628987,1.7327203861435964e-06,8.593107570804276e-07
2023-01-01 12:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.02599966607697,2.645169250596278,0.4106711023355762,0.1080713427198885,0.4545227380803725,27.965334316649525,0.3043326609711437,0.0989997812797696,2.3810296105596,1.5001266279175969,10.390821047343607,2.2287257799101794,1.374907044093447,0.9796583127200258,0.1709377073583309,4.078541277366025e-07,9.026352300948512e-07,0.4443842932821022,1.6667656149607917e-06,8.247918259568127e-07
2023-01-01 15:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.025999765695043,2.645169252874896,0.4106703686974547,0.1080711496572249,0.4544953092772466,27.68813952057028,0.7733804405364393,0.251581589090167,2.7159368369899997,1.485007076991642,11.038883157354745,2.2760642107590443,0.0041007764047618,0.9002735046380993,0.0,1.6848936954999968e-06,4.424081607328102e-06,2.870132500307067e-05,9.893294632685e-07,8.817455340595348e-07
2023-01-01 18:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997657158193,2.645169255348758,0.4105571901000159,0.1080413658157936,0.45446892040266107,27.649946656238505,0.7687545215185309,0.250076772060245,1.2475093972432,1.5061026540772862,10.9174895169034,2.2510345864702876,,1.0629509664503565,0.0,1.6865478772564682e-06,4.42862261002568e-06,2.865754276967004e-05,9.877543535896575e-07,8.845166802508564e-07
2023-01-01 21:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.025999763587925,2.6451692581034596,0.4105302164262113,0.1080342674805819,0.4544436730316638,27.834759972885053,0.6407554113064525,0.2084385072924604,0.4941432531074,1.5069819718427422,7.558402184268973,1.5584439980891027,,1.2798906401643475,0.8343944907366532,1.4863309552979026e-06,3.870207862094454e-06,5.3075752419108114e-05,9.908984630675004e-07,8.725233488472321e-07
2023-01-02 00:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997635607092,2.6451692611685855,0.4105298183185761,0.1080341627154147,0.45442172109054296,27.964431902016603,0.6476973584010032,0.2106967310461094,0.2371605713672,1.5056021834987825,7.740638825866789,1.596018544936122,,1.0580300832347609,0.8934479972069385,1.485294319082508e-06,3.867436719023796e-06,5.298002798631864e-05,9.956250614133944e-07,8.730646903683815e-07
2023-01-02 03:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997698829106,2.645169264646987,0.410555618863015,0.1080409523323723,0.4543920513858333,28.048435498443315,0.8238395832146836,0.2679960089975478,1.1640446384918,1.493070234772528,12.785111267958747,2.639230341667673,,0.8352477150894688,4.430053970888635,2.3597179193395407e-06,6.309231819491173e-06,0.0160920354496092,9.66454158176912e-07,8.948634569290735e-07
2023-01-02 06:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997754160537,2.6451692686251542,0.4108448234692153,0.1081170588076882,0.4543676753649908,27.891952833172564,0.8238440363383047,0.2679974576040268,2.515282440231601,0.9002990129727461,13.231457809273946,2.7345613798938744,0.0192564296654093,0.5264025318989902,2.6591033563787354,4.923674512863721e-06,1.3481463170841147e-05,0.0330912786240624,9.286882007770576e-07,8.93495000921479e-07
2023-01-02 09:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997733238673,2.645169272442679,0.4108448232455672,0.1081170587488335,0.45430395824998393,27.556200162561485,0.7965630596916191,0.2591229230322135,2.1131868285034003,0.4234917536984918,11.64711639144463,2.4014696304595935,2.0367923640669865,0.3289830478378593,5.4084780317805565,3.6727829893544175e-06,9.981850059852617e-06,1.0780899729692364e-05,9.268047504508444e-07,8.303397435170014e-07
2023-01-02 12:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.025999778257745,2.645169276472593,0.410844823012379,0.1081170586874681,0.4542620427867683,26.971674415298903,0.7773123706681048,0.252860650699263,2.4777984431928006,0.7719468826924428,11.141775268980467,2.297274994383849,1.0298450573039908,0.4815614300643808,0.0,0.11194043197214651,0.3134329012966926,7.738009145992961e-06,9.024250343695248e-07,8.325748477358703e-07
2023-01-02 15:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997783922623,2.645169278669414,0.4108448235350751,0.1081170588250197,0.45422857398513555,26.671206918041715,0.8040090298965117,0.2615451061109135,2.7688533110940003,1.3078941728902205,11.84255031494212,2.441764697291636,,0.677961409949839,0.0,0.21881500023355255,0.6126816917016324,7.662748506955543e-06,9.0829549370006e-07,8.925398547693148e-07
2023-01-02 18:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997725985923,2.6451692803634836,0.4106535426103082,0.1080667217395548,0.4541955915693051,26.492297500948936,0.7990024595897105,0.2599164627580986,1.3117956267130002,1.5065145215263778,11.711287562838349,2.4147009914469533,,1.2942261039813765,3.88753267921583,3.206425138583327e-06,8.676532978014851e-06,1.167798556757623e-05,9.426821873024458e-07,8.906965346821539e-07
2023-01-02 21:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997638880047,2.6451692822243165,0.4106344571436381,0.1080616992483258,0.45416012590368915,26.054756434021797,0.6605828108960901,0.2148883842674028,0.5242619802394001,1.5070090488478636,8.078997659575123,1.665782202323492,,1.7575744170504926,0.0,1.5099582842829198e-06,3.936071073950997e-06,4.757294491860104e-05,9.918467475223064e-07,8.707292340997721e-07
2023-01-03 00:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997635647955,2.645169284265725,0.4106336554162968,0.1080614882674465,0.45412525581381413,25.614394636136534,0.5513309187040656,0.1793486121085515,0.23857876189264,1.5029807147156522,5.211499143550008,1.0745464405130523,,1.40770526496033,0.4812443462543015,1.4852165660135264e-06,3.867265950925016e-06,5.2990566736263976e-05,9.849979561657776e-07,8.487554476045773e-07
2023-01-03 03:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.025999763568133,2.645169286517939,0.4106419156388217,0.1080636620102162,0.45409683612260265,25.13845603478398,0.6696290204203232,0.2178311271246834,1.0980155513808,1.50603205578578,8.316638217288137,1.714781179199366,,1.222048502998172,4.159803430149593,1.4853366222926633e-06,3.867653047572731e-06,5.233302544834874e-05,1.0011692258252332e-06,8.688312315010119e-07
2023-01-03 06:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.025999769816205,2.64516928895597,0.41073836782486,0.1080890441644368,0.4540594856839245,24.333089757713065,0.6801327022062426,0.2212479874646813,2.3809165773588004,1.503202074073995,8.59140953828207,1.771427927054617,0.0,1.0537645282246872,0.4721778339129087,2.3209875920537385e-06,6.200759110785508e-06,1.5603043737807843e-05,9.63513737570621e-07,8.663154874993873e-07
2023-01-03 09:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997703103485,2.6451692916854443,0.4107394779699651,0.1080893363078855,0.45400109610605194,23.43536113012656,0.6429773905808921,0.2091613198275191,2.0901187297068,1.4740618126276448,7.616186061811912,1.5703507756297197,0.3364888490705406,0.9082274710638624,0.0,2.3729639553904837e-06,6.345812019188559e-06,1.48739542834233e-05,9.598459431135897e-07,8.510972992838995e-07
2023-01-03 12:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997700406007,2.6451692947820726,0.410739779728556,0.108089415718041,0.4539551625220844,22.869789763999645,0.6311250687894909,0.2053057452688706,2.4575866121482,1.5047197584614969,7.305143055530637,1.5062182835290425,0.497433251380926,1.0142811732208368,2.3989626170002447,2.3238160747079524e-06,6.208446938010164e-06,1.5320498714730827e-05,9.616365876103293e-07,8.50427016954293e-07
2023-01-03 15:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997751908765,2.645169298330462,0.4107393518548657,0.1080893031197015,0.45392368413808376,22.245376788430463,0.6475640628026457,0.2106533698273666,2.722840010072,1.4858166069061047,7.736516639430618,1.5951602020225233,0.0037038144290751,0.9520651481412836,0.0,4.5863285029905016e-06,1.2537124916505107e-05,9.69974608647636e-06,9.339947229363622e-07,8.605072631054294e-07
2023-01-03 18:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997750707783,2.645169302537264,0.4106766149284249,0.1080727934022171,0.4538895915010042,22.389858138075763,0.6444849191918378,0.2096517207009593,1.3619097429366,1.402308532094055,7.655731562784457,1.578503503206491,,0.8329897763407343,0.0,4.5493166270770665e-06,1.2433588573177007e-05,9.790431620914546e-06,9.298306011714932e-07,8.619243668497615e-07
2023-01-03 21:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.025999773291062,2.6451693076926426,0.4106611157724684,0.1080687146769653,0.453852250444856,22.8453271179656,0.5593013525735714,0.181941403849234,0.5481257847182001,1.4193777994404737,5.419888210136115,1.1175051745103095,,0.7667488205694885,0.0,3.1559412606652824e-06,8.534390117526738e-06,1.1359104988811569e-05,9.29571159356956e-07,8.484904046267872e-07
2023-01-04 00:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997698280954,2.645169314326078,0.4106604076082776,0.1080685283179678,0.4538181989627168,23.558260464342233,0.5650718645394642,0.1838185583441631,0.2477652402084599,1.4033199933382177,5.571509194700746,1.1487680907131101,,0.6975848583719423,3.16030732052328,2.3218272582641616e-06,6.202968532282616e-06,1.5771181602391066e-05,9.51411865742356e-07,8.513142413753445e-07
2023-01-04 03:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.025999769824802,2.6451693239280134,0.410665759719485,0.1080699367682855,0.4537899367380265,24.04195321915221,0.6938764447465445,0.2257188434717675,1.0411193415792,1.4048573703032068,8.952434268174983,1.8458660025890188,,0.7258757934933266,6.162153011445654,2.325110720690014e-06,6.212196754656425e-06,1.5529173760563683e-05,9.650695874286611e-07,8.706090814591945e-07
2023-01-04 06:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997773791234,2.6451693418862723,0.4108448182383307,0.1081170574311396,0.4537577331955734,24.066110455677837,0.7052804444882401,0.2294285783274998,2.2335105074516,1.1513247702122018,9.251601452449648,1.9075485486419794,,0.5489120224410157,0.0,1.3245927383847175e-05,3.678102837161993e-05,8.272365835869234e-06,9.180489826651216e-07,8.692982997920521e-07
2023-01-04 09:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997773924143,2.6451693449501135,0.4108448190060662,0.1081170576331753,0.45369799187769416,24.0943516445232,0.6648242811400842,0.2162681396479792,2.3829098476430004,0.7571683143733648,8.189757857767715,1.6886117342063796,0.221080138563714,0.4682414760559862,0.7135363631744549,1.268438326991555e-05,3.520858605047744e-05,8.338681745524358e-06,9.149585402206384e-07,8.566058217131415e-07
2023-01-04 12:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997783522077,2.6451693483943663,0.4108448190420133,0.108117057642635,0.4536576598075714,24.16008674475708,0.6519204105094866,0.2120704949850136,2.9754237134960007,0.5985506653986062,7.851079315756153,1.6187810137694407,0.2246539808118668,0.3975708023873312,0.0,0.22353167488596137,0.6258883808050983,7.858475992905901e-06,9.09696636967762e-07,8.566950400945607e-07
2023-01-04 15:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997783902288,2.6451693482221437,0.4108448189814427,0.1081170576266954,0.45362710526929545,24.43228891426763,0.6698130855188886,0.2178910037230119,2.7817801137619997,0.5083050477280808,8.320762396002255,1.7156228856850786,,0.3293083196144095,0.0,0.273072664475659,0.7646031513576625,7.845671182319379e-06,9.102100558009644e-07,8.642630633029323e-07
2023-01-04 18:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.025999778360037,2.6451693415749618,0.4105521458793378,0.1080400383892994,0.4536009617917021,24.79583364082341,0.666460620367026,0.2168004427699964,1.5231691602478,0.5965101799127338,8.232791261295311,1.6974845072529783,,0.4033695418729493,0.0,0.19247845464791227,0.5389393641125574,7.84105438211414e-06,9.090928734331164e-07,8.668746449577174e-07
2023-01-04 21:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997783450878,2.645169338018256,0.4095715205724471,0.1077819790980124,0.4535711146773178,25.26841946157865,0.5748857600722885,0.1870110303849613,0.713545446276,0.582193769991479,5.8291376181985015,1.2018858290884051,,0.3388634099896993,,0.20869773050934268,0.5843533365566468,7.91855536175601e-06,8.999547744690447e-07,8.533227392892913e-07
2023-01-05 00:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.025999778307576,2.6451693353592707,0.4092892049813019,0.1077076855213952,0.453550393944799,25.9964553006219,0.6043980873480846,0.1966114260047986,0.3247427730924,0.602290757133535,6.603806342447678,1.3616113367154874,,0.2896159320824324,,0.2906459336923055,0.8138083057572244,7.895615198257142e-06,9.087865327501178e-07,8.599931710825015e-07
2023-01-05 03:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997783060737,2.6451693331460104,0.409337910034828,0.1077205026407442,0.45352375123117317,26.87006844402135,0.7523255295778656,0.2447324011879804,0.5376087165488,0.5498592994454887,10.486674047544147,2.162202584888828,,0.3023693445955457,0.0,0.19223396435469786,0.5382547916902851,7.716312139044677e-06,9.206484912315586e-07,8.724136358042376e-07
2023-01-05 06:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997783859651,2.645169331251419,0.4096895291924105,0.1078130339980027,0.4534986924572352,27.63324444732944,0.7557063059039154,0.2458321718000689,1.4792556067146,0.4508146207512744,10.575439458693644,2.1805047292555604,,0.2812196539055162,0.0300699024719506,0.3431639415636231,0.9608587272719425,7.704863786109888e-06,9.143464340937172e-07,8.722784688739056e-07
2023-01-05 09:00:00,2.8187653209961363,0.3289278499467999,0.03438379928386,1.0259997784574435,2.645169329602859,0.4098894378262776,0.1078656415332309,0.45347736559819113,28.30444593076641,0.710419716977206,0.231100389860055,2.3547483943125997,0.5359597905914045,9.386768031446088,1.9354178545235166,0.1478885453448693,0.3076021881690923,4.192768351407722,0.8510826569137419,2.383031129820835,7.809433448999225e-06,9.068081071861026e-07,8.625140162827165e-07
