config,cost_segment,cost/carrier,2023,2030,2035,2040,2045,2050
net_imp_nl,Net_Imports,H2,0,-8868993.963096559,-27659268.66478329,-20376627.77075774,-5276941.368197575,-377863400.5326399
net_imp_nl,Net_Imports,elec,597428898.7244401,-2545675262.754977,-3994938664.7366533,-4949040603.702265,-4585393436.433874,-7125402613.50565
net_imp_nl,Net_Imports,gas,0,0,0,0,0,0
net_imp_nl,Net_Imports,total,597428898.7244401,-2554544256.718074,-4022597933.401437,-4969417231.473022,-4590670377.802072,-7503266014.038289
prod_lu,Energy production,capital,184552218.72241178,243165299.0412669,255251672.23274657,324394895.8018052,377723107.47053254,416747768.45900035
prod_lu,Energy production,marginal,17409077.27224178,695222565.3209466,698868661.6190641,625190170.1521904,577585106.0405536,522765600.2350704
prod_lu,Energy production,total,201961295.99465355,938387864.3622135,954120333.8518107,949585065.9539957,955308213.5110861,939513368.6940708
sto_lu,Storage,capital,458658732.9053118,533684070.97011316,533599388.3883993,533725754.7575073,533798585.4928122,533784114.9042268
sto_lu,Storage,total,458658732.9053118,533684070.97011316,533599388.3883993,533725754.7575073,533798585.4928122,533784114.9042268
distr_lu,Distribution,capital,44548525.32554416,88993368.9505315,98667872.34037507,105494254.06886075,120743173.61736448,133811187.49690518
distr_lu,Distribution,total,44548525.32554416,88993368.9505315,98667872.34037507,105494254.06886075,120743173.61736448,133811187.49690518
net_imp_lu,Net_Imports,H2,0,0,0,0,0,37777488.44538763
net_imp_lu,Net_Imports,elec,280959001.78743446,485980869.4265331,552239942.5337043,594030605.2507925,680305839.0062636,771936420.5718489
net_imp_lu,Net_Imports,gas,147873120.85170788,116925760.12543672,116775601.4657563,108526420.75557458,100463283.68022779,66888579.90112089
net_imp_lu,Net_Imports,total,428832122.63914233,602906629.5519698,669015543.9994606,702557026.0063671,780769122.6864914,876602488.9183574
