config,cost_segment,capital,marginal
2023_nl,Storage,471313421.61709523,0.0
2030_nl,Distribution,1736327154.5116553,0.0
2030_nl,Energy production,15544070377.27917,23083775052.228703
2030_nl,Storage,930718476.9758726,0.0
2035_nl,Distribution,1910587583.562659,0.0
2035_nl,Energy production,18276308573.330727,22894856006.60627
2035_nl,Storage,931046926.572521,0.0
2040_nl,Distribution,2296284169.3245916,0.0
2040_nl,Energy production,23820319629.28984,20326360709.750916
2040_nl,Storage,938318986.7927731,0.0
2045_nl,Distribution,2517436047.6154704,0.0
2045_nl,Energy production,26858096807.523354,18573263574.622677
2045_nl,Storage,944627707.3754079,0.0
2050_nl,Distribution,2686153025.2971354,0.0
2050_nl,Energy production,51886415486.88577,16508803275.089529
2050_nl,Storage,1316241508.6399226,0.0
2023_lu,Distribution,44548525.32554416,0.0
2023_lu,Energy production,184552218.72241178,17409077.27224178
2023_lu,Storage,458658732.9053118,0.0
2030_lu,Distribution,88993368.9505315,0.0
2030_lu,Energy production,243165299.0412669,695222565.3209466
2030_lu,Storage,533684070.97011316,0.0
2035_lu,Distribution,98667872.34037507,0.0
2035_lu,Energy production,255251672.23274657,698868661.6190641
2035_lu,Storage,533599388.3883993,0.0
2040_lu,Distribution,105494254.06886075,0.0
2040_lu,Energy production,324394895.8018052,625190170.1521904
2040_lu,Storage,533725754.7575073,0.0
2045_lu,Distribution,120743173.61736448,0.0
2045_lu,Energy production,377723107.47053254,577585106.0405536
2045_lu,Storage,533798585.4928122,0.0
2050_lu,Distribution,133811187.49690518,0.0
2050_lu,Energy production,416747768.45900035,522765600.2350704
2050_lu,Storage,533784114.9042268,0.0
