snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
carrier,Oil,Decentralized heat,Electricity,Centralized heat,H2,Centralized heat,Electricity,Electricity,NH3,Li ion,Methane,H2,Decentralized heat,Electricity,Electricity,Centralized heat,Decentralized heat,Centralized heat,Decentralized heat,Centralized heat,Centralized heat
sector,Fischer-Tropsch,Heat Pump,Offwind,Heat Pump,Electrolysis,Waste Heat,Onwind,Solar,Haber-Bosch,Storage ,Extraction,Ammonia Cracker,Gas Boiler,Battery,Hydroelectricity,Gas Boiler,Resistive heater,Resistive heater,Storage ,Storage ,Biomass CHP
2050-01-01 00:00:00,2.413549185166439,5.456098748089864,8.98209971019619,1.1990242777515798,0.5926378039684783,5.885849604395536,3.965727090868661,,5.733153141914205,,1.5244453894015937,2.318173325090059,0.081401208548761,0.0022849988072551185,0.0797670205070598,2.879863365449203e-07,0.0620559609949677,2.403544511908221e-07,2.4876510780146017e-05,2.057383213128039e-07,1.6967668482608125e-07
2050-01-01 03:00:00,2.413549088972416,5.43288027093824,8.81728956958592,1.193186589454276,0.5926366338279516,10.060216127841205,2.8431564906484414,,10.238214454781165,,1.528080776026164,2.318173487743782,1.485365514856145,0.0027141705029099803,0.09265962258098306,3.045382590895579e-07,0.7150014032727547,2.6076491103031704e-07,0.3050383193875938,2.426647188686834e-07,1.8136587836921752e-07
2050-01-01 06:00:00,2.4135492156657454,5.41775970364751,8.867875360192281,1.1880372894063476,0.592634938933761,10.434187945193278,2.302623748583404,0.1454356661715949,10.64181270975517,1.1575785360922783,1.531756636069172,2.318173482149722,1.5757160681520703,0.0032402830631503192,0.09266725649034332,3.082412972089617e-07,1.1657487723354447,2.651143780672851e-07,0.017891063426026,2.414498731641428e-07,1.8367649089194474e-07
2050-01-01 09:00:00,2.413548886722447,5.400930521191282,8.973383938243057,1.1795805309497034,0.592637342869606,9.133354184278046,2.1322142369345984,3.4924030183144597,9.237926200168117,,1.5354288815043116,2.318173489984662,0.8096757722408738,3.5281338001477792e-06,0.09265590215566612,2.999282290648909e-07,1.1186807021703666,2.6006286241351436e-07,7.276976977414264e-07,2.0027697583794794e-07,1.749898494655992e-07
2050-01-01 12:00:00,2.413549046288441,5.369319389781561,8.970964425738822,1.1703466971336058,0.5926376897735128,8.72495857233129,1.7828764431823176,5.546005851512222,8.79717709001021,,1.539434552971482,2.318173417989279,0.7161369246018867,2.4503267986090693e-06,0.07987648454938627,2.92976048344496e-07,0.9733961096106584,2.49955944212407e-07,4.007090362926422e-07,1.730989315501589e-07,1.6871953499923404e-07
2050-01-01 15:00:00,2.413548609917375,5.221028632449904,8.94177936406917,1.1285679953051633,0.5926376608845794,9.345803002571177,1.4467850553250152,0.1225685655710158,9.467205092766216,1.6609854215501345,1.543783687045249,2.31817349547632,1.739421949666447,0.013276881340165624,0.07987655439838065,2.9608124246733237e-07,0.4733731819216476,2.0144976763864238e-07,7.366100344392987e-07,1.7070219946619242e-07,1.6899083646936972e-07
2050-01-01 18:00:00,2.4135482445330876,5.088937551231011,8.980245065964024,0.8260920335382304,0.5926378865833858,9.539781303069155,1.805848884059048,,9.67654965316885,0.8588150176838866,1.548081460383029,2.318173501325836,1.7401418929182684,0.008679028716807428,0.07987630852414081,2.908803001835544e-07,0.5344866972825435,1.9695351522845682e-07,6.054271098609513e-07,1.5274262890917174e-07,1.640808414013884e-07
2050-01-01 21:00:00,2.413549286966864,5.067466054925867,8.981763951624394,1.086779981411406,0.592636764680901,6.277482878539309,2.1614210897648976,,6.155812368857321,,1.5523253317503871,2.3181734406639847,0.4584730202850279,0.007456115370907759,0.0926584437924337,3.006110788715973e-07,0.0121763403705697,2.0363717286842895e-07,2.965335693303285e-07,1.635873914879798e-07,1.7302668258059565e-07
2050-01-02 00:00:00,2.4135493363887273,5.069504363261207,8.979598028951678,1.089076494482171,0.59263669698106,6.520588523930074,1.8917378836309977,,6.41817688307718,,1.5569738398035111,2.3181734344084206,0.5982330300928672,0.007149013510256259,0.09265849403361658,3.007650989735639e-07,0.0125950270402555,2.0367417802177006e-07,2.723292009861632e-07,1.5608445742872517e-07,1.7336533590048146e-07
2050-01-02 03:00:00,2.4135496412006683,5.095238573306415,8.965710371271218,1.0963697791261116,0.5926366824292342,10.826443631615799,1.6141012284956795,,11.06514235294458,0.2409192590887525,1.5620141479114966,2.3181734718614946,1.7541144230281749,0.00877216537002013,0.09235154604147189,3.676429082982546e-07,1.5674925071733572,2.3431169826430377e-07,0.1257988168511589,0.2577401182310121,1.899554017984024e-07
2050-01-02 06:00:00,2.4135508118460587,5.102586643284732,5.95874275652257,1.0953453386882228,0.5926364645999639,10.836858260564489,0.9438833739527104,0.1620959139426929,11.076381649748104,2.3521611026471394,1.5670282791575936,2.318173461967818,1.9249727174733,0.40360311028162177,0.09147311031338806,4.80688503003007e-07,1.7771185091734434,2.8242196057099357e-07,2.1204490581542734e-06,0.6527704415786217,2.283747040788943e-07
2050-01-02 09:00:00,2.413549455848291,5.206769357354412,2.782123190240884,1.126882262235747,9.757975035105718e-06,10.022425925078233,0.5779553208570949,8.229773802712247,10.274179883168024,,1.5720105043684154,2.318173461929029,1.1729948809140192,9.230317876330882e-06,1.3973671564320116,3.1280520925637045e-07,1.494710696939174,3.569166855921864e-07,3.0342752349853874e-07,1.5957579263911964e-07,1.8413787045349997e-07
2050-01-02 12:00:00,2.413549218794878,5.342044505933794,4.734106180196243,1.1670923842955772,0.5926356761535492,9.52427625796683,0.7375279267880305,4.737581780394298,9.659817504567776,,1.5772557403775318,2.3181734682696655,1.2926110105554929,5.014707561120896e-06,0.09004658126084733,3.0697284715861645e-07,0.9445040804872976,3.4041140242379157e-07,2.582690823276818e-07,1.5694234972838364e-07,1.790134638821767e-07
2050-01-02 15:00:00,2.4135493308574496,5.314864480528261,8.470115853638738,0.7262132625288301,0.5926378002782163,10.600111538798222,1.158104730244555,0.025689082707362,10.815651828412436,2.2174610293172745,1.582706280678812,2.318173467763299,2.673439626303054,4.704328820542937e-06,0.07672913888899759,3.738421088779249e-07,6.503122592002483e-07,1.0092679715947353e-07,0.000863017640959,2.5798731649278066e-06,1.8408636654299606e-07
2050-01-02 18:00:00,2.4135492624111192,5.311873024158834,8.981148992371217,0.3876369081274145,0.5926379183654239,10.819718090301189,2.267301423059776,,11.057881736232025,0.9273676581687432,1.5878800773168182,2.3181734722715004,2.6002089802505104,3.417274095332614e-06,0.07627886273075488,3.723107441486949e-07,6.496349918303651e-07,1.0054870491135169e-07,8.349114632307039e-07,1.9700460052477005e-06,1.8194727375581477e-07
2050-01-02 21:00:00,2.413548762247648,5.24082932921593,8.981933053408625,1.9121075377585553e-06,0.5926378945887973,7.916022285808356,2.79476665966488,,7.922528370328547,,1.5928129310888004,2.31817341747009,0.5387150247566627,3.019056308907557e-06,0.07589868181982803,2.8660768801901004e-07,2.008727272627063e-07,9.191159053999453e-08,4.22892548360208e-07,1.35740364948062e-07,1.6271516578339454e-07
2050-01-03 00:00:00,2.413548561181879,4.538260388648595,8.975188700882686,1.462197962105607e-06,0.5926380037538935,5.468369811565233,2.049682836230489,,5.25976238710582,,1.5982036995503948,2.3181733238567306,0.0302380952534559,2.138929148871382e-06,0.07559820482912916,2.8100938642318586e-07,1.4900258011329893e-07,9.047642571757397e-08,3.775562615953307e-07,1.3070006900999378e-07,1.5955142411923304e-07
2050-01-03 03:00:00,2.4135475929026615,5.381996090641344,8.980162429526196,0.1801299373927304,0.5926379715803272,8.217279764162717,2.089331164671874,,8.249279449317756,,1.6041214654298488,2.3181735400441985,0.6405177222585978,2.3494434169092283e-06,0.07547361224698633,2.890641485574746e-07,1.774248961491058e-07,9.234949708026409e-08,0.0795660860642913,1.368810495438074e-07,1.6361498797512217e-07
2050-01-03 06:00:00,2.4135464618536244,5.253142993706567,8.975620723392874,2.9715431600005873e-07,0.5926378861838997,8.656568289674736,1.7624482118963496,0.1282607105490362,8.723369492439138,0.9385253145715748,1.610593757893095,2.318173620107675,0.8802599315856584,0.1846340192932483,0.07541434297938791,2.9485983221124944e-07,1.1142693775355025e-07,5.74949178865731e-08,0.1337754659875539,1.398769159401145e-07,1.672915714022098e-07
2050-01-03 09:00:00,2.413548472292018,4.942567560556325,8.837725452987986,3.3996499106568977e-07,0.5926324208119269,7.736567808219145,1.6168013522597366,1.4998654953282955,7.7304872361221,0.2243449574032758,1.617635870166923,2.3181736249000067,0.7274933989155742,0.09931546904390481,0.08801306995834401,3.117317956213702e-07,1.0441997980047437e-07,5.8290774762093955e-08,5.94610206785956e-07,1.581130223321501e-07,1.8089488998662287e-07
2050-01-03 12:00:00,2.4135484716420468,5.229837928371329,8.974761044790792,3.593584578572132e-07,0.592632429252124,7.443112580079279,1.8794336493682413,1.5162552167562167,7.4137844398110895,0.4629348392559151,1.6252394142516633,2.3181736263044304,0.2497590102600173,0.0854072235653589,0.08790101346385856,3.117345608937825e-07,1.0251570813221872e-07,5.823987948379695e-08,4.491878524166335e-07,1.525480646711803e-07,1.8113742241249796e-07
2050-01-03 15:00:00,1.6894879504508749,5.386462721195402,8.864278320220103,6.983866215773842e-07,0.59263752541691,7.850000888280985,1.49492408885885,0.0039018031624337996,8.000583600204463,2.2171691738869725,1.6334371684186006,2.318174472305759,0.3572232170329117,0.08234021312205543,0.08782427778471977,4.243400327475462e-07,1.0510818229724407e-07,6.339256061104035e-08,4.246127195581404e-07,4.890209066760282e-07,2.1566056900912825e-07
2050-01-03 18:00:00,1.6894879471610664,5.3248983949806785,8.431847073981936,6.609210276981199e-07,0.5926375852999919,7.773762774489204,1.3310512932707577,,7.918305878475397,0.9997557601413604,1.6422721071329986,2.3181744698597013,0.3693055554817735,0.07566682610497069,0.08774506851271774,4.208993093188724e-07,1.0583693309136033e-07,6.317553928957823e-08,4.156884690598626e-07,4.1816114090832323e-07,2.140147862309275e-07
2050-01-03 21:00:00,1.6894880363007898,4.295082136681637,8.742560525418451,6.050426089130471e-07,0.592637380344779,5.664622162456647,1.315541205300372,,5.642078831566271,,1.651782621990894,2.3181744451932462,0.0302029979839354,0.06914583760263247,0.0876838863854654,4.1515677183968113e-07,1.0598634906021633e-07,6.274903897327358e-08,3.9088528973737954e-07,3.626635554149847e-07,2.142838345026633e-07
2050-01-04 00:00:00,1.6894880323156731,4.234795210962939,8.77206057811081,5.735329333777518e-07,0.5926374267463352,5.58101801476177,1.1921173116971588,,5.551851535473199,,1.661995400386138,2.3181744424055157,0.0302095884629204,0.06340444087102498,0.0876119309205826,4.107356974135064e-07,1.071401747269031e-07,6.269864303545063e-08,3.942136994271636e-07,3.15999933151591e-07,2.119313344145902e-07
2050-01-04 03:00:00,1.6894879734044193,5.532027201758077,8.763952504455315,6.347001022977945e-07,0.592637579298571,8.596535582746291,1.1989938127158732,,8.806258870234211,,1.6729532570090244,2.31817446240582,0.6855587951517467,0.06491653465602736,0.08752631732066771,4.238768955853258e-07,1.100549094223807e-07,6.349923399495541e-08,4.511411081228626e-07,3.326055582000002e-07,2.151635687366991e-07
2050-01-04 06:00:00,1.689488003828454,5.542517981560927,7.501157889518802,6.739310048689871e-07,0.5926365808669302,8.863341199082754,0.9703744797226664,0.0190678174594123,9.094201044140354,1.075604210555683,1.684542690760462,2.3181744606210573,0.8478282964457284,0.07440746220577511,0.0874586065231797,4.396050681824139e-07,1.0615777627377944e-07,6.25338100802261e-08,4.204326428697853e-07,3.518870403120845e-07,2.241969255612705e-07
2050-01-04 09:00:00,1.6894880324448396,5.467154035653304,4.891247399605912,6.863477986745285e-07,0.5926369499423597,7.9161990410978245,0.7337777959350835,1.0909959314545188,8.072026051873078,0.9592145862972858,1.696712434100716,2.318174453184547,0.3099073633288682,0.030797451813923182,0.0874013071446105,4.3562191191889954e-07,1.0186785564452749e-07,6.201683236662874e-08,3.730194550490759e-07,3.186408230855349e-07,2.2534593407708686e-07
2050-01-04 12:00:00,1.6894880391396925,5.347905922317359,3.9728971099269854,7.121188902246187e-07,0.5926364216368423,7.61408427049228,0.6085259248175309,1.3055233836854752,7.745977795895919,1.2696280296533402,1.7097118454444749,2.318174453893472,0.2335339975865782,0.024889006721390713,0.0873699269033248,4.396758029691018e-07,1.0646305698749405e-07,6.401470903256128e-08,3.526148116196697e-07,3.027564454679897e-07,2.2809298054829209e-07
2050-01-04 15:00:00,1.689488039846382,5.426999293660195,3.408966501401803,8.319647287933322e-07,6.875567160519771e-06,8.03297714187995,0.481672710132052,0.0036002318329837,8.274805161425387,2.436347785733888,1.723603828243969,2.3181744647021967,0.425680069102902,0.025872094206361062,0.08733656645362145,4.700714594124913e-07,1.0773365773538155e-07,6.367373297435481e-08,4.09646818883282e-07,3.679466546599618e-07,2.4277445972233156e-07
2050-01-04 18:00:00,1.6894880351517578,4.849979411988942,3.8618107836641924,7.561710213835441e-07,6.694134076629925e-06,7.9544895469011365,0.5914722545617024,,8.190099794627308,0.9355377209093816,1.7384046416811405,2.3181744676132765,0.9518785578688664,0.026711685030185173,0.0873240661490617,4.708010104636049e-07,1.0769679170271989e-07,6.366199429451933e-08,3.71234841261221e-07,3.352300278162777e-07,2.428607744791544e-07
2050-01-04 21:00:00,1.6894880372237893,3.5371019597794264,3.654379031980781,5.890806258492795e-07,0.5926355130183162,5.810579205508782,0.5284655264891683,,5.7995989291188215,0.0,1.7541851398733446,2.318174459785833,0.8802952188137152,0.02570022864901536,0.08731925210280311,4.424690057836284e-07,1.0522604555892121e-07,6.276006504008218e-08,2.9883219033933393e-07,2.469457396123415e-07,2.2987349093664817e-07
