snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
carrier,Oil,Electricity,Centralized heat,Methanol,Oil,H2,Electricity,Decentralized heat,Oil,Methane,Solid biomass,H2,Electricity,Electricity,H2,Electricity,Electricity,Electricity,Oil,Centralized heat,Decentralized heat,Solid biomass,H2,Electricity,Electricity,NH3,Electricity,Li ion,H2,Solid biomass,Methane,NH3,Solid biomass,Centralized heat,Electricity,Methane,Decentralized heat,Methane,Oil,Methane
sector,Industry,Industry,Industry,Shipping,Aviation,Industry,Agriculture,Agriculture,Agriculture,Industry,Industry,Efuels production,Residual,Transmission losses,Methanol production,Methanol production,Hydrogen production,Heat,Transport,Residential / Services Heat,Heat,Biomass CHP CC,Ammonia,Ammonia production,Hydroelectricity,Ammonia Cracker,Transport,Storage ,Storage ,Heat,CHP,Storage ,Biomass CHP,Storage charging,Battery charging,Heat,Storage charging,Hydrogen production,Heat,Power supply
2050-01-01 00:00:00,35.54223744291807,192.50456621004565,5.885844748858448,54.15833121086894,83.871621355086,9.341324200913242,5.7144931044690885,22.34338942225278,10.49743235957586,32.22983240625803,88.04931718583327,81.09319859693035,150.02758402113164,0.2887855559041657,62.64349298557333,14.914470774222586,392.0016062246388,88.80900800177109,16.72186297309436,204.62642834378096,215.40924582616964,5.761600775675179,137.34967566421128,29.577303023127342,4.641501357066978,137.2834604237816,44.73614504396806,30.246454096138077,95.9215332242582,21.529033767411903,25.390680607129326,0.0,35.892778804789096,29.6579968986273,2.6954794990480853,24.935057213759976,12.41407636475064,1.958235960380218e-05,5.1092327140241455e-06,0.0809474173841145
2050-01-01 03:00:00,35.54223744291807,192.50456621004565,5.885844748858448,54.15833121086894,83.871621355086,9.341324200913242,5.7144931044690885,22.34338942225278,10.49743235957586,32.22983240587002,88.04931718599587,81.05032844212529,114.53342203092257,0.2932055618620059,68.9619877483327,16.41880906994878,384.04154983297866,122.68353542339244,78.9073971455393,324.29573191731185,343.5951114058374,5.999259285036726,191.17276607370928,41.167733411727895,0.0,137.28346060547003,47.90586417819225,19.292143765120834,29.861888078533283,27.35516070137537,25.390698675458914,18.651089470398148,73.42296634837521,9.830964286459352,1.9968464961224908,114.9343814999172,0.0001313545221918,1.953646061758781e-05,7.075313719202202e-06,0.0809488779879575
2050-01-01 06:00:00,35.54223744291807,192.50456621004565,5.885844748858448,54.15833121086894,83.871621355086,9.341324200913242,5.7144931044690885,22.34338942225278,10.49743235957586,32.22983240577235,88.04931718671955,81.01474580872917,115.1814444436234,0.2918342275730476,70.60123636485491,16.809089439347005,370.99528247015814,158.25132340723687,170.6338892929881,342.71051896292954,360.9176821605912,5.9992614983061925,193.82028818465855,41.73785899343962,0.0,137.28346060629667,69.19808834474298,0.0,16.333347367386285,27.512875843395967,28.40786558237423,20.956490123558787,76.93264628960411,0.1430744689480807,12.358288993158807,112.94688479086032,6.846204708386736e-06,1.9541280517830825e-05,6.621708949350757e-06,0.0809416180903617
2050-01-01 09:00:00,35.54223744291807,192.50456621004565,5.885844748858448,54.15833121086894,83.871621355086,9.341324200913242,5.7144931044690885,22.34338942225278,10.49743235957586,32.22983240582345,88.04931718706624,81.09356392609047,145.54289072737146,0.2918500975287545,64.26189913164674,15.299788865791855,371.3385187155698,176.24723574108063,140.1772868758097,304.55174056327655,320.84925717693324,5.999191304339064,182.72498847086783,39.348562912613744,9.982174176625348,137.28345982231906,194.06929511499163,99.46194408790096,33.66811143298983,25.878036754340012,25.39068116202856,11.294962072762196,43.12781298072216,19.96307602336315,113.7043004658049,64.58254003741703,2.5310720326965046,1.8735732416915026e-05,5.869928780136714e-06,2.107695331154226e-05
2050-01-01 12:00:00,35.54223744291807,192.50456621004565,5.885844748858448,54.15833121086894,83.871621355086,9.341324200913242,5.7144931044690885,22.34338942225278,10.49743235957586,32.22983240591872,88.04931718732975,81.0935590083611,153.16507831325453,0.29117295364578016,62.60613164653018,14.905575602949591,359.4114149830368,160.27666521344298,161.5132028371139,292.1621912083499,308.19182230498444,5.9992585865770005,177.827998824687,38.29403004993477,6.276739697451968,137.283460263981,134.34554585125238,43.39315621417924,31.275545164440693,25.970907304843383,25.39068898790961,7.03077698615007,42.440968290059104,20.83357959353841,85.5437252528615,56.19906140223057,5.49170181444933,1.9984249033208352e-05,5.828222887418638e-06,2.6743404813998787e-05
2050-01-01 15:00:00,35.54223744291807,192.50456621004565,5.885844748858448,54.15833121086894,83.871621355086,9.341324200913242,5.7144931044690885,22.34338942225278,10.49743235957586,32.22983240601841,88.04931718779439,81.09356118921382,172.93488027893156,0.2919756583328072,64.65533542681601,15.393460113133886,371.6381520124991,109.06403040550995,183.2333626281004,309.63318636964533,327.1611360784217,5.999260348343884,184.38730535857695,39.706531361177355,0.0,137.28346037954674,29.77711791004118,,31.85401086753212,28.563865040348674,25.39069352539929,12.742468383927363,63.97088167097962,5.496437656989314,0.6259862176585815,108.75312216693536,0.0010143009397376,2.004852898958618e-05,6.724233288041343e-06,0.08094944955520926
2050-01-01 18:00:00,35.54223744291807,192.50456621004565,5.885844748858448,54.15833121086894,83.871621355086,9.341324200913242,5.7144931044690885,22.34338942225278,10.49743235957586,32.229832406114944,88.04931718832579,81.09355855365007,177.71040062020975,0.29047855288561764,65.25327568642314,15.535820669699518,377.4837824394184,109.57716977269345,88.2855540611483,308.00944166437347,324.67474911604876,5.999259318772557,179.47791365874582,38.6493278019922,,137.28346050210874,16.75784346229982,,40.55148913625611,28.165679642583513,25.3906944488152,8.467484196773032,64.67086619403709,0.258231937417675,0.699973303357445,113.37918147245009,0.0010423895334219,2.015067799792144e-05,6.636747721639301e-06,0.08095003566597729
2050-01-01 21:00:00,35.54223744291807,192.50456621004565,5.885844748858448,54.15833121086894,83.871621355086,9.341324200913242,5.7144931044690885,22.34338942225278,10.49743235957586,32.22983240620025,88.04931718843906,81.0935556836383,166.62835694492227,0.29567298075328724,61.6013021101496,14.666340847044856,351.83654854467284,89.64152560826928,34.9211602192479,218.88178531793633,229.24729198774753,5.99925588872002,127.70699766787688,27.50081898577669,,137.2834604532393,34.471150367827256,5.783727611507532,76.87295582200933,22.32992468533739,25.39068450821078,0.0,37.50090052859253,4.425488636988114,0.9392562262801927,35.03069250329584,8.586916657029057,2.0112102539544672e-05,5.485887177884199e-06,0.08095098526349875
