snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
carrier,Centralized heat,NH3,Decentralized heat,Electricity,Methane,Electricity,Centralized heat,Decentralized heat,Li ion,Electricity,Electricity,Electricity,Centralized heat,Centralized heat,Electricity,Decentralized heat,Decentralized heat,Electricity,Decentralized heat
sector,Waste Heat,Haber-Bosch,Heat Pump,Nuclear,Extraction,Offwind,Heat Pump,Gas Boiler,Storage ,Onwind,Solar,Biomass CHP,Biomass CHP,Gas Boiler,Hydroelectricity,Resistive heater,Oil Boiler,Gas,Storage 
2030-01-01 00:00:00,0.3916047668805813,0.4226236224659597,2.180907615045248,2.0559893290241416,15.171736661416846,9.236419213908114,0.3586369714817189,8.393484267959186,,4.069506317632566,,2.4951229098171276e-06,7.622189103905973e-06,2.263125695827205,0.07976653716807594,0.7274179190918462,2.708463381080579e-06,2.2622551807316984e-06,4.639688625786732e-06
2030-01-01 03:00:00,0.356797385358625,0.3850588480829639,2.1728761148785694,2.055998605503058,15.35700377484103,9.065060315238249,0.3574436518212,14.845909151425314,,3.265669264666047,,3.823048770562208e-06,1.167878366553739e-05,3.949530322257858,0.07987802430014253,0.9789097739477856,2.6832508657300994e-06,2.4661341963806e-06,4.635661761842363e-06
2030-01-01 06:00:00,0.35550191853333263,0.3836607751526521,2.1679460144121925,2.0559991067464742,15.45308212642779,9.115029383724831,0.3555588743438874,15.37474992087972,0.0,2.5570538652809676,0.0565588287254467,4.3249454367473846e-06,1.321199523007862e-05,4.098733659311437,0.07987774226667899,1.0474368250814194,2.6758150612283226e-06,2.5297653675701342e-06,4.613049207471543e-06
2030-01-01 09:00:00,0.3554889618764017,0.3836468299299048,2.163172332374245,2.055999520625833,15.497898411538156,9.226805260000061,0.351149616909978,13.19242313193346,,2.22395986234359,1.2182107796131751,5.143445166974645e-06,1.5712376955059633e-05,3.584778136815969,0.07988215054092654,1.1314304488414004,2.706703315069275e-06,2.613063730828e-06,4.676851821326029e-06
2030-01-01 12:00:00,0.3915874532210004,0.4226049925980242,2.1526194676630093,2.0559975998588262,15.536933505687449,9.224353759506755,0.3483884649469164,12.540499973008655,,1.964001745472997,1.7557594435272592,3.205316520370904e-06,9.79171349035128e-06,3.3860986037669645,0.07987596594937163,1.1230713943743869,2.7122660228650464e-06,2.4498628913132156e-06,4.587591901026983e-06
2030-01-01 15:00:00,0.35546651745030367,0.3836226565891207,2.10244785181767,2.056000219543922,15.473863610174543,9.19420789662928,0.3369775190106834,13.772947134578596,0.602919022517542,1.484621562664838,0.0360239678434513,1.3509787795018816e-05,4.127017427563177e-05,3.662862066682599,0.07987798405204162,0.8709449292471872,2.695995280488931e-06,2.8367434140048836e-06,4.541371552171681e-06
2030-01-01 18:00:00,0.3554577150947202,0.3836131654201489,2.037360639505621,2.056000281837628,15.422632851023865,9.234373641204373,0.3271569444338938,13.85763169045526,0.1900899381992729,1.7202445768945596,,1.8875692172660146e-05,5.7662127441120026e-05,3.629718137279224,0.07987607240077645,0.6770680874929264,2.6938646000150938e-06,2.8679051774869378e-06,4.3952996608492455e-06
2030-01-01 21:00:00,0.35548823374112165,0.3836460401410341,2.030004076398913,2.056000504643151,15.33679580447132,9.236050023937276,0.326307553499359,9.241950311997234,,2.0974464582481285,,0.0134481059509994,0.0410817464120007,2.4011125438528147,0.07987627775713678,0.4786387075827765,2.711674862859181e-06,2.969308273478192e-06,4.142681559189918e-06
