snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
carrier,Oil,Oil,Centralized heat,H2,Oil,Decentralized heat,Oil,Electricity,Electricity,Solid biomass,Methane,Electricity,H2,Electricity,Oil,Electricity,Decentralized heat,Centralized heat,Electricity,H2,Electricity,Methane,Li ion,Solid biomass,Electricity,Decentralized heat,Methane,Centralized heat,Oil
sector,Shipping,Agriculture,Industry,Industry,Industry,Agriculture,Aviation,Agriculture,Industry,Industry,Industry,Residual,Methanol production,Methanol production,Transport,Heat,Heat,Residential / Services Heat,Transport,Ammonia,Ammonia production,Heat,Storage ,Biomass CHP,Hydroelectricity,Storage charging,Power supply,Storage charging,Heat
2040-01-01 00:00:00,3.33293024501954,0.23557372544599,0.2990867579908676,0.3949771689497717,4.833333333337,0.8042242257195091,2.253583391852,0.1702536780122392,6.802511415525114,2.17808223504094,3.0657025629278176,3.051412292743145,1.7560156909572344,0.4180808485230775,0.7748135719096001,1.744472244449795,7.560280655192754,4.610447248943497,1.272028775421575,0.6842103115206043,0.1473399599782701,8.75769589161827,0.9287989023923676,1.665366656996409e-06,6.580062927535572e-07,4.003243357151853e-06,2.419532097612101e-06,1.5615370448422327e-06,1.3302614997233272e-06
2040-01-01 03:00:00,3.33293024501954,0.23557372544599,0.2990867579908676,0.3949771689497717,4.833333333337,0.8042242257195091,2.253583391852,0.1702536780122392,6.802511415525114,2.178082234833427,3.065702562458541,2.412521848422827,1.756015541538817,0.418080812948806,3.864001363583,1.9218524463412083,12.28348159328927,7.490478696140269,1.7335921203971367,0.684210045441233,0.1473399026799172,16.172225179056493,1.022935317124123,3.0948814857497015e-06,,4.487328092489458e-06,3.1070524405033177e-06,1.3751044552577993e-06,1.3500701801440285e-06
2040-01-01 06:00:00,3.33293024501954,0.23557372544599,0.2990867579908676,0.3949771689497717,4.833333333337,0.8042242257195091,2.253583391852,0.1702536780122392,6.802511415525114,2.1780822347777473,3.065702562415203,2.370812350503704,1.756015551557729,0.4180808153341579,8.192452715077001,2.1093414675267823,12.701380334545426,7.74529774339548,1.6456366616345974,0.6842100601782262,0.1473399058534267,16.680096360987392,0.0,2.8337104472790245e-06,,2.947018157244095e-06,3.071767693164911e-06,1.3667998133725338e-06,1.5656860704799123e-06
2040-01-01 09:00:00,3.33293024501954,0.23557372544599,0.2990867579908676,0.3949771689497717,4.833333333337,0.8042242257195091,2.253583391852,0.1702536780122392,6.802511415525114,2.1780822347804176,3.065702562512654,2.937665934391303,1.7560156485515868,0.4180808384269323,6.744309447977999,2.3053067407838554,11.217873028435754,6.840710432128695,2.450619027517918,0.6842102359463121,0.1473399437038688,14.114215417622098,0.5256018435535258,1.715657796638734e-06,0.8897723097488963,3.842940289113052e-06,2.604593739360713e-06,1.378556611927976e-06,1.3297809892768755e-06
2040-01-01 12:00:00,3.33293024501954,0.23557372544599,0.2990867579908676,0.3949771689497717,4.833333333337,0.8042242257195091,2.253583391852,0.1702536780122392,6.802511415525114,2.178082234796631,3.0657025626462198,3.0036544117025517,1.756015650263283,0.4180808388344614,7.945324084548001,2.3124026137324782,10.744673598479238,6.55217110707543,3.390284420699222,0.6842102485995336,0.1473399464286526,13.367896737079072,1.2684654127683994,1.675605845956318e-06,1.307996937203293,3.756492368875343e-06,2.5726744365845366e-06,1.408661895505575e-06,1.33085460801846e-06
2040-01-01 15:00:00,3.33293024501954,0.23557372544599,0.2990867579908676,0.3949771689497717,4.833333333337,0.8042242257195091,2.253583391852,0.1702536780122392,6.802511415525114,2.178082234814167,3.065702562765396,3.29656473760263,1.756015642671549,0.4180808370269839,9.078258372016998,1.7226647719035149,11.400789840127343,6.9522462854762495,1.115248155150995,0.6842102218058872,0.1473399406588261,15.066019310842576,,1.7667483268467553e-06,3.763472986129958e-06,3.764493558933905e-06,2.640638385615697e-06,1.3532089200341231e-06,1.3294399180016552e-06
2040-01-01 18:00:00,3.33293024501954,0.23557372544599,0.2990867579908676,0.3949771689497717,4.833333333337,0.8042242257195091,2.253583391852,0.1702536780122392,6.802511415525114,2.178082234827377,3.0657025628847623,3.4075983986907974,1.756015641233083,0.418080836684507,4.1782706668435,1.5887177730061761,11.277854652852954,6.877285014350166,1.0694263957719012,0.6842102205170209,0.1473399403812776,15.084643808978807,,1.774947961670214e-06,6.316094747640644e-06,3.925212686134115e-06,2.6450982992401734e-06,1.349176804180396e-06,1.3287653195281892e-06
2040-01-01 21:00:00,3.33293024501954,0.23557372544599,0.2990867579908676,0.3949771689497717,4.833333333337,0.8042242257195091,2.253583391852,0.1702536780122392,6.802511415525114,2.17808223484187,3.0657025629828705,3.66074496791067,1.7560154674098158,0.418080795299809,1.6571803371722995,1.5424917912796168,7.87684554458643,4.803476716840744,0.8603634732692699,0.6842099132040236,0.1473398742035484,9.694413536193686,0.2099131579965429,7.0594443150132845e-06,,4.547359483571405e-06,3.551036455288603e-06,1.4673145856807246e-06,1.3299412399546146e-06
