imports_exports,countries,year,carriers,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK
imports,AL,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9404422194747668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.433154448962926,0.0,0.0,0.0,0.0,0.0,0.0,3.577502805214696,0.0,0.0,0.0
imports,AT,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.4860050283325622,16.610141039029788,10.603473573284765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.136261862908654,0.0,1.7291160842050122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.844708636038817,0.0
imports,BA,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.197581569118519,0.0,0.0,0.0,0.0,0.0,0.0,6.392064707536683,0.0,0.0,0.0,0.0,0.0,0.0,6.571983249724561,0.0,0.0,0.0
imports,BE,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.005059752085813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.47473547552663,0.0,0.0,0.0,15.976275980429364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,BG,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6078639329170124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6895162000078224,0.0,0.0,0.0,0.0,6.453752595454034,2.1534136758917684,0.0,0.0,0.0
imports,CH,2030,Electricity,0.0,22.48618715887964,0.0,0.0,0.0,0.0,0.0,34.246761482306866,0.0,0.0,0.0,0.0,5.157553783074615,0.0,0.0,0.0,0.0,0.0,43.35844448277642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,CZ,2030,Electricity,0.0,0.2704806408328317,0.0,0.0,0.0,0.0,0.0,0.3459415333222805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.776484016548666,0.0,0.0,0.0,0.0,0.0,11.506855036019148
imports,DE,2030,Electricity,0.0,58.61317218672099,0.0,0.0,0.0,41.051769165916625,40.36441123125685,0.0,2.0522160822355975,0.0,0.0,0.0,7.435275759926029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.679341875276548,0.0,0.0,0.0,13.473066589170084,0.0,33.959144628357976,0.0,0.0,0.0,0.8984633757554581,0.0,0.0
imports,DK,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.630246271626259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8962804702403528,0.0,0.0,0.0,0.0,0.4731940009092977,0.0,0.0
imports,EE,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3770430552105857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.02133723683826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,ES,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0610025198282222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.279646746419466,0.0,0.0,0.0,0.0,0.0
imports,FI,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.475663610294282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1075046615295136,0.0,0.0
imports,FR,2030,Electricity,0.0,0.0,0.0,26.510181942541475,0.0,39.55509996306187,0.0,25.030464549696426,0.0,0.0,7.153190434988931,0.0,0.0,5.9623715639265615,0.0,0.0,0.0,0.0,27.443465904284416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
