country,sector,2030,2040,2050
AL,Battery,0.298823700035415,0.5447109913617139,1.594502142139025
AL,Biomass CHP,0.0450825095736058,0.0715085338915809,0.0777871883336841
AL,Biomass CHP CC,2.3263672514485717e-07,3.2784865270121754e-07,5.041161063623905e-07
AL,CHP,2.317067296005663e-06,3.6641364179696487e-06,4.211552465452878e-06
AL,Coal/Lignite,1.0382955509781295e-06,1.474941254003386e-06,1.626569887071563e-06
AL,Fuel Cell,3.4803903365507413e-07,5.355355219635886e-07,6.187356140856361e-07
AL,Gas,5.068483244384797e-06,7.786673834046339e-06,8.617360185276885e-06
AL,Hydroelectricity,1.7389,1.7389,1.7389
AL,Hydrogen,1.7580439385922625e-06,2.704117027441166e-06,3.057085358702459e-06
AL,Nuclear,1.4127645246412085e-06,1.99394873778775e-06,2.241880716919465e-06
AL,Offwind,1.0975185370482462e-06,1.4643936375882292e-06,1.8133212259472995e-06
AL,Oil,0.0898558334249337,0.0898564721790287,0.0898567055785179
AL,Onwind,9.109368504123156e-07,1.3272475713413897e-06,1.5662500218199546e-06
AL,Solar,2.655183969080826,4.001362959227297,6.636532821534023
AT,Battery,0.4740497238490698,0.5284775390179451,1.243882180677331
AT,Biomass CHP,0.8384909930595359,0.8384926710084264,1.0170296035974524
AT,Biomass CHP CC,2.2890243619177606e-07,3.243510296124102e-07,5.884942092670717e-05
AT,CHP,2.6692126011562497e-06,4.8181450073015e-06,7.348668120483027e-06
AT,Coal/Lignite,1.032193840710691e-06,1.4752719079938826e-06,1.6293364162696845e-06
AT,Fuel Cell,3.778099656710228e-07,5.85907180483161e-07,6.876737807581749e-07
AT,Gas,2.819205096950898,1.3170082072146538,0.8380091881702505
AT,Hydroelectricity,13.46042,13.46042,13.46042
AT,Hydrogen,1.7827328256059363e-06,2.799005087705051e-06,3.263229345980477e-06
AT,Nuclear,1.246734072385544e-06,1.845271678432852e-06,2.225039288703344e-06
AT,Oil,1.2907417873781994e-06,1.929965666282788e-06,2.1635359530978645e-06
AT,Onwind,3.685813937321108,2.9105958691720715,1.247087378279672
AT,Solar,8.768451440989312,17.39904009313,26.007628145137858
BA,Battery,0.5071149734700369,0.9758860510128472,2.0596124332535433
BA,Biomass CHP,0.0903144853914511,0.1084279940513878,0.1567422115283242
BA,Biomass CHP CC,2.3179360669693417e-07,3.258712759397051e-07,5.60768188699053e-07
BA,CHP,2.2998189392550037e-06,3.922486812650294e-06,4.591425518668976e-06
