snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Hydrogen,CO2 captured,CO2 emissions,Decentralized heat,Hydrogen,Centralized heat,Methane,CO2 emissions,Electricity,Centralized heat,Ammonia,Electricity,Electricity,Decentralized heat,CO2 emissions,Centralized heat,Electricity,Centralized heat,Methane,Decentralized heat,Electricity,Centralized heat,CO2 emissions,Electricity,Decentralized heat,Centralized heat,Decentralized heat
sector,Shipping emissions,Aviation emissions,Agriculture emissions,Industry emissions,Industry CC,Steam Methane Reforming CC,Hydrogen production CC,Methane production emissions,Heat Pump,Steam Methane Reforming,Heat Pump,Imports,Transport emissions,Offwind,Waste Heat,Haber-Bosch,Onwind,Solar,Gas Boiler,Decentral heat production emissions,Biomass CHP,Biomass CHP,Gas Boiler,Storage,Resistive heater,Hydroelectricity,Resistive heater,Power supply emissions,Gas,Oil Boiler,Storage,Storage
2040-01-01 00:00:00,2.5340539671981746,0.5793962900451491,0.060566004812164,1.945285878718089,0.7976846672132363,0.5397103844851866,0.1393861240688535,0.0911253963166661,4.631047944721502,0.2888689392544784,1.1064491863172896,15.730005586970218,0.1679972449265309,7.083999973957285,0.6215648100679608,0.6707951038483384,4.083967873716082,,5.323674828670507,1.1824308699084891,1.1394112220281453e-05,3.705197835866113e-06,0.5576041368243327,0.0,0.3992800786535532,0.07976690962739802,0.3496758924352859,5.229770043116346e-07,1.1601711862323918e-06,7.503141525753076e-07,5.580119282086425e-07,1.214075323961295e-06
2040-01-01 03:00:00,2.5340539671981746,0.5793962900451491,0.060566004812164,1.945285876747894,0.7976846693531554,0.5397105600939256,0.13938616958592,0.091128507443214,4.603463112320756,0.2888808019426436,1.0996618951677912,15.824728148600483,0.8378035788324107,6.635078022052901,0.6215645301039441,0.670794933469224,3.2023547060453095,,9.939151701692658,2.3904158618757037,0.0527645971594973,0.0172581011281234,1.980529522190436,3.961800981022382,1.7773803160231934,0.07988137051014366,0.3316063296200667,6.062309945149924e-07,1.4646536460775271e-06,7.495801632268042e-07,4.731536810617841e-07,1.2107290831135906e-06
2040-01-01 06:00:00,2.5340539671981746,0.5793962900451491,0.060566004812164,1.945285874401391,0.797684671986356,0.539710929380721,0.1393862653240431,0.09113036197637861,4.587722473432931,0.2888878446299147,1.0958529124802654,15.890855558295607,1.7763105025797008,6.880577364045408,0.6215644909931647,0.6707949123271933,2.406603943065136,0.0812261545671808,10.698628533967456,2.5693338727843282,0.0551518907422658,0.0180305120846816,2.110316920487834,3.543732455940358,1.561502419100678,0.07988253141867059,0.3316062536764673,6.117953757122889e-07,1.4873378725575432e-06,7.504167800352534e-07,4.726105574758109e-07,1.216153996296964e-06
2040-01-01 09:00:00,2.5340539671981746,0.5793962900451491,0.060566004812164,1.9452858724293163,0.7976846742453374,0.5397104383810947,0.1393861379951537,0.09112537494215589,4.574748253043046,0.2888688519033681,1.092896918362867,15.86217520005069,1.462320030612383,7.0598034223832995,0.6215647506759493,0.670795065869027,2.06787694705253,2.698001228197161,8.580825866802392,2.054682889877347,0.0287727290531313,0.0094008281845212,1.6657421221640556,0.0,1.8184244138060843,0.07987627677021533,0.3498283050251953,5.464015447560923e-07,1.239168492239427e-06,7.523979506581915e-07,5.267927434324363e-07,1.2314464604849344e-06
2040-01-01 12:00:00,2.5340539671981746,0.5793962900451491,0.060566004812164,1.9452858714573915,0.7976846753278947,0.5397108670119379,0.1393862491447383,0.0911273906629898,4.539437328112278,0.2888765036237478,1.084307098679563,15.84564828199525,1.72272738197327,7.06907776633196,0.6215647145017972,0.6707950409962024,1.7702345710614673,4.569168230137911,8.055408919893935,1.922422915981066,0.0263502080105429,0.0086210593996671,1.531402627670601,0.0,1.7814418973363602,0.0798762813703746,0.349827438232228,5.53971231055356e-07,1.265179348395348e-06,7.516511126713647e-07,5.218762199404932e-07,1.2250914828704078e-06
2040-01-01 15:00:00,2.5340539671981746,0.5793962900451491,0.060566004812164,1.9452858716879096,0.79768467496953,0.5397125934976927,0.1393866972104794,0.09113622736808309,4.370342219428761,0.2889100641624208,1.0429762765999318,15.827197758167848,1.9683733617013837,7.045787149651671,0.6215644352221854,0.6707948451333156,1.443662732910342,0.0646263949052642,10.235082373155084,2.410431945229708,0.0487850171876224,0.0159658517966141,1.770056983109534,0.0,0.5996207742999536,0.07987703503480242,0.3316084885294241,5.98413331318089e-07,1.4348312044203586e-06,7.477185649840426e-07,4.875371463431288e-07,1.2143815069363172e-06
2040-01-01 18:00:00,2.5340539671981746,0.5793962900451491,0.060566004812164,1.9452858716975368,0.797684674909564,0.5397105807377531,0.1393861749414045,0.0911283860379181,4.21909399310429,0.2888803360128926,1.0059990575356028,15.773516488886054,0.9059443278159937,7.081825325235726,0.6215645197113899,0.6707949309655397,1.7062240209907589,,9.629773900281256,2.2874024024045654,0.0486517519419145,0.0159225735817947,1.7694062653265634,1.340599189457506,1.2008950222466184,0.0798776803851167,0.3316077143604335,6.082125563872308e-07,1.4715217522609462e-06,7.452498850550669e-07,4.828727541432395e-07,1.206726994030205e-06
2040-01-01 21:00:00,2.5340539671981746,0.5793962900451491,0.060566004812164,1.9452858715449015,0.7976846750561222,0.5397106158430678,0.139386184067635,0.0911288779486368,4.193154060804316,0.2888822107610627,0.999616298697222,15.705895898003488,0.3593144739390964,7.083897635114569,0.6215644953854917,0.6707949190563334,2.0822914669671486,,5.619041853458605,1.2789475974049902,0.0298370867803351,0.00976644229811,0.7499188543252032,0.0,0.9416680323446484,0.07987817586710566,0.3316075474211669,6.134784905576731e-07,1.4911917867657515e-06,7.447506692280573e-07,4.976155955617289e-07,1.2013168386700229e-06
