snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
carrier,Coal,Oil,Oil,Centralized heat,Oil,Ammonia,Hydrogen,Methanol,Electricity,Electricity,Decentralized heat,Oil,Methanol,Decentralized heat,Solid biomass,Methane,Methane,CO2 captured,Hydrogen,Electricity,CO2 captured,Methane,Electricity,Electricity,Hydrogen,Electricity,Electricity,Oil,Solid biomass,Ammonia,Solid biomass,Centralized heat,Decentralized heat,Electricity,Oil,Methane,Methane,Methane,Electricity,Centralized heat,Hydrogen,Electricity,Oil,Decentralized heat
sector,Industry,Shipping,Aviation,Industry,Industry,Industry,Industry,Industry,Industry,Agriculture,Agriculture,Agriculture,Shipping,Industry,Industry,Industry CC,Industry,CO2 sequestration,Methanol production,Methanol production,Methanol production,Hydrogen production CC,Residual electricity consumption,Ammonia production,Ammonia production,Compression losses,Decentral heat production,Transport,Central CHP production,Storage,Decentral heat production,Residential / Services heat consumption,Residential / Services heat consumption,Transport,Storage,Storage,Decentral heat production,Power supply,Hydroelectricity,Storage charging,Storage ,Battery charging,Decentral heat production,Storage charging
2030-01-01 00:00:00,48.7983059361,45.9378054692048,83.871621355086,15.92351598173516,106.23287671240271,3.1598173515981736,8.226027397260275,0.30251141552545,144.47488584474883,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,0.0810502283105022,47.59702586208507,77.13457520127088,28.638243049484817,22.844079021393007,19.837792787194427,4.723079232153181,4.323173661890268,46.00149311579748,145.52677870537065,0.921076581022695,4.277251700956178,0.21190691388871072,92.50845353573347,47.7003500201622,81.33815250377563,0.56469272725052,37.84411480253026,69.25552310833416,420.7617497038698,57.17072060621468,148.26727893686294,49.82774907052255,274.6747910792988,37.26456046068652,3.7522526805549905,3.987017183552749,0.0,0.00027553356468839094,0.0201165026764494,22.124322670457328
2030-01-01 03:00:00,48.7983059361,45.9378054692048,83.871621355086,15.92351598173516,106.23287671240271,3.1598173515981736,8.226027397260275,0.30251141552545,144.47488584474883,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,0.0810502283105022,47.5970258548809,77.13457523085307,28.63824302286084,22.844031823207818,19.837792040458044,4.723079054366512,4.323173499156888,46.00149320538327,111.0974639135748,0.6323174362416218,2.93632569259959,0.19079593397532968,126.0871805367953,224.90689039607105,113.27531454430756,0.0,38.27158119491665,112.71911337656223,681.5685372397552,46.82015889617593,0.0,,443.40363857848223,44.214551780418724,0.6571434826472062,0.1839390757022599,0.7409194489783676,0.0002652375994238658,47.176238744706,1.1236050510556717
2030-01-01 06:00:00,48.7983059361,45.9378054692048,83.871621355086,15.92351598173516,106.23287671240271,3.1598173515981736,8.226027397260275,0.30251141552545,144.47488584474883,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,0.0810502283105022,47.597025863646465,77.13457525714786,28.63824299919552,22.84400301225996,19.83779262971207,4.723079194659007,4.323173627570745,46.00149324033583,111.72604918204428,0.8172370134607263,3.7950464466570897,0.1923851124159807,130.74023825288867,486.778128572773,114.523837458708,0.144799552706434,38.272507875926536,117.10784537018688,720.6119898875937,48.587299130838105,,,478.1674218584924,22.748939851339607,0.0,0.0444966021351884,0.0,0.000280436999075998,62.50681927841103,0.0329747116259138
2030-01-01 09:00:00,48.7983059361,45.9378054692048,83.871621355086,15.92351598173516,106.23287671240271,3.1598173515981736,8.226027397260275,0.30251141552545,144.47488584474883,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,0.0810502283105022,47.597025868536775,77.13457529174482,28.638242968058265,22.84403740521655,19.837796655256454,4.723080153080405,4.323174504842104,46.00149323352499,141.1766469496965,0.9210780939556732,4.277258726642519,0.19270576076473148,129.31059432583953,399.921310295651,104.82363160024472,0.5646987846365372,38.30246037578502,103.84976882196013,637.9625023895514,65.93928569455868,,,413.66553798007436,4.242815005251502e-05,30.29087847768595,0.0326827239451809,0.0,1.4495301256549382,29.706607151262983,8.06737408424927e-05
2030-01-01 12:00:00,48.7983059361,45.9378054692048,83.871621355086,15.92351598173516,106.23287671240271,3.1598173515981736,8.226027397260275,0.30251141552545,144.47488584474883,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,0.0810502283105022,47.59702587632293,77.13457531942751,28.638242943143837,22.844012028942963,19.83779513415245,4.723079790928486,4.323174173353776,46.00149320239328,148.57016761478343,0.9210784823504,4.277260530251515,0.22257213375868168,124.0258841277948,460.747855896842,102.610257144198,0.5647003559204459,38.29846084322749,99.85569087281128,611.3101870380646,53.00338518283519,,,395.8485344992566,1.9347829376425467,17.11219064010625,0.0464140106485725,0.0,1.9486953483839515,20.59346266114037,8.861672751411164e-05
2030-01-01 15:00:00,48.7983059361,45.9378054692048,83.871621355086,15.92351598173516,106.23287671240271,3.1598173515981736,8.226027397260275,0.30251141552545,144.47488584474883,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,0.0810502283105022,47.597025888322584,77.13457534282838,28.638242922083062,22.84403012033216,19.83779181706789,4.723079001180686,4.323173450474333,46.00149324726108,167.74688025942524,0.582650783995745,2.705686050710528,0.15537848551324882,102.03603285069639,522.809525716662,109.7697852225526,0.0,38.30374910858286,106.32387260702974,649.6074438144948,19.62840873657897,,,436.4953568863958,46.01647285708258,3.2861755464028017,0.0292552566197398,0.9715526230840078,0.00020934783798268885,49.057798639123426,7.340211245146363e-05
2030-01-01 18:00:00,48.7983059361,45.9378054692048,83.871621355086,15.92351598173516,106.23287671240271,3.1598173515981736,8.226027397260275,0.30251141552545,144.47488584474883,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,0.0810502283105022,47.59702589760007,77.13457536590671,28.63824290131257,22.844018193582883,19.83778518190142,4.723077421447634,4.3231720044980975,46.00149323705612,172.3791363858398,0.5826508880936327,2.705686534115358,0.1553922252468287,100.37989304782545,252.001155332022,109.55967047637375,0.0,38.26056367423948,104.87337309671578,645.8566076083174,14.782957027659524,0.0,,439.5899829692175,46.54397583139582,,0.4295449795204234,0.9715569751919338,0.00020986358406876207,46.73326946807955,7.371031996431891e-05
2030-01-01 21:00:00,48.7983059361,45.9378054692048,83.871621355086,15.92351598173516,106.23287671240271,3.1598173515981736,8.226027397260275,0.30251141552545,144.47488584474883,5.7144931044690885,22.34338942225278,10.49743235957586,17.11967905682658,0.0810502283105022,47.59702590290846,77.13457538935948,28.638242880205063,22.844023281107575,19.83778163747592,4.723076577573385,4.32317123207512,46.00149316931719,161.62953418916422,0.5826026022249604,2.7054623064906775,0.15514379259055042,82.72846582641878,99.67849292500148,89.51095216272115,0.0,37.539409017438714,72.83778587017034,451.3760824538563,28.685618122993915,96.98025098848343,36.70877359085067,291.7596896688206,36.46178431897573,,3.970400329990749,0.9717843165899476,0.00012370067621571507,1.0279392052670386,0.1895569547003998
