snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Hydrogen,CO2 captured,CO2 emissions,Coal,Oil,Methanol,Electricity,Decentralized heat,Centralized heat,Centralized heat,Methane,Ammonia,Electricity,Electricity,Electricity,CO2 emissions,Hydrogen,Electricity,Centralized heat,Decentralized heat,Electricity,Methane,Centralized heat,Methanol,Oil,Centralized heat,Decentralized heat,CO2 emissions,Decentralized heat,CO2 emissions,Electricity,Ammonia,Electricity,Centralized heat,Hydrogen,Centralized heat,Decentralized heat,Decentralized heat
sector,Shipping emissions,Agriculture emissions,Aviation emissions,Industry emissions,Industry CC,Steam Methane Reforming CC,Hydrogen production CC,Methane production emissions,Imports,Imports,Methanol production,Nuclear,Heat Pump,Waste Heat,Heat Pump,Imports,Haber-Bosch,Offwind,Onwind,Hydroelectricity,Transport emissions,Electrolysis,Biomass CHP,Biomass CHP,Biomass boiler,Solar,Storage,Solar thermal,Storage,Storage,Storage ,Gas Boiler,Decentral heat production emissions,Resistive heater,Power supply emissions,Gas,Storage,Battery,Gas Boiler,Storage ,Resistive heater,Storage,Oil Boiler
2035-01-01 00:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.24241364473825,19.782468032291487,39.86426005446316,10.30597396971591,1.1451379847135938,27.405167690827582,408.95493848068816,31.748174564362273,106.00505759376247,142.2605158860803,11.782677878397296,12.199144383909012,474.5664675855824,6.83222654554918,234.65850434861653,128.05272965211026,21.894690527330127,9.26071106951547,11.148829677944484,17.643685564244077,53.917950055803715,30.11061050714204,,,,,,1.4694804570886825e-05,236.77255388081463,50.17534240273001,30.80570774382831,5.583351029430204,18.047190297232014,,0.884009080353399,12.27835760090523,0.4284377410639838,4.520372634230899,0.4795851014535192,3.604849275019432e-05
2035-01-01 03:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.24241360669493,19.782468074285102,39.86426009182693,10.305973979366875,1.1451379884846251,26.398729081351817,410.4519858004654,31.748169258227943,104.44546452210372,141.44428673331063,10.366453858565805,12.113525318342823,477.5526472037592,5.303809560059267,217.5590574167692,116.85229482406776,23.754884988075407,43.664202225327465,11.148828468337596,29.69793764959734,90.81116366432512,31.065867855110344,,95.68752891192524,,,18.276073541402816,4.406221976476774,382.15377748895287,89.9027550373933,52.25631066717952,5.527384371252127,17.86628789420805,0.0,1.0432208461058212,19.19050674651568,,1.6162814357852788,16.303492407656393,31.62986601778435
2035-01-01 06:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.24241357138297,19.78246811419602,39.86426017498752,10.305974000873032,1.1451380072449227,26.496825104723555,410.2786261231351,31.74817288644682,103.17469076901806,141.10551060284476,11.145217988162193,12.070271144647224,478.1743133456485,6.144266967284916,210.79258494154772,100.03604210074778,33.744833104099236,94.5047908823572,11.148828840390712,29.96757377219018,91.63568844592696,31.09432738735811,47.32896144793244,104.50316736588312,0.0165679449667834,,235.8786131079197,4.065369005664364,412.4405288487446,101.83763610089517,55.87420346288903,0.5220463735405727,1.6874162719212467,,1.427386235199334,23.154929496093704,0.0,1.9520518074656343,0.2131356194479768,49.34440572589242
2035-01-01 09:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.24241354205513,19.782468147574356,39.864260293108835,10.3059740314344,1.1451380442136834,26.26694183158648,409.4801373905595,31.74818502671791,102.86796501253002,143.98045847711617,11.782535750987714,12.273880329300784,476.7600699066226,6.8320714659440025,219.9861109793703,82.84242769681518,16.640435591011506,77.64210752378692,11.148833408437625,25.58670094649829,78.22723687484373,30.355573086751356,205.92395441391363,44.55608567045869,5.8055788397128225,,130.86205494594574,2.608581951425991,363.0894722967537,79.86435311389667,63.43237515455391,6.977847960328264e-06,1.3799465373749691e-05,,8.219010333430609e-05,14.453744708565248,0.4282661319732098,4.119367265210116,2.220358515409959e-05,13.140093509746722
2035-01-01 12:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.24241351987138,19.782468172559465,39.864260309712,10.305974035711952,1.1451380478550504,26.25312050750889,409.41360733594433,31.748184653435416,102.88353832089962,147.8882278272056,11.782509283322844,12.482179208946084,477.1463788882614,6.832042882252921,234.06387203895903,81.5943614096772,20.081905107751663,89.45118364022657,11.148833481103248,26.12567171453207,79.86459065693447,30.212264364201623,152.8941974025432,23.828366482030283,6.217471677602246,,173.29321911740303,1.2792930763695656,346.3846327347858,74.91962427984551,55.390180140014714,7.090366537840647e-06,1.409392515381566e-05,,8.692067613865995e-05,11.026261432841338,0.4282334009290171,2.02130037719138,2.058836746281617e-05,9.92960798881674
2035-01-01 15:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.24241350585435,19.78246818761593,39.864260545331675,10.30597409672787,1.1451381503602882,25.997578905840943,410.25562701875265,31.679396014635973,105.01524459096393,146.1839105656302,9.87474029585335,12.19799061747636,479.00489289408017,4.8352529098468935,236.65222877546802,81.29052632855618,37.03066064395125,101.50005104795748,10.900794621158076,28.66871858870313,87.66138376304201,30.495230153161327,14.422753545089886,94.14502857611352,0.2276364762406175,,246.40828115153312,2.2878111756960813,373.8044277713554,88.75258087331277,39.88729414889784,7.4254385343299,24.001413157984466,0.4273255129674289,1.2056597708051113,17.987592657549733,,1.616283269362204,0.1727337223708517,34.312915718183426
2035-01-01 18:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.24241349311189,19.782468201461757,39.86426047850535,10.30597407943852,1.1451381263822173,25.59823827574725,410.569565898519,31.679397067747026,108.04002635558211,142.98018602952894,10.8331898030626,11.937810931079794,478.4028500056621,5.869630874806723,234.06561478288597,78.43857821646681,46.151501324283956,48.92437660784667,10.9007944682912,28.20621017219449,86.24226000904702,30.248726358366216,,100.77392224636154,,,38.70430313301086,1.3734624288386943,377.3374943323379,88.83725670410753,38.968550735083234,7.789754946387618,25.179001338364028,0.0,1.1256174695234176,18.592559180565093,,1.616281181810198,0.00011615674259,31.707415297271364
2035-01-01 21:00:00,15.512561252714995,2.698889859646953,21.56339385039261,36.24241348057441,19.78246821530898,39.86426010976301,10.30597398396839,1.1451379787576996,25.31872644092372,410.53158170601387,31.67939707088709,112.25653533951541,141.59958098182273,9.837357760351201,11.787740483376824,475.6565817697056,4.794909458625728,225.38093886838234,73.46027102996452,55.121432856442574,19.351927657397,10.900792827810534,22.464409509848167,68.66833875043454,28.58532979392488,,0.0,,,,1.4078160087724938e-05,243.00895728905547,50.64551603837093,28.67361344969048,6.594782365062898,21.31646371048707,0.4676685336590891,0.8521162303507255,7.374125019422195,0.0,1.6162374581405337,2.015151712128292e-05,0.5036161127460259
