snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
carrier,Methanol,Centralized heat,Decentralized heat,Hydrogen,Oil,Electricity,Oil,Electricity,Oil,Methanol,Methane,CO2 emissions,Solid biomass,Electricity,Hydrogen,CO2 captured,Hydrogen,Oil,Electricity,Decentralized heat,Centralized heat,Electricity,Methane,Electricity,Hydrogen,CO2 captured,Methane,Methane,Centralized heat,Decentralized heat,Methane,Solid biomass,Oil
sector,Industry,Industry,Agriculture,Industry,Industry,Agriculture,Aviation,Industry,Agriculture,Shipping,Industry CC,Industry emissions,Industry CC,Residual electricity consumption,Efuels production,Efuels production,Methanol production,Transport,Decentral heat production,Residential / Services heat consumption,Residential / Services heat consumption,Transport,Storage,Ammonia production,Ammonia production,CO2 sequestration,Central CHP production CC,Decentral heat production,Storage charging,Storage charging,Power supply,Central CHP production,Decentral heat production
2050-01-01 00:00:00,0.0513698630136999,0.1563926940639269,0.4514719951500935,0.2340182648401826,3.63584474886,0.0955762898401365,1.2651071151800002,5.454337899543379,0.132245381861,9.57425679745,0.239725999390715,0.4144676658629629,1.1897512095604117,1.8626157723219037,1.068103575085936,0.2194129338945207,0.0639348255549874,0.198523393405,2.692312533156241,4.073446391472142,1.9155230695817076,2.9491297489907633,0.0,0.1413623479075814,0.656451760360156,1.3180742744220746e-06,3.249360080949722e-07,4.54922303930817e-07,0.2414667524965287,0.8509658977428076,3.4346652417086733e-07,9.42456981756882e-08,5.126840735974745e-08
2050-01-01 03:00:00,0.0513698630136999,0.1563926940639269,0.4514719951500935,0.2340182648401826,3.63584474886,0.0955762898401365,1.2651071151800002,5.454337899543379,0.132245381861,9.57425679745,0.2397259994057792,0.4144676656218885,1.1897512088542783,1.4994212225210406,1.0681035361218902,0.2194129258904134,0.0639346532845404,0.988931874279,3.8556383192182055,6.542044753984453,3.0763723010392563,2.1489973841117327,1.4812405920798046,0.3204277151423164,1.487987012007425,6.787306178350063e-07,4.226915855348991e-07,5.970508228096638e-07,1.9243839767305034e-07,1.6522435843176734e-07,3.780147423421235e-07,1.013291683129662e-07,6.199224089837024e-08
2050-01-01 06:00:00,0.0513698630136999,0.1563926940639269,0.4514719951500935,0.2340182648401826,3.63584474886,0.0955762898401365,1.2651071151800002,5.454337899543379,0.132245381861,9.57425679745,0.2397259994092776,0.4144676654532584,1.1897512083625317,1.474915970853203,1.06810357180521,0.2194129332205844,0.0639346426494265,2.09834803685,5.146858746912688,6.7604613571353935,3.179081899228935,0.9031175454076305,1.4903930227231177,0.3204277918722739,1.487987368322359,4.15118785302574e-07,4.619780887306699e-07,6.246088944445129e-07,1.5811054321295278e-07,1.8046711788826913e-07,3.8724769965828875e-07,1.0243180251326985e-07,6.341781856238364e-08
2050-01-01 09:00:00,0.0513698630136999,0.1563926940639269,0.4514719951500935,0.2340182648401826,3.63584474886,0.0955762898401365,1.2651071151800002,5.454337899543379,0.132245381861,9.57425679745,0.2397259993880202,0.4144676652166153,1.1897512076714143,1.806427635720143,1.068103584378966,0.2194129358035219,0.0639342480678307,1.73345266699,4.00254110052283,5.9851011504893945,2.814471635503506,1.2932513249843445,1.5007607893701496,0.3204276840641352,1.4879868676880423,3.171735031427057e-07,5.799224649924701e-07,6.315254027018484e-07,1.609085050185559e-07,2.293100086615e-07,4.427905856645475e-07,1.055696667261689e-07,6.369501435388336e-08
2050-01-01 12:00:00,0.0513698630136999,0.1563926940639269,0.4514719951500935,0.2340182648401826,3.63584474886,0.0955762898401365,1.2651071151800002,5.454337899543379,0.132245381861,9.57425679745,0.2397259993767482,0.4144676648972876,1.1897512067375615,1.843249845646096,1.0681033369870594,0.219412884983559,0.0639344119095388,2.04204940871,3.748198419969432,5.737781900843324,2.6981706749113936,4.160296102504533,0.9279260716268182,0.2981297459500902,1.3844407612174832,2.645866425966318e-07,4.135135280988315e-07,6.247700573838191e-07,3.819056104254548e-07,2.893262906129695e-07,3.793349933548011e-07,9.812302907989065e-08,6.334506888854018e-08
2050-01-01 15:00:00,0.0513698630136999,0.1563926940639269,0.4514719951500935,0.2340182648401826,3.63584474886,0.0955762898401365,1.2651071151800002,5.454337899543379,0.132245381861,9.57425679745,0.2397259993341708,0.4144676643560318,1.189751205152228,2.0196873714717936,1.0681034376037073,0.2194129056525227,0.0639330587014094,2.32927687563,4.429115203055791,6.080703773146085,2.85942841450882,1.0814558312302418,1.512066646635125,0.3204255189878601,1.487976813609618,2.319047542171445e-07,5.707894238164955e-07,6.2551787935313e-07,2.131640906170159e-07,2.877263868996742e-07,4.3987366229066177e-07,1.0501061483826777e-07,6.333039399046807e-08
2050-01-01 18:00:00,0.0513698630136999,0.1563926940639269,0.4514719951500935,0.2340182648401826,3.63584474886,0.0955762898401365,1.2651071151800002,5.454337899543379,0.132245381861,9.57425679745,0.2397259992854778,0.4144676637545333,1.1897512033912514,2.084015894170525,1.0681034448953342,0.2194129071503897,0.0639327557118615,1.06990514343,4.517743901724012,6.016451610731797,2.829214073249108,0.6948198160908532,1.5173551066527435,0.3204247916823318,1.4879734361827328,2.0984189922002778e-07,5.765170851588701e-07,6.235265338246696e-07,2.5593654672065856e-07,2.975282144053128e-07,4.4356066322433176e-07,1.0494397452473348e-07,6.326502089313037e-08
2050-01-01 21:00:00,0.0513698630136999,0.1563926940639269,0.4514719951500935,0.2340182648401826,3.63584474886,0.0955762898401365,1.2651071151800002,5.454337899543379,0.132245381861,9.57425679745,0.2397259992322538,0.4144676630631194,1.1897512013675955,2.2248110003610213,1.0681034512358356,0.2194129084528739,0.063934547856921,0.423793527536,2.6923131881772866,4.238900983348485,1.993327478244325,2.586936426901178,1.5229066405345222,0.1664195024087911,0.7728109849019643,1.940231109987838e-07,4.14641951726541e-07,5.235514305040383e-07,0.1118032806060082,0.2534854109206702,3.839120092700364e-07,9.75545939193043e-08,5.626212354274228e-08
