snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
carrier,Centralized heat,Oil,Coal,Methanol,Oil,Oil,Methanol,Ammonia,Hydrogen,Decentralized heat,Electricity,Decentralized heat,Oil,Electricity,Solid biomass,Methane,Methane,Methane,CO2 captured,CO2 captured,Hydrogen,Electricity,Electricity,Electricity,Hydrogen,Electricity,Electricity,Oil,Electricity,Methane,Centralized heat,Decentralized heat,Solid biomass,Electricity,Methanol,Solid biomass,Oil,Electricity,Ammonia,Methane,Centralized heat,Methane,Hydrogen,Electricity,Decentralized heat,Oil
sector,Industry,Industry,Industry,Industry,Shipping,Aviation,Shipping,Industry,Industry,Industry,Agriculture,Agriculture,Agriculture,Industry,Industry,Industry CC,Industry,Hydrogen production CC,CO2 sequestration,Methanol production,Methanol production,Methanol production,Residual electricity consumption,Ammonia production,Ammonia production,Compression losses,Decentral heat production,Transport,Hydrogen production,Storage,Residential / Services heat consumption,Residential / Services heat consumption,Central CHP production,Transport,Storage,Decentral heat production,Storage,Hydroelectricity,Storage,Decentral heat production,Storage charging,Power supply,Storage ,Battery charging,Storage charging,Decentral heat production
2035-01-01 00:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.88469834543323,68.54427577359047,10.60010614392669,57.77428993400458,22.226290302896516,7.87385594711497,36.13084620958493,8.602209489896843,145.52677870537065,1.6896096247143122,7.8461289649086785,0.2048014186583699,100.30429845199941,36.0198796947315,15.983986213250326,56.03812565707994,77.50975073275974,391.6742607201402,65.38892143644718,58.81806988518258,2.710809925079346,35.004300981365766,149.184791356802,9.085617418091704,1.569648151213296,253.41076742974946,4.132845033134456,28.198738386943926,0.0,0.002126073677639175,26.34857688457023,4.005388083354924e-05
2035-01-01 03:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.884698345757975,68.5442759889088,10.600105950140447,57.77428998815498,22.22647304706118,7.873854631142069,36.13084017096613,8.602208052192791,111.0974639135748,1.3116321042026566,6.090894898772061,0.1503094540883997,121.21816453235357,169.83353646568443,15.983984457712548,,125.3313991812647,632.1024761217512,110.11431041111337,66.36555258904394,2.7108046193122863,36.115065139526614,0.0,0.0,0.0412311835471264,408.40525247987284,0.1168366071768457,27.916078532933188,1.3267996801362654,0.0020158841301712058,0.3449538652022599,35.144295575315944
2035-01-01 06:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.884698343276334,68.54427618322204,10.60010577525881,57.77429010867758,22.22502218220979,7.873855530975624,36.1308443000419,8.602209035263451,111.72604918204428,1.5194772210095593,7.056076185229996,0.15440068372867338,125.5863820513532,367.579894524921,15.98398500730285,,130.9838874145373,667.6659135593336,111.114091939069,79.09340694087741,2.710808247566223,36.148157593855366,,0.0,0.8816885924836098,443.12204581328604,0.00029085097355,2.6365913216540005,0.3616151688283621,0.0019118196010630738,2.8092404911897737e-05,54.82711747321379
2035-01-01 09:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.884698340522355,68.5442763430575,10.60010563140694,57.77429027986789,22.224480643255653,7.8738585418808835,36.13085811621476,8.602212324685805,141.1766469496965,1.6895712735279516,7.845950871490093,0.21690388324785542,136.17129411229732,301.991861236044,15.983991657743534,,116.18111341325093,591.59176622197,94.85922681043678,129.05768085166318,2.710820386886597,35.289141120196284,,29.546179460215985,1.569493012603598,384.397300690435,0.0338894121322736,2.4263981653318875e-05,0.0,5.679234630598801,9.421726397388216e-05,14.600103899718585
2035-01-01 12:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.88469833919366,68.54427646503498,10.600105521626558,57.77429030393045,22.224197102961355,7.873858449303197,36.13085769140255,8.602212223544427,148.57016761478343,1.6895642047811472,7.845918045979255,0.2225471608518229,125.10894347802484,347.92370144000995,15.983991766204198,,111.60537813593564,567.1188746632538,96.84782745930788,99.98877774840652,2.7108200154304503,35.12250306508565,,25.549900230769705,1.5694645275319346,364.05588902341833,0.0123049457488573,2.4777148370220078e-05,0.0,5.5957911401720875,0.2799256373135867,11.032897765351931
2035-01-01 15:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.88469834046846,68.54427654512278,10.600105449547884,57.77429064540823,22.224057536619927,7.856798198119089,36.052573136037296,8.583573851745191,167.74688025942524,1.1957580446051366,5.552804441668172,0.15047687313520539,107.47666544969718,394.78821877851993,15.628380100380808,,118.67814476995844,602.4503075158391,106.29578065766188,38.61430407407129,2.64203137588501,35.451533044003874,,2.208317209784453,0.0,398.72885970064243,0.1193772510984546,37.50221197640942,1.6951239556074185,0.0001328965471822665,3.429292560270501e-05,38.12546190909271
2035-01-01 18:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.88469834113957,68.54427661662001,10.600105385200411,57.77429054855849,22.223943348119697,7.856798459300867,36.05257433452489,8.583574137087007,172.3791363858398,1.4515597153397024,6.740684096628039,0.15072979147700302,106.46108653843245,190.29318011608973,15.62837988031009,,117.39053394025264,598.8362812080419,104.57645301648527,29.70353684562919,2.6420324292182924,35.164900852711774,0.0,,0.6070524959463365,402.91572823236237,0.1491137980852048,39.3421935002613,0.5072425583788338,0.00010440714581183246,3.650691748871949e-05,35.23046144141263
2035-01-01 21:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.884698341134765,68.54427668570331,10.600105323025154,57.774290014149294,22.2238536400588,7.8567984600796335,36.05257433809843,8.583574137937815,161.62953418916422,1.1857811091181425,5.506474022285786,0.14918866417001,95.00700393827677,75.2700414523415,15.628377511212772,50.371924899130846,82.02263881496299,419.6055016251543,83.27188254777295,42.05899066081162,2.6420324316024777,33.230718835721525,110.95173915457724,,0.0,255.05883618149295,4.205255043130319,33.30697848253907,1.7414495140158008,0.02753550965675304,0.3594446565414355,0.5595734586066954
2035-01-02 00:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.884698340562124,68.5442767506545,10.600105264569912,57.77429038760611,22.223778876490087,7.856797167196613,36.05256840543241,8.583572725459522,137.63377906937745,1.0273238158146467,4.770637566039387,0.1497075735652358,92.5257428837073,36.047591708440905,15.628368315007584,59.69090385921338,79.15283020864975,394.5948681258216,84.7867720213568,56.77427533452287,2.6420272183418274,34.42375026364182,150.52230293107033,,0.0,250.04759661624306,3.8737139615564375,29.515340222631025,2.4772873128393247,0.02592232689972981,21.79067503435468,0.0005080344859717
2035-01-02 03:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.88469833938846,68.54427681298492,10.60010520847201,57.77429056658476,22.223710836837824,7.856798286168521,36.05257354007067,8.58357394793944,126.88958639339896,1.689570277960838,7.845946248322791,0.1496836903759771,130.95513532401094,167.68850883721598,15.62837061103916,,128.5363948805102,639.2165577964,114.94013574833927,41.23210229421306,2.6420317320823674,39.43262502765096,0.0,,1.569489038147818,427.1721977996704,0.0357348847056423,33.33461537950098,0.0,0.002350690410761616,5.462980201151872,18.60760791662331
2035-01-02 06:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.88469833749035,68.54427687462838,10.600105152992716,57.77429060069347,22.22364495066542,7.856799046258783,36.052577027904896,8.58357477834016,175.78368151648684,1.6895698855469554,7.845944426049835,0.1503029605971826,123.5207042810336,368.76180496020106,15.628371344016951,,133.5681934398356,670.2126615205456,115.13143668081592,29.1200626502512,2.642034794330597,39.54372071578212,,,1.569487459834105,459.6810863156502,0.0023498437865374,26.243715106140673,0.0,0.26725656841005024,2.471925109485336e-05,35.33935534870469
2035-01-02 09:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.88469833592842,68.54427692838199,10.60010510461452,57.77429010326052,22.22358929767904,7.873856875831884,36.130850471198066,8.602210504522649,204.9763670688188,1.6895568110144934,7.84588371115667,0.173240395784225,112.89186249557059,312.393427928563,15.983986675701026,,118.43790236286809,593.840324552864,109.6740126633032,86.52525659218291,2.7108136706352237,37.53711088791658,,17.190610768314645,1.5694346975866502,402.52886473746076,0.0388269459831981,9.878910379835755,0.0,3.102367201378163,5.488034504277644e-05,13.14729849466733
2035-01-02 12:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.884698335954674,68.54427696672073,10.600105070109606,57.774289965249714,22.223536675565125,7.873855623868237,36.13084472629921,8.602209136748886,204.33839778543845,1.689558127687087,7.845889825458356,0.16582511064065,104.4421811424694,363.42334111175,15.983985787981268,,113.83069856767258,569.7249490133942,103.9044410207789,77.68867903189812,2.710808621406555,36.70886114946381,,17.579455864330644,1.569440056406478,384.4139565863154,0.1730873410052259,15.090717970150765,0.0,2.7583694060168775,0.3756679428935339,10.21014811466851
2035-01-02 15:00:00,13.05593607305936,96.568493150723,26.3314018265,0.5045662100456101,32.81271819226191,83.871621355086,28.53279842805388,5.262557077625571,7.4646118721461185,0.0627853881278538,5.7144931044690885,22.34338942225278,10.49743235957586,162.0502283105023,56.884698337578705,68.54427699131219,10.600105047976973,57.77429052406067,22.223520368203896,7.856798208529613,36.05257318380819,8.583573863118719,217.7926012468106,1.689556902803539,7.845884137402284,0.1543035200904396,87.26314185749337,405.680559881144,15.628379547337392,,121.12723339977576,605.6471599004601,112.2120923562014,15.994942569498038,2.6420314178466797,38.84123746044595,,,1.5694349688090226,422.8676075795882,0.2313083194317562,37.80257802962114,0.0,0.00010760646156202466,0.0407542415657409,26.63422987558906
