config,cost_segment,capital,marginal
2035_fl,Energy production,5196886495.031806,11250447594.536469
2035_fl,Storage,172394589.8316009,0.0
2040_fl,Distribution,926273471.2895678,0.0
2040_fl,Energy production,4981260674.27942,10655274011.934465
2040_fl,Storage,173821400.15985882,0.0
2045_fl,Distribution,1068488591.413777,0.0
2045_fl,Energy production,5801777709.46662,9500175009.845362
2045_fl,Storage,174776787.16077483,0.0
2050_fl,Distribution,1162940905.3951347,0.0
2050_fl,Energy production,6023971469.914415,8638405757.027607
2050_fl,Storage,176436036.0790664,0.0
2030_fr,Distribution,5803294446.516076,0.0
2030_fr,Energy production,61846009366.84285,44448856973.04489
2030_fr,Storage,3970797908.886034,0.0
2035_fr,Distribution,6089726631.666584,0.0
2035_fr,Energy production,65598327803.76951,41046425445.15021
2035_fr,Storage,3970807127.7587566,0.0
2040_fr,Distribution,6922813191.331802,0.0
2040_fr,Energy production,71894128070.52194,34434190219.65563
2040_fr,Storage,3974649712.146851,0.0
2045_fr,Distribution,7795436101.532407,0.0
2045_fr,Energy production,84178428279.99913,26641076463.636887
2045_fr,Storage,4010308546.720797,0.0
2050_fr,Distribution,8306089703.455482,0.0
2050_fr,Energy production,103953724371.09225,23444118171.342854
2050_fr,Storage,4027051852.0303135,0.0
2030_de,Distribution,7183405295.883385,0.0
2030_de,Energy production,58117293363.832954,63474613094.160866
2030_de,Storage,3611918886.2057996,0.0
2035_de,Distribution,7649964767.743968,0.0
2035_de,Energy production,60905278626.428986,60588135497.073044
2035_de,Storage,3611912623.9837356,0.0
2040_de,Distribution,8673790304.68902,0.0
2040_de,Energy production,58370207976.37281,55669684436.96013
2040_de,Storage,3621598141.5452147,0.0
2045_de,Distribution,9766979366.543474,0.0
2045_de,Energy production,68127548213.760666,45137502892.61276
2045_de,Storage,3639388846.7681203,0.0
2050_de,Distribution,10655445641.072437,0.0
2050_de,Energy production,75039825041.42484,46230677783.88801
2050_de,Storage,3647587461.6096563,0.0
2030_gb,Distribution,4514887324.216917,0.0
2030_gb,Energy production,38008338503.21092,41790047030.7548
2030_gb,Storage,1177669989.374624,0.0
2035_gb,Distribution,4867330076.272433,0.0
2035_gb,Energy production,46849544783.339165,40133326629.20339
2035_gb,Storage,1197081487.702141,0.0
2040_gb,Distribution,5970025592.716493,0.0
2040_gb,Energy production,57372367917.19257,33886041136.193737
2040_gb,Storage,1221913088.055204,0.0
2045_gb,Distribution,6547257746.1104765,0.0
2045_gb,Energy production,67142608223.574585,27602205134.786625
2045_gb,Storage,1313200093.7131217,0.0
2050_gb,Distribution,6767275321.484497,0.0
2050_gb,Energy production,80058381230.06488,23039433278.34314
2050_gb,Storage,1517036675.5823026,0.0
2030_nl,Distribution,1731693845.557668,0.0
2030_nl,Energy production,15277438655.74301,23148408728.84735
2030_nl,Storage,928923652.2567036,0.0
2035_nl,Distribution,1922138712.8817992,0.0
2035_nl,Energy production,18237793493.283108,22970086607.78216
2035_nl,Storage,929379002.2002277,0.0
2040_nl,Distribution,2383369307.235816,0.0
2040_nl,Energy production,23771439056.587727,20699772078.01438
2040_nl,Storage,935970774.9673139,0.0
2045_nl,Distribution,2669400220.5693984,0.0
2045_nl,Energy production,27876775392.926743,18524139593.23871
2045_nl,Storage,945624045.4499832,0.0
2050_nl,Distribution,2817210381.666533,0.0
2050_nl,Energy production,41528134296.891754,17141148912.086788
2050_nl,Storage,1068271815.8449247,0.0
2030_lu,Distribution,91022368.34698212,0.0
2030_lu,Energy production,235619054.8401771,708325433.9762578
2030_lu,Storage,533623975.12423575,0.0
2035_lu,Distribution,100850310.30214827,0.0
2035_lu,Energy production,248834966.81293407,712191047.5889329
2035_lu,Storage,533519257.1675911,0.0
2040_lu,Distribution,109026226.23473307,0.0
2040_lu,Energy production,311365212.8166811,638676438.2311611
2040_lu,Storage,533603185.8821753,0.0
2045_lu,Distribution,127447420.1198014,0.0
2045_lu,Energy production,383844650.68210024,577643508.3878666
2045_lu,Storage,533732131.54062957,0.0
2050_lu,Distribution,139833585.3093475,0.0
2050_lu,Energy production,414329587.1641224,530228091.56497705
2050_lu,Storage,533738072.1438829,0.0
