config,cost_segment,capital,marginal
2030_tot,Distribution,41297531016.52083,0.0
2030_tot,Energy production,337332530741.1243,643381146512.1537
2030_tot,Storage,43626398022.84295,0.0
2030_tot,Transmission,12967137024.160631,556450595.6381845
2035_tot,Distribution,43731844596.87777,0.0
2035_tot,Energy production,377240759359.9037,573126792719.0695
2035_tot,Storage,43910870584.75171,0.0
2035_tot,Transmission,13247493069.921179,484321924.2687177
2040_tot,Distribution,49520145393.06842,0.0
2040_tot,Energy production,417786504546.13666,492640214731.20605
2040_tot,Storage,45584010507.150116,0.0
2040_tot,Transmission,14532717740.88176,434987235.6182568
2045_tot,Distribution,54990779703.928276,0.0
2045_tot,Energy production,476849869392.7002,399033138566.5948
2045_tot,Storage,46725113833.29522,0.0
2045_tot,Transmission,16668146691.647709,904346624.2921195
2050_tot,Distribution,59097256815.83665,0.0
2050_tot,Energy production,561669512354.5029,329812308986.099
2050_tot,Storage,48050712720.03704,0.0
2050_tot,Transmission,19736966346.800785,3394612369.7731743
2030_eu27,Distribution,33517887066.006718,0.0
2030_eu27,Energy production,279978969815.9326,295379342876.4565
2030_eu27,Storage,30057478546.733776,0.0
2035_eu27,Distribution,35448716453.05287,0.0
2035_eu27,Energy production,308758513362.58716,280259787404.4527
2035_eu27,Storage,30397764802.824593,0.0
2040_eu27,Distribution,39950178784.80704,0.0
2040_eu27,Energy production,337345716423.4382,249960684209.18555
2040_eu27,Storage,32251829174.858715,0.0
2045_eu27,Distribution,44428318960.56641,0.0
2045_eu27,Energy production,384153352752.6292,204231368574.46854
2045_eu27,Storage,33229462672.119873,0.0
2050_eu27,Distribution,48081787045.79569,0.0
2050_eu27,Energy production,454901748756.2055,196639630644.5421
2050_eu27,Storage,34145960401.12588,0.0
2030_be,Distribution,1187232576.635811,0.0
2030_be,Energy production,7537190823.428926,15394248459.518253
2030_be,Storage,492324018.53834593,0.0
2035_be,Distribution,1333988595.6647873,0.0
2035_be,Energy production,7654689830.223682,15049659311.465258
2035_be,Storage,493270600.65522337,0.0
2040_be,Distribution,1545210686.8567333,0.0
2040_be,Energy production,7294268585.867712,13889615864.796732
2040_be,Storage,495857861.1642984,0.0
2045_be,Distribution,1793734455.435053,0.0
2045_be,Energy production,8691585526.267086,12099093279.225323
2045_be,Storage,497358090.7078848,0.0
2050_be,Distribution,1965995960.5340512,0.0
2050_be,Energy production,9392569354.81017,10842448857.630754
2050_be,Storage,499969013.5592312,0.0
2030_fl,Distribution,712925276.4574203,0.0
2030_fl,Energy production,5114188238.549929,11477186989.514555
2030_fl,Storage,172054136.44214636,0.0
2035_fl,Distribution,799223458.0814757,0.0
