sector,node,2030,2035,2040,2045,2050,carrier
Ammonia production,BE,7.215096371455468e-05,0.02862204550107169,0.13180923312665416,0.6204938329919464,1.6749904524972496,Electricity
Ammonia production,CZ,3.1532904113921394e-06,1.3835001439097162e-05,0.177784024244256,0.16707359920396,0.1026217899997873,Electricity
Ammonia production,DE,1.9665683655422777,2.874051257854335,6.506286214844608,5.511854724984597,7.237766911374341,Electricity
Ammonia production,FI,4.6540488059384115,4.310253115343333,3.8269855578993166,3.749473396717957,1.574313284158783,Electricity
Ammonia production,FL,5.165468830370681e-05,0.0082286246184117,0.1088671142427732,0.3075667960780013,0.8860615850055902,Electricity
Ammonia production,GB,0.1478503632026627,3.6523879035472873,3.971637923805548,8.560528741517286,9.954776222943158,Electricity
Ammonia production,GR,7.110953087087034e-07,2.3125211902016636e-06,3.891677363101854e-06,0.013140006529363,0.1448771337768367,Electricity
Ammonia production,IE,2.2347100711618855e-06,3.5610353049209857e-06,5.118652118344485e-06,0.3400833093472329,0.3466034240743101,Electricity
Ammonia production,IT,3.902456396962825e-06,1.0187449639947963e-05,6.0985988466357785e-06,4.831026266917767e-06,1.130677737674618,Electricity
Ammonia production,LU,2.1748705794870457e-05,4.777136375819395e-05,6.716837024432599e-05,0.0299352555435486,0.1112381990520699,Electricity
Ammonia production,NL,0.0764574109270691,0.534886962092645,0.8691641300799672,0.8491149243735123,0.5295918205260223,Electricity
Ammonia production,SE,3.6107197651339778e-06,1.0347983321868303e-05,0.4881876041471422,0.621119632979175,0.1653245340766921,Electricity
Central heat production,AL,0.002575549822734259,0.023880424623429944,0.09667706338239491,0.1421315897921927,0.153094897913433,Electricity
Central heat production,AT,0.9465327527163365,2.0228289479257433,3.0998693714749725,3.3573368840627054,4.1200995063775805,Electricity
Central heat production,BA,0.00022005747872092045,0.04992755739579581,0.18691302293246892,0.3058260168654689,0.4076126398118537,Electricity
Central heat production,BE,2.1991008673681347,3.321507912178698,4.997479704609442,6.462721050949515,9.04071111274735,Electricity
Central heat production,BG,5.0408689081098786e-06,0.1397483650335201,0.5660219498858142,1.3159144786199313,1.4937917854738363,Electricity
Central heat production,CH,0.08075919795120143,0.7008221864837331,1.9182505305617095,4.02010660543427,5.437082227035501,Electricity
Central heat production,CZ,2.3947377366184592e-05,0.682202880387328,1.4870414302533865,3.5352774824644215,4.250250683954586,Electricity
Central heat production,DE,5.710518001862697,13.2276915964902,15.918075765260445,26.439046410870368,28.572302298336794,Electricity
Central heat production,DK,2.698516115713035,2.104061037679248,1.4223801680721395,1.1501668951872737,0.5473893198345389,Electricity
Central heat production,EE,4.489269870099175e-06,2.9915756834111153e-05,0.00010604907590711165,0.02890199559934061,0.07982262230362157,Electricity
Central heat production,ES,0.05173436411337445,0.007988710007851842,1.0649773020883562,4.997456835394703,4.646071417025602,Electricity
Central heat production,FI,0.15324225423840712,0.11953992501178397,0.12913929437600327,1.8923615606298616,1.5886157698186003,Electricity
Central heat production,FL,1.2710560938864415,1.7915930931381494,2.716080862768391,3.4303473252243433,4.723924136441765,Electricity
Central heat production,FR,1.4814209793533553,5.391772035636917,12.540624471746737,21.04998653250615,20.818818947030632,Electricity
Central heat production,GB,11.554946467110943,11.378899160678483,11.835601170577203,18.784626828681272,21.43385445867125,Electricity
Central heat production,GR,0.12028218532325624,0.6054286124723735,1.2394587972031488,1.77129072748322,1.255106109960805,Electricity
Central heat production,HR,2.466811374956295e-05,0.0909709478352335,0.577871288096286,0.8631402360125876,1.1923561938334961,Electricity
Central heat production,HU,5.485050771569484e-06,0.3229872784896164,1.0511311936024987,2.6831518403276298,3.0562865207081265,Electricity
Central heat production,IE,0.3788051657534386,0.172237098971313,0.17327435144884565,0.8081754227707563,0.9542592385114953,Electricity
Central heat production,IT,0.5391317521906838,3.740248816531266,5.330121292437973,6.054137088760941,9.021720729631266,Electricity
Central heat production,LU,0.1024063116418704,0.1988784460477833,0.3048606173012893,0.4762618506124662,0.6116198817611399,Electricity
Central heat production,ME,0.0019073286468735168,0.0237507337014754,0.043402075643474494,0.0678616311610335,0.0339507778697532,Electricity
Central heat production,MK,0.005699473368874673,0.02627122442876187,0.0930657378506993,0.148232925772368,0.151556608474199,Electricity
Central heat production,NL,6.806911877273021,7.709095810492475,6.945487000693946,6.93101390829913,3.586747586200983,Electricity
Central heat production,PL,2.0149613464915006e-05,1.2160785834799348,2.571629296978596,7.719427867910544,4.075955644990386,Electricity
Central heat production,PT,7.846948598201646e-06,0.36159089787715865,0.9863490313372016,1.3535969238692633,1.0237319270453158,Electricity
Central heat production,RO,3.87069080597562e-06,6.146655009825459e-06,1.2922269844548269,2.8035770050893425,2.6384128343504725,Electricity
Central heat production,RS,0.03262831900395639,0.16223865238390117,0.5638729465141479,0.9937689165304281,1.0828015563867108,Electricity
Central heat production,SE,1.5099204080790853e-05,1.9883045835764592e-05,3.1863890340095584e-05,0.40946884033998365,0.6475286218401566,Electricity
Central heat production,SI,5.168710007503831e-06,0.07810578873713843,0.3775584297765968,0.5418788476278974,0.6305016895939268,Electricity
Central heat production,SK,4.360709971553953e-06,0.09379843486649445,0.7122794784064561,1.5331542359492814,1.6767662479172785,Electricity
Decentral heat production,AL,1.0231687253227297,0.910525150375535,0.884526146508486,0.9571822816249533,0.9278363218813873,Electricity
Decentral heat production,AT,9.510365124519017,9.86587006559903,10.926590796353175,14.45936418300187,16.516047288698353,Electricity
Decentral heat production,BA,2.3397060740637574,2.2034193403425117,2.156956936392058,2.3382860151101847,2.708357244763682,Electricity
Decentral heat production,BE,16.84753184586525,16.913725493133214,17.86360795818731,24.574984474154878,26.477329891944194,Electricity
Decentral heat production,BG,3.3995953476926335,3.05895336748349,3.0423300257539543,3.2413073138659403,3.358402042393821,Electricity
Decentral heat production,CH,12.636513968348705,13.041703467101783,12.685627140678806,15.648575307661105,16.555736211885225,Electricity
Decentral heat production,CZ,8.500985789071931,8.332484859088161,11.357736526135554,16.12090217375346,18.43804063511517,Electricity
Decentral heat production,DE,83.22999951623265,78.34295721855345,92.48628572068604,131.1693068956142,149.38159168324444,Electricity
Decentral heat production,DK,8.150227640838663,11.598384097861487,14.566682440140799,15.424569403965753,15.399135936590131,Electricity
Decentral heat production,EE,0.8319288525509531,1.3145006062517253,1.4847020214300524,1.850643276023567,3.135743695066348,Electricity
Decentral heat production,ES,26.695716909567604,27.251143062322903,33.987713335483534,35.82507348319978,41.11822024196282,Electricity
Decentral heat production,FI,11.541514101382747,18.701485760501498,19.791039986817257,26.683177909726254,33.816611151314014,Electricity
Decentral heat production,FL,9.056883750286032,9.128645063292915,9.799388056381671,13.490345571560658,14.378206721555944,Electricity
Decentral heat production,FR,72.68510721965221,71.67477133628498,91.34384670104066,114.3880486863962,129.88150837978696,Electricity
Decentral heat production,GB,91.03192558549759,89.931022428028,123.66768481253646,137.4959351624211,135.67463855169512,Electricity
Decentral heat production,GR,7.8375810263524315,7.029135250668079,7.577595279039199,7.686575245246564,8.220585853863021,Electricity
Decentral heat production,HR,2.9839544337794615,2.6538902547339704,3.147076773712679,4.0922601633389615,4.851936994322594,Electricity
Decentral heat production,HU,4.692928881051561,4.764823317736729,6.397275035712145,9.876800320901042,11.938765962985084,Electricity
Decentral heat production,IE,11.344849643270495,10.303103425481321,10.865315941383619,10.56362269705609,10.080442702232627,Electricity
Decentral heat production,IT,64.5489061612222,59.910299117779125,49.60920525990764,62.38863697048452,70.60950554813189,Electricity
Decentral heat production,LT,1.2746388951107317,1.4613520934902444,1.5347165750548104,1.954750619922865,2.3982560411494322,Electricity
Decentral heat production,LU,1.105636896971047,1.0462221804792806,1.0849833093365708,1.4740454033507617,1.6385455224361711,Electricity
Decentral heat production,LV,0.680264773486732,0.6947212423200962,0.8206764300724811,1.0820899185491921,1.879301346745791,Electricity
Decentral heat production,ME,0.46489827321536914,0.4394479811004052,0.43762104901927673,0.48111265201656894,0.4993561514550666,Electricity
Decentral heat production,MK,0.8830930173733151,0.7421879322776672,0.7537845863473114,0.8717430219470026,0.9885890132215147,Electricity
Decentral heat production,NL,20.163676329857346,21.299425384059894,34.917983879801014,42.60459511727883,45.154281695998094,Electricity
Decentral heat production,NO,16.895971348563208,21.878416330043187,22.67958588591382,29.983120613918153,29.04268596637368,Electricity
Decentral heat production,PL,27.36007843791502,27.870239190339117,36.05416576156084,51.047363006732645,63.85846297255561,Electricity
Decentral heat production,PT,4.793958852968313,5.280374710026358,6.253444383587176,5.923196032651362,5.843693786140501,Electricity
Decentral heat production,RO,4.984839613023769,5.197214584406495,8.703787943819911,10.331717967425536,9.973448615754695,Electricity
Decentral heat production,RS,3.541866374067724,3.4351799103896012,3.352936128971629,4.210816898745866,4.560378172085687,Electricity
Decentral heat production,SE,21.611927131254074,23.37275622381218,22.212916602095866,24.44837168378507,31.109224496176537,Electricity
Decentral heat production,SI,1.2519382822219811,1.4257775200427543,1.7215701523034443,1.9279078710863033,2.2224526768551858,Electricity
Decentral heat production,SK,2.8729508067403273,3.0762249414042744,4.056485697487487,5.296423791498139,6.153808006022416,Electricity
Hydrogen production,BG,2.4110227700872284e-06,4.0246795814917815e-06,6.131140570562957e-06,7.970412211745416e-06,0.1621884231916911,Electricity
Hydrogen production,CH,3.7638047118313015e-06,9.100488521106203e-06,1.4334954348187596e-05,1.8933621004968416e-05,0.1639830356837623,Electricity
Hydrogen production,DE,4.455500153016611e-06,9.16335335630658e-06,1.2543240886233706e-05,1.6327646045059912e-05,24.742322268834144,Electricity
Hydrogen production,DK,1.4376124160183255e-05,20.276727947404982,49.79560305893243,65.43804564023837,132.21927244620804,Electricity
Hydrogen production,EE,3.5033382909021983e-06,1.627844902502538e-05,2.19700682146095,2.3369768750946585,8.387386823898117,Electricity
Hydrogen production,ES,4.383697107274669e-05,1.265220714732228,1.8046820689763208,1.2850692299445832,1.3345469296566435,Electricity
Hydrogen production,FI,7.422934821336523e-06,1.3693572387744988,5.512026010454202,5.164119653308797,70.84566195694532,Electricity
Hydrogen production,FR,5.178175981672748e-06,1.267086706354862e-05,4.0648929553018307e-05,76.36456488983167,343.4597791582029,Electricity
Hydrogen production,GB,2.5309788858801284e-05,43.57728105265694,92.77425436583297,185.0429585664695,352.5617722901887,Electricity
Hydrogen production,GR,2.6430181006304716e-06,4.991627203662731e-06,7.816796036352647e-06,1.1934090191731375e-05,4.067515055445639,Electricity
Hydrogen production,HU,2.3972005760032717e-06,4.168659968822333e-06,7.03129302522615e-06,9.48858378208871e-06,0.8924245753985642,Electricity
Hydrogen production,IE,1.1532094834978031e-05,6.797366852035924,12.91015663429466,17.343660118038635,25.99984476720114,Electricity
Hydrogen production,LT,3.4649717610059583e-06,9.84668912559583e-06,2.150039239413496,2.801130121581787,5.4038201749956905,Electricity
Hydrogen production,LV,3.277102683801873e-06,8.82693105595929e-06,2.4804602615407117e-05,3.753102771373181e-05,3.0263134691329543,Electricity
Hydrogen production,MK,2.2348438698622236e-06,4.606994773475054e-06,6.571109480086539e-06,9.533058643680215e-06,0.31122056743383,Electricity
Hydrogen production,NL,4.7352558714346235e-06,1.2529765327784104e-05,28.347278747439816,61.13426463720683,227.43831151979867,Electricity
Hydrogen production,NO,5.597247467917659e-06,6.555574823212791e-05,7.618467580478655,7.563007884592197,13.942843214253562,Electricity
Hydrogen production,PL,3.5805587050599675e-06,7.09587002903677e-06,1.196382886267367e-05,2.703994829399977,58.81331971474208,Electricity
Hydrogen production,PT,2.7821984325956277e-06,4.602530912849437e-06,6.599816368164224e-06,8.152590928892144e-06,4.369461470504785,Electricity
Hydrogen production,RO,2.4127853982172773e-06,3.861075116818462e-06,6.541871313286384e-06,8.480367428332077e-06,1.1361808504658113,Electricity
Hydrogen production,RS,2.297342276216571e-06,4.350762042846335e-06,6.898343243526356e-06,9.528503851691422e-06,0.2483622986439948,Electricity
Hydrogen production,SE,8.388659179390837e-06,13.394980696659328,26.607282895541964,25.04908325679447,39.53157567662055,Electricity
Industry,AL,1.6200000000000003,1.7800000000000007,1.9199999999999997,2.0,2.0199999999999996,Electricity
Industry,AT,33.44,37.94999999999998,41.85,45.45999999999998,47.309999999999995,Electricity
Industry,BA,2.9499999999999993,3.3699999999999997,3.8200000000000007,4.2,4.389999999999999,Electricity
Industry,BE,49.499999999999986,57.21,64.63000000000001,71.6,75.05000000000001,Electricity
Industry,BG,10.69,11.779999999999996,12.909999999999998,13.960000000000004,14.500000000000004,Electricity
Industry,CH,14.090000000000003,15.779999999999996,17.46,19.120000000000005,19.89,Electricity
Industry,CZ,28.49000000000001,32.589999999999996,36.37,39.89999999999999,41.69999999999999,Electricity
Industry,DE,273.45000000000005,306.27999999999986,338.03,367.3299999999998,381.5599999999999,Electricity
Industry,DK,10.959999999999997,12.639999999999999,14.359999999999998,16.08,16.950000000000003,Electricity
Industry,EE,2.410000000000001,2.609999999999999,2.83,3.029999999999999,3.140000000000001,Electricity
Industry,ES,100.88000000000004,117.47,134.15000000000003,150.35999999999999,158.33999999999997,Electricity
Industry,FI,41.65000000000001,44.139999999999986,46.76000000000001,49.319999999999986,50.64999999999999,Electricity
Industry,FL,30.569999999999993,35.75,40.750000000000014,45.47,47.780000000000015,Electricity
Industry,FR,129.41999999999993,144.78,159.28,172.83000000000004,179.32,Electricity
Industry,GB,113.82000000000002,128.62,142.51,155.87,162.57000000000002,Electricity
Industry,GR,14.26,15.379999999999995,16.53,17.54999999999999,17.91,Electricity
Industry,HR,4.26,4.76,5.269999999999999,5.77,6.019999999999997,Electricity
Industry,HU,17.97,19.699999999999996,21.28,22.790000000000006,23.48999999999999,Electricity
Industry,IE,11.87,13.189999999999996,14.519999999999996,15.829999999999998,16.509999999999998,Electricity
Industry,IT,133.34000000000003,147.28,160.83999999999997,174.18999999999994,180.81,Electricity
Industry,LT,3.140000000000001,3.290000000000001,3.440000000000001,3.5999999999999996,3.659999999999999,Electricity
Industry,LU,3.7,4.039999999999999,4.38,4.7399999999999975,4.91,Electricity
Industry,LV,2.34,2.7600000000000007,3.1699999999999995,3.5900000000000007,3.809999999999998,Electricity
Industry,ME,0.53,0.6099999999999999,0.7100000000000001,0.78,0.8199999999999997,Electricity
Industry,MK,1.71,1.9199999999999997,2.0699999999999994,2.1999999999999997,2.2699999999999996,Electricity
Industry,NL,53.12,65.12999999999997,76.63,87.06000000000003,92.02000000000004,Electricity
Industry,NO,23.050000000000004,26.81000000000001,30.49000000000001,33.949999999999996,35.620000000000005,Electricity
Industry,PL,56.710000000000015,61.850000000000016,66.68999999999998,71.39,73.78999999999999,Electricity
Industry,PT,19.16,21.590000000000003,24.010000000000005,26.429999999999993,27.640000000000008,Electricity
Industry,RO,25.120000000000005,28.18000000000001,30.80999999999999,33.089999999999996,33.98,Electricity
Industry,RS,9.63,10.539999999999996,11.42,12.199999999999998,12.519999999999996,Electricity
Industry,SE,52.67,54.319999999999986,56.08999999999998,57.65000000000001,58.379999999999974,Electricity
Industry,SI,6.4399999999999995,6.64,6.8500000000000005,6.929999999999998,6.889999999999998,Electricity
Industry,SK,13.209999999999996,14.569999999999997,15.429999999999996,16.020000000000003,16.2,Electricity
Methanol production,BE,3.141515566771215e-05,0.13063468842782264,0.10381194872631518,0.09357755475323963,0.09874645772696025,Electricity
Methanol production,BG,3.78693614737454e-06,0.0904864654116385,0.090171163560165,0.0627056193922636,0.0580739670303272,Electricity
Methanol production,DK,1.1769211761543223,4.5088916458490935,9.756995932052458,11.672952519321148,12.824543557440276,Electricity
Methanol production,EE,6.0014183648211315e-06,0.0119096746865575,0.5850162739613206,0.6174071106368388,0.6526413036872581,Electricity
Methanol production,ES,2.515488255036271e-05,0.1586621888785075,0.19989396569029688,0.14859942148073038,0.1688888848382555,Electricity
Methanol production,FI,4.742729146278226,6.669410373984419,9.01801387025379,8.05502507571731,13.19404281539104,Electricity
Methanol production,FL,1.744772696614303e-05,0.1306000628111217,0.1037711998629152,0.0935343905060906,0.0986998781877362,Electricity
Methanol production,FR,1.90788757075339e-05,0.0265171089010345,0.0239041148101949,12.526107264020728,27.724915223293603,Electricity
Methanol production,GB,6.7336575372514265,17.668921315970273,31.027151727912766,33.06949344580398,36.258224957861934,Electricity
Methanol production,GR,4.357359673128162e-06,0.0404400760501817,0.0808716609139926,0.0658915836310452,0.0582471614763085,Electricity
Methanol production,HU,4.103673994167623e-06,0.0696497332344737,0.0476790588124275,0.0392812979590245,0.0441132922773998,Electricity
Methanol production,IE,0.8855646876332678,2.0355260679141187,3.8389828169561575,4.082359826168545,4.187420062886952,Electricity
Methanol production,LT,6.1928171919035855e-06,0.3023465424747066,0.9683537411253524,1.3120103151659157,1.2707324085965837,Electricity
Methanol production,LV,6.186551093914243e-06,2.3964136772440185e-05,3.371431767257513e-05,3.843960851233435e-05,0.706754055790216,Electricity
Methanol production,NL,1.7416667881302042e-05,6.120426212561035e-05,0.3268037214489652,5.511804588493795,5.824816165689053,Electricity
Methanol production,NO,27.80832312133326,34.07320522703535,35.40859929900658,35.35437658551116,27.531633842768,Electricity
Methanol production,PL,8.770634466232952e-06,0.8299194498138986,1.171199324564427,1.0393940681154523,1.0734715663003025,Electricity
Methanol production,RO,3.6326290019840297e-06,0.0976002481621912,0.1542437614127834,0.1109520868932538,0.1056357745173555,Electricity
Methanol production,SE,8.618565003607124e-06,2.147723101467614,3.642160836202349,3.4851961964246376,6.024417931450417,Electricity
Residual electricity consumption,AL,3.860916783740407,3.860916783740407,3.860916783740407,3.860916783740407,3.860916783740407,Electricity
Residual electricity consumption,AT,33.72168167324294,33.72168167324294,33.72168167324294,33.72168167324294,33.72168167324294,Electricity
Residual electricity consumption,BA,6.977213374095022,6.977213374095022,6.977213374095022,6.977213374095022,6.977213374095022,Electricity
Residual electricity consumption,BE,35.62952851367032,35.62952851367032,35.62952851367032,35.62952851367032,35.62952851367032,Electricity
Residual electricity consumption,BG,20.856416735900655,20.856416735900655,20.856416735900655,20.856416735900655,20.856416735900655,Electricity
Residual electricity consumption,CH,25.97142015178591,25.97142015178591,25.97142015178591,25.97142015178591,25.97142015178591,Electricity
Residual electricity consumption,CZ,28.12096634526939,28.12096634526939,28.12096634526939,28.12096634526939,28.12096634526939,Electricity
Residual electricity consumption,DE,230.4501997402681,230.4501997402681,230.4501997402681,230.4501997402681,230.4501997402681,Electricity
Residual electricity consumption,DK,20.45174276188832,20.45174276188832,20.45174276188832,20.45174276188832,20.45174276188832,Electricity
Residual electricity consumption,EE,4.652097823428552,4.652097823428552,4.652097823428552,4.652097823428552,4.652097823428552,Electricity
Residual electricity consumption,ES,136.8712582898813,136.8712582898813,136.8712582898813,136.8712582898813,136.8712582898813,Electricity
Residual electricity consumption,FI,28.64914247909838,28.64914247909838,28.64914247909838,28.64914247909838,28.64914247909838,Electricity
Residual electricity consumption,FL,22.22391901767945,22.22391901767945,22.22391901767945,22.22391901767945,22.22391901767945,Electricity
Residual electricity consumption,FR,271.6734884411459,271.6734884411459,271.6734884411459,271.6734884411459,271.6734884411459,Electricity
Residual electricity consumption,GB,167.61824611841217,167.61824611841217,167.61824611841217,167.61824611841217,167.61824611841217,Electricity
Residual electricity consumption,GR,23.36038538269622,23.36038538269622,23.36038538269622,23.36038538269622,23.36038538269622,Electricity
Residual electricity consumption,HR,10.452443726962857,10.452443726962857,10.452443726962857,10.452443726962857,10.452443726962857,Electricity
Residual electricity consumption,HU,20.094996350112392,20.094996350112392,20.094996350112392,20.094996350112392,20.094996350112392,Electricity
Residual electricity consumption,IE,12.802294790377532,12.802294790377532,12.802294790377532,12.802294790377532,12.802294790377532,Electricity
Residual electricity consumption,IT,184.35716528536557,184.35716528536557,184.35716528536557,184.35716528536557,184.35716528536557,Electricity
Residual electricity consumption,LT,6.2298520748384805,6.2298520748384805,6.2298520748384805,6.2298520748384805,6.2298520748384805,Electricity
Residual electricity consumption,LU,2.529248840828566,2.529248840828566,2.529248840828566,2.529248840828566,2.529248840828566,Electricity
Residual electricity consumption,LV,4.796734883246578,4.796734883246578,4.796734883246578,4.796734883246578,4.796734883246578,Electricity
Residual electricity consumption,ME,2.5346173340736895,2.5346173340736895,2.5346173340736895,2.5346173340736895,2.5346173340736895,Electricity
Residual electricity consumption,MK,5.270554450425553,5.270554450425553,5.270554450425553,5.270554450425553,5.270554450425553,Electricity
Residual electricity consumption,NL,67.17745970407023,67.17745970407023,67.17745970407023,67.17745970407023,67.17745970407023,Electricity
Residual electricity consumption,NO,50.00293266279834,50.00293266279834,50.00293266279834,50.00293266279834,50.00293266279834,Electricity
Residual electricity consumption,PL,79.81019669552745,79.81019669552745,79.81019669552745,79.81019669552745,79.81019669552745,Electricity
Residual electricity consumption,PT,28.68420259414081,28.68420259414081,28.68420259414081,28.68420259414081,28.68420259414081,Electricity
Residual electricity consumption,RO,26.942637685532784,26.942637685532784,26.942637685532784,26.942637685532784,26.942637685532784,Electricity
Residual electricity consumption,RS,25.73949298904956,25.73949298904956,25.73949298904956,25.73949298904956,25.73949298904956,Electricity
Residual electricity consumption,SE,53.64154662242867,53.64154662242867,53.64154662242867,53.64154662242867,53.64154662242867,Electricity
Residual electricity consumption,SI,4.710579820941601,4.710579820941601,4.710579820941601,4.710579820941601,4.710579820941601,Electricity
Residual electricity consumption,SK,12.186309867857991,12.186309867857991,12.186309867857991,12.186309867857991,12.186309867857991,Electricity
Transport,AL,0.4955034284118553,0.9256904957418614,1.3558775629972792,1.5698449524842233,1.783812341982377,Electricity
Transport,AT,5.981562534650009,11.174646371423524,16.36773020815626,18.9506776662318,21.53362512431473,Electricity
Transport,BA,0.8275237140323668,1.5459647566119703,2.2644057991162576,2.6217455846682833,2.9790853702318136,Electricity
Transport,BE,7.162729006384302,13.381280098097331,19.59983118975064,22.692827806036313,25.785824422344525,Electricity
Transport,BG,2.2514387484779945,4.206096934528281,6.1607551205392115,7.132967307312266,8.105179494095363,Electricity
Transport,CH,3.108750271550979,5.80771073445191,8.506671197310839,9.849086087228834,11.191500977160464,Electricity
Transport,CZ,4.812749503709554,8.991091118165587,13.169432732581813,15.247665472749013,17.325898212928713,Electricity
Transport,DE,38.66507819155446,72.2333960759052,105.8017139602362,122.4979977246998,139.1942814891749,Electricity
Transport,DK,3.1426926376944024,5.871121245799031,8.59954985372947,9.956621674448483,11.313693495195773,Electricity
Transport,EE,0.5511836894710412,1.029711347020121,1.5082390045292502,1.7462501430931323,1.984261281670115,Electricity
Transport,ES,19.788953177540034,36.969362526872196,54.14977187613027,62.69500165720205,71.24023143829356,Electricity
Transport,FI,3.2427572479054554,6.05806013118651,8.873363014427676,10.27364455322514,11.673926092036144,Electricity
Transport,FL,4.011841879462241,7.4948500565676275,10.977858233654288,12.710244499749797,14.442630765853352,Electricity
Transport,FR,35.41189661778226,66.15586140854143,96.89982619926754,112.19132701142269,127.48282782359188,Electricity
Transport,GB,29.396766671692983,54.91850500915179,80.44024334648529,93.13430168184442,105.8283600172417,Electricity
Transport,GR,3.4972601309350777,6.533517789937377,9.569775448897444,11.079955959913812,12.590136470939637,Electricity
Transport,HR,1.557678588326902,2.9100268172209356,4.262375046043104,4.935008981857419,5.607642917682306,Electricity
Transport,HU,3.261923272871306,6.0938657505887095,8.925808228248474,10.334366005107622,11.742923781978092,Electricity
Transport,IE,2.847236585801427,5.319155621529443,7.791074657215753,9.020563182831705,10.250051708457129,Electricity
Transport,IT,25.354187108471738,47.36623137058533,69.37827563256452,80.32667461112243,91.27507358965843,Electricity
Transport,LT,1.6212039331844967,3.0287037114832476,4.4362034897102305,5.1362688244417045,5.83633415918308,Electricity
Transport,LU,0.708722416007424,1.3240223316591893,1.939322247282356,2.2453614723391726,2.5514006974031056,Electricity
Transport,LV,0.7300898961617943,1.3639406695953975,1.9977914429546544,2.3130575344269153,2.628323625909923,Electricity
Transport,ME,0.1665006309153453,0.3110534513301893,0.4556062716676471,0.5275042713256102,0.5994022709957237,Electricity
Transport,MK,0.4748732502086726,0.8871495719180845,1.2994258935549083,1.5044847970006936,1.709543700457398,Electricity
Transport,NL,8.58028082023159,16.02952462313032,23.478768425982615,27.18388968919356,30.889010952416204,Electricity
Transport,NO,2.2299647426696048,4.165979587313607,6.101994431917882,7.064933752545615,8.027873073187314,Electricity
Transport,PL,15.379325268810032,28.731375842964624,42.08342641707959,48.72449869217804,55.36557096728606,Electricity
Transport,PT,4.536236778570049,8.47451507256443,12.412793366518418,14.371622884467042,16.330452402429888,Electricity
Transport,RO,4.820203213956957,9.005016004127171,13.18982879425976,15.271280182034978,17.35273156982021,Electricity
Transport,RS,1.416649400507246,2.6465586526478813,3.876467904743599,4.4882028730742745,5.099937841417398,Electricity
Transport,SE,5.039390244778298,9.414497229890369,13.789604214961232,15.96570454786294,18.141804880779855,Electricity
Transport,SI,1.3663308916141426,2.5525545292213865,3.738778166779529,4.328784688090628,4.918791209413383,Electricity
