snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46
carrier,Electricity,Oil,Oil,Methanol,Hydrogen,Oil,Centralized heat,Electricity,Decentralized heat,Ammonia,Decentralized heat,Coal,Oil,Methanol,Solid biomass,Methane,Methane,CO2 captured,Electricity,Hydrogen,CO2 captured,Electricity,Electricity,Hydrogen,Electricity,Electricity,Electricity,Oil,Methane,Centralized heat,Decentralized heat,Methanol,Oil,Electricity,Solid biomass,Electricity,Solid biomass,Ammonia,Methane,Hydrogen,Centralized heat,Methane,Electricity,Decentralized heat,Oil,lignite,Coal
sector,Industry,Aviation,Industry,Shipping,Industry,Shipping,Industry,Agriculture,Agriculture,Industry,Industry,Industry,Agriculture,Industry,Industry,Industry CC,Hydrogen production CC,CO2 sequestration,Methanol production,Methanol production,Methanol production,Residual electricity consumption,Ammonia production,Ammonia production,Compression losses,Decentral heat production,Hydrogen production,Transport,Storage,Residential / Services heat consumption,Residential / Services heat consumption,Storage,Storage,Transport,Central CHP production,Hydroelectricity,Decentral heat production,Storage,Decentral heat production,Storage ,Storage charging,Power supply,Battery charging,Storage charging,Decentral heat production,Power supply,Power supply
2040-01-01 00:00:00,178.93949771689498,83.871621355086,87.1552511415171,39.945917799280856,7.542237442922374,19.687630915347768,10.34703196347032,5.7144931044690885,22.34338942225278,7.373287671232878,0.0433789954337899,16.4004954338,10.49743235957586,0.70662100456696,66.19748223547543,55.94486232361706,63.57343162846932,21.8304167243928,12.344258860697018,51.848134946141435,11.299064055250236,145.52677870537065,2.60049697606022,12.07606440480209,0.16018335291110603,99.70369941640989,40.218137935580096,24.3394093692818,10.2388343990546,84.6829268952445,363.5268164859244,4.90641737318039,112.44564919853212,95.61646797463978,59.490832510217274,8.010640840829506,34.62971629281816,3.1422489482652165,191.53006641344194,0.9145109728140268,4.238678946337472,27.360991373642417,0.1286756444558865,18.37737897989193,1.7652793157578824e-05,4.721768474073475e-07,1.6754744965460782e-05
2040-01-01 03:00:00,178.93949771689498,83.871621355086,87.1552511415171,39.945917799280856,7.542237442922374,19.687630915347768,10.34703196347032,5.7144931044690885,22.34338942225278,7.373287671232878,0.0433789954337899,16.4004954338,10.49743235957586,0.70662100456696,66.19748223900461,55.94486232461067,63.57343211649932,21.811998226131863,12.316716120615892,51.73245042262101,11.27385337326879,111.0974639135748,2.600500901178945,12.07608263208209,0.14409275608716912,148.20472618187893,40.04360557966904,114.7601825353362,,136.06584504354782,584.2693193015032,4.804765382289887,0.0,75.99900426234295,99.92249132999156,0.0,37.86135201230998,3.1422649253635178,300.4617687751717,0.8725866942191676,0.0748910914030376,24.17191242475835,0.08175171750094326,1.9485816088930022e-05,54.06142209717875,4.879194695133389e-07,1.774793622505902e-05
2040-01-01 06:00:00,178.93949771689498,83.871621355086,87.1552511415171,39.945917799280856,7.542237442922374,19.687630915347768,10.34703196347032,5.7144931044690885,22.34338942225278,7.373287671232878,0.0433789954337899,16.4004954338,10.49743235957586,0.70662100456696,66.19748223667698,55.944862332121104,63.57343268651714,21.80177232438364,12.31675760184686,51.73262465134427,11.2738913422624,111.72604918204428,2.6005016060431525,12.076085905297036,0.1440945571671777,166.54139227458518,40.043606113531325,248.381660477068,,142.80472778896973,616.5069691179588,4.804918476581574,,83.26735696115811,104.3435055672505,0.8513315603052622,37.63229586701594,3.1422677002944543,325.6628543244305,0.8724115686857202,0.0133033235847311,2.164734792930358,1.5450850863875891,1.89623587207425e-05,62.35414125815406,4.597391259065619e-07,1.7480107054682212e-05
2040-01-01 09:00:00,178.93949771689498,83.871621355086,87.1552511415171,39.945917799280856,7.542237442922374,19.687630915347768,10.34703196347032,5.7144931044690885,22.34338942225278,7.373287671232878,0.0433789954337899,16.4004954338,10.49743235957586,0.70662100456696,66.19748223254406,55.944862342051835,63.57343349585554,21.783860656036513,12.355340462055082,51.894679689662794,11.30920737166903,141.1766469496965,2.550530499655437,11.844032453717364,0.1669646490803773,165.61491271799852,40.23878402677117,204.062412176561,,126.72563954183488,546.7747852393511,4.94731623840332,,203.431381177008,71.93980215976465,13.018043214349603,36.672967387603904,2.940201088239846,290.49236312889605,1.0819648683925809,0.0413931222461365,3.157974882646897e-05,21.849757095679433,2.5230657556481288e-05,27.716879982725263,4.128135047375404e-07,1.618329916518262e-05
2040-01-01 12:00:00,178.93949771689498,83.871621355086,87.1552511415171,39.945917799280856,7.542237442922374,19.687630915347768,10.34703196347032,5.7144931044690885,22.34338942225278,7.373287671232878,0.0433789954337899,16.4004954338,10.49743235957586,0.70662100456696,66.19748223132771,55.94486234640528,63.573433159468905,21.782347240920608,12.355078342856793,51.89357874130142,11.308967446239322,148.57016761478343,2.550529578654132,11.844028176815222,0.2024442174353536,156.58856803662786,40.23878293627447,235.09954698317503,,121.66278229489006,524.3991128138083,4.946348834991455,,152.11045977653887,69.63235562103684,12.94527736399137,36.68273376009802,2.9401976049506775,275.54910498608416,1.0830673926997292,0.6823992122281409,3.656148608978068e-05,18.942734623574154,0.1865930998452928,21.51462011219088,4.220326542000665e-07,1.6279861488271383e-05
2040-01-01 15:00:00,178.93949771689498,83.871621355086,87.1552511415171,39.945917799280856,7.542237442922374,19.687630915347768,10.34703196347032,5.7144931044690885,22.34338942225278,7.373287671232878,0.0433789954337899,16.4004954338,10.49743235957586,0.70662100456696,66.19748223425134,55.94486234345001,63.573432741150555,21.79483475715385,12.317402293814064,51.73533247499665,11.274481447826089,167.74688025942524,2.5618989891975956,11.896824905760283,0.14411932846132042,137.32387127830634,40.04360583071248,266.766911840028,,129.22673049583685,556.8633333363575,4.807297842502594,,49.60803670487073,89.67430010889034,0.0,36.88285213920249,2.9861714838997577,300.04139507613826,1.0489630295668395,0.2955876996934996,34.753361345357995,7.988048822172141e-05,0.0011800721099232,48.97724930191456,4.896785221702879e-07,1.773686762706375e-05
2040-01-01 18:00:00,178.93949771689498,83.871621355086,87.1552511415171,39.945917799280856,7.542237442922374,19.687630915347768,10.34703196347032,5.7144931044690885,22.34338942225278,7.373287671232878,0.0433789954337899,16.4004954338,10.49743235957586,0.70662100456696,66.19748223598441,55.94486234318762,63.5734325564668,21.782650643729028,12.32997055594358,51.788121464459955,11.28598554867711,172.3791363858398,2.5518541063985523,11.850178955875853,0.1449056499801985,135.018548957058,40.04360687623912,128.5852049002418,,128.09232536150628,553.3945369140997,4.853683526039124,0.0,42.33176950552555,95.76708213460012,,36.601419253942936,2.945553518932954,299.8049563238266,1.042819146338532,0.2300884659158688,36.711292183362005,9.006513896817624e-05,1.975044897635076e-05,46.16761083664128,4.852026522543171e-07,1.7669403769635304e-05
2040-01-01 21:00:00,178.93949771689498,83.871621355086,87.1552511415171,39.945917799280856,7.542237442922374,19.687630915347768,10.34703196347032,5.7144931044690885,22.34338942225278,7.373287671232878,0.0433789954337899,16.4004954338,10.49743235957586,0.70662100456696,66.19748223649856,55.94486234513682,63.573432426386304,21.782011035772435,12.289517626789053,51.61821179605139,11.24895779003258,161.62953418916422,2.550510815857001,11.84394104702863,0.1444616860408809,107.13475012587043,39.7999877022334,50.86158997965779,0.0,89.99354148390341,388.8905297319762,4.70438390159607,85.2649373846054,59.119438744292,68.89638944129946,,29.58687056102888,2.940121742686257,197.2875332902301,1.0490426575674796,3.3724076636969587,31.028464572702788,8.578989859723864e-05,0.3739123668381031,0.743265175118538,4.958556221426657e-07,1.8043710467927646e-05
