snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
carrier,Hydrogen,Decentralized heat,Oil,Electricity,Electricity,Centralized heat,Oil,Methanol,Oil,Oil,Solid biomass,Methane,Methane,CO2 captured,Hydrogen,Electricity,Electricity,Oil,Electricity,Decentralized heat,Centralized heat,Methane,Solid biomass,Methane,Methane,Centralized heat,Oil,Decentralized heat
sector,Industry,Agriculture,Industry,Industry,Agriculture,Industry,Aviation,Shipping,Agriculture,Shipping,Industry,Industry CC,Hydrogen production CC,CO2 sequestration,Methanol production,Residual electricity consumption,Decentral heat production,Transport,Transport,Residential / Services heat consumption,Residential / Services heat consumption,Decentral heat production,Central CHP production,Storage,Power supply,Storage charging,Decentral heat production,Storage charging
2035-01-01 00:00:00,0.2579908675799087,0.4514719951500935,5.37899543379,4.081050228310503,0.0955762898401365,0.2488584474885845,1.2651071151800002,4.78712839873,0.132245381861,5.50519765853,0.6849313820601219,2.1993901856092064,0.6551438736515899,0.6181741517689077,0.0639254444457495,1.8626157723219037,2.1670920487439735,0.5621648015180001,1.056216331614252,5.810566063212086,1.035718174033996,3.338586333052158,1.4093767167749109e-06,2.4637103229632342,4.706457009724533e-07,5.05050240095497e-07,3.179206470805102e-07,1.1568190318151629e-06
2035-01-01 03:00:00,0.2579908675799087,0.4514719951500935,5.37899543379,4.081050228310503,0.0955762898401365,0.2488584474885845,1.2651071151800002,4.78712839873,0.132245381861,5.50519765853,0.6849313820753042,2.199390187874922,0.6551438840908675,0.6181833730730061,0.0639251503824138,1.4994212225210406,2.1940370040792763,2.8003888170699995,1.3924630951719046,9.467131849106638,1.687491443247691,6.90780001443471,0.9750680739083588,0.0,6.049545239737866e-07,5.709473129113097e-07,3.183730115476487e-07,1.1439999773990855e-06
2035-01-01 06:00:00,0.2579908675799087,0.4514719951500935,5.37899543379,4.081050228310503,0.0955762898401365,0.2488584474885845,1.2651071151800002,4.78712839873,0.132245381861,5.50519765853,0.6849313820389256,2.1993901910105023,0.6551438847922382,0.618183469949515,0.0639251447788512,1.474915970853203,2.2024747573214487,5.9419567005100005,1.4085307213886646,9.79065741336256,1.745159027269484,7.301739526889259,0.9750681790454028,0.0,6.0921572356654e-07,5.696363735033295e-07,3.19307142374016e-07,1.1346041453746912e-06
2035-01-01 09:00:00,0.2579908675799087,0.4514719951500935,5.37899543379,4.081050228310503,0.0955762898401365,0.2488584474885845,1.2651071151800002,4.78712839873,0.132245381861,5.50519765853,0.6849313819952947,2.1993901942700216,0.6551438800319258,0.6181866744336195,0.0639253536048979,1.806427635720143,2.2969697392572495,4.908671254130001,1.3121620513733905,8.642169410445579,1.540444050391041,6.657937068863677,3.0029892362730968e-06,0.0,5.183406849876593e-07,5.660114483327475e-07,3.208702707934721e-07,1.1233617604385165e-06
2035-01-01 12:00:00,0.2579908675799087,0.4514719951500935,5.37899543379,4.081050228310503,0.0955762898401365,0.2488584474885845,1.2651071151800002,4.78712839873,0.132245381861,5.50519765853,0.6849313819266944,2.199390196456469,0.6551438805583778,0.6181836336400752,0.0639253560710382,1.843249845646096,2.290804008922702,5.78253414294,1.3934802000505662,8.275832334239878,1.4751454265528372,6.250552506858815,2.9157252129596823e-06,0.0,5.168051681977231e-07,5.63591999954055e-07,3.206795402423599e-07,1.151717962463499e-06
2035-01-01 15:00:00,0.2579908675799087,0.4514719951500935,5.37899543379,4.081050228310503,0.0955762898401365,0.2488584474885845,1.2651071151800002,4.78712839873,0.132245381861,5.50519765853,0.6849313819729809,2.1993901960115068,0.6551438862062259,0.6181836418504597,0.0639251713274332,2.0196873714717936,2.2843879914681153,6.595884998769999,0.7972209940395175,8.783779031660945,1.5656855942811296,6.185088649981388,0.9750676089072812,0.0,6.055098525588763e-07,5.622695902430212e-07,3.2011510789655237e-07,1.124605021240603e-06
2035-01-01 18:00:00,0.2579908675799087,0.4514719951500935,5.37899543379,4.081050228310503,0.0955762898401365,0.2488584474885845,1.2651071151800002,4.78712839873,0.132245381861,5.50519765853,0.6849313819822249,2.1993901965101608,0.6551438865254942,0.6181828562610046,0.0639251714744511,2.084015894170525,2.2592172608526435,3.02968331482,0.7426889740359199,8.688606701353343,1.5487213758052691,6.178621461388396,0.9750676088748644,0.0,6.100381027794764e-07,5.59408506606611e-07,3.2008687768600304e-07,1.118564795703147e-06
2035-01-01 21:00:00,0.2579908675799087,0.4514719951500935,5.37899543379,4.081050228310503,0.0955762898401365,0.2488584474885845,1.2651071151800002,4.78712839873,0.132245381861,5.50519765853,0.68493138197912,2.199390197330407,0.6551438869139574,0.6181831607308903,0.0639251555345542,2.2248110003610213,2.2382839346851893,1.2000691717300005,0.6228269321702051,6.055642625265087,1.079402428990689,3.0960017145977745,0.9387317351466888,2.63815794413499,6.150561992475715e-07,6.873769873545768e-07,3.1982871307149653e-07,1.1490608050016182e-06
