config,cost_segment,cost/carrier,2030,2035,2040,2045,2050
prod_fr,Energy production,capital,61846009366.84285,65598327803.76951,71894128070.52194,84178428279.99913,103953724371.09225
prod_fr,Energy production,marginal,44448856973.04489,41046425445.15021,34434190219.65563,26641076463.636887,23444118171.342854
prod_fr,Energy production,total,106294866339.88774,106644753248.91971,106328318290.17758,110819504743.63602,127397842542.4351
sto_fr,Storage,capital,3970797908.886034,3970807127.7587566,3974649712.146851,4010308546.720797,4027051852.0303135
sto_fr,Storage,total,3970797908.886034,3970807127.7587566,3974649712.146851,4010308546.720797,4027051852.0303135
distr_fr,Distribution,capital,5803294446.516076,6089726631.666584,6922813191.331802,7795436101.532407,8306089703.455482
distr_fr,Distribution,total,5803294446.516076,6089726631.666584,6922813191.331802,7795436101.532407,8306089703.455482
net_imp_fr,Net_Imports,H2,0,0,0,-62032791.785759,-36212131.91841535
net_imp_fr,Net_Imports,elec,-8267166177.703737,-7701503629.220586,-7486335864.418278,-6795078409.052908,-5579869285.039404
net_imp_fr,Net_Imports,gas,-607298220.583368,-502992873.6066228,-413075918.08813137,-236030665.11916286,-152668691.0107756
net_imp_fr,Net_Imports,total,-8874464398.287106,-8204496502.8272085,-7899411782.506409,-7093141865.957829,-5768750107.968595
prod_de,Energy production,capital,58117293363.832954,60905278626.428986,58370207976.37281,68127548213.760666,75039825041.42484
prod_de,Energy production,marginal,63474613094.160866,60588135497.073044,55669684436.96013,45137502892.61276,46230677783.88801
prod_de,Energy production,total,121591906457.99382,121493414123.50203,114039892413.33295,113265051106.37343,121270502825.31284
sto_de,Storage,capital,3611918886.2057996,3611912623.9837356,3621598141.5452147,3639388846.7681203,3647587461.6096563
sto_de,Storage,total,3611918886.2057996,3611912623.9837356,3621598141.5452147,3639388846.7681203,3647587461.6096563
distr_de,Distribution,capital,7183405295.883385,7649964767.743968,8673790304.68902,9766979366.543474,10655445641.072437
distr_de,Distribution,total,7183405295.883385,7649964767.743968,8673790304.68902,9766979366.543474,10655445641.072437
net_imp_de,Net_Imports,H2,0,126259682.37038277,168603982.74615264,106116635.83081222,-35520481.912903786
net_imp_de,Net_Imports,elec,42200231.89837837,2022705581.5762691,4880019585.126463,3649811676.4033775,5132297219.207462
net_imp_de,Net_Imports,gas,-642771878.9762912,-502628125.2710122,-410349866.7928327,-256038437.4266326,-195582339.2581627
net_imp_de,Net_Imports,total,-600571647.0779128,1646337138.6756396,4638273701.079783,3499889874.8075576,4901194398.036396
prod_gb,Energy production,capital,38008338503.21092,46849544783.339165,57372367917.19257,67142608223.574585,80058381230.06488
prod_gb,Energy production,marginal,41790047030.7548,40133326629.20339,33886041136.193737,27602205134.786625,23039433278.34314
prod_gb,Energy production,total,79798385533.96573,86982871412.54256,91258409053.3863,94744813358.3612,103097814508.40802
sto_gb,Storage,capital,1177669989.374624,1197081487.702141,1221913088.055204,1313200093.7131217,1517036675.5823026
sto_gb,Storage,total,1177669989.374624,1197081487.702141,1221913088.055204,1313200093.7131217,1517036675.5823026
distr_gb,Distribution,capital,4514887324.216917,4867330076.272433,5970025592.716493,6547257746.1104765,6767275321.484497
distr_gb,Distribution,total,4514887324.216917,4867330076.272433,5970025592.716493,6547257746.1104765,6767275321.484497
net_imp_gb,Net_Imports,H2,7225524.651523328,3905468.893589993,-12163841.220485166,-2905955.352197701,-34187158.93997504
net_imp_gb,Net_Imports,elec,149840629.23574996,-2358478.019720912,-221367613.2903943,-1001030312.4975667,-1487588665.9082103
net_imp_gb,Net_Imports,gas,0,0,78587471.91434671,49825824.65172312,25726181.852081645
net_imp_gb,Net_Imports,total,157066153.88727328,1546990.873869081,-154943982.59653276,-954110443.1980412,-1496049642.9961038
prod_nl,Energy production,capital,15277438655.74301,18237793493.283108,23771439056.587727,27876775392.926743,41528134296.891754
prod_nl,Energy production,marginal,23148408728.84735,22970086607.78216,20699772078.01438,18524139593.23871,17141148912.086788
prod_nl,Energy production,total,38425847384.59036,41207880101.06527,44471211134.60211,46400914986.16545,58669283208.978546
sto_nl,Storage,capital,928923652.2567036,929379002.2002277,935970774.9673139,945624045.4499832,1068271815.8449247
sto_nl,Storage,total,928923652.2567036,929379002.2002277,935970774.9673139,945624045.4499832,1068271815.8449247
distr_nl,Distribution,capital,1731693845.557668,1922138712.8817992,2383369307.235816,2669400220.5693984,2817210381.666533
distr_nl,Distribution,total,1731693845.557668,1922138712.8817992,2383369307.235816,2669400220.5693984,2817210381.666533
net_imp_nl,Net_Imports,H2,-7225524.651523328,-24981216.321523108,-21381320.92188705,-75789132.46908292,-266274545.675939
net_imp_nl,Net_Imports,elec,-2154449993.5712433,-3838197123.9409766,-4990829207.505528,-4856213212.924676,-6874567157.067223
net_imp_nl,Net_Imports,gas,0,0,0,0,0
net_imp_nl,Net_Imports,total,-2161675518.2227664,-3863178340.2625,-5012210528.427416,-4932002345.393759,-7140841702.743161
prod_lu,Energy production,capital,235619054.8401771,248834966.81293407,311365212.8166811,383844650.68210024,414329587.1641224
prod_lu,Energy production,marginal,708325433.9762578,712191047.5889329,638676438.2311611,577643508.3878666,530228091.56497705
prod_lu,Energy production,total,943944488.8164349,961026014.4018669,950041651.0478423,961488159.0699668,944557678.7290995
sto_lu,Storage,capital,533623975.12423575,533519257.1675911,533603185.8821753,533732131.54062957,533738072.1438829
sto_lu,Storage,total,533623975.12423575,533519257.1675911,533603185.8821753,533732131.54062957,533738072.1438829
distr_lu,Distribution,capital,91022368.34698212,100850310.30214827,109026226.23473307,127447420.1198014,139833585.3093475
distr_lu,Distribution,total,91022368.34698212,100850310.30214827,109026226.23473307,127447420.1198014,139833585.3093475
net_imp_lu,Net_Imports,H2,0,0,0,10269543.69077325,8995092.057662474
net_imp_lu,Net_Imports,elec,472791953.174834,532781682.1650429,585348047.2928059,686044075.8373406,775785023.7559568
net_imp_lu,Net_Imports,gas,121757702.29330134,121152030.90893495,113967094.14907992,101437471.03055423,72951947.41420415
net_imp_lu,Net_Imports,total,594549655.4681354,653933713.0739778,699315141.4418858,797751090.5586681,857732063.2278234
