country,sector,2030,2035,2040,2045,2050
AL,Battery,0.0607399520636087,0.079003773898248,0.0949855924695065,0.8458419708028665,0.8611883313177954
AL,Biomass CHP,0.0241956079433007,0.0307985622102834,0.0375917375441895,0.0442255289266168,0.0515166685603604
AL,Biomass CHP CC,1.5332851332456144e-07,2.28711499050041e-07,2.812766862905167e-07,3.681298228293328e-07,5.513484374320377e-07
AL,Coal/Lignite,6.019267708673693e-07,9.029827571289958e-07,1.1214891959553014e-06,1.2575405905944502e-06,1.3560353010417164e-06
AL,Fuel Cell,2.2806459268158213e-07,3.547011784657318e-07,4.459496475730055e-07,5.179811530370208e-07,5.762588414756579e-07
AL,Gas,2.1935373985399007e-06,3.3559445885379137e-06,4.141244432512069e-06,4.719218414356559e-06,5.106718207370756e-06
AL,Gas CC,8.596911762765985e-07,1.3010277625871914e-06,1.6018679883784003e-06,1.8280812057548984e-06,1.998163379367657e-06
AL,Gas CHP,9.684449085691504e-07,1.543597444722584e-06,1.9333355378600877e-06,2.1951890239203617e-06,2.38947256707882e-06
AL,Gas CHP CC,4.410772254377531e-07,6.641476073558334e-07,8.369754843027653e-07,1.0607676832716842e-06,1.186588296744418e-06
AL,Hydroelectricity,1.7389,1.7389,1.7389,1.7389,1.7389
AL,Hydrogen turbines,1.0512346303634462e-06,1.6758898242152085e-06,2.1046009027649925e-06,2.4290406477816942e-06,2.6815559644364505e-06
AL,Micro gas CHP,9.016208093633908e-08,1.321156562233108e-07,1.619513310858787e-07,1.8169537576762257e-07,1.985704553873187e-07
AL,Nuclear,5.56925628995343e-07,1.0948175233649435e-06,1.4051288712382773e-06,1.7713882022582083e-06,2.0853476408503323e-06
AL,Offwind,6.633006101210126e-07,1.0221040376324556e-06,1.328001659035175e-06,1.5686059694644418e-06,1.8031954305300411e-06
AL,Oil,0.0898553321827937,0.0898558178924508,0.0898561324037075,0.0898563591783034,0.0898565158080981
AL,Onwind,3.504663820949312e-07,5.684698408777387e-07,8.198877968085931e-07,9.87385880350505e-07,1.1685201950712952e-06
AL,Solar,2.3642392694358274,2.8725484337703873,3.68617004902852,5.432345032023456,5.432346237111995
AT,Battery,7.019949398776848e-06,1.26203996541425e-05,1.813580414778891e-05,2.2817294223853196e-05,2.091661041876545e-05
AT,Biomass CHP,0.9991162224892574,0.9991172991342636,0.9991178157269088,0.9991191367700016,0.9991195624528632
AT,Biomass CHP CC,1.4754078117258374e-07,2.2212557293870846e-07,2.7353582686381124e-07,3.724567055290972e-07,6.321240385201819e-07
AT,Coal/Lignite,5.932866989367331e-07,8.968771176046409e-07,1.1182266766745147e-06,1.2554332172351825e-06,1.3553562474140369e-06
AT,Fuel Cell,2.410698891564593e-07,3.7074708701548554e-07,4.6413357198694167e-07,5.407706568850588e-07,6.074203970630788e-07
AT,Gas,2.8192021640664366,2.819203361863827,1.317004221383152,0.8380049169249618,0.8380053982000805
AT,Gas CC,8.517514806997157e-07,1.2998279610767807e-06,1.6153684505560413e-06,1.8604824613589e-06,2.056292785647416e-06
AT,Gas CHP,1.006532735256627e-06,1.5900048245438017e-06,2.021467806503015e-06,2.3231779818960733e-06,2.5872253968002214e-06
AT,Gas CHP CC,5.118369000354197e-07,7.472603708831745e-07,9.570443916034634e-07,0.0042642657846599,0.0042645647189461
AT,Hydroelectricity,13.46042,13.46042,13.46042,13.46042,13.46042
AT,Hydrogen turbines,1.044992903740547e-06,1.6714293876046877e-06,2.112300764657817e-06,2.458536873834172e-06,2.75591338492434e-06
AT,Micro gas CHP,9.155019457662373e-08,1.3446292716197933e-07,1.6564223197426665e-07,1.8629587640753266e-07,2.0400467292222055e-07
AT,Nuclear,5.113131449918575e-07,1.0081274321511756e-06,1.3304211401951988e-06,1.766715443113491e-06,2.834343017720175e-06
AT,Oil,7.924077500847201e-07,1.2781899523386216e-06,1.597805682506185e-06,1.8246857766896376e-06,1.9813495763339184e-06
AT,Onwind,3.9272377313404503,3.927238909469556,3.1520211460205987,2.9614132029215745,1.4885166299237096
AT,Solar,8.967965928846636,17.833595043219567,24.093866350494547,24.09386862909823,24.07187164267193
BA,Battery,1.7517908039586514e-05,0.0479609085165255,0.0993305776319746,0.2337587125512659,0.8667714789502827
BA,Biomass CHP,0.0486135732129911,0.0623979822364842,0.0779133258966552,0.0918289053164432,0.1054467682967643
BA,Biomass CHP CC,1.5265839586887252e-07,2.2807713119930009e-07,2.808756093352417e-07,3.684673588009971e-07,5.412240549588801e-07
BA,Coal/Lignite,0.5690006050987102,0.3000009064356656,0.300001125456236,0.3000012618210798,0.3000013605549238
BA,Fuel Cell,2.2502077150006734e-07,3.539891256401242e-07,4.459401761745196e-07,5.222444395729239e-07,5.869340539574833e-07
BA,Gas,2.1790435791958226e-06,3.3427874200517695e-06,4.13097055318915e-06,4.728927869700748e-06,5.130825551076765e-06
BA,Gas CC,8.569414687294048e-07,1.298406172594846e-06,1.5993025312575773e-06,1.8292630488816336e-06,2.0037825596092104e-06
BA,Gas CHP,9.529554709314824e-07,1.525293546282198e-06,1.9135995189887584e-06,2.183281043138188e-06,2.401420608707714e-06
BA,Gas CHP CC,4.4475277867029235e-07,6.686191210548765e-07,8.394073825946696e-07,1.230805736400543e-06,1.3990632240153991e-06
BA,Hydroelectricity,2.0545,2.0545,2.0545,2.0545,2.0545
BA,Hydrogen turbines,1.0418351848186451e-06,1.6702893094671196e-06,2.101829085038755e-06,2.4365416341779903e-06,2.702088645102983e-06
BA,Micro gas CHP,9.096551516196477e-08,1.3313787951807573e-07,1.632268122904758e-07,1.8348283999904717e-07,2.008134223894839e-07
BA,Nuclear,5.486316031384517e-07,1.0728305117309752e-06,1.3829036176874905e-06,1.7789480552658658e-06,2.1619438535994987e-06
BA,Oil,7.880551689283987e-07,1.2738946401423196e-06,1.5884248322073865e-06,1.8152388198974372e-06,1.971785858963551e-06
BA,Onwind,0.1347008418717503,0.1347013410960229,0.134701901281439,0.1347022724929856,0.1347026693864504
BA,Solar,1.52155896394436,3.918794680650858,5.318261724278744,5.470260966892602,8.060744016031846
BE,Battery,2.054977058657029e-05,3.66901554231028e-05,5.299871647911631e-05,7.298305467195234e-05,0.0001347608278721
BE,Biomass CHP,0.4748048582418671,0.4700446718638524,0.508808502630017,0.5088090274737088,0.5088094161594423
BE,Biomass CHP CC,4.545500318907882e-07,6.799246330410915e-07,8.410447422585047e-07,9.664967764646746e-07,1.0651641665756705e-06
BE,Coal/Lignite,1.6681906264976038e-06,2.562557958751872e-06,3.2496658564131126e-06,3.663635576545905e-06,3.9649065979814664e-06
BE,Fuel Cell,7.131866019010275e-07,1.1014401980764524e-06,1.4066885972935791e-06,1.6465622614249103e-06,1.8575740901306733e-06
BE,Gas,4.232306417230313,3.1425099398319585,1.9492138106213788,1.4502170238685088,1.0640188113652769
BE,Gas CC,2.425680819026077e-06,3.763093612615199e-06,4.863515971295508e-06,5.685606544480702e-06,6.308696061374426e-06
BE,Gas CHP,2.988758212004684e-06,4.808623685940851e-06,8.328306491952385e-06,9.800885898549546e-06,1.148012840839085e-05
BE,Gas CHP CC,1.412542453185235e-06,2.1297283442405608e-06,3.171753242946741e-06,2.5011703580206968,2.501171674454434
BE,Hydroelectricity,1.400658999125907,1.400658999125907,1.400658999125907,1.400658999125907,1.400658999125907
BE,Hydrogen turbines,3.0877694779028812e-06,4.97073946976583e-06,6.583097993175568e-06,7.843891244885123e-06,9.137843077222532e-06
BE,Micro gas CHP,2.785321464782684e-07,4.058851574369206e-07,4.995492974354331e-07,5.605492776710323e-07,6.137182267115618e-07
BE,Nuclear,2.0770000233572037,2.077001333250672,0.0210023069370895,0.0210033075424165,0.0210041598273078
BE,Offwind,7.999999972068918,7.999999983944778,7.999999984260851,7.999999973077731,7.9999999892143885
BE,Oil,2.266926694637423e-06,3.685393013970602e-06,4.783883655126098e-06,5.448033290595958e-06,5.908771101576191e-06
BE,Onwind,4.2000013416387825,4.200018840733485,4.20000049558459,4.200001968058488,5.641711313368998
BE,Solar,8.547243288026108,10.772653430510038,24.513181408196463,30.46263743392386,30.462658896047508
BG,Battery,1.2106743850544327e-05,0.1244181818289783,0.492837532185597,1.789287577537534,1.7894294446947254
BG,Biomass CHP,0.5388358893286144,0.5388365076774018,0.5388369213695411,0.5388371574752002,0.5388373366533072
BG,Biomass CHP CC,1.47171096675976e-07,2.208153649158248e-07,2.725795298169838e-07,3.574611160345216e-07,5.057989252013483e-07
BG,Coal/Lignite,1.6155543498614406,1.6155546526517175,1.615554871819857,1.6155550080042318,1.615555106572343
BG,Fuel Cell,2.2925684126805846e-07,3.551038084332574e-07,4.4374858463222347e-07,5.087280919159227e-07,5.573992656982156e-07
BG,Gas,2.418368975491327e-06,3.660608997332299e-06,4.493968898789449e-06,5.118368177893463e-06,5.51781604471397e-06
BG,Gas CC,8.815140692253446e-07,1.3336499298275558e-06,1.6436221481389315e-06,1.8757394466811365e-06,2.0501701423044196e-06
