snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
carrier,methanol,oil,cent_heat,elec,oil,oil,dec_heat,oil,elec,solid biomass,gas,gas,elec,H2,elec,solid biomass,oil,H2,gas,cent_heat,dec_heat,solid biomass,elec,gas,elec,elec,oil,elec,H2,cent_heat,dec_heat
sector,Shipping,Shipping,Industry,Agriculture,Industry,Agriculture,Agriculture,Aviation,Industry,Industry,Industry,Hydrogen production,Methanol production,Methanol production,Residual,Heat,Transport,Land transport,Heat,Heat,Heat,CHP,Heat,Power supply,Hydroelectricity,Transport,Heat,Ammonia production,Ammonia,Storage charging,Storage charging
2030-01-01 00:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036875569112,43.50342842609103,61.31860321518354,5.068975972232819,21.290622078888887,164.88232665141388,11.840705799495629,39.875636275887246,1.7089558403951677,330.98856320442314,102.40541683244616,366.5306041765877,67.46413405327937,38.87640607705554,46.789593062829404,0.0,34.18809834076713,36.80637866761285,0.0060281276015542,0.0334895977864124,12.465697477581184,4.862745919949939
2030-01-01 03:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036856295744,43.50342816039266,61.32383675003129,5.073109543657236,21.307983831541776,136.2783716807044,11.840728182900422,187.83147514279727,8.04992036326274,427.5733795387942,166.16698952154533,592.5451381252396,75.09444394106166,73.8063524437963,43.647180808681995,0.0,20.242903427379,173.48590366073455,0.0330021320995032,0.1833451783305734,3.7279586152033737,0.3711565598773596
2030-01-01 06:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036850284982,43.50342808168418,61.323836651984124,5.073146763716618,21.30814016256848,142.73704642269448,11.840725805778886,407.9160537375345,17.48211658875148,445.4095574720036,172.7305076495835,622.6760689856641,75.1738462452465,78.18743180820482,9.367928652558192,0.0,25.56578572935708,194.11048362967537,0.0314062835348381,0.1744793529713233,3.155954562278997,8.564725385599463e-05
2030-01-01 09:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036845565643,43.50342802429418,61.32383615398234,5.073181593322793,21.308286453256436,174.40125799307123,11.840723378438735,334.78047466189946,14.34773462836712,416.4446848437514,153.0488825540676,551.2635949416862,73.77128662133856,141.42418708382775,4.16091587024659e-05,2.240361694805178,129.31951984537952,78.04090133375824,8.27739344678922,45.985519148829006,5.3565193798116315,0.0021622434743298
2030-01-01 12:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036840741065,43.503427969185545,61.32383592231256,5.07317768021142,21.308270017476147,180.93240054892456,11.840722432064828,385.595831384741,16.52553563077462,405.7045389245669,147.05730726372198,528.5659362449338,75.20275762003092,120.71009381008759,0.18094590457330764,4.416126941093945,77.77049477092751,78.54853174152356,8.658369436346224,48.102052424145704,12.440187449669128,0.0033169053545902
2030-01-01 15:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036833804982,43.5034278636456,61.32383555681168,5.072242011483014,21.304340038443563,196.91111934882483,11.840723853805676,438.0255280806578,18.772522632028195,427.32221791039785,156.39108740608077,561.3814858682107,76.54522285792603,39.40011006383266,58.540266378994325,0.0,14.886552200051485,175.35696298678687,6.454490070988526e-06,3.5858278172158486e-05,0.4894090216031988,0.0500957017645392
2030-01-01 18:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036831206024,43.50342781708655,61.323834971074405,5.072235396718296,21.30431225522728,196.31515643678236,11.840723908201207,211.06592770117,9.045682615764427,426.6202311432,154.09579132559318,555.9595369362614,76.55867536702796,39.026664919021385,82.96535775273242,0.0,10.624688462028956,173.3794370978672,6.5351741587940605e-06,3.630652310441145e-05,0.8209311519916996,0.0604706438295779
2030-01-01 21:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.180368288294,43.503427756683706,61.32314640018769,5.053009348285384,21.223559350992225,181.20232976746388,11.67973611836459,83.5251683426007,3.579650071825744,351.51768237511294,107.3671717857909,389.0202152460112,75.7305677524875,29.891034350438733,69.28049302932949,0.0,4.425836453935308,46.171809304258154,0.0012387861809511,0.0068821454497283,6.078388138481686,0.5002452511999027
2030-01-02 00:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036827475967,43.50342774119661,61.317442679644834,5.0551200215740435,21.23242456313113,155.8812429769211,11.84070266863982,39.903142592281135,1.7101346825263342,320.82477867038943,104.38432619512396,368.1763160140879,75.31834226300178,30.0396847952507,60.393688846250015,0.0,3.7930627024722807,55.15573033079537,0.0077549770004048,0.0430832055578047,4.947106264143443,3.09459244412187
2030-01-02 03:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036826194223,43.5034277262476,61.32383456898263,5.057177865296253,21.24106788147136,151.8869755581371,11.840725759326135,185.4565855159674,7.948139379255745,428.83373901079466,170.02662873260306,597.1815969357046,79.37356686415265,46.0920944300897,81.67977228452484,0.0,3.8403366002050863,217.06282343452273,6.265623850961167e-06,3.4809021394228706e-05,0.2321898827516816,0.1058908745913277
2030-01-02 06:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036825081892,43.50342771397589,61.32383491372819,5.05932149568145,21.25007151941679,207.74630975067532,11.840725904619184,409.2184310354128,17.537932758660546,447.2225473459491,175.85142166901983,623.3079218894379,80.57057818717009,47.293576565522336,88.14330049815122,0.0,4.012507826799492,229.3084051876936,5.9152518654914325e-06,3.28625103638413e-05,0.3401975115728899,7.854929619331535e-05
2030-01-02 09:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036824086582,43.5034277031357,61.32383496775229,5.073189282943272,21.30831875106263,239.2507152974713,11.84072066808336,346.3245300673708,14.84247986003018,405.3924569224136,155.7740152824638,551.8470838799011,75.88872218758277,87.57570085435378,0.6660762220393301,11.066931360729928,94.5971780749519,148.87247433980338,9.13889005735751,50.77161142976394,1.476742825549194,4.128364895491119
2030-01-02 12:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.1803682319282,43.503427694250455,61.323834867000144,5.073183245293641,21.3082933918348,238.42016004348488,11.8407208838597,402.79493264722686,17.262639970595437,393.3380968912641,149.7447366656353,529.5335133637604,75.84821177920661,93.12115086746701,4.032147943059221,10.900615770503666,72.9266687713664,128.40648765405965,9.138576375565313,50.769868753140635,3.0418940069994145,8.494682967581081
2030-01-02 15:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036821017175,43.503427681022735,61.3238347646901,5.07299435139361,21.307500003059516,247.95135064731735,11.840722706514644,450.14753669328405,19.29203728685503,408.2658394776218,159.34881511231248,562.7817437302114,93.95070225396483,36.257605328783015,71.20660816330155,0.0,2.4172211552425313,184.72290831891223,5.894640147222251e-06,3.274800081790139e-05,0.4015188931312016,9.310817730424091e-05
2030-01-02 18:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.1803682030918,43.50342767447071,61.32383453834448,5.073068781776669,21.307812624221185,234.2912749935688,11.840722814646428,224.15828002201405,9.606783429514888,419.6410506121794,156.76552585810464,556.1802337787981,77.7443943577649,39.86660096882082,88.43614675142626,0.0,3.2613839061360435,176.06810600734687,0.0338016771413031,0.1877870952294618,0.6522823552147368,9.505372359335784e-05
2030-01-02 21:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.1803681967539,43.50342766832258,61.32383330729092,5.073123158558912,21.308041016607916,203.8239712311124,11.7812505348062,90.02049995600467,3.858021426685914,330.66888207437665,108.85810794390574,387.94262871197515,75.27212234267904,36.742424368765754,70.88913439680113,0.0,26.040665057902896,59.470891775183794,0.034146209975696,0.1897011665316446,5.199034393582097,0.2809773010609764
2030-01-03 00:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036819099348,43.5034276625466,61.323831156333966,5.073172789702293,21.308249476447315,176.09913378480823,11.840702438759603,41.054036572093494,1.7594587102325785,284.3438326982426,94.36307210144628,329.23145321883345,73.52906669103915,37.274495236825246,54.69035656082122,0.0,46.64325776014337,34.84697858199342,0.0391748181977398,0.2176378788763324,8.530460449393175,0.60059431509316
2030-01-03 03:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036818537162,43.50342765674449,61.32383533895186,5.0731539211780445,21.308170225209754,171.63444988803477,11.840721206144622,179.7306159014023,7.702740681488669,391.0307200013071,152.5466974050921,529.6646472054273,74.02454077858701,47.90851786856324,62.62444213958844,0.0,43.46994713021138,170.61360613860373,0.1361162805988108,0.7562015588822826,2.289377280048215,0.1724416388402398
2030-01-03 06:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036817997763,43.5034276508096,61.32383556021401,5.073163996750524,21.308212544448796,227.70840316753845,11.840720751767735,398.66261160820955,17.085540497494698,412.1051156602476,156.94264854484877,549.9134951124753,74.02452877364273,51.92717994053053,42.85098626691575,0.0,22.563115092780308,171.98024917760847,0.0980473213755913,0.5447073409755074,0.3211273915610768,0.0200071218342608
2030-01-03 09:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036817456102,43.50342764497517,61.323835285610215,5.0731918956555075,21.30832972492976,251.1982479065751,11.840716775557956,349.97108071320946,14.998760601994691,365.03126462153995,139.3406982914577,488.068750637617,65.66582841953723,121.1570370198727,1.2907771816980598,36.26959054011532,96.68468744476692,79.58668752541539,9.437987087726844,52.43326159848247,6.878487478493821,4.292906264593295
2030-01-03 12:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036816993313,43.503427640560474,61.323835432582285,5.073191299198907,21.308327219703436,249.6022386892608,11.8407160406095,405.6520433119622,17.385087570512667,354.1929397323684,134.16830618223588,469.11460899443586,69.49078953079844,114.06976365519611,1.8841816064297021,26.121637201228,49.35704441202388,75.4361393853482,9.269466672830925,51.497037071282925,15.414143207556211,8.549189231804183
2030-01-03 15:00:00,18.71111736265236,50.20816492311716,6.767123287671232,5.121130714199962,83.15296803652969,9.888803758051695,21.62757727207328,69.89106513805778,193.06392694063928,80.18036816574119,43.50342763752704,61.323835300692245,5.069539048791883,21.292987102965977,260.3998398518357,11.840719087255884,449.8586596866312,19.279656843712765,381.9118222600564,142.71958545499643,498.3628175007552,74.06175745568703,38.967050254958025,100.37143640012401,0.0,2.647057562163043,137.79676255489886,0.0952641513772731,0.5292452854292955,0.4352483220318334,0.0022631038662513
