country,sector,2030,2040,2050
DE,Hydroelectricity,10.665823349999998,10.665823349999998,10.665823349999998
DE,Nuclear,1.4020004211613044,4.293842798101753e-07,2.970959803167626e-07
DE,Offwind,8.129013026016022,49.36806390801018,53.55405965726417
DE,Oil,0.8457006159138571,0.6382005351902591,0.4438002519479883
DE,Onwind,84.5272382499767,47.97399757887283,71.38440582864878
DE,Solar,121.97932070665496,202.090925584662,284.1825278505606
DE,Solid Biomass,2.48537743031861e-07,2.297978987391169e-07,1.001225576948251e-07
DE,V2G,106.2468,254.99232,361.23912
DK,Battery,1.2630468553510664e-05,2.686998765466669e-05,2.0945124609118e-05
DK,Coal/Lignite,0.0479412055830326,0.0479410302370668,0.0479408357845529
DK,Fuel Cell,6.012472206931054e-07,8.522027488267398e-07,5.494684227068775e-07
DK,Gas,1.69520262072913,1.4190023375864238,0.0250009001637689
DK,Nuclear,7.937269422767499e-07,8.306418935155349e-07,5.226287678114071e-07
DK,Offwind,2.3128539175643024,0.6048104233673187,6.331662935834952e-06
DK,Oil,1.2272432939497788e-06,1.0692322645033004e-06,5.036872750715504e-07
DK,Onwind,61.185914648103534,56.59607464810353,61.18592817835095
DK,Solar,6.47896338896219,12.047571006774724,17.928489489838928
DK,Solid Biomass,5.603831267590961e-07,4.392717495925637e-07,2.0842333395084017e-07
DK,V2G,5.443762500000001,13.065029999999998,18.5087925
EE,Battery,8.120625457378533e-06,1.2858942019571968e-05,9.77765668573273e-06
EE,Coal/Lignite,2.6009123014139517e-07,1.5511576463145905e-07,5.686276005555964e-08
EE,Fuel Cell,3.093869050649971e-07,4.242683050477428e-07,2.5223318971785365e-07
EE,Gas,1.3641917086817895e-06,1.1380683144631733e-06,4.446690334101167e-07
EE,Nuclear,4.4202883040027546e-07,4.2325963420771915e-07,2.6276119033610456e-07
EE,Offwind,2.329974447516199e-06,2.580121616383288e-06,1.471602496242909e-06
EE,Oil,6.544655325641449e-07,5.346574541512485e-07,2.518155914327383e-07
EE,Onwind,2.1225247715793594,5.520044293615609,17.18304736195274
EE,Solar,3.8383033987075423,4.9985200907671405,6.158740161697295
EE,Solid Biomass,3.040661781605245e-07,2.462759549808239e-07,1.1722711317401833e-07
EE,V2G,1.4206500000000002,3.40956,4.83021
ES,Battery,1.7867998600530104e-05,62.28665022546364,76.27989060692806
ES,Coal/Lignite,0.9380747639538674,0.3300537360288871,0.3300535476702383
ES,Fuel Cell,5.868187546236963e-07,8.259754421198587e-07,4.674512473084678e-07
ES,Gas,28.216828800883786,28.115328483662,13.170415081577357
ES,Hydroelectricity,23.8269952475,23.8269952475,23.8269952475
ES,Nuclear,3.112600782680941,7.744653077708736e-07,5.044506584309726e-07
ES,Offwind,6.781286997733289e-06,7.402647769574037e-06,5.212037006117533e-06
ES,Oil,0.4669722276260769,0.2309420682662827,0.1359405034142693
ES,Onwind,29.335859081567182,44.91088029961256,60.64435387166303
ES,Solar,171.3500589846573,345.96958811915636,483.03189336661495
ES,Solid Biomass,6.20495252653258e-07,4.540562845861999e-07,2.0541434589746274e-07
ES,V2G,55.135575,132.32537999999997,187.460955
FI,Battery,6.009607834243387e-06,1.1282913562320897e-05,8.545675924254195e-06
FI,Coal/Lignite,2.639935968465221e-07,1.565001975124225e-07,5.6718065551556975e-08
FI,Fuel Cell,3.333423163680221e-07,4.550259413084066e-07,2.966221344453228e-07
FI,Gas,1.376401375624993,0.8264011023354154,0.170000443832325
FI,Hydroelectricity,2.9237300000000004,2.9237300000000004,2.9237300000000004
FI,Nuclear,3.370000453282056,3.370000459054842,2.649933221118734e-07
FI,Offwind,0.0673114270733357,2.4821392169215943e-05,1.067036768210818e-05
FI,Oil,6.555985572508815e-07,5.353202294750867e-07,2.519046301499794e-07
FI,Onwind,5.54401134494594,3.6313661795806937,24.24117102568151
FI,Solar,7.851775114535952,14.772093297517635,19.627473431043825
FI,Solid Biomass,1.883833328977977e-07,1.5951667262851042e-07,7.929666098761427e-08
FI,V2G,7.372354274999999,17.69365026,25.066004535
FR,Battery,6.8982371717535905e-06,2.6994762313834645e-05,3.6260321186564434e-05
FR,Coal/Lignite,2.43698570231811e-07,1.5274883177517682e-07,5.6900780651885096e-08
FR,Fuel Cell,2.935770235215372e-07,4.341975121780899e-07,2.863961911735527e-07
FR,Gas,7.318001318296757,7.070001149351629,5.303000445180439
FR,Hydroelectricity,19.873093959664416,19.873093959664416,19.873093959664416
FR,Nuclear,14.830000415444152,5.990000396213815,2.6618793630558816e-07
FR,Offwind,0.4800169382938438,0.4800204591472722,1.8410298910448576e-05
FR,Oil,0.7960006157608752,0.7960005342418804,0.5420002518483216
FR,Onwind,41.26145602790629,93.00731011752936,188.3748908128872
FR,Solar,176.93400248841405,239.1112662285517,411.5036696271338
FR,Solid Biomass,3.379814641385837e-07,2.3189165027425394e-07,1.0248999685286638e-07
FR,V2G,78.08625,187.407,265.49325
GB,Battery,1.261496744358543e-05,2.5463946427400483e-05,1.820306290973321e-05
GB,Coal/Lignite,4.887691725749466e-07,3.0468897544240345e-07,1.170673294697912e-07
GB,Fuel Cell,6.240758764549279e-07,8.284438681983524e-07,5.47539623916519e-07
GB,Gas,32.65322499146458,26.637224613678782,11.012000879804049
GB,Hydroelectricity,9.3672,9.3672,9.3672
GB,Nuclear,2.6900007990253094,7.644154907317443e-07,5.105605597997448e-07
GB,Offwind,13.924027903895947,3.5450406306365365,4.589676118829072
GB,Oil,1.228916786735857e-06,1.0674222702039086e-06,5.035155313505287e-07
GB,Onwind,95.34192346398666,189.75326256292848,362.0982680253453
GB,Solar,51.593766968625125,132.5383992334914,304.77942596721795
GB,Solid Biomass,3.327517121980977e-07,2.806256776367161e-07,1.3681404825944313e-07
GB,V2G,70.45582499999999,169.09398,239.549805
GR,Battery,7.47142753923672e-06,8.686034305673102,10.395636241846756
GR,Coal/Lignite,2.381428850959953e-07,1.5434944565981881e-07,5.7065233826867614e-08
GR,Fuel Cell,2.988450889238564e-07,4.240229988796711e-07,2.508918064162969e-07
GR,Gas,7.0561436441999446,7.056143488884252,4.661000429921358
GR,Hydroelectricity,3.3681,3.3681,3.3681
GR,Nuclear,4.089080795549238e-07,4.194044659886762e-07,2.677416468158904e-07
GR,Offwind,3.582991606592604e-06,4.616966385461461e-06,3.5786169126652833e-06
GR,Oil,0.0944868348134354,0.0944867552843667,2.518848355310856e-07
GR,Onwind,4.879132774774374,0.7598838692242604,4.3091934276289696e-06
GR,Solar,29.82304601815587,49.43496175032432,88.78575590037649
GR,Solid Biomass,2.76308529329909e-07,2.295563643031899e-07,9.961819172361501e-08
GR,V2G,12.821571675,30.77177202,43.593343695
HR,Battery,6.280113728828538e-06,8.14405725777387e-05,0.6266796367539311
HR,Coal/Lignite,2.4801668948488224e-07,1.5582144890885345e-07,5.754698318866937e-08
HR,Fuel Cell,3.032976482976468e-07,4.317058922980837e-07,2.75011304574224e-07
HR,Gas,0.2760012133229616,0.2760010986522199,0.0780004476259699
HR,Hydroelectricity,2.119492188890403,2.119492188890403,2.119492188890403
HR,Nuclear,4.188056324811333e-07,4.215713822888955e-07,2.8326794559283394e-07
HR,Offwind,9.644310030356202e-07,1.0987039935145028e-06,7.867561545214532e-07
HR,Oil,6.15067360404932e-07,5.354414446398345e-07,2.52009559831293e-07
HR,Onwind,1.0369008202651502,0.2416009925769044,8.194442914345163e-07
HR,Solar,7.338376580889503,11.636949015318892,15.495453992919629
HR,Solid Biomass,2.946324501612087e-07,2.349258139541661e-07,1.0103756957474839e-07
HR,V2G,3.75705,9.01692,12.773969999999998
HU,Battery,6.649404232161963e-06,4.206317199688358e-05,2.3055960511200855
HU,Coal/Lignite,0.2304844860188334,0.2304843952999574,0.2304842967640832
HU,Fuel Cell,3.001327474011344e-07,4.290742428243972e-07,2.757223779831335e-07
HU,Gas,2.8119012986977583,2.029201173241215,0.8907004552989901
HU,Hydroelectricity,0.0477,0.0477,0.0477
HU,Nuclear,1.8989004214377312,1.898900439519717,1.8989002794451637
HU,Oil,0.1700006147328145,0.1700005351719572,2.520067719470757e-07
HU,Onwind,0.3350021919422147,3.1766001960046422e-06,3.473605617230376e-06
HU,Solar,15.63425626858166,25.50074851546783,35.36721923403236
HU,Solid Biomass,3.279533098858541e-07,2.42168514374553e-07,1.0391725901841585e-07
HU,V2G,7.345329749999999,17.628791399999997,24.97412115
IE,Battery,6.225013588294883e-06,1.2215571979360862e-05,8.6894736642129e-06
IE,Coal/Lignite,0.2530002492196111,0.2530001513680924,0.1350000574184273
IE,Fuel Cell,3.100241922650846e-07,4.116138605062165e-07,2.514503375136894e-07
IE,Gas,4.219001353078081,3.261001127783249,1.2640004377665732
IE,Hydroelectricity,0.609,0.609,0.609
IE,Nuclear,4.10550554267163e-07,3.883774363468762e-07,2.39441461716853e-07
IE,Offwind,0.0252025018969318,3.5284897476330537e-06,2.0572144516173e-06
IE,Oil,0.2080006143864083,0.2080005337453493,2.5168659945388297e-07
IE,Onwind,4.593844751081961,0.3140783630999874,45.942503270718085
IE,Solar,4.189387780585506,12.025177419485816,43.74280979770791
IE,Solid Biomass,1.6572887577537844e-07,1.3972784099437604e-07,6.803378617392956e-08
IE,V2G,4.8570885,11.6570124,16.5141009
IT,Battery,1.5046435170572669e-05,4.334595172476704,40.8159522949441
IT,Coal/Lignite,4.919040496545633e-07,3.145025990928235e-07,1.155542070129956e-07
IT,Fuel Cell,5.751602837944525e-07,9.06466797878205e-07,5.855570746362661e-07
IT,Gas,48.035702630418285,46.07170232583644,17.55550090924825
IT,Hydroelectricity,19.13225178343949,19.13225178343949,19.13225178343949
IT,Nuclear,8.390202885088603e-07,8.39095090514643e-07,5.773893153683794e-07
IT,Offwind,0.0267012016490073,0.0267018322276638,6.262538001909235e-06
IT,Oil,0.1500012303165823,1.0707379004354529e-06,5.040236398476558e-07
IT,Onwind,11.749743380175662,6.105015741487008,10.402155946311696
IT,Solar,185.55519775669745,245.4406131818433,404.5313524700985
IT,Solid Biomass,5.553059354153813e-07,3.808136338505149e-07,1.7448450247857926e-07
IT,V2G,93.4162515,224.19900359999997,317.61525509999996
LT,Battery,6.016130261938016e-06,1.2655989994529334e-05,9.077314681097912e-06
LT,Coal/Lignite,2.553337320536926e-07,1.562654768648215e-07,5.692854268720236e-08
LT,Fuel Cell,3.051323673396105e-07,4.186564031500137e-07,2.553009116789541e-07
LT,Gas,1.1480013137924046,1.148001154391776,1.0800004455435048
LT,Hydroelectricity,1.001,1.001,1.001
LT,Nuclear,4.368722416565382e-07,4.447700662465474e-07,2.8656068814156896e-07
LT,Offwind,2.60998139080964e-06,3.5979718262039323e-06,1.9859807211412796e-06
LT,Oil,6.153924340610711e-07,5.351336948661579e-07,2.519128427201706e-07
LT,Onwind,0.8130023581562823,0.2740045771456051,5.6018881291400435e-06
LT,Solar,3.19809907242585,5.999237184859069,8.800387253297455
LT,Solid Biomass,3.219953261900339e-07,2.6014636432076386e-07,1.2645607166813397e-07
LT,V2G,2.98227105,7.1574505199999985,10.139721569999995
LU,Battery,5.998322038818437e-06,1.2841084327591093e-05,1.1666771003078228e-05
LU,Coal/Lignite,2.5050454628602656e-07,1.5520208258308122e-07,5.814705739152504e-08
LU,Fuel Cell,3.178401887636942e-07,4.3571521403644676e-07,3.207870771368138e-07
LU,Gas,1.2406230349794358e-06,1.0880706161620212e-06,4.628259398850778e-07
LU,Hydroelectricity,2.6129,2.6129,2.6129
LU,Nuclear,4.194131599442863e-07,4.1723161707071505e-07,2.9891219577196237e-07
LU,Oil,6.153100321406818e-07,5.353487973199491e-07,2.520183266651861e-07
LU,Onwind,0.1730114884122309,0.029002049547534,2.221904821587833e-06
LU,Solar,0.8932910879190763,1.473282989742847,3.253286384071937
LU,Solid Biomass,1.9636548225208426e-07,1.7243580543528221e-07,8.285064883352339e-08
LU,V2G,0.85536,2.052864,2.9082239999999997
LV,Battery,7.584901873205224e-06,1.460846798146234e-05,1.0122619540716755e-05
LV,Coal/Lignite,2.556972139287074e-07,1.5595746364491197e-07,5.6693456556738494e-08
LV,Fuel Cell,2.887080633775885e-07,4.132378486564806e-07,2.409504024837416e-07
LV,Gas,1.087001302467518,1.0870011539776605,0.9290004481908872
LV,Hydroelectricity,1.5360999999999998,1.5360999999999998,1.5360999999999998
LV,Nuclear,4.362891729264334e-07,4.403211666120628e-07,2.70553811639622e-07
LV,Offwind,2.4697365529415244e-06,3.5943155488969995e-06,1.8567113329894596e-06
LV,Oil,6.15304954978785e-07,5.349726219405152e-07,2.518725212434942e-07
LV,Onwind,0.121923414169154,0.0590117967381265,7.622999176481187e-06
LV,Solar,4.925019955900303,6.737434554348629,8.54982840538769
LV,Solid Biomass,4.890635002595156e-07,2.831661320061878e-07,1.668038556484704e-07
LV,V2G,1.515492,3.637180799999999,5.1526727999999995
ME,Battery,8.200940658686172e-06,0.0203012748843547,0.3165188178083035
ME,Coal/Lignite,0.2074817193399769,0.2074816281328783,0.2074815293942745
ME,Fuel Cell,3.1431738858928005e-07,4.348497611263097e-07,2.579896187025968e-07
ME,Gas,1.268659102919552e-06,1.1152159715526174e-06,4.370843357224885e-07
ME,Hydroelectricity,0.6753210000000001,0.6753210000000001,0.6753210000000001
ME,Nuclear,4.145556211323943e-07,4.209060449395003e-07,2.865000711487595e-07
ME,Offwind,3.1115121451272e-07,3.210279028463633e-07,1.9480797121972697e-07
ME,Oil,6.148869754219942e-07,5.353384236792536e-07,2.5193007000210016e-07
ME,Onwind,0.1180004008861109,4.516566075075695e-07,3.2549195712744176e-07
ME,Solar,1.1882563033016365,1.8877145999677627,5.452907573614498
ME,Solid Biomass,2.633110500063273e-07,2.2334525210564058e-07,9.995905724967537e-08
ME,V2G,0.7242989471910525,1.7383174732585256,2.462616420449578
MK,Battery,6.645036841942923e-06,0.8629283876473434,4.249676563969195
MK,Coal/Lignite,2.436176622101281e-07,1.5559362741763558e-07,5.7142511160044523e-08
MK,Fuel Cell,3.0367620772946285e-07,4.194616672991144e-07,2.354777872447281e-07
MK,Gas,1.2672431359367905e-06,1.1162352900783803e-06,4.295713556210373e-07
MK,Nuclear,4.0934724815146587e-07,4.205389754235698e-07,2.808974003077252e-07
MK,Oil,6.147941895261669e-07,5.351682155620654e-07,2.5189207525557236e-07
MK,Onwind,0.0370003449141377,3.837878886579866e-07,2.811675359500937e-07
MK,Solar,2.1085102451033215,5.374231340976961,22.940574602439128
MK,Solid Biomass,2.842630458126305e-07,2.468455779478362e-07,1.1004715234561785e-07
MK,V2G,2.2988134277771404,5.517152226665138,7.815965654442277
NL,Battery,6.186876062199814e-06,1.3652139574105924e-05,1.1829764863423756e-05
NL,Coal/Lignite,2.1239430547336307,1.580000155349049,1.580000058005356
NL,Fuel Cell,3.1711936610207673e-07,4.391211724408438e-07,3.23326822200986e-07
NL,Gas,10.19410135068623,8.460101199517853,5.938100460723331
NL,Nuclear,0.485000428179395,0.4850004264457305,2.7989256641507245e-07
NL,Offwind,2.571011654358598,0.1115254284335726,2.3519039894358738e-05
NL,Oil,6.153379690676925e-07,5.351998152982237e-07,2.519453067881181e-07
NL,Onwind,20.473921396296767,22.613587394221916,29.43100540818728
NL,Solar,32.382970198926486,57.09442025657112,76.25513611708901
NL,Solid Biomass,1.8338704630767287e-07,1.5897951277180789e-07,7.710123284047817e-08
NL,V2G,19.145478825,45.94914918,65.094628005
NO,Battery,9.026448122464466e-06,1.189180763051445e-05,9.019271010545512e-06
NO,Coal/Lignite,2.5105473431187386e-07,1.534571801393583e-07,5.650958372736664e-08
NO,Fuel Cell,2.977288126270917e-07,4.297630990591578e-07,2.721516204352562e-07
NO,Gas,0.6380013677890706,0.6380011530345663,0.6380004403308589
NO,Hydroelectricity,29.2064802,29.2064802,29.2064802
NO,Nuclear,4.4022136297960035e-07,4.3752904193085145e-07,2.752337142424361e-07
NO,Offwind,0.4351518374606201,2.3055260371881876,2.612663976270095
NO,Oil,6.158425648504203e-07,5.349322318780649e-07,2.518518857142046e-07
NO,Onwind,5.067710045846927,1.0400176324141648,1.723487788553213e-05
NO,Solar,2.2722973609343446,19.89033861876196,24.10166125788075
NO,Solid Biomass,3.242871305269598e-07,2.2101061099857665e-07,1.080041874804837e-07
NO,V2G,5.659560542743624,13.582945302584696,19.24250584532832
PL,Battery,6.179399797777378e-06,1.353527265904561e-05,1.1540924962897624e-05
PL,Coal/Lignite,14.58466985646052,14.584669764580594,6.565563266029611
PL,Fuel Cell,3.1844333663505365e-07,4.422103035510609e-07,2.8342881672850184e-07
PL,Gas,4.130959136451572,4.130958992542597,3.2215582818573516
PL,Hydroelectricity,2.1205022796075697,2.1205022796075697,2.1205022796075697
PL,Nuclear,4.301312474037104e-07,4.437881378014336e-07,2.952991600556295e-07
PL,Offwind,6.986186482982273e-06,1.1326598642564515e-05,8.228765440118368e-06
PL,Oil,0.0509490676776001,0.0509489875660729,2.5197349714546756e-07
PL,Onwind,17.277450532832685,36.637837126123486,59.509480713314126
PL,Solar,40.84617501070832,80.18000932826526,117.9375494907811
PL,Solid Biomass,2.8319731436179466e-07,2.400807475391759e-07,1.0831808158159105e-07
PL,V2G,44.859375,107.6625,152.521875
PT,Battery,8.477265702268202e-06,1.457905088081974,9.783795091134737
PT,Coal/Lignite,2.369965003912326e-07,1.5144452794668626e-07,5.6398637419388155e-08
PT,Fuel Cell,2.816046959664207e-07,4.039002660256484e-07,2.3063943966705794e-07
PT,Gas,4.1690012624237305,4.169001065588766,1.0580004156694196
PT,Hydroelectricity,6.8008999999999995,6.8008999999999995,6.8008999999999995
PT,Nuclear,4.037224910377413e-07,3.772174507071412e-07,2.481056597449901e-07
PT,Offwind,0.0250023220757995,2.7044806352529485e-06,1.8385199795773535e-06
PT,Oil,6.138679183994739e-07,5.336176623192553e-07,2.516996487673232e-07
PT,Onwind,5.55582373233679,0.333075497008728,6.37018026255938e-06
PT,Solar,18.720530812621774,38.52387290795949,69.32367291734981
PT,Solid Biomass,4.3288554075544627e-07,2.3413559781741765e-07,1.0004015488455445e-07
PT,V2G,11.662695,27.990467999999996,39.653163
RO,Battery,7.190922001605876e-06,0.7753384367039193,5.100805606883351
RO,Coal/Lignite,1.3647550853864812,1.2172247930055562,1.2172246943154297
RO,Fuel Cell,2.938852656797402e-07,4.180296164773616e-07,2.388850632973341e-07
RO,Gas,1.0085914516863528,0.151001212212835,0.1510004401709116
RO,Hydroelectricity,6.507330127388535,6.507330127388535,6.507330127388535
RO,Nuclear,1.3000004183029608,1.3000004349017291,1.3000002688119123
RO,Offwind,1.5491690813780904e-06,2.1073740078916e-06,1.7463543647203915e-06
RO,Oil,6.146115700756941e-07,5.34949994208172e-07,2.51896684592318e-07
RO,Onwind,3.2555227272602085,3.5042788772071097e-06,3.017733192675842e-06
RO,Solar,14.056961565336216,33.55818437384123,56.112774479079526
RO,Solid Biomass,4.064334367183889e-07,2.6612670987167985e-07,1.2118932287784493e-07
RO,V2G,10.729125,25.7499,36.479025
RS,Battery,6.501245078818234e-06,0.1118929337411839,2.120170955539293
RS,Coal/Lignite,0.641809600538773,1.5583268757565634e-07,5.7175300968800455e-08
RS,Fuel Cell,3.072969349186606e-07,4.254935538498357e-07,2.539782928897692e-07
RS,Gas,0.2000012577672996,0.2000011066026414,0.2000004352831498
RS,Hydroelectricity,3.1125,3.1125,3.1125
RS,Nuclear,4.181148234207862e-07,4.319014397327206e-07,2.633234124275082e-07
RS,Oil,6.148605357129482e-07,5.351329290202492e-07,2.519330438638168e-07
RS,Onwind,0.3980015883814834,1.973669204108564e-06,1.7296683594621586e-06
RS,Solar,7.857864336805625,14.981393149682583,25.085090485959096
RS,Solid Biomass,2.81473084369397e-07,2.388068244224659e-07,1.02082812817753e-07
RS,V2G,8.034146783457674,19.281952280298416,27.31609906375609
SE,Battery,6.101725072037913e-06,1.2069071785697325e-05,9.38591580892281e-06
SE,Coal/Lignite,2.512747879713537e-07,1.526719959427227e-07,5.643233418440779e-08
SE,Fuel Cell,3.083385462091846e-07,4.226651641893006e-07,2.554748438928259e-07
SE,Gas,1.3730012969956735,1.3200010636770172,0.7090004407456212
SE,Hydroelectricity,13.749718930875773,13.749718930875773,13.749718930875773
SE,Nuclear,4.661000435374356,4.661000429109586,4.661000258620425
SE,Offwind,0.2040128538283861,2.534111501702682e-05,1.208921498787348e-05
SE,Oil,6.159595310708517e-07,5.348462671525315e-07,2.518530681955746e-07
SE,Onwind,14.364013775785166,13.12821754524977,15.352657975807114
SE,Solar,32.961767292008076,47.57792358601354,56.327785661200345
SE,Solid Biomass,3.056053441334694e-07,2.4261467411235616e-07,1.1585576660677789e-07
SE,V2G,10.89136125,26.139267,37.03062824999999
SI,Battery,6.178298307561375e-06,1.778812409759277e-05,2.8301667643544808e-05
SI,Coal/Lignite,1.0054224307641373,1.005422339595632,1.005422241142721
SI,Fuel Cell,2.990662413984859e-07,4.180644187658593e-07,2.525748464454802e-07
SI,Gas,0.4340012447886709,0.4340011085045275,0.0840004509362845
SI,Hydroelectricity,1.210275,1.210275,1.210275
SI,Nuclear,0.6960004168411194,0.6960004216163994,0.6960003017981354
SI,Offwind,2.884880586974205e-07,2.547009051341968e-07,1.6346095505212964e-07
SI,Oil,6.150074104244785e-07,5.355297069055192e-07,2.5201865120219786e-07
SI,Onwind,5.67857803083906e-07,6.506352885756245e-07,4.945089077290413e-07
SI,Solar,2.9142134431570925,5.19130693954224,7.468400635781195
SI,Solid Biomass,3.185316656858475e-07,2.639965886282567e-07,1.199038302128029e-07
