snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
carrier,CO2 emissions,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,CO2 captured,Hydrogen,CO2 emissions,Methanol,Electricity,Coal,Centralized heat,Oil,Decentralized heat,Centralized heat,Ammonia,Methane,Electricity,Electricity,Electricity,CO2 emissions,Electricity,Centralized heat,Methane,Decentralized heat,Electricity,Hydrogen,Oil,Centralized heat,Decentralized heat,CO2 emissions,Electricity,CO2 emissions,Centralized heat,Ammonia,Decentralized heat,Centralized heat,Electricity,Centralized heat,Decentralized heat,Decentralized heat
sector,Shipping emissions,Agriculture emissions,Aviation emissions,Industry emissions,Industry CC,Hydrogen production CC,Steam Methane Reforming CC,Methane production emissions,Methanol production,Nuclear,Imports,Waste Heat,Imports,Heat Pump,Heat Pump,Haber-Bosch,Imports,Offwind,Hydroelectricity,Onwind,Transport emissions,Biomass CHP,Biomass CHP,Storage,Biomass boiler,Solar,Storage ,Storage,Solar thermal,Gas Boiler,Power supply emissions,Gas,Decentral heat production emissions,Storage ,Storage,Resistive heater,Gas Boiler,Battery,Resistive heater,Oil Boiler,Storage
2030-01-01 00:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.277732249500716,18.026437811885177,9.155054351926047,35.4488636522389,1.0172461957648877,17.473204861298548,105.51434684608208,77.25380810024865,5.190424887099992,511.8517004495421,141.90312040253173,8.040877646682176,3.714358357796627,550.7980708567501,174.5868383520139,21.983290169256996,120.3111651345144,12.1694233748778,22.09543714094552,67.49791746094695,,32.59992365967931,,,,,260.01244538735943,7.16162250537544,23.148666435885215,53.896496981851044,0.3232807939447709,,30.46086739936658,7.161043239116962,0.36420676010422726,0.9081474602468816,5.9292039689028655e-05,0.4824866109403948
2030-01-01 03:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.277732245981674,18.026437815123035,9.155054596314873,35.44886459852558,1.0172467044055589,17.44354222922889,104.89796362562421,73.80415962407805,4.103243694727927,512.3374255096074,141.0834807783645,7.942377809138256,2.5442518846806683,555.2223948156636,158.3172042204116,20.84748609191427,110.38095578676588,57.37876489368374,30.56057020340533,93.35750327049908,90.87896948107662,32.96520183834192,,,6.621281175851823,,415.2184762118604,8.730845043865958,28.2209008054165,99.59270280826533,3.870032096214665,0.6155858691931281,60.050742942387394,18.49739315720714,0.1938106191138121,1.0217992014860855,42.63711654351359,13.144507404845015
2030-01-01 06:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.2777322416237,18.026437817419353,9.155054882016872,35.448865704779124,1.01724725404927,17.415577295720936,103.35736388521056,66.32478945523764,4.617646244820468,512.9800695518281,140.74275177221887,7.885532052147227,3.1024235695684914,555.7970830608638,153.20412484976143,25.52858230794833,95.4772939538959,124.18795949565968,30.95434097976571,94.5604080689768,102.4576885643104,32.96610923721485,36.40670662791076,2.808442956169264,281.2985226054192,0.0011402109145965,446.6420103885007,4.333546613174168,14.007410757146564,110.37192318044379,4.018135062803615,0.057415557405242,64.5815899735773,20.886430649601113,0.5766523150256859,1.0723466485077016,56.55385361533837,1.5806911993566286
2030-01-01 09:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.277732234302405,18.02643782465863,9.155054880639454,35.4488656994457,1.0172472471277625,17.42176281724174,101.0125194253764,69.65345667493574,4.079180761329657,513.8021586619836,143.59403434896308,7.981809932264115,2.5206330132082617,555.170917376807,163.84704426979715,15.967615601536085,78.80652172587902,102.02884757792528,28.633572817788508,87.47084397282929,16.09228287238757,32.993492804772686,149.129911499759,0.8110909970570306,161.35872254943848,5.172483103963531,392.70652649430446,1.1762744375915989e-05,2.3778935571462148e-05,89.01507751852076,3.668860361125132,0.6392061001506808,64.12638458414933,10.414865443860824,7.271448764751508e-05,0.9867619714558116,26.91773386947153,0.0465265572181273
2030-01-01 12:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.2777322289297,18.02643782938072,9.15505489306809,35.44886574757003,1.017247269220802,17.399439945505232,101.56231216213993,69.99851212946935,5.183041010409876,513.72696446273,147.48517129752346,8.122404148058907,3.714350672358424,555.8458747121258,177.2541960154354,20.564695487228484,76.76908173002464,117.54705626069428,27.696943280437193,84.6095951638402,0.0,32.99027775784674,110.70694658266174,3.092342639789738,212.6737660791874,5.04047617800804,374.0898907263008,0.43762786673913984,1.4145417628916928,82.9140577030853,1.412535904542478,,60.427430198329475,10.43978304202713,9.053662792093152e-05,0.9867372652217922,18.71081394359165,0.028807701708903
2030-01-01 15:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.277732224690766,18.02643783206053,9.155054896863158,35.44886576226474,1.0172472786691862,17.40404254199475,104.64235111889997,69.76308547000352,4.077367543499968,512.7717060629195,145.79047696855991,7.944127880040961,2.520589077756049,555.8036854268049,180.4449913547253,32.891595007959964,75.73245790447058,133.3803726843799,29.552235553730306,90.27720716580453,84.7996356575964,32.99349346416718,11.087499945437525,2.681245900834193,303.77668417334553,1.6680686509146413e-07,410.10906002766,9.060269027370579,29.28570559954744,98.68336474306153,2.4874841651396937,0.6392500842013833,38.718717992086184,16.471351230998195,0.014796839291850468,0.9867331342169856,44.41786249583463,4.38398614090878e-05
2030-01-01 18:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.277732220621154,18.026437835037733,9.15505454707805,35.448864407877956,1.0172465577462273,17.468868180106757,107.26655852109715,68.65163421701811,4.108932260021104,512.5022888233332,142.60934481184825,7.801013405504671,2.5490811631480943,555.0385957717344,179.62299736811616,39.13667740750344,72.67171910458976,64.29111628943518,29.496821593623174,90.10792665410268,88.96554888638696,32.95768576302904,,,33.01992763280869,,413.1134760459499,9.135248454955859,29.52806358565081,98.69017643702468,1.7594842521154517,0.6107564732283937,37.25008717934253,16.42602111524583,0.7771803921964973,0.989492233889104,42.34701249168157,0.0012129890781181
2030-01-01 21:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.27773221626568,18.026437839102677,9.154968693332917,35.44853197755168,1.0172363369571698,17.40672166074605,108.68518250346858,76.3600256601453,4.078107583657375,512.5263516592959,141.24104576041088,7.7601885949276435,2.522522095502689,551.9127293839183,173.78723352544876,45.47291673782724,68.15313423190268,25.43020714230192,24.088467747306343,73.58629736070428,,32.33879663581495,,,,,277.89303341117864,7.050703327947793,22.790140032222205,57.63965899689681,2.2425756994729897e-05,0.6373146142799233,21.570224636604586,6.4356653068609395,0.45583856023826674,0.817537872629593,0.9405057422050938,3.452315218971164e-05
2030-01-02 00:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.27773221173069,18.02643784400191,9.15492666795924,35.448369253040816,1.0172316400927763,17.44107669550436,108.68518254053282,69.42868284803919,4.081478034038389,512.5049362172595,140.53976555098768,7.748083579370148,2.522451728757456,552.9626491425017,169.57907748581047,35.28386639615249,64.33166544393087,12.178785961050956,24.984248477216767,76.32275979794451,,32.74171525669224,,,,,291.54270224534525,5.883650349032071,19.0178476205897,59.55514273566416,2.2496216149564474e-05,0.6373849133938057,20.81904617927031,3.303402915360426,0.3520818338145661,0.8176416598087978,0.0794605056155281,0.1323079428158534
2030-01-02 03:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.27773220985128,18.02643784678694,9.15493406031641,35.448397876646034,1.0172329517424752,17.397931918037692,108.68518267777009,67.27159607733365,5.20857654427568,512.4346230769057,140.20077319194604,7.736309756514027,3.743495540516021,556.5010112792436,165.1164581926161,46.92768899391696,62.50521030130236,56.65406093624816,31.83973136575654,97.26512971865976,97.4080777678599,32.99349808337819,,0.0,0.0,,432.06441347693504,7.265553651358159,23.48460577715292,98.12135232645132,3.45769764492454,,56.00885217451845,16.437284300668374,0.34372090159592467,1.924708765869059,26.945035852818215,24.17123300949251
2030-01-02 06:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.277732204546794,18.026437853670945,9.155054886348031,35.44886572154961,1.017247241882091,17.328454964200688,108.68518254759076,68.04384667706537,5.174721049605802,512.6535520490505,140.38346941843884,7.750780857873707,3.714456212433657,557.1165239675228,163.66570304007837,53.38888921032486,63.204819773381296,124.58727144784164,31.772070686281605,97.0584374984779,129.21378394912432,32.99349979861095,27.942822179111662,3.4249507876307423,284.20944425511357,8.485680533223607e-08,458.2091387616989,7.878044339678935,25.464373638679767,112.65151849228948,4.041391921997389,,55.71929627490853,19.192096856415187,1.1871063160871895,2.7087401717033956,57.481992419329146,0.7767555582477463
2030-01-02 09:00:00,16.056456629421803,2.698889859646953,21.56339385039261,55.2777321987342,18.02643786134186,9.1550548856457,35.44886571883014,1.0172472350479347,17.37513193019488,108.68518136848122,69.75474473637925,4.582010596374944,513.1931644895953,143.43703408068234,7.990327802108627,3.0683301143846187,557.4217593505706,161.01364860014257,24.270262577442754,60.77614091337339,105.54304778950002,30.399060488255813,92.86411771977367,59.68081568279847,32.99349345158177,139.91254414334304,1.581107117524896,165.62454871678352,1.9814456444147033,420.1742119378113,3.3951430125234836,10.974186969885029,92.1221113096865,2.855943709472827,0.0915089480481328,48.11109223330538,11.1054093731987,7.723121856476667e-05,0.9521968104976212,17.907131463960305,3.791082551060409e-05
