snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
carrier,Hydrogen,CO2 emissions,CO2 emissions,CO2 emissions,CO2 captured,Oil,Decentralized heat,CO2 emissions,Electricity,Methane,Centralized heat,Centralized heat,Electricity,Electricity,Methane,Hydrogen,Ammonia,CO2 captured,Centralized heat,Electricity,Decentralized heat,Decentralized heat,Centralized heat,CO2 emissions,Centralized heat,Decentralized heat,Centralized heat,Decentralized heat
sector,Industry,Shipping emissions,Aviation emissions,Industry emissions,Industry CC,Fischer-Tropsch,Heat Pump,Transport emissions,Offwind,Imports,Heat Pump,Waste Heat,Onwind,Solar,Storage,Imports,Haber-Bosch,Central heat production CC,Gas CHP CC,Gas CHP CC,Resistive heater,Gas Boiler,Storage ,Decentral heat production emissions,Resistive heater,Storage,Gas Boiler,Oil Boiler
2050-01-01 00:00:00,0.0559360730593607,2.374508766511247,0.325259039312778,1.0193247621755732,0.8315206121769354,3.105965660559528,5.714922894558038,0.0449057052564591,7.083999911516019,2.6843678702537903,1.4943413564660208,0.5871084236447359,2.782679322532048,,1.333832040552632,2.929499454078797e-07,3.145649276450248e-07,9.328853686373999e-08,1.14529995718595e-07,1.0259585865745592e-07,2.976411982699636e-07,1.9007339119277758e-07,6.520682783359722e-08,9.151881470555967e-08,3.2612045509446505e-07,2.498985344541732e-07,9.506034005362398e-08,4.738033689639819e-08
2050-01-01 03:00:00,0.0559360730593607,2.374508766511247,0.325259039312778,1.0193247621433708,0.8315206122044075,3.1059655876788463,5.69785688788758,0.2236949636178788,6.633552656145149,2.684005543240227,1.489369421738958,0.882784383900881,1.9263350845204823,,0.0,7.317484473832869e-07,0.3190997949004865,1.206081135561225e-07,1.5342045830372206e-07,1.3744796547193918e-07,0.0915087744472412,2.436897215530575e-07,3.420302179444571e-07,1.1087003420806412e-07,0.8663185436679698,1.2041511098547113,1.1721655110387883e-07,5.4150492835342235e-08
2050-01-01 06:00:00,0.0559360730593607,2.374508766511247,0.325259039312778,1.0193247621280364,0.8315206122240808,3.1059654655280693,5.670923719343755,0.474643299472116,6.877632353462417,2.68461304186187,1.481515964913486,0.990753242900771,1.4823372593613384,0.029543239685395,0.0,0.2637839105855987,0.4356219989528441,1.2864777601594255e-07,1.650178409321819e-07,1.4784428794342026e-07,1.5410087988923096,2.493730773772418e-07,0.0025944226947294,1.1386490146285772e-07,0.8663185957353542,8.729522792746672e-07,1.2389577985261265e-07,5.4698020503656356e-08
2050-01-01 09:00:00,0.0559360730593607,2.374508766511247,0.325259039312778,1.0193247621127486,0.8315206122468375,3.105965541571473,5.60803734795447,0.3921044931012569,7.058911506535072,2.686190565547763,1.4631429220502452,0.6471100999646143,1.4113186935927082,1.7336433447764814,0.0,1.3232236985572478e-06,0.0647553775642226,1.2588027110577836e-07,1.6183187841799048e-07,1.4498813186580997e-07,0.828535369232709,2.5124303503479714e-07,4.291961331466507e-07,1.1412312982291323e-07,0.8663185371667612,5.090705456181061e-07,1.2054423488051372e-07,5.484972578702917e-08
2050-01-01 12:00:00,0.0559360730593607,2.374508766511247,0.325259039312778,1.019324762097423,0.8315206122658418,3.105965444443328,5.5686475350995535,0.461908630987806,7.0686372649290625,2.690092615203722,1.45163846658227,0.5871083601741,1.1039547556212248,3.0506501383352997,1.3268539186480777,1.8361214529711112e-06,3.1482027170272965e-07,1.1003686374141866e-07,1.3942267656378122e-07,1.24901119412147e-07,0.6206058090730747,2.505389856665046e-07,1.0368282966730705e-07,1.116621082714353e-07,0.8215239589433494,3.660080045170032e-07,1.0812768877379373e-07,5.466671034379675e-08
2050-01-01 15:00:00,0.0559360730593607,2.374508766511247,0.325259039312778,1.0193247621265384,0.8315206122237552,3.1059654774617935,5.405755443349676,0.526879069732599,7.045621408970296,2.691245437439787,1.4040937124709767,0.7511153994269762,0.9881776206493684,0.0286233691799517,0.0,1.7890989041383725,0.1770000266270645,1.3594422473703347e-07,1.785612059136467e-07,1.599944630089822e-07,1.1264199418198864,2.599891957710411e-07,1.0514980168526465e-06,1.1731078326525924e-07,0.8663185385290546,4.335064837742799e-07,1.26212023735281e-07,5.579397470294535e-08
2050-01-01 18:00:00,0.0559360730593607,2.374508766511247,0.325259039312778,1.0193247621331123,0.8315206122162282,3.1059654608735174,5.2655620053947505,0.2420110003121472,7.081742813964239,2.694234618110234,1.3631754539366392,0.7618198710784779,1.2618394801449095,,0.0,0.8053205398333982,0.1885524934896464,1.2973949187557738e-07,1.6772382519721084e-07,1.502778873332466e-07,1.2023612946652626,2.490250135244694e-07,4.432845745327027e-07,1.1384310687550465e-07,0.866318626655058,4.168924436086234e-07,1.2474967562848504e-07,5.462889255896593e-08
2050-01-01 21:00:00,0.0559360730593607,2.374508766511247,0.325259039312778,1.0193247621361314,0.8315206122121769,3.105965562866425,5.253407883978868,0.0958614846881367,7.083893696543494,2.6991553075219783,1.3596369002138846,0.5871086428710875,1.5021294775043164,,1.1865448421123583,6.74876490931628e-07,5.898551256308303e-07,1.1149899043455279e-07,1.4269402640830594e-07,1.278419733317565e-07,3.0620463063050516e-07,1.9525010030778255e-07,9.701717663150977e-08,9.577901596453482e-08,0.2086823304156408,2.3535720740418858e-07,1.0898354814368622e-07,4.80135647264213e-08
