countries,carrier,2030,2030_std,2035,2035_std,2040,2040_std,2045,2045_std,2050,2050_std
AL,gas,28.783519092640063,1.4837945324320174,28.204905826155933,0.93409931619137,27.9429296809743,0.6027298965387576,27.767867900150872,0.27990524606064,27.740410254078277,0.2766137631660892
AT,gas,29.35743838720279,6.494910960122165e-08,28.41551498423895,6.632885646146169e-08,27.72144393585978,4.41586341524205e-08,26.587969504098982,9.368168037713997e-08,26.3880973522428,3.5219474662834196e-08
BA,gas,29.286354230959372,1.4322883639515918,28.40185366876651,0.306228442186934,28.177672085332112,0.044426658354148,28.004872424781414,0.0900545183530889,27.81834677164412,0.1052541322796889
BG,gas,24.999993511929787,6.629657384519077e-07,24.99999733415868,1.8716815866303718e-07,24.99999801519982,1.2403244236339124e-07,24.99999496520572,7.778516184484165e-08,24.999991970093443,8.75831816195953e-08
BX,gas,26.27937081608434,0.0162065227768353,26.277772155239855,0.019545412518373,26.277946213909,0.0279292727851405,26.27940735780967,0.0363823289669024,26.279053660044795,0.0383489950382375
CH,gas,30.11702478150576,1.6244178642808509,29.42969177862599,1.4313542495695126,28.89375583571231,1.4447644394290624,27.861406843575462,1.4437489596239568,27.730532860975785,1.119347996966947
CZ,gas,27.10328957078022,1.0030406685809495e-06,26.772089624030063,2.844678561601904e-07,26.64346688998322,2.1226108128679074e-07,26.547116875745253,3.212449526390785e-08,26.525789462729048,8.107858220818467e-08
DE,gas,24.999999883814624,9.779581565241925e-08,24.999999964054645,3.063157180220599e-08,24.99999996697093,1.46260192504617e-08,24.999999937027976,1.3972995039455098e-08,24.99999991027923,8.751132996193442e-09
DK,gas,26.284949796754297,0.1261828969723975,26.128364025759176,0.0134030506458466,25.682299337322455,3.672966554866727e-07,25.620098595804585,2.596360280385357e-07,25.636645746934047,1.5048451346184264e-07
EE,gas,24.99993932431835,3.0497552674033383e-05,24.99998674357021,5.363136911142104e-06,24.999982378651495,1.050129902571204e-05,24.99993930556279,2.1447227987269756e-05,20.69530026438556,0.9708085803709672
ES,gas,25.774184656512872,0.0896623861695499,25.768641065876693,0.1361035438905271,25.76716604043261,0.118128565957292,25.719594899066976,0.1301561504013241,25.714532709416417,0.1186005190357057
FI,gas,26.076133967347843,1.50534207491075,25.821298930151972,1.4786165638343856,25.08239976829493,0.5297284325637962,25.00167291449508,0.0212999488304698,23.151949246411323,1.419778199205017
FL,gas,24.999999187287383,6.375326336811382e-07,24.99999969222517,2.718823350231291e-07,24.999999670403227,2.5432367816734556e-07,24.99999939088535,3.987898706254954e-07,24.99999917450682,3.9530448081596e-07
FR,gas,24.999999863529673,2.1021830830259338e-07,24.99999997161236,3.7446530206175674e-08,24.999999951263582,1.7388867841456435e-08,24.99999982952586,1.514171988727857e-08,24.999999711857456,1.5317443081260122e-08
GB,gas,25.881342043134374,3.3767314768126168e-06,25.940466389311617,1.017711031971158e-06,25.959505431169575,1.350402368963513e-07,25.725464678060185,1.2445459544666866e-07,25.710755915281084,3.5946877955965475e-08
GR,gas,24.999996801810475,1.2292702973447045e-06,24.99999846844864,6.484078386089579e-07,24.999998814188892,5.10229778648922e-07,24.999998176301556,6.467380174587566e-07,24.999997927146826,4.127928862520954e-07
HR,gas,27.586890822133007,1.032033064908511,27.01067337710375,0.2928824993749457,26.803941114303136,1.4721329585156476e-06,26.65171269164866,1.6433146596481646e-06,26.477306232515232,3.160353227131107e-07
HU,gas,24.99999928251331,1.1417519630316838e-07,24.999999713368993,1.5427064903130808e-08,24.99999980784759,7.412817680676125e-09,24.999999523305465,1.4216595235358362e-08,24.999999089573556,8.808401306517894e-09
IE,gas,24.99999756093813,5.08373188799315e-07,24.999998971066393,1.199981823969543e-07,24.99999924150239,6.799749002852803e-08,24.99999876220062,1.1303761479898785e-07,24.999997483325092,3.569634537814402e-08
IT,gas,24.999995422667222,4.351025511261356e-06,24.99999761464386,2.2715709197843784e-06,24.999997632090757,2.0914846374851685e-06,24.99999156803989,4.313241118216272e-06,24.999989447701445,4.612610660591787e-06
LT,gas,24.999990148597607,3.5511776278656095e-06,24.99999609834356,1.2841055477681556e-06,24.999996740272294,1.0224954991630892e-06,24.99709659785081,0.0090705175445491,17.488467711547237,0.6347217340683035
LU,gas,27.791039738617563,0.7893855339601541,27.59175551846231,0.956545957143151,27.310932112087873,0.8366487493062789,26.945974041175425,0.7669850286818903,26.799454736083533,0.6458934753800499
LV,gas,24.99997797998345,7.687189613808885e-08,24.99998925718103,1.022185966283638e-08,24.999984310415662,1.794259246895485e-09,23.71681902195197,2.2870195390710442e-08,18.61890986493748,8.858145264716861e-09
ME,gas,29.141793898745377,1.708231446403516,28.498736957458668,1.2398715138944056,27.85412041676863,0.5833567596820968,27.47284027039096,0.2562937528441892,26.01488849759294,0.1245879335111528
MK,gas,27.093209482985603,1.1206651135904877,26.826946757549265,0.9126192226152158,26.604440239475643,0.5609414118820646,26.427009886054215,0.1833842989303207,26.40988307718268,0.1883669942602635
NL,gas,24.999999634432623,1.119161312807053e-07,24.99999988041664,2.0151425378325492e-08,24.99999985138936,6.598781056686477e-09,24.99999974150621,6.592614479025225e-09,24.999999628620294,3.8726817801462037e-08
NO,gas,24.99999962038155,6.1841606302867e-08,24.99999986976914,1.87617581399908e-08,24.99999991341758,1.0538276168529998e-08,24.999999195038377,5.303665948440576e-07,24.99999810176017,3.0737093618319177e-07
PL,gas,25.00000122182179,5.448787981273686e-07,25.000000190846972,7.37524746326314e-08,25.000000029419695,4.5287556473307425e-08,24.999999884831897,8.526385530605483e-09,24.999999728794283,2.1116545264887035e-09
PT,gas,24.999995564228065,1.793535971306298e-06,24.999998259219073,4.936648375955705e-07,24.9999986690887,9.577275584601917e-08,24.9999962115395,5.5534828884658745e-08,24.999993880747784,1.0789558528451569e-07
RO,gas,24.999997868759372,1.944475862310963e-07,24.999999175514237,3.221346993920016e-08,24.999998933013888,9.97816790232542e-10,24.99999808606824,5.602940967929372e-10,24.99999334370104,5.09115928169727e-10
RS,gas,30.987162871589113,1.644919156720629,30.337378283014292,0.822214475948486,29.6849418505708,0.0666477656205823,29.316394908478365,3.0852054849777866e-06,27.74092337338078,5.631961852286913e-07
SE,gas,27.219380211196704,0.9806394048521192,26.451650127403656,0.0133918121514394,26.44202431908192,0.0299468261100848,25.00000600381839,1.7366785130969865e-06,24.999996594991803,5.396434412516987e-07
SI,gas,28.994506528407424,1.0599413974651166,28.403655193689715,0.3329797254064538,28.176985463744227,0.080608753117516,28.02640942694194,0.1227865141289818,27.849909169454836,0.1335013925837281
SK,gas,24.99999814904934,1.9022526711670654e-07,24.999999279424067,3.7498774725210655e-08,24.99999933508941,2.1209518656260436e-08,24.9999988689577,6.488633570594557e-09,24.99999797904266,2.550006204280543e-09
WL,gas,26.484324706751178,0.1814915402026754,26.48163692975583,0.1998607436258984,26.47956145772294,0.2145428163683927,26.427995724790456,0.216316561927986,26.41493504783515,0.202138136625011
AL,elec,69.31061782297172,16.641218907296516,66.81735518176991,22.56507080159891,64.06517666945527,27.086380897545432,68.62356179436767,40.30638737888052,68.0531386847635,45.270414348446465
AT,elec,67.86499570590122,16.535287030569652,66.80537588025435,21.362944849632058,65.92495537763362,25.974169184335437,75.02081525548016,43.26950597788877,75.32224340680929,50.19830942687104
BA,elec,69.62511009814851,15.94920334094144,67.6280830956036,21.020214349802007,65.26062486704085,25.87861477531008,70.6921516014885,41.2787818998431,69.8510007802932,46.74199779462426
BG,elec,68.84739699710418,16.534161376106503,66.26518591571589,22.47126846034525,63.178018746918845,27.278927447417036,68.33421181712423,39.6932354176961,67.35749779500763,44.24592534238747
BX,elec,59.176664857257855,21.937672994455937,58.97344429167729,27.256450884081975,62.76623469634192,41.66890701612003,68.7787044586839,56.72176987833752,66.17769795926183,59.279882453915405
CH,elec,62.4263955204481,21.14186009530929,61.32557089266891,25.58897023199549,61.05239855879922,26.98771695695744,67.37895715070489,39.75863943639824,68.03557484403082,44.37582084664569
CZ,elec,64.46018302720553,18.653395753496447,63.98667586736479,23.419210937705845,64.83661162941415,28.91513773759834,74.56916209010559,48.21298731900756,74.36809306148193,57.265160391577695
DE,elec,60.50541948571426,22.271972581105594,60.36755925262359,26.703778666449864,63.072300783724216,32.63708009858493,72.11740910731383,53.3093135008746,72.70511814943883,62.290279070903544
DK,elec,49.89492647380295,17.189539569929178,46.223194398329575,21.61978916932693,47.90281263594204,26.602369606483396,53.3898268642738,43.56279824797012,54.64332638690705,48.414502759411874
EE,elec,61.030699149427086,16.534762321965243,52.90874258866394,19.83820603307925,48.739043168420146,21.990637740729618,55.36803099631365,30.828044857715668,57.57125731702816,43.85242319414732
ES,elec,55.37144101395768,26.854821128192143,60.110573014628606,29.1436924272398,63.14212320347292,29.2473503730591,67.62281861868661,29.82062257263056,64.29616130599382,31.087749683570298
FI,elec,48.97243029907952,9.7551153833253,46.2235166536149,12.209288490853044,48.06199078112552,13.437725881844663,52.29218900251862,17.60743108450815,49.47574108533794,19.97784066915187
FL,elec,59.22053212464308,21.954275054256893,58.97185494760496,27.252548921313583,62.6647373823045,41.32352874459439,68.66783840507294,56.58125225254398,66.06596114708955,59.23755537197463
FR,elec,54.71903722804338,19.8635439295597,53.13646915606602,23.22598573571534,51.80546798450549,24.27974622783367,51.90288149084684,28.04256896009278,51.33585317906389,27.560090941409857
GB,elec,52.97687732328486,30.619518168199313,51.58300871595543,32.4455622865516,50.86096286583031,33.15790226239413,57.73239991461989,49.99979284530645,55.5003009816532,59.19804841753074
GR,elec,66.55737100268693,20.986122186584076,64.32059571788847,25.790204901142157,61.61567278206536,29.48325827069337,65.87547896760981,39.42034591355764,65.65563147089243,43.57448502255913
HR,elec,69.10869072203572,16.050003939638792,67.3408285744024,21.02005392372363,65.34806557514271,25.97182115271487,71.54337528008934,42.23405031027885,70.6752298055786,47.571138917773915
HU,elec,67.76487440642906,16.42830566613104,66.2551173777926,21.56355712370258,65.1886788892065,26.72847207176495,71.86281468172848,42.9904386950709,71.16254927103772,48.71228864927405
IE,elec,51.423083114482175,32.38861543475977,50.14025070896239,33.9823887787318,49.15789551509796,33.933226871928156,57.12117507845454,48.64633061657763,56.877548650286535,70.37529607136636
IT,elec,69.18368097210741,23.21909179857971,70.25057155393338,28.70479883561269,71.57234190708178,33.51715731732939,79.1725786949855,50.27604455895798,77.00582563028604,59.84173942401101
LT,elec,61.02974393179065,16.535640191593142,52.90706047435269,19.839183486373535,48.835295200656205,22.127451965489605,55.49540291935753,31.042141534546374,58.0137328823899,44.466576685469256
LU,elec,60.08600796654147,21.725499476529126,59.99095566910815,26.43870328497115,63.28943268191224,36.18094883652008,71.11702155339077,53.69047065166333,70.2807365877797,59.58313536279307
LV,elec,61.02974375528222,16.53563974486764,52.90706029956413,19.839183323471207,48.83529502346392,22.12745183301481,55.49540283210659,31.04214146255098,58.01373308015147,44.46657659669613
ME,elec,69.81456789795487,15.998105254706736,67.62707970485373,21.58612108619431,64.94226575142294,26.44558541857416,69.53616436297213,40.37691784326609,68.75238385304505,45.462851987483745
MK,elec,68.40297002012603,18.142299325855223,65.72281681171849,23.99471603578956,62.95129164984726,28.64350668999418,67.66872204344986,40.826173875150765,67.14618811221801,45.0801192647892
NL,elec,59.4622583188343,22.463504929071433,57.89804542918285,28.19707277926099,59.173741963072686,38.60317603293602,64.15296852740576,55.2818518273886,60.50884540100779,58.750653223037915
NO,elec,46.079943099014585,4.918269290648038,43.02489012074127,7.0984064999504035,44.910059002976794,8.36873112104968,49.89672946994634,9.75998815825713,50.32600879141856,12.54516729839924
PL,elec,64.26412567636133,20.467192454128355,62.496404027487685,24.42502988301748,61.77024139705845,30.880598959558835,69.62409539048083,50.488326689921266,70.011516454531,58.68859073934192
PT,elec,63.64330913928582,18.725523546028835,64.08045961684196,24.576153891611444,62.797580320106675,27.43588082499285,61.91460828162436,31.325415963327885,58.70398284434006,32.45823553269455
RO,elec,68.97033908954914,16.277920877008658,66.39540275597797,22.210207659941656,63.471100071796705,26.818511480143464,68.7139743876259,39.86698611923268,67.79835087529756,44.8561421689504
RS,elec,69.59980995151213,16.089597501530303,67.2518121185932,21.84782734849298,64.54870574239122,26.60334657733723,69.26581285828402,40.59427522506288,68.5448221287854,45.60201494284235
SE,elec,46.63945746018919,6.545171339920302,43.95866284557982,9.25796510052579,45.86898896948489,11.332106680895366,50.43601529916449,15.864646166699128,49.067499958015624,17.96618034915058
SI,elec,69.60557933408892,16.02932287526504,68.04563778000404,20.796973036802473,66.0568068523494,25.789081764678787,73.07917215962252,42.76805390273736,72.67174175187314,49.42845548741187
SK,elec,65.49331149219682,17.855639185335967,64.9083150297435,22.658582438779852,64.83312049287456,28.389824980361396,74.55002638429234,47.813329895463504,74.58197415666747,56.837180206759854
