snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
carrier,Coal,Centralized heat,Oil,Methanol,Oil,Oil,Electricity,Decentralized heat,Hydrogen,Ammonia,Oil,Electricity,Methanol,Solid biomass,Methane,Methane,Methane,CO2 captured,Methane,CO2 captured,Electricity,Hydrogen,Electricity,Electricity,Electricity,Electricity,Hydrogen,Electricity,Hydrogen,Oil,Methane,Centralized heat,Decentralized heat,Methanol,Oil,Solid biomass,Electricity,Electricity,Solid biomass,Methane,Ammonia,Centralized heat,Hydrogen,Methane,Electricity,Decentralized heat,Oil,lignite,Coal
sector,Industry,Industry,Aviation,Shipping,Industry,Shipping,Agriculture,Agriculture,Industry,Industry,Agriculture,Industry,Industry,Industry,Industry CC,Hydrogen production CC,Industry,CO2 sequestration,Hydrogen production,Methanol production,Methanol production,Methanol production,Residual electricity consumption,Compression losses,Decentral heat production,Ammonia production,Ammonia production,Hydrogen production,Transport,Transport,Storage,Residential / Services heat consumption,Residential / Services heat consumption,Storage,Storage,Central CHP production,Hydroelectricity,Transport,Decentral heat production,Decentral heat production,Storage,Storage charging,Storage ,Power supply,Battery charging,Storage charging,Decentral heat production,Power supply,Power supply
2040-01-01 00:00:00,51.4065570776,9.513698630136986,83.871621355086,39.945917799280856,89.29566210046148,19.687630915347768,5.7144931044690885,22.34338942225278,2.536529680365297,7.373287671232878,10.49743235957586,175.49657534246572,0.70662100456696,66.07533744950419,56.30020812445014,60.8463187788954,9.636890316749032,21.925926707255,18.766881675785793,11.363135523143464,12.414257117312909,52.14214036971295,145.52677870537065,0.1956941722061592,102.85150843773306,3.053970480347618,14.181883136397918,73.82719132187275,6.347815810377178,23.3609406509046,26.827280404125556,84.6829268952445,363.5268164859244,5.164759938240051,121.73824447107314,57.0269361202528,5.242962273432057,77.36219780443884,31.0162061127711,180.03661123499415,4.975952473152981,6.835302320523163,34.5000252597005,24.22131560064323,0.19054679652733222,13.201614179688532,1.8117087368110237e-05,5.036562248605891e-07,1.5643106566243222e-05
2040-01-01 03:00:00,51.4065570776,9.513698630136986,83.871621355086,39.945917799280856,89.29566210046148,19.687630915347768,5.7144931044690885,22.34338942225278,2.536529680365297,7.373287671232878,10.49743235957586,175.49657534246572,0.70662100456696,66.07533745452267,56.21974793530755,61.021891037297486,9.709304486976906,21.919114532936135,18.86087681498897,11.363127097668064,12.414247912457633,52.1421017076447,111.0974639135748,0.1453181382357669,159.851727948906,2.9116397385665556,13.520934394540363,73.62256650929255,29.92991695268828,110.14670786061772,,136.06584504354782,584.2693193015032,5.164725965499878,0.0,97.7614132590354,0.0,49.07405136974165,38.83969270222369,283.4007323249906,4.400412738661544,0.3576721290812618,13.017963016856616,22.905404462833122,0.11837873062369139,0.1069813337617396,54.246901342144,5.166907909885507e-07,1.6360770990111187e-05
2040-01-01 06:00:00,51.4065570776,9.513698630136986,83.871621355086,39.945917799280856,89.29566210046148,19.687630915347768,5.7144931044690885,22.34338942225278,2.536529680365297,7.373287671232878,10.49743235957586,175.49657534246572,0.70662100456696,66.07533745405058,56.13899101063012,61.406048005392705,9.78198571918627,21.904734764110405,19.181328792716076,11.363069932238623,12.414185459067207,52.14183939203295,111.72604918204428,0.1517145280341036,166.36703578527775,2.8937534946578323,13.437875104185425,73.6225686969293,64.77893557162533,238.39646809611696,,142.80472778896973,616.5069691179588,5.164495469093323,,105.10194722034112,4.449776325696275,59.83058634170897,38.90212990481035,312.18525411172436,4.328085552496836,0.2522801718289484,,1.816114686302337,1.993992391832874,2.310449678005477e-05,63.17003779168416,4.845319306849446e-07,1.6107643721641164e-05
2040-01-01 09:00:00,51.4065570776,9.513698630136986,83.871621355086,39.945917799280856,89.29566210046148,19.687630915347768,5.7144931044690885,22.34338942225278,2.536529680365297,7.373287671232878,10.49743235957586,175.49657534246572,0.70662100456696,66.07533745123257,56.084987392835565,61.406047348959795,9.830588975202431,21.89509301652971,19.028182202434543,11.363092525721608,12.41421014251012,52.1419430669877,141.1766469496965,0.2013613397770557,171.62927082397547,2.799856332377366,13.001839919539698,74.64146490635564,53.22029744703048,195.858898119185,,126.72563954183488,546.7747852393511,5.164586568355561,,81.67610319672198,12.973706226598118,155.5693724772347,38.10754742733439,264.27211550048895,3.9483963708184606,0.4613569189705339,0.0,2.7567218101474878e-05,34.716124660218775,3.8700539022980526e-05,28.217678149841813,4.345241412518777e-07,1.5006106469577744e-05
2040-01-01 12:00:00,51.4065570776,9.513698630136986,83.871621355086,39.945917799280856,89.29566210046148,19.687630915347768,5.7144931044690885,22.34338942225278,2.536529680365297,7.373287671232878,10.49743235957586,175.49657534246572,0.70662100456696,66.07533745142749,56.0436904257055,61.406047667348005,9.867756245619592,21.887737915213833,19.18327104208232,11.363090257635458,12.4142076646197,52.14193265939676,148.57016761478343,0.1961233691664317,162.27222492285108,2.7637222155821592,12.83404202335039,74.64145884347536,61.31490697704288,225.648308913602,0.0,121.66278229489006,524.3991128138083,5.16457742357254,,68.33915971591783,7.832325471321657,116.00058964864954,38.11552879689462,259.0328887610827,3.802281857294205,0.6838012435852474,0.0,3.22263765316799e-05,25.84565110164697,0.0368164528736964,21.7123529543521,4.6332552766221955e-07,1.5471568134528858e-05
2040-01-01 15:00:00,51.4065570776,9.513698630136986,83.871621355086,39.945917799280856,89.29566210046148,19.687630915347768,5.7144931044690885,22.34338942225278,2.536529680365297,7.373287671232878,10.49743235957586,175.49657534246572,0.70662100456696,66.07533745569106,56.007728963580576,61.40605211858207,9.900121561530815,21.88135739396601,19.183731069946667,11.363072337196105,12.414188086489936,52.14185042768682,167.74688025942524,0.16982600895818892,137.93172057481948,2.802120606853498,13.012354649860724,73.62255367677412,69.57388303768818,256.042613876589,,129.22673049583685,556.8633333363575,5.164505166053773,,93.61201479533123,0.0,32.772799488606616,38.306761998550016,283.82039715334014,3.9575516783699274,0.4713917283636985,,31.253110500350385,8.187130136255987e-05,0.0007400723927948,49.908871534786776,5.226610730670783e-07,1.652162649462444e-05
2040-01-01 18:00:00,51.4065570776,9.513698630136986,83.871621355086,39.945917799280856,89.29566210046148,19.687630915347768,5.7144931044690885,22.34338942225278,2.536529680365297,7.373287671232878,10.49743235957586,175.49657534246572,0.70662100456696,66.07533745812881,55.97648536969652,61.3777640913299,9.9282407960267,21.87074357918816,18.900091532744696,11.350861544337617,12.400847761379604,52.08581863312133,172.3791363858398,0.1783927259169725,133.4711424156461,2.8050403427971236,13.025913181027969,73.14090418359213,33.535538363413245,123.4159504317934,,128.09232536150628,553.3945369140997,5.115270027637481,0.0,96.87770677982542,,29.964526601572036,38.03436933485867,288.27501402300135,3.9693602441748665,0.3327420523607665,9.309869592045017,33.61258269992747,8.763964565482198e-05,2.654005792628144e-05,47.09739885061913,5.287037091736554e-07,1.6680289663010737e-05
2040-01-01 21:00:00,51.4065570776,9.513698630136986,83.871621355086,39.945917799280856,89.29566210046148,19.687630915347768,5.7144931044690885,22.34338942225278,2.536529680365297,7.373287671232878,10.49743235957586,175.49657534246572,0.70662100456696,66.07533745919282,55.94960922367968,61.35857810485735,9.9524293274421,21.86253294719719,18.95427460965128,11.26914820037049,12.311575706157058,51.71085974589035,161.62953418916422,0.1487924359697145,103.18548271460475,2.8204230724570256,13.097346770762831,68.11786422998614,13.264907135399824,48.81690294529199,14.17257197314769,89.99354148390341,388.8905297319762,4.785793654441833,95.88039075016977,70.8344520429549,,46.250006536925895,31.431094789086018,188.24276083905346,4.031563176345895,3.2574682950812752,25.68680898264176,27.706639529858656,0.010735074054163749,0.3294207925895278,0.6689160283837218,5.270782546416125e-07,1.6761387169712835e-05
