config,cost_segment,capital,marginal
2030_tot,Distribution,41104205234.15268,0.0
2030_tot,Energy production,336778489339.7879,653267625030.5613
2030_tot,Storage,43259397711.74634,0.0
2030_tot,Transmission,12980523572.4602,568754065.125608
2035_tot,Distribution,42763607919.016075,0.0
2035_tot,Energy production,375027294824.6411,600576327692.2635
2035_tot,Storage,44341597652.11609,0.0
2035_tot,Transmission,13156954644.553535,536016698.37010676
2040_tot,Distribution,47754362680.34463,0.0
2040_tot,Energy production,423108287060.1126,521907433841.12946
2040_tot,Storage,45834274786.32896,0.0
2040_tot,Transmission,14380813625.08764,516154590.5782735
2045_tot,Distribution,53809187413.64707,0.0
2045_tot,Energy production,511038257494.0981,423514051560.17896
2045_tot,Storage,47736660175.26601,0.0
2045_tot,Transmission,17246495556.02247,1136012373.392133
2050_tot,Distribution,56519513919.8837,0.0
2050_tot,Energy production,591986546857.7926,389183396373.86395
2050_tot,Storage,49398362981.878426,0.0
2050_tot,Transmission,19389104885.059834,3470858894.176153
2030_eu27,Distribution,33350463186.751335,0.0
2030_eu27,Energy production,279363149146.3285,298272837139.73474
2030_eu27,Storage,30075369007.498676,0.0
2035_eu27,Distribution,34725278136.08088,0.0
2035_eu27,Energy production,306164152469.69135,293333939491.2037
2035_eu27,Storage,30612035050.880333,0.0
2040_eu27,Distribution,38466957149.19942,0.0
2040_eu27,Energy production,339033633557.2701,263528354233.24884
2040_eu27,Storage,32847476389.538845,0.0
2045_eu27,Distribution,43525688447.81815,0.0
2045_eu27,Energy production,411846996813.9283,210156478354.25003
2045_eu27,Storage,34286285037.603107,0.0
2050_eu27,Distribution,45899389130.86552,0.0
2050_eu27,Energy production,474043393913.6538,248679897764.2978
2050_eu27,Storage,35458888495.966705,0.0
2030_be,Distribution,1178000237.3926604,0.0
2030_be,Energy production,7547103741.007029,15505152112.297733
2030_be,Storage,496418031.44691557,0.0
2035_be,Distribution,1303982069.3013859,0.0
2035_be,Energy production,7592469660.776656,15421547448.012968
2035_be,Storage,497261165.83925927,0.0
2040_be,Distribution,1478554543.59585,0.0
2040_be,Energy production,7196760045.2499895,14304555413.887794
2040_be,Storage,499161514.3581217,0.0
2045_be,Distribution,1775420442.8556945,0.0
2045_be,Energy production,8703807287.591494,11967632150.897873
2045_be,Storage,504593861.4400879,0.0
2050_be,Distribution,1872710031.8628943,0.0
2050_be,Energy production,9495916358.206472,12563744868.773886
2050_be,Storage,523543081.50661564,0.0
2030_fl,Distribution,707165549.0483351,0.0
2030_fl,Energy production,5121653388.651378,11576470270.453594
2030_fl,Storage,175317480.64912742,0.0
2035_fl,Distribution,783032899.5695541,0.0
2035_fl,Energy production,5165373933.811088,11516719133.513958
2035_fl,Storage,175652625.75270614,0.0
2040_fl,Distribution,889817284.3437132,0.0
2040_fl,Energy production,4952428368.779195,10806243038.409052
2040_fl,Storage,176878428.37630057,0.0
2045_fl,Distribution,1054862991.8018355,0.0
2045_fl,Energy production,5784863485.636791,9468660051.304085
2045_fl,Storage,179783236.04705015,0.0
2050_fl,Distribution,1105618382.40054,0.0
2050_fl,Energy production,6109327727.383908,10352484647.706436
2050_fl,Storage,191236788.8757881,0.0
2030_fr,Distribution,5764016207.4896,0.0
2030_fr,Energy production,61731144608.89466,44953936393.22195
2030_fr,Storage,3973833711.842205,0.0
2035_fr,Distribution,5970462278.870102,0.0
2035_fr,Energy production,65862852258.436646,43782727636.33447
2035_fr,Storage,3978323168.385442,0.0
2040_fr,Distribution,6662593020.845276,0.0
2040_fr,Energy production,74356348722.13805,37008468792.21975
2040_fr,Storage,3989605036.295474,0.0
2045_fr,Distribution,7628880078.639712,0.0
2045_fr,Energy production,93993098826.88603,27184502313.39916
2045_fr,Storage,4024583390.3471885,0.0
2050_fr,Distribution,7977314436.160695,0.0
2050_fr,Energy production,105782960692.07845,24867068681.55055
2050_fr,Storage,4024584195.9795737,0.0
2030_de,Distribution,7144319253.322773,0.0
2030_de,Energy production,58078499335.88812,64482109153.4772
2030_de,Storage,3549345424.955473,0.0
2035_de,Distribution,7500214241.949354,0.0
2035_de,Energy production,59860888985.45478,64396538914.30785
2035_de,Storage,3552384910.8577623,0.0
2040_de,Distribution,8439536844.36026,0.0
2040_de,Energy production,57883579530.392845,58723240787.6788
2040_de,Storage,3560772592.5785985,0.0
2045_de,Distribution,9710766271.33125,0.0
2045_de,Energy production,68805837713.95741,47675985083.79167
2045_de,Storage,3591240740.814275,0.0
2050_de,Distribution,10167517563.113703,0.0
2050_de,Energy production,76465345881.40268,61913521961.12185
2050_de,Storage,3870120734.5313473,0.0
2030_gb,Distribution,4498163409.002886,0.0
2030_gb,Energy production,38118636728.50213,42098689418.08402
2030_gb,Storage,1184072207.2052977,0.0
2035_gb,Distribution,4664527521.089211,0.0
