config,cost_segment,capital,marginal
2035_gb,Energy production,47389484760.47756,39991953487.408485
2035_gb,Storage,1205964505.6621473,0.0
2040_gb,Distribution,5789289334.688152,0.0
2040_gb,Energy production,61257432513.35707,31914026205.4346
2040_gb,Storage,1287440240.18641,0.0
2045_gb,Distribution,6319063852.471054,0.0
2045_gb,Energy production,73230113311.63066,25093444007.15012
2045_gb,Storage,1435214900.828048,0.0
2050_gb,Distribution,6484742291.98812,0.0
2050_gb,Energy production,90320041972.01201,24514176964.46409
2050_gb,Storage,1568368466.2946205,0.0
2030_nl,Distribution,1723546006.64362,0.0
2030_nl,Energy production,15222105350.176577,23387205538.227432
2030_nl,Storage,919903765.3919686,0.0
2035_nl,Distribution,1874170060.507143,0.0
2035_nl,Energy production,17689727415.655758,23628393030.87277
2035_nl,Storage,921090684.5941337,0.0
2040_nl,Distribution,2249551639.6223326,0.0
2040_nl,Energy production,23745778283.830383,21235315168.133465
2040_nl,Storage,932903637.7033151,0.0
2045_nl,Distribution,2533726630.7663465,0.0
2045_nl,Energy production,33241729133.22672,18631425248.51159
2045_nl,Storage,1040048249.1007819,0.0
2050_nl,Distribution,2653984026.859047,0.0
2050_nl,Energy production,47508169309.11463,19173466822.491978
2050_nl,Storage,1085827557.810553,0.0
2030_lu,Distribution,90454698.65769944,0.0
2030_lu,Energy production,236089128.1918197,706240306.6111126
2030_lu,Storage,533585923.6859168,0.0
2035_lu,Distribution,98398473.76509568,0.0
2035_lu,Energy production,243745691.16929358,731262849.8976407
2035_lu,Storage,533611764.0287407,0.0
2040_lu,Distribution,104512760.27816407,0.0
2040_lu,Energy production,291573410.83883023,688136246.1408116
2040_lu,Storage,533566312.72213477,0.0
2045_lu,Distribution,124001905.34029905,0.0
2045_lu,Energy production,387135709.28226197,551798443.2724628
2045_lu,Storage,533748403.8734162,0.0
2050_lu,Distribution,131285344.80599646,0.0
2050_lu,Energy production,415858557.91029817,507826060.0337141
2050_lu,Storage,533688654.47254753,0.0
