country,sector,2030,2035,2040,2045,2050
AL,Battery,0.0696986518510709,0.0879627213598265,0.1039447653994328,0.960490982462974,1.0286549412611508
AL,Biomass CHP,0.0241833576852005,0.0310259403159052,0.0375929643886976,0.0464565062719368,0.0464566759848852
AL,Biomass CHP CC,1.3339390652656138e-07,1.936594268514777e-07,2.5681662127741384e-07,3.366107756698132e-07,0.0171932721311654
AL,Coal/Lignite,5.725241787494346e-07,8.081939492265214e-07,1.0826858593009689e-06,1.2248110768494587e-06,1.3426489113815688e-06
AL,Fuel Cell,1.913410649200003e-07,2.8976543508932417e-07,4.040712839340086e-07,4.773786902050612e-07,5.455420772053517e-07
AL,Gas,2.059610835504651e-06,2.975856265742532e-06,3.982149703262822e-06,4.517415837330035e-06,4.9548882154189305e-06
AL,Gas CC,7.563480817932881e-07,1.1047994768219142e-06,1.4930188379018751e-06,1.7205789230321953e-06,1.9212350804868514e-06
AL,Gas CHP,8.76738780331092e-07,1.3233999500843231e-06,1.8278506631038487e-06,2.076942209605188e-06,2.274231561905187e-06
AL,Gas CHP CC,3.933443615731482e-07,5.759714495216889e-07,7.777014380580739e-07,9.226859008323756e-07,1.0462701481824934e-06
AL,Hydroelectricity,1.7389,1.7389,1.7389,1.7389,1.7389
AL,Hydrogen turbines,9.51243772374733e-07,1.422590289493282e-06,1.9926082223366365e-06,2.318463261704236e-06,2.6121300161293644e-06
AL,Micro gas CHP,6.962255193715999e-08,1.0346821248381636e-07,1.4176273492382086e-07,1.6361241362033798e-07,1.828070446720505e-07
AL,Nuclear,5.062291266848219e-07,8.151120432088996e-07,1.2391622673169944e-06,1.615303524388429e-06,1.927904093859434e-06
AL,Offwind,6.032862037711015e-07,9.132826370081468e-07,1.2485734367345938e-06,1.4982582544100598e-06,1.8029631766196304e-06
AL,Oil,0.0898552531872609,0.0898556192679725,0.089856047142044,0.0898562760786829,0.0898564616331749
AL,Onwind,4.83114394099218e-07,6.294269202373459e-07,9.122158086417452e-07,1.107787618787427e-06,1.3028375776720892e-06
AL,Solar,2.395311349834322,2.7061049218336133,3.3437173574858563,5.4323452486394626,5.432346516133112
AT,Battery,6.551985082587691e-06,1.0962282707311575e-05,1.991651043195057e-05,2.6120255222869244e-05,2.6669490317412985e-05
AT,Biomass CHP,1.014901612298572,1.0149025592093222,1.014903061997655,1.042523697041784,1.0425238331745428
AT,Biomass CHP CC,1.3088369541478785e-07,1.8964864021451813e-07,2.516004397466121e-07,3.695328070577626e-07,0.2973092221249002
AT,Coal/Lignite,5.646635979637245e-07,8.024780348595316e-07,1.0780536562421726e-06,1.2217300293847671e-06,1.3406179614630555e-06
AT,Fuel Cell,2.0784524759652329e-07,3.0905795117954565e-07,4.264310418183798e-07,5.040983984665824e-07,5.841802115801197e-07
AT,Gas,2.8192019991032153,2.819202939484079,1.3170039768708666,0.8380045884963747,0.8380051025737365
AT,Gas CC,7.427489390710337e-07,1.095672170801756e-06,1.490147020003787e-06,1.7368716281280123e-06,1.9622022192006953e-06
AT,Gas CHP,9.225339724540736e-07,1.3781423661294806e-06,1.896771261301782e-06,2.188843930463086e-06,2.4029481889646738e-06
AT,Gas CHP CC,4.628866935174261e-07,6.50179047377645e-07,8.613746426609597e-07,1.0877471924769222e-06,1.3867143840692554e-06
AT,Hydroelectricity,13.46042,13.46042,13.46042,13.46042,13.46042
AT,Hydrogen turbines,9.4835342579641e-07,1.422856470494579e-06,1.9974182609950717e-06,2.3424123713300514e-06,2.681465806562871e-06
AT,Micro gas CHP,7.134438831212129e-08,1.0594324132622438e-07,1.459392349737174e-07,1.688067026096313e-07,1.889431935406394e-07
AT,Nuclear,4.460928219869076e-07,7.499239459292739e-07,1.1615974214858711e-06,1.6702409891156378e-06,2.407752554129961e-06
AT,Oil,7.081595911789288e-07,1.0742927578417978e-06,1.5022603220944982e-06,1.731285825033247e-06,1.916942726964519e-06
AT,Onwind,3.927237828005124,3.927238679624792,3.1520210219033413,2.96141336974502,1.4885170069807454
AT,Solar,8.722244849236255,15.882826129598868,24.09386503544674,24.09386781129524,24.07187077222609
BA,Battery,1.8131320283623275e-05,0.0433956680856465,0.0959069563082291,0.4274391661088867,1.0846479198343395
BA,Biomass CHP,0.0482372785242822,0.0624640872811645,0.0775531709820741,0.0912502586716606,0.0912504215970572
BA,Biomass CHP CC,1.327809931745821e-07,1.9279093734530106e-07,2.559621463486868e-07,3.32279422570261e-07,0.0206216410832647
BA,Coal/Lignite,0.5690005745310095,0.3000008103391415,0.30000108527538,0.3000012277021325,0.3000013456735119
BA,Fuel Cell,1.912686506291835e-07,2.904530828990319e-07,4.051078950338453e-07,4.821736260082681e-07,5.542036674553412e-07
BA,Gas,2.0478186599496994e-06,2.963325452811247e-06,3.9738767097670115e-06,4.523786907165069e-06,4.972932251459281e-06
BA,Gas CC,7.563690242903705e-07,1.1043466867606192e-06,1.4932702905948416e-06,1.7247055439743904e-06,1.9295265005919137e-06
BA,Gas CHP,8.622412764857928e-07,1.3090525522668555e-06,1.8119385733552376e-06,2.078491752502961e-06,2.2782565460108683e-06
BA,Gas CHP CC,3.97871885500778e-07,5.815671971124093e-07,7.829467775259766e-07,9.658148736884442e-07,1.1080840476200712e-06
BA,Hydroelectricity,2.0545,2.0545,2.0545,2.0545,2.0545
BA,Hydrogen turbines,9.466829332297532e-07,1.4191528497360575e-06,1.990013947940037e-06,2.3207525752790706e-06,2.624015618987148e-06
BA,Micro gas CHP,7.021025133282704e-08,1.042695979017543e-07,1.4293110711820934e-07,1.6534022104311202e-07,1.8494969453375757e-07
BA,Nuclear,4.835923363221435e-07,7.870705871961931e-07,1.2044920603152454e-06,1.6072688991074518e-06,1.970798790847329e-06
