country,sector,2030,2040
LT,Battery,1.0766619437159238e-05,2.4352015447908984e-05
LT,Biomass CHP,0.5290587533993351,0.5290642183701205
LT,Biomass CHP CC,2.0450388999660458e-07,3.187297742623485e-07
LT,CHP,1.8663429227850453e-06,3.209674470214901e-06
LT,Coal/Lignite,8.599099427837329e-07,1.3007225572938502e-06
LT,Fuel Cell,2.738779064646049e-07,4.649349807196686e-07
LT,Gas,1.0450038723455009,1.0450064567681143
LT,Hydroelectricity,1.001,1.001
LT,Hydrogen,1.3895029352787117e-06,2.397966929518297e-06
LT,Nuclear,8.21765761220122e-07,1.3560881582380377e-06
LT,Offwind,2.1200001402355504,2.120002181887276
LT,Oil,1.043221962381171e-06,1.7750431742979185e-06
LT,Onwind,0.813005173927623,0.813007828422548
LT,Solar,0.4474456746672748,3.248606416739622
LU,Battery,1.157481639119553e-05,0.0123939432347654
LU,Biomass CHP,0.050473048786467,0.0504771642588831
LU,Biomass CHP CC,1.9652306006689207e-07,3.045535522779079e-07
LU,CHP,2.0191033246875494e-06,4.414621101240624e-06
LU,Coal/Lignite,8.817165339682348e-07,1.3359793456999871e-06
LU,Fuel Cell,3.034946445184532e-07,5.142907697311492e-07
LU,Gas,3.8734191242093505e-06,7.196178688132004e-06
LU,Hydroelectricity,2.6159,2.6159
LU,Hydrogen,1.4232904560246153e-06,2.482213954795035e-06
LU,Nuclear,7.584080884111051e-07,1.457722912927296e-06
LU,Oil,1.0439113636338298e-06,1.777616514101296e-06
LU,Onwind,0.1590122495804175,0.1380136715202185
LU,Solar,0.5180515902873488,1.1215416847824389
LV,Battery,0.0876289929784302,0.0876659766911172
LV,Biomass CHP,0.4880341537764829,0.5596833980031501
LV,Biomass CHP CC,2.04204289206963e-07,3.187576237220605e-07
LV,CHP,1.815587183200464e-06,3.0432924266042856e-06
LV,Coal/Lignite,8.599112898457054e-07,1.299462070738305e-06
LV,Fuel Cell,2.6949397749673256e-07,4.517075950827529e-07
LV,Gas,1.0390037949980244,1.0390063299055858
LV,Hydroelectricity,1.5360999999999998,1.5360999999999998
LV,Hydrogen,1.3895421435538413e-06,2.3925327402132873e-06
LV,Nuclear,8.306643554015241e-07,1.3647502048292656e-06
LV,Offwind,0.7110001030851298,1.35200003348652
LV,Oil,1.0428777536164256e-06,1.774675114133709e-06
LV,Onwind,0.1219229755576188,0.0979243975500969
LV,Solar,0.2004256151495505,2.012822141152076
ME,Battery,0.1008138209060018,0.1659035891108121
ME,Biomass CHP,0.0156271969082502,0.0156426396682889
ME,Biomass CHP CC,2.01627016120387e-07,3.062592004408778e-07
ME,CHP,2.1347283804738803e-06,3.838929300610581e-06
ME,Coal/Lignite,0.2074823815918762,0.2074828270962005
ME,Fuel Cell,3.011427195451191e-07,4.96908412510669e-07
ME,Gas,4.353744402632919e-06,7.174376029333303e-06
ME,Hydroelectricity,0.657321,0.657321
ME,Hydrogen,1.432281908967754e-06,2.4050572558039513e-06
ME,Nuclear,9.071596493642302e-07,1.6469068098836537e-06
ME,Offwind,8.592380689374861e-07,1.2585035808545503e-06
ME,Oil,1.0447124465820357e-06,1.778267170283444e-06
ME,Onwind,0.1180008709812556,0.1180012793984193
ME,Solar,0.7190803422060295,1.4185243505793528
MK,Battery,0.1901298688811908,0.6490775390490388
MK,Biomass CHP,0.0429715907800895,0.0628261820756127
MK,Biomass CHP CC,2.0408075673307385e-07,3.0974927257602453e-07
MK,CHP,1.971687824482323e-06,3.45855232386505e-06
MK,Coal/Lignite,9.071176066192094e-07,1.3517622697167696e-06
MK,Fuel Cell,2.8251139712964257e-07,4.7582587466788146e-07
MK,Gas,4.240574121354052e-06,6.98513366944885e-06
MK,Hydrogen,1.4103465331104417e-06,2.395354929766389e-06
MK,Nuclear,9.582671067058566e-07,1.6819815024042016e-06
MK,Oil,1.0446020397241274e-06,1.7780310970019586e-06
MK,Onwind,0.0370007398564448,0.0370010834458153
MK,Solar,2.1084701935453403,3.909324089140793
NL,Battery,0.661453440233479,0.6730113484487152
NL,Biomass CHP,0.5597038053365317,0.5597048382540786
NL,Biomass CHP CC,1.9876051999935066e-07,3.048296985300618e-07
NL,CHP,2.393193951781651e-06,6.0830203860666014e-06
NL,Coal/Lignite,0.485000881733759,1.3370332513325478e-06
NL,Fuel Cell,3.012868938965109e-07,5.107827122620605e-07
NL,Gas,8.621104422417044,5.8991081649006265
NL,Hydrogen,1.4237014687214792e-06,2.4800242080511414e-06
NL,Nuclear,0.1603800246693314,0.160380701977865
NL,Offwind,19.000023263165644,50.00000053329741
NL,Oil,1.0455647900077435e-06,1.7787200145228529e-06
NL,Onwind,7.948593181999065,7.327005195195958
NL,Solar,25.31750982185981,40.62818154434288
NO,Battery,0.8202675758677345,0.9117983454841064
NO,Biomass CHP,0.2689991607201237,0.4313175342162125
NO,Biomass CHP CC,1.8943303959617316e-07,2.9829767535425666e-07
NO,CHP,1.7298111424502515e-06,2.915566060487387e-06
NO,Coal/Lignite,8.136974598264867e-07,1.243873834707163e-06
NO,Fuel Cell,2.73272007798235e-07,4.532470555692663e-07
NO,Gas,0.524003425293869,0.5240056270685992
NO,Hydroelectricity,29.470674200000005,29.470674200000005
NO,Hydrogen,1.384553198045289e-06,2.313809749515174e-06
NO,Nuclear,6.961924224518725e-07,1.13286582042602e-06
NO,Offwind,2.6430007159128044,3.368000256142032
NO,Oil,1.0405008030006743e-06,1.7713789133878347e-06
NO,Onwind,5.054710229512356,4.8027156794249715
NO,Solar,0.2875460214513828,2.3305153145675215
PL,Battery,0.3008707040485898,0.8340265816505668
PL,Biomass CHP,3.3074759488856533,3.787896282412083
PL,Biomass CHP CC,2.0275958095843806e-07,3.118827920564127e-07
PL,CHP,2.2841297631715067e-06,4.264628157851832e-06
PL,Coal/Lignite,6.629912338943567,3.4030188510621717
PL,Fuel Cell,3.132237765885773e-07,5.208451349377951e-07
PL,Gas,2.1250044853858276,2.125007750109324
PL,Hydroelectricity,2.1205022796075697,2.1205022796075697
PL,Hydrogen,1.459923698744097e-06,2.5330988349616587e-06
PL,Nuclear,9.598252524442131e-07,1.4520000144156164
PL,Offwind,11.368689286597007,25.646311535664797
PL,Oil,0.0509494978468957,1.7791788565802595e-06
PL,Onwind,7.983387565442272,14.690203445928724
PL,Solar,20.652643258000055,58.41048671858929
PT,Battery,0.9836355953632454,3.3238048970566583
PT,Biomass CHP,0.2773824882333551,0.3457630707526586
PT,Biomass CHP CC,2.0111034328882884e-07,3.0800929245969017e-07
PT,CHP,1.940985633464378e-06,3.2210625112356857e-06
PT,Coal/Lignite,9.117295670721752e-07,1.3534247162872692e-06
PT,Fuel Cell,3.154004661963286e-07,5.062257005381572e-07
PT,Gas,3.829004595748798,2.8390070660653786
PT,Hydroelectricity,7.142200000000001,7.142200000000001
PT,Hydrogen,1.5714515974974705e-06,2.5469784634503588e-06
PT,Nuclear,1.3282048800642974e-06,2.0798495372511258e-06
PT,Offwind,2.5115497476614306,2.511556113845866
PT,Oil,1.045053497891054e-06,1.778174792364265e-06
PT,Onwind,5.472830910435048,4.4918366018956375
PT,Solar,11.090311380385456,19.81781543486591
RO,Battery,0.5367695537019315,4.735221307964441
RO,Biomass CHP,1.54330478345655,1.842577171942392
RO,Biomass CHP CC,2.0249590455307722e-07,3.108795988585531e-07
RO,CHP,1.970751448992376e-06,3.3656103745923858e-06
RO,Coal/Lignite,0.2766428700701074,1.3514010181075482e-06
RO,Fuel Cell,2.848560351521699e-07,4.771853310828649e-07
RO,Gas,4.485992096592947e-06,7.21657822451e-06
RO,Hydroelectricity,7.94739,7.94739
RO,Hydrogen,1.424465038013242e-06,2.4277446202304554e-06
RO,Nuclear,1.3000009929517211,1.3000017353626836
RO,Offwind,2.58621437699179e-05,7.288411540518944
RO,Oil,1.0455437542023156e-06,1.7789574825371925e-06
RO,Onwind,3.2555268670554907,3.2555300892386994
RO,Solar,12.333353639577634,31.834612876176056
RS,Battery,0.7030032392284149,1.6154914245586345
RS,Biomass CHP,0.2942465734957985,0.40159179995197
RS,Biomass CHP CC,2.030016711226495e-07,3.08860115580935e-07
RS,CHP,1.908019736047557e-06,3.417108711741947e-06
RS,Coal/Lignite,9.087180768620128e-07,1.354064476694301e-06
RS,Fuel Cell,2.8135433451523194e-07,4.767044291792506e-07
RS,Gas,4.155989793051087e-06,6.885928922943119e-06
RS,Hydroelectricity,3.1125,3.1125
RS,Hydrogen,1.4067067951973267e-06,2.3871361829318867e-06
RS,Nuclear,9.329553728646424e-07,1.6058615351803349e-06
RS,Oil,1.045068676800251e-06,1.7783358090373448e-06
RS,Onwind,0.398005202025306,0.3980069590620353
RS,Solar,5.706690283385216,12.222644925614716
SE,Battery,0.0986041295698796,0.0986190721251083
SE,Biomass CHP,2.7242765093020043,2.7242788372163385
SE,Biomass CHP CC,2.063921362370245e-07,3.214447724427091e-07
SE,CHP,1.7561655503743424e-06,2.9446325551105964e-06
SE,Coal/Lignite,8.136315616378653e-07,1.2452615804060544e-06
SE,Fuel Cell,2.82642727133589e-07,4.644870486587657e-07
SE,Gas,1.0910033524752778,1.0910055472288758
SE,Hydroelectricity,12.155186624932508,12.155186624932508
SE,Hydrogen,1.3729146592474725e-06,2.302476827025106e-06
SE,Nuclear,8.617000737760105,8.6170011691227
SE,Offwind,1.496000278844797,5.519000374079332
SE,Oil,1.0403772186807085e-06,1.7711818233790048e-06
SE,Onwind,14.168010540874809,13.864016332807129
SE,Solar,2.576021058571288,10.264640953996674
SI,Battery,0.0216858183218254,0.1606058545737294
SI,Biomass CHP,0.2045777382453216,0.249681879845236
SI,Biomass CHP CC,2.025259926311058e-07,3.11390512133152e-07
SI,CHP,1.9111448523295253e-06,3.4465962664863654e-06
SI,Coal/Lignite,0.1340009096645392,1.361374141390684e-06
SI,Fuel Cell,2.862581094482582e-07,4.872308716820874e-07
SI,Gas,0.4340043476506678,0.4340074569031755
SI,Hydroelectricity,1.210275,1.210275
SI,Hydrogen,1.431520463641701e-06,2.4837521827710115e-06
SI,Nuclear,0.6960009441910895,0.6960017755625745
SI,Offwind,7.993880306140823e-07,1.2403545389345612e-06
SI,Oil,1.0452113272329443e-06,1.7790540493860782e-06
SI,Onwind,2.143182176412076e-06,3.170462871188352e-06
SI,Solar,1.7946952381502232,4.071791417635904
SK,Battery,0.0882068477421991,0.2622249520296614
SK,Biomass CHP,0.5813683532243691,0.6664571344241996
SK,Biomass CHP CC,2.023122246388975e-07,3.1206927162186434e-07
SK,CHP,2.1431605995231576e-06,4.031554787226525e-06
SK,Coal/Lignite,0.549538233304412,1.355329010534075e-06
SK,Fuel Cell,2.996941636537509e-07,5.037632161757143e-07
SK,Gas,0.728004396343653,0.5100076680060963
SK,Hydroelectricity,2.279013,2.279013
SK,Hydrogen,1.4438914076039914e-06,2.4976040030330735e-06
SK,Nuclear,1.940000926971296,1.9400017564441112
SK,Oil,1.0447608918826946e-06,1.7786982107380078e-06
SK,Onwind,4.338582186753324e-06,6.805329110620263e-06
SK,Solar,2.83081988319818,8.258390862753018
