snapshots,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
carrier,Centralized heat,NH3,Decentralized heat,Electricity,Methane,Electricity,Centralized heat,Li ion,Decentralized heat,Electricity,Electricity,Centralized heat,Electricity,Centralized heat,Electricity,Decentralized heat,Electricity,Decentralized heat,Decentralized heat
sector,Waste Heat,Haber-Bosch,Heat Pump,Nuclear,Extraction,Offwind,Heat Pump,Storage ,Gas Boiler,Onwind,Solar,Biomass CHP,Biomass CHP,Gas Boiler,Hydroelectricity,Resistive heater,Gas,Oil Boiler,Storage 
2030-01-01 00:00:00,0.39176323590777723,0.4227945418327357,2.180619015747335,2.0559942313790938,14.995078357991243,9.236421617830226,0.3587393735193988,,8.395398579815462,4.0695113791616855,,8.091309716473918e-06,2.648689499668054e-06,2.2628675350746534,0.07976660778786634,0.7257915615247414,2.282195646627524e-06,2.665310056288373e-06,3.7251065460458816e-06
2030-01-01 03:00:00,0.39162525083138783,0.4226456657123818,2.1725880991979647,2.055998300552472,15.255810550858437,9.06506196627426,0.357545684878629,,14.840756148980098,3.2656879264491474,,1.1166021215904428e-05,3.655196029317896e-06,3.9146045892453674,0.07987641280452724,0.9843499331533254,2.439614468868096e-06,2.626773950995585e-06,3.7847812595414976e-06
2030-01-01 06:00:00,0.35550830366855074,0.3836675460399804,2.167659546980076,2.0559988958376776,15.547783938372431,9.115031073830204,0.355660366784315,0.0,15.360808773548744,2.5570490382449256,0.0566263262944668,1.3392825292766543e-05,4.384140141319212e-06,4.098629209422527,0.07987701376464304,1.061663573697359,2.51806102379432e-06,2.6147730583752e-06,3.809527849076907e-06
2030-01-01 09:00:00,0.3554977349474891,0.3836561722865741,2.162890101785232,2.055999388943759,15.736715988745596,9.226806967170019,0.3512498552578808,,13.16529070053565,2.2239561571107904,1.2181127488879695,1.6433479667262012e-05,5.379498074219549e-06,3.584672047921788,0.07988255379066916,1.158844791634059,2.6085489998044213e-06,2.631981664610305e-06,3.7922779187635128e-06
2030-01-01 12:00:00,0.3917464039921231,0.4227764040386661,2.1523391544346593,2.0559976581818633,15.786096166668184,9.224355430841436,0.3484879158872455,,12.523200329832331,1.964011366557092,1.7542509407927394,1.0017333654809655e-05,3.2791732606829905e-06,3.3858434942324713,0.07987601630311059,1.140652109103896,2.4253242902614445e-06,2.6256910508567184e-06,3.504689621109182e-06
2030-01-01 15:00:00,0.35547778112964984,0.3836346836767805,2.1021475822876585,2.055999900745547,15.55092930345616,9.194209584302671,0.3370737196385872,0.6035008508555438,13.77201594032725,1.4846294645250924,0.036001160901009,4.0770772429169825e-05,1.3346308646007195e-05,3.662758616472781,0.07987755084714317,0.8721756468689804,2.8245302708157424e-06,2.626640925610494e-06,3.746988199029995e-06
2030-01-01 18:00:00,0.3554685160057257,0.3836246924811413,2.0371068487773063,2.0559999620422533,15.355793269147195,9.234375345589386,0.3272503523316614,0.1604025399974989,13.886548510440536,1.720244919194189,,5.547141986345925e-05,1.8158564246388905e-05,3.629619563803368,0.07987613494779455,0.6484042564470288,2.860566477979321e-06,2.6287374570056312e-06,3.558425447864245e-06
2030-01-01 21:00:00,0.3554999516365871,0.3836585441376773,2.029750760349046,2.056000194348415,15.179846305314788,9.236051736647017,0.3264007331299393,,9.24136386417008,2.0974475745001255,,0.0410823612341754,0.0134483072129823,2.4010102557729436,0.07987617479801144,0.4794777607279941,2.991640992356977e-06,2.655297678268349e-06,3.2895374573665694e-06
2030-01-02 00:00:00,0.3545016952056225,0.3825812888087169,2.0298659852972545,2.056000546430426,15.229833854517118,9.233661325110473,0.3280108647700516,,9.499965228639525,1.8137144147503492,,0.6865216043205818,0.2247327847254397,1.8521271431552888,0.07987949907634816,0.6465080404104748,3.2850298155818525e-06,2.652865265837474e-06,2.988291413795002e-06
2030-01-02 03:00:00,0.35529815343155546,0.3834408630071369,2.0585111084949617,2.056000600649705,15.519003739376677,9.218489289645976,0.3300460162422337,,16.345703105271824,1.5020596246024964,,0.6865308066819282,0.2247357971175893,3.659003604306162,0.07957188011101805,1.0861506253911677,3.359625243167114e-06,6.761953909956243e-06,0.0177098892390526
2030-01-02 06:00:00,0.33522700539081274,0.3617797196069124,2.0617425799684455,2.0560007083370744,15.746359834873289,6.119156949096395,0.3279816857239093,0.8182633204204522,17.17005936884428,0.9481280158336888,0.0606392297492134,1.5050137847447895,0.4926661255338006,3.022788503636475,0.07872730938633624,0.617701134895286,3.531656542684956e-06,0.2825060696988687,0.009892573274341
2030-01-02 09:00:00,0.3554803070418296,0.3836374293561457,2.081402278255787,2.05600049269231,15.857412457940322,2.856370439856618,0.3377952856426413,,15.63493672546818,0.5683880785185446,2.47563279078898,0.686514489244022,0.224730455605775,3.242794674826467,0.07792079155483742,0.1187620141164583,3.207666328470039e-06,2.5788592579993095e-06,3.3057457287342224e-06
2030-01-02 12:00:00,0.35549428907071784,0.3836524543123887,2.141890694905626,2.0560003161463456,15.69577910411258,4.8725419316006535,0.3499865007161672,,14.856662439916075,0.806606550741735,1.4394052108823165,0.6864971909385339,0.224724793007047,3.049298264235779,0.07726373951831457,0.1007381227946925,3.0521853655180046e-06,2.592860654747309e-06,3.525595337419432e-06
2030-01-02 15:00:00,0.3352223248788315,0.3617746614912944,2.1294816967442185,2.0560006896866225,15.22797892122249,8.709041267017344,0.3469422645436122,0.9142776778846828,15.924601642372238,1.0942412996787314,0.0096140537974501,1.5050961866005306,0.492693099773782,2.5054101307147993,0.07674988267429006,0.065444586408274,3.462859469751583e-06,2.571304065801747e-06,3.746072988058105e-06
2030-01-02 18:00:00,0.35549324494369605,0.3836513252111344,2.110427700645981,2.0560003116779133,14.816335617915612,9.235373065944062,0.3463456153039346,0.3481162456653618,15.723765107444011,2.0785944188388417,,0.6865016331219216,0.2247262471553749,3.2572265868685695,0.07627830234324334,0.0941751021599348,3.0264213190662366e-06,2.5866519424221037e-06,3.7185539241842e-06
2030-01-02 21:00:00,0.35550206195227807,0.3836608223842509,2.1421735256042664,2.0560001873433675,14.360379501920384,9.236238400659907,0.3498686863336608,,10.420038674451918,2.8205179281703847,,0.0434347581555814,0.0142183641312206,2.5936482799394143,0.07589831680125299,0.0777057370815196,2.94210300489364e-06,2.6532766755785954e-06,3.755468147804252e-06
2030-01-03 00:00:00,0.35552312278469056,0.3836835453034854,2.155456439255094,2.056000122625839,14.03244279755963,9.228828509903003,0.3548618034175164,,6.478954448370971,2.37651569317286,,0.0256178451034416,0.0083859992643043,1.63736109996769,0.07559806092280341,0.078035239001967,2.898226935724386e-06,2.6726143581954734e-06,3.710471207142121e-06
2030-01-03 03:00:00,0.3648642165055531,0.3937646288805597,2.173492430652463,2.0560000364341526,13.959968593632324,9.234284112943028,0.3603831000446539,,11.172547604598297,2.2673816587136644,,0.0429720954388592,0.0140669115329873,2.7648518985822657,0.07547343398569861,0.0770135428067489,2.8485212341759093e-06,2.651955881954915e-06,3.7295353542776745e-06
2030-01-03 06:00:00,0.3914950919101282,0.4225052015817735,1.775450150989056,2.0559999995696012,13.94415181380428,9.229281520906436,5.330684902174092e-06,0.1936620244210405,12.064387018814845,1.9176107422187645,0.051961175234065904,0.0001749968322286,5.728519711160538e-05,3.244070684172529,0.07541399642623849,9.98771278119035e-07,2.826472732355466e-06,2.6369572578843144e-06,3.704090624091972e-06
2030-01-03 09:00:00,0.39151030117578206,0.4225216174365657,1.8339256970230389,2.056000010688089,13.884531949293006,9.088936598159455,8.064737903546517e-06,0.3920799254895162,10.526359746886728,1.6699047052105394,0.5212201614582181,0.0001648975966219,5.3979213254410515e-05,2.8798110059178574,0.07522994467260807,9.778017492114362e-07,2.832690231199048e-06,2.6457807908289193e-06,3.675628180304084e-06
2030-01-03 12:00:00,0.39151860949379885,0.4225305817108096,2.2512139140300773,2.0560000134607996,13.71591302024981,9.228698918560173,0.1658255652334685,0.6508709913661548,9.637133812308438,1.8231409521060824,0.5054761006350981,0.0001647514856207,5.3931383831461206e-05,2.59779866730117,0.07511812198277762,9.780478404476869e-07,2.8444882982529174e-06,2.6494415447187705e-06,3.663751842845889e-06
2030-01-03 15:00:00,0.355477484024102,0.3836342999057087,2.2507395421644887,2.056000443858403,13.43154889234442,9.116465642721016,5.3029059891793405e-05,0.9543547512260608,10.291974725323351,1.5894162226855293,0.001744738238517655,0.6847480436859569,0.2241522098130257,2.276128236074084,0.07504139331171587,9.862277033978789e-07,3.155236876220963e-06,2.6441227662130407e-06,3.720672250939427e-06
2030-01-03 18:00:00,0.3531893987603593,0.3811649927785496,2.2433248711108913,2.0560005923381595,13.19735957917119,8.676712446598716,1.4439434502633268e-05,0.4797409148288763,10.176781931108616,1.411821555189261,,0.6865274115992545,0.2247346857375848,2.246490559725056,0.07496239082926587,9.8129542661213e-07,3.328658389470395e-06,2.648586178403637e-06,3.7174327578386337e-06
2030-01-03 21:00:00,0.3395503472354842,0.3664455607902576,2.2382869804306242,2.0560009470267477,13.000883803827394,8.989736913169043,1.0337200554489233e-05,,6.789878973852128,1.306980023824602,,1.5047150673110858,0.4925683404090504,0.6068834138406395,0.07493745850461057,9.820472930792872e-07,4.0479489109238466e-06,2.6643846435421516e-06,3.680242404458701e-06
2030-01-04 00:00:00,0.3401641438137633,0.3671079648895961,2.230427305082398,2.0560009493310276,12.993623442989128,9.018111629246752,7.918019892208817e-06,,6.655566847280983,1.1844416273221492,,1.5052151279217472,0.4927320352044626,0.5726474045994373,0.07485121098822933,9.848023274259597e-07,4.058051600448224e-06,2.6633176924179644e-06,3.670206484574649e-06
2030-01-04 03:00:00,0.3554834746362457,0.3836409171316767,2.2208584614588505,2.0560009588962984,13.17235126724082,9.010328721904227,6.8674880596635655e-06,,11.508804033246788,1.1689112577576948,,1.5052132273515813,0.4927314130529918,1.751237085236388,0.07475542781867842,9.828408420031625e-07,4.118488236071266e-06,2.638408317454544e-06,3.7124211976642017e-06
2030-01-04 06:00:00,0.3917525671563348,0.4227830726696304,2.197439062425915,2.056000608391252,13.373338650397644,7.708634344183148,6.5050197533116916e-06,0.348208279241982,11.960780908669063,0.9406411700535116,0.008045584407459222,0.6865345709752921,0.2247370293586796,2.639281658464752,0.07467589806835664,9.771870089303431e-07,3.3759047014620825e-06,2.629974551788878e-06,3.711542335913366e-06
2030-01-04 09:00:00,0.39176475019785395,0.4227961683176715,2.2227089410855267,2.0560004120169437,13.527744782264268,5.026239858506043,0.116483515574479,0.7584806248452861,10.414166274758465,0.7643103001773811,0.3845798119798896,0.6865114861364002,0.2247294725387682,2.1478223093274353,0.07461864885725984,1.0213144889166208e-06,3.162157613173495e-06,2.643102087724688e-06,3.6648664364369937e-06
2030-01-04 12:00:00,0.3917636087377152,0.4227949388004376,2.2191031927297966,2.0560004324439465,13.507574407121204,4.0806271329528965,0.284293653685564,0.919100718162534,9.932503514595687,0.6417765800212942,0.4337964479914638,0.6856875468229413,0.2244597560794564,1.861224743086053,0.074587258366627,1.0187686610751346e-06,3.184797860209022e-06,2.6476576142270335e-06,3.6354935881033463e-06
2030-01-04 15:00:00,0.3917715709582037,0.4228035489442531,2.203295935028529,2.056001013567,13.351958227667886,3.502640300078871,5.224837779124936e-06,1.031591634365198,10.621161338718412,0.5494172159154807,0.0019328754416030759,1.5052159625978758,0.4927323084356175,1.4918255102867286,0.07455469959822088,9.894351878717731e-07,4.296804568649876e-06,2.640698514922711e-06,3.691590291145325e-06
2030-01-04 18:00:00,0.3917717572301427,0.4228037395517947,2.185487796869403,2.0560010146618306,13.265047903518449,3.970549139042275,0.2542030553115674,0.5045870400337383,10.512898721957448,0.6804576956946577,,1.505216748803319,0.4927325657998979,1.2065517792086746,0.07454161716213893,1.0388174076421158e-06,4.275519306217107e-06,2.6455031836160137e-06,3.6791208169872023e-06
2030-01-04 21:00:00,0.37814219533600707,0.4080944676257769,2.1508436138120226,2.0560011478010094,13.219490667522216,3.7607291126307687,0.1196031195930579,0.0072710635154,7.103888375561665,0.5943672190463215,,1.505168085305217,0.4927166358082208,0.5060155757206906,0.07453706215023903,1.043030602701635e-06,4.877470909560315e-06,2.661383330311531e-06,3.6467968171318663e-06
2030-01-05 00:00:00,0.38331331818443093,0.4136753871711865,2.1467342075221367,2.0560014230439827,13.35860907673174,4.019251232627445,0.2693158187142285,,8.315734985968577,0.5200155379549867,,1.505219453200487,0.4927334510840648,0.6482705187291528,0.08732690172322864,1.0486534230475303e-06,1.0501214516920322e-05,2.656083286010686e-06,3.657313036898253e-06
2030-01-05 03:00:00,0.3917321873567308,0.422761223159168,1.9550193083082954,2.0560014414318313,13.66657798847195,3.678557477947547,4.881437628750387e-05,,14.140108182414428,0.5413119828496078,,1.5052196719815476,0.492733522702025,2.297145529037513,0.087323826535446,1.050155379272422e-06,1.2088427733055433e-05,2.614666040629954e-06,3.684009864472159e-06
2030-01-05 06:00:00,0.3664300145547195,0.3954545993329453,2.1408517404506653,2.056001471505376,13.947532702120425,2.5593166532062703,7.316552569956066e-05,,14.08300579740675,0.4918641165515327,0.013740831367917851,1.5052196426100692,0.4927335130872741,2.35414551434783,0.09761204652395461,1.0433629389291465e-06,0.0035974220021540173,2.609211050140394e-06,3.673203797133506e-06
2030-01-05 09:00:00,0.3692750110966664,0.398524973851304,2.167409863613139,2.056001470750491,14.176695898070625,3.6328657821169372,0.3547567691802487,0.4222871221900484,12.332064436357758,0.557410469520771,0.3109965741259193,1.5052196888447145,0.4927335282221813,1.5716855857746348,0.091394529229573,1.9321318406834256e-06,0.0029383729887178826,2.6360132860348507e-06,3.63334546441376e-06
2030-01-05 12:00:00,0.36852721961624124,0.3977179383621904,2.1462906440458567,2.056001470129443,14.249715458982248,2.807593708768212,0.3545188519970138,0.7833711006478291,11.840953314290813,0.416324939912612,0.2265374931744594,1.5052196585704676,0.4927335183119091,1.4464449518528617,0.0911518327483758,1.937366693422353e-06,0.003358356467050037,2.6408209206772493e-06,3.623278649752936e-06
2030-01-05 15:00:00,0.36064303466517844,0.3892091690360961,2.1402846111873317,2.056001480931594,14.200317820251009,1.7095180696369203,0.3535471011366397,0.7263331420844911,12.853806036558638,0.1961131619914148,,1.5052194273002968,0.4927334426056398,1.703413453630693,0.5339520143846096,1.9871421938044696e-06,1.4537485532343373,2.633354845607672e-06,3.667595799790595e-06
