countries,carrier,2030,2030_std,2035,2035_std,2040,2040_std,2045,2045_std,2050,2050_std
DE,H2,68.94430099774574,6.776258366425838,81.98121569687771,3.586114914623686,83.16382120342783,4.121811968978846,80.00642454606148,5.904153185076262,78.23555450431382,2.164367184526332
DK,H2,70.70788996637293,6.550006171383856,80.63875280190572,2.935859351197816,79.79649515497454,5.87338895909695,76.0154667305996,7.395277231745048,72.71419759045456,11.070699309485033
EE,H2,68.94397683602422,10.71497536580754,81.98116023101036,7.323441501501938,81.38431957402126,5.136624459122616,79.55443901565987,4.353835431231412,77.71671910259718,3.41627509301924
ES,H2,70.04691809775406,9.361007484305148,82.01572333717314,6.524397508249688,84.60205101598956,5.945198668387761,81.3268087259641,6.046802323990978,79.35704565759887,0.9310446185326396
FI,H2,70.52463930118819,9.42437947708765,82.05662063829482,9.959911909764164,81.46263592238824,7.80547446557503,80.24258042110564,2.719497993995136,78.34011997203334,2.2717344581257852
FL,H2,68.94428933460121,6.73038203033899,81.96981934580911,3.6811255656942814,82.22785591038028,4.600789123688758,78.37741874549629,6.869916457924977,75.9721931247118,5.7398944596455355
FR,H2,68.94429636797102,7.236964953526987,81.98121582938728,3.076243836528426,82.27060213941795,3.882004087442537,79.04687917488675,7.162731996762574,75.98588512451683,4.674296628159132
GB,H2,70.21920357439767,6.1667864833214825,80.06415477207497,3.933878642213316,78.18763863271118,7.137003483604785,74.80277271045566,8.168942583033248,71.14953484994771,9.587220620210427
GR,H2,68.94422310666104,11.963916529372534,81.98117290154386,8.01737055299789,87.31076128448808,1.8512217430411004,82.86240522295175,4.169247141864629,78.76999898495968,4.773788527091807e-07
HR,H2,72.69341020310975,22.450678624719217,84.30645200593614,9.990117421427664,89.57724537300807,18.739862174908207,87.2474003028749,5.9999601094646735,83.30351729221664,4.097944015121181
HU,H2,68.94427376962355,22.67494403482055,81.98118913337596,10.482836831305749,87.31077363712518,19.061128710181457,86.39837571384993,6.747754917047707,83.05065933367466,5.284583340929633
IE,H2,68.94428285901965,8.423142307124708,77.6577256549333,6.520301395033992,77.09636481752038,11.343563977806312,74.88632244269515,8.911649520227872,70.88407339512217,11.149842086257442
IT,H2,68.94415713584297,13.135543219532348,81.98098701687172,8.749014726914814,85.04206789648134,4.497194539634336,82.38054803189092,3.2017414493311094,77.80908760762775,4.902419894229176
LT,H2,68.94427544240632,10.118554618686328,80.50907088299196,6.901263031734558,82.9817645573175,5.2851883873416305,79.95942205542359,3.4111854412420195,77.93014908958021,3.622458378034227
LU,H2,72.27048859645932,32.909388533488304,85.35176999963525,31.21343707416884,85.43810860147246,17.98342867998751,81.5855489775833,8.22021508920199,78.43351062740408,6.4809712995407285
LV,H2,68.94313208363158,10.397419228124358,81.93843648817808,6.951409538761477,83.84107771493126,4.986689252477167,80.59851353384161,4.046995101510879,78.07841395207173,3.4007003600662307
ME,H2,73.45057230134988,10.875861703092628,85.7281371631415,5.494420141142652,87.74120884983611,0.3402527427408585,83.30498982869538,1.0656661478152498e-05,78.76999823754701,4.009433512543925e-07
MK,H2,71.97532164782554,31.927847544158578,84.17942942470174,6.544047701545625,89.3943655563085,15.24780155285248,86.3275190590038,6.679194438022207,81.56477985826272,5.139532362766048
NL,H2,68.94429802965041,6.29236411133152,81.98121124536812,3.190927784323435,81.00074523641979,4.80307826260604,77.13912779029518,7.096697018314787,74.15421550520595,7.165092866143789
NO,H2,68.9443008084013,6.3342606662635195,81.98121319387963,3.6848851658974255,80.86710735954358,3.3474149389533556,79.51014026481906,2.539147090456514,78.72476420827432,0.1551744956747168
PL,H2,68.94429955186331,7.063418747167596,81.98120886391962,4.143795955948223,84.9019139474302,3.2909002993620406,79.41778421206432,6.208291354211493,78.54704130151212,1.523780923528005
PT,H2,68.94407351707046,13.748519196379474,81.98119092143023,7.986129414885375,87.31078451941346,1.9381110633075176,83.30499219225928,2.7857818934725926e-06,78.76999868183344,7.988337095984688e-07
RO,H2,68.94427837800072,10.616339730529065,81.98115198051319,7.835217010187971,87.31074183227652,1.5161229565095595,83.30499264744562,2.7853838948491987e-06,78.7699974575823,1.4176529236727589e-06
RS,H2,73.40356435627595,22.786183521393344,86.13936130393934,11.729959764340858,90.24509579061396,11.935257100700998,86.00290416507664,3.144285826428126,81.48266279465649,2.7846457308300163
SE,H2,72.1598990979347,8.992836790552985,81.68889190177605,7.064733954386015,80.41968275436847,5.702382618070171,80.37087589358235,3.9581594701373457,77.1599659894549,3.701344781899317
SI,H2,73.47543721938202,22.619708252294927,85.5694387295499,15.614238805744597,90.51852878255576,23.72456993352725,88.158010602662,6.4055328375758664,83.62484465376454,4.7011154145456
SK,H2,68.94428728195373,33.44965656521137,81.98109225939905,17.235385857067733,87.01029668567156,30.87209964975508,83.8056258790506,7.494589184395778,83.03943890082564,4.86400421864922
WL,H2,70.62519117739177,7.040231768206818,83.64012431873537,3.7537554777597792,83.82370914158955,4.326071933950657,79.86356418158404,7.16354722856531,77.06259313508704,5.652995422201457
